cd_cvm,name,quarter_prev,quarter_curr,cosine_similarity,chars_prev,chars_curr,diagnostic_prev,diagnostic_curr,event_date,ctrl_year_tmp,CD_CVM,ticker,pre_date,pre_eps,post_date,post_eps,revision_raw,revision_pct,group,company_name,__ctrl_year__,total_assets,net_revenue,net_income,total_equity,total_liabilities,ln_total_assets,ln_net_revenue,leverage,roa,roe,past_12m_return
2437,AXIA ENERGIA S.A.,2015Q1,2015Q2,0.982,7416,7685,font_heading,font_heading,2015-08-14,2015,2437.0,AXIA3,,,,,,,stayed,AXIA ENERGIA S.A.,2015.0,149645408.0,32588838.0,-14953658.0,41739222.0,107906186.0,18.823779106860684,17.299480395069157,0.7210791660242591,-0.0999272760845424,-0.3582639369751549,0.1184466018076684
2437,AXIA ENERGIA S.A.,2015Q2,2015Q3,0.9659,7685,8021,font_heading,font_heading,2015-11-12,2015,2437.0,AXIA3,,,,,,,stayed,AXIA ENERGIA S.A.,2015.0,149645408.0,32588838.0,-14953658.0,41739222.0,107906186.0,18.823779106860684,17.299480395069157,0.7210791660242591,-0.0999272760845424,-0.3582639369751549,0.1184466018076684
2437,AXIA ENERGIA S.A.,2015Q3,2016Q1,0.9569,8021,7773,font_heading,font_heading,2016-05-11,2016,2437.0,AXIA3,,,,,,,stayed,AXIA ENERGIA S.A.,2016.0,170499429.0,60748853.0,3513276.0,44064927.0,126434502.0,18.95424250570863,17.922258759348253,0.7415538148224532,0.020605793348434,0.0797295318337869,2.8991452984968618
2437,AXIA ENERGIA S.A.,2016Q1,2016Q2,0.9921,7773,7935,font_heading,font_heading,2016-08-15,2016,2437.0,AXIA3,,,,,,,stayed,AXIA ENERGIA S.A.,2016.0,170499429.0,60748853.0,3513276.0,44064927.0,126434502.0,18.95424250570863,17.922258759348253,0.7415538148224532,0.020605793348434,0.0797295318337869,2.8991452984968618
2437,AXIA ENERGIA S.A.,2016Q2,2016Q3,0.9863,7935,8036,font_heading,font_heading,2016-11-09,2016,2437.0,AXIA3,,,,,,,stayed,AXIA ENERGIA S.A.,2016.0,170499429.0,60748853.0,3513276.0,44064927.0,126434502.0,18.95424250570863,17.922258759348253,0.7415538148224532,0.020605793348434,0.0797295318337869,2.8991452984968618
2437,AXIA ENERGIA S.A.,2016Q3,2017Q1,0.9818,8036,8032,font_heading,font_heading,2017-05-12,2017,2437.0,AXIA3,,,,,,,stayed,AXIA ENERGIA S.A.,2017.0,172975359.0,37876024.0,-1725691.0,42752532.0,130222827.0,18.968659708791424,17.449828857731962,0.7528403337495024,-0.0099765134755407,-0.0403646502153369,-0.1483927787545815
2437,AXIA ENERGIA S.A.,2017Q1,2017Q2,0.9576,8032,7646,font_heading,font_heading,2017-08-14,2017,2437.0,AXIA3,,,,,,,stayed,AXIA ENERGIA S.A.,2017.0,172975359.0,37876024.0,-1725691.0,42752532.0,130222827.0,18.968659708791424,17.449828857731962,0.7528403337495024,-0.0099765134755407,-0.0403646502153369,-0.1483927787545815
2437,AXIA ENERGIA S.A.,2017Q2,2017Q3,0.9347,7646,7767,font_heading,font_heading,2017-11-13,2017,2437.0,AXIA3,,,,,,,stayed,AXIA ENERGIA S.A.,2017.0,172975359.0,37876024.0,-1725691.0,42752532.0,130222827.0,18.968659708791424,17.449828857731962,0.7528403337495024,-0.0099765134755407,-0.0403646502153369,-0.1483927787545815
2437,AXIA ENERGIA S.A.,2017Q3,2018Q1,0.8274,7767,10553,font_heading,font_heading,2018-05-15,2018,2437.0,AXIA3,,,,,,,stayed,AXIA ENERGIA S.A.,2018.0,181210208.0,24975747.0,13347577.0,56008948.0,125201260.0,19.015168285527206,17.03341579196151,0.6909172578180585,0.0736579751621939,0.2383115105107848,0.3673814897923633
2437,AXIA ENERGIA S.A.,2018Q1,2018Q2,0.9341,10553,9288,font_heading,font_heading,2018-08-14,2018,2437.0,AXIA3,,,,,,,stayed,AXIA ENERGIA S.A.,2018.0,181210208.0,24975747.0,13347577.0,56008948.0,125201260.0,19.015168285527206,17.03341579196151,0.6909172578180585,0.0736579751621939,0.2383115105107848,0.3673814897923633
2437,AXIA ENERGIA S.A.,2018Q2,2018Q3,0.9534,9288,9358,font_heading,font_heading,2018-11-12,2018,2437.0,AXIA3,,,,,,,stayed,AXIA ENERGIA S.A.,2018.0,181210208.0,24975747.0,13347577.0,56008948.0,125201260.0,19.015168285527206,17.03341579196151,0.6909172578180585,0.0736579751621939,0.2383115105107848,0.3673814897923633
2437,AXIA ENERGIA S.A.,2018Q3,2019Q1,0.651,9358,5749,font_heading,font_heading,2019-05-13,2019,2437.0,AXIA3,,,,,,,stayed,AXIA ENERGIA S.A.,2019.0,177466715.0,27725527.0,10743843.0,71394146.0,106072569.0,18.9942936281687,17.137864099135474,0.5977040201594986,0.0605400454952918,0.15048632978956,0.5775706906245932
2437,AXIA ENERGIA S.A.,2019Q1,2019Q2,0.7512,5749,7169,font_heading,font_heading,2019-08-12,2019,2437.0,AXIA3,,,,,,,stayed,AXIA ENERGIA S.A.,2019.0,177466715.0,27725527.0,10743843.0,71394146.0,106072569.0,18.9942936281687,17.137864099135474,0.5977040201594986,0.0605400454952918,0.15048632978956,0.5775706906245932
2437,AXIA ENERGIA S.A.,2019Q2,2019Q3,0.95,7169,8496,font_heading,font_heading,2019-11-11,2019,2437.0,AXIA3,,,,,,,stayed,AXIA ENERGIA S.A.,2019.0,177466715.0,27725527.0,10743843.0,71394146.0,106072569.0,18.9942936281687,17.137864099135474,0.5977040201594986,0.0605400454952918,0.15048632978956,0.5775706906245932
2437,AXIA ENERGIA S.A.,2019Q3,2020Q1,0.8358,8496,5545,font_heading,font_heading,2020-05-28,2020,2437.0,AXIA3,2014-09-30,-0.969999898,2020-06-30,0.75,1.719999898,1.7731959575938017,stayed,AXIA ENERGIA S.A.,2020.0,178966449.0,29080513.0,6387313.0,73751294.0,105215155.0,19.002708910482564,17.185578851464363,0.5879043563075893,0.0356900024316848,0.0866061143279736,0.0205956025605342
2437,AXIA ENERGIA S.A.,2020Q1,2020Q2,0.9598,5545,6390,font_heading,font_heading,2020-08-12,2020,2437.0,AXIA3,2020-06-30,0.75,2020-09-30,1.25,0.5,0.6666666666666666,stayed,AXIA ENERGIA S.A.,2020.0,178966449.0,29080513.0,6387313.0,73751294.0,105215155.0,19.002708910482564,17.185578851464363,0.5879043563075893,0.0356900024316848,0.0866061143279736,0.0205956025605342
2437,AXIA ENERGIA S.A.,2020Q2,2020Q3,0.0696,6390,430,font_heading,font_heading,2020-11-11,2020,2437.0,AXIA3,2020-09-30,1.25,2020-12-31,0.695,-0.555,-0.44400000000000006,stayed,AXIA ENERGIA S.A.,2020.0,178966449.0,29080513.0,6387313.0,73751294.0,105215155.0,19.002708910482564,17.185578851464363,0.5879043563075893,0.0356900024316848,0.0866061143279736,0.0205956025605342
2437,AXIA ENERGIA S.A.,2020Q3,2021Q1,0.1104,430,8727,font_heading,font_heading,2021-06-10,2021,2437.0,AXIA3,2021-03-31,0.72,2021-06-30,1.483333333,0.7633333330000001,1.0601851847222223,stayed,AXIA ENERGIA S.A.,2021.0,188303069.0,37616241.0,5713633.0,76416764.0,111886305.0,19.053563291954468,17.442946456589613,0.594182057648779,0.0303427502819935,0.0747693660516689,-0.1066844919786096
2437,AXIA ENERGIA S.A.,2021Q1,2021Q2,0.5561,8727,6966,font_heading,font_heading,2021-08-11,2021,2437.0,AXIA3,2021-06-30,1.483333333,2021-09-30,1.856666667,0.373333334,0.25168539376442367,stayed,AXIA ENERGIA S.A.,2021.0,188303069.0,37616241.0,5713633.0,76416764.0,111886305.0,19.053563291954468,17.442946456589613,0.594182057648779,0.0303427502819935,0.0747693660516689,-0.1066844919786096
2437,AXIA ENERGIA S.A.,2021Q2,2021Q3,0.1968,6966,15470,font_heading,font_heading,2021-11-16,2021,2437.0,AXIA3,2021-09-30,1.856666667,2021-12-31,1.44,-0.4166666670000001,-0.22441651719489833,stayed,AXIA ENERGIA S.A.,2021.0,188303069.0,37616241.0,5713633.0,76416764.0,111886305.0,19.053563291954468,17.442946456589613,0.594182057648779,0.0303427502819935,0.0747693660516689,-0.1066844919786096
2437,AXIA ENERGIA S.A.,2021Q3,2022Q1,0.1731,15470,6189,font_heading,font_heading,2022-06-06,2022,2437.0,AXIA3,2022-03-31,1.07,2022-06-30,0.88,-0.19000000000000006,-0.17757009345794397,stayed,AXIA ENERGIA S.A.,2022.0,270217462.0,34074233.0,3638382.0,111028636.0,159188826.0,19.414737607605,17.34405202612259,0.589113763491717,0.0134646442649217,0.0327697622080127,0.2705882352941176
2437,AXIA ENERGIA S.A.,2022Q1,2022Q2,0.5942,6189,14862,font_heading,font_heading,2022-08-12,2022,2437.0,AXIA3,2022-06-30,0.88,2022-09-30,0.95,0.06999999999999995,0.07954545454545449,stayed,AXIA ENERGIA S.A.,2022.0,270217462.0,34074233.0,3638382.0,111028636.0,159188826.0,19.414737607605,17.34405202612259,0.589113763491717,0.0134646442649217,0.0327697622080127,0.2705882352941176
2437,AXIA ENERGIA S.A.,2022Q2,2022Q3,0.6038,14862,7483,font_heading,font_heading,2022-11-09,2022,2437.0,AXIA3,2022-09-30,0.95,2022-12-31,0.24,-0.71,-0.7473684210526316,stayed,AXIA ENERGIA S.A.,2022.0,270217462.0,34074233.0,3638382.0,111028636.0,159188826.0,19.414737607605,17.34405202612259,0.589113763491717,0.0134646442649217,0.0327697622080127,0.2705882352941176
2437,AXIA ENERGIA S.A.,2022Q3,2023Q1,0.1862,7483,2506,font_heading,font_heading,2023-05-04,2023,2437.0,AXIA3,2023-03-31,0.72,2023-06-30,0.67,-0.04999999999999993,-0.06944444444444435,stayed,AXIA ENERGIA S.A.,2023.0,267057654.0,37158908.0,4394861.0,112464644.0,154593010.0,19.402975125638708,17.430714085041092,0.5788750394699416,0.0164566000418771,0.039077712280848,0.0363947239863213
2437,AXIA ENERGIA S.A.,2023Q1,2023Q2,0.2678,2506,10782,font_heading,font_heading,2023-08-07,2023,2437.0,AXIA3,2023-06-30,0.67,2023-09-30,0.78,0.10999999999999999,0.16417910447761191,stayed,AXIA ENERGIA S.A.,2023.0,267057654.0,37158908.0,4394861.0,112464644.0,154593010.0,19.402975125638708,17.430714085041092,0.5788750394699416,0.0164566000418771,0.039077712280848,0.0363947239863213
2437,AXIA ENERGIA S.A.,2023Q2,2023Q3,0.9498,10782,12333,font_heading,font_heading,2023-11-08,2023,2437.0,AXIA3,2023-09-30,0.78,2023-12-31,1.055,0.2749999999999999,0.3525641025641024,stayed,AXIA ENERGIA S.A.,2023.0,267057654.0,37158908.0,4394861.0,112464644.0,154593010.0,19.402975125638708,17.430714085041092,0.5788750394699416,0.0164566000418771,0.039077712280848,0.0363947239863213
2437,AXIA ENERGIA S.A.,2023Q3,2024Q1,0.1063,12333,1472,font_heading,font_heading,2024-07-31,2024,2437.0,AXIA3,2024-06-30,0.59,2024-09-30,1.09,0.5000000000000001,0.8474576271186443,stayed,AXIA ENERGIA S.A.,2024.0,289871330.0,40181552.0,10380753.0,121999776.0,167871554.0,19.484947692830243,17.50891854278727,0.5791243790822639,0.0358115892316773,0.0850882955719525,-0.1787776708373436
2437,AXIA ENERGIA S.A.,2024Q1,2024Q2,0.4516,1472,1101,font_heading,font_heading,2024-08-22,2024,2437.0,AXIA3,2024-06-30,0.59,2024-09-30,1.09,0.5000000000000001,0.8474576271186443,stayed,AXIA ENERGIA S.A.,2024.0,289871330.0,40181552.0,10380753.0,121999776.0,167871554.0,19.484947692830243,17.50891854278727,0.5791243790822639,0.0358115892316773,0.0850882955719525,-0.1787776708373436
2437,AXIA ENERGIA S.A.,2024Q2,2024Q3,0.2511,1101,82493,font_heading,font_heading,2024-11-06,2024,2437.0,AXIA3,2024-09-30,1.09,2024-12-31,0.766666667,-0.3233333330000001,-0.296636085321101,stayed,AXIA ENERGIA S.A.,2024.0,289871330.0,40181552.0,10380753.0,121999776.0,167871554.0,19.484947692830243,17.50891854278727,0.5791243790822639,0.0358115892316773,0.0850882955719525,-0.1787776708373436
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2015Q1,2015Q2,0.9728,9457,11239,font_heading,font_heading,2015-08-14,2015,2453.0,CMIG4,2015-06-30,0.16999996,2015-09-30,0.055999987,-0.113999973,-0.6705882342560551,stayed,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2015.0,40857089.0,21292211.0,2469003.0,12987676.0,27869413.0,17.525590901546128,16.87385188305097,0.6821193991573898,0.0604302230146646,0.1901035258347991,-0.5008143323317034
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2015Q2,2015Q3,0.7769,11239,2952,font_heading,font_heading,2015-11-13,2015,2453.0,CMIG4,2015-09-30,0.055999987,2015-12-31,0.149999964,0.09399997700000001,1.6785714075255056,stayed,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2015.0,40857089.0,21292211.0,2469003.0,12987676.0,27869413.0,17.525590901546128,16.87385188305097,0.6821193991573898,0.0604302230146646,0.1901035258347991,-0.5008143323317034
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2016Q3,2017Q1,0.7997,3144,3564,font_heading,font_heading,2017-05-15,2017,2453.0,CMIG4,2017-03-31,0.179999957,2017-06-30,0.12499997,-0.054999986999999986,-0.30555555632716064,stayed,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2017.0,42239589.0,21711690.0,1001596.0,14330136.0,27909453.0,17.558868467201307,16.893361383136142,0.6607415853407096,0.023712257238109,0.0698943820212173,-0.0115672869479888
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2017Q1,2017Q2,0.8309,3564,12297,font_heading,font_heading,2017-08-11,2017,2453.0,CMIG4,2017-06-30,0.12499997,2017-09-30,0.066499984,-0.058499986000000004,-0.4680000003200001,stayed,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2017.0,42239589.0,21711690.0,1001596.0,14330136.0,27909453.0,17.558868467201307,16.893361383136142,0.6607415853407096,0.023712257238109,0.0698943820212173,-0.0115672869479888
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2017Q2,2017Q3,0.9735,12297,12762,font_heading,font_heading,2017-11-14,2017,2453.0,CMIG4,2017-09-30,0.066499984,2017-12-31,0.259999936,0.19349995199999998,2.909774414381814,stayed,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2017.0,42239589.0,21711690.0,1001596.0,14330136.0,27909453.0,17.558868467201307,16.893361383136142,0.6607415853407096,0.023712257238109,0.0698943820212173,-0.0115672869479888
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2017Q3,2018Q1,0.8615,12762,12681,font_heading,font_heading,2018-05-16,2018,2453.0,CMIG4,2018-03-31,0.109999973,2018-06-30,0.114999972,0.004999999000000005,0.045454547520661706,stayed,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2018.0,59854673.0,22266217.0,1741713.0,15939327.0,43915346.0,17.907430065449944,16.91858115502407,0.733699539215593,0.029099031248571,0.1092714265790519,1.1323076921600346
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2018Q1,2018Q2,0.971,12681,14449,font_heading,font_heading,2018-11-29,2018,2453.0,CMIG4,2018-09-30,0.067333317,2018-12-31,0.109999973,0.042666656,0.6336633616312114,stayed,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2018.0,59854673.0,22266217.0,1741713.0,15939327.0,43915346.0,17.907430065449944,16.91858115502407,0.733699539215593,0.029099031248571,0.1092714265790519,1.1323076921600346
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2018Q2,2018Q3,0.3841,14449,2702,font_heading,font_heading,2018-11-27,2018,2453.0,CMIG4,2018-09-30,0.067333317,2018-12-31,0.109999973,0.042666656,0.6336633616312114,stayed,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2018.0,59854673.0,22266217.0,1741713.0,15939327.0,43915346.0,17.907430065449944,16.91858115502407,0.733699539215593,0.029099031248571,0.1092714265790519,1.1323076921600346
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2018Q3,2019Q1,0.9284,2702,3146,font_heading,font_heading,2019-05-16,2019,2453.0,CMIG4,2019-03-31,0.189999953,2019-06-30,0.159999961,-0.029999992000000003,-0.15789473379501312,stayed,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2019.0,49927052.0,25390306.0,3128073.0,15890865.0,34036187.0,17.726073538073983,17.049878005597208,0.6817183397890186,0.0626528680283386,0.1968472452569448,0.1005586592012581
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2019Q1,2019Q2,0.2948,3146,2648,font_heading,font_heading,2019-08-15,2019,2453.0,CMIG4,2019-06-30,0.159999961,2019-09-30,0.179999956,0.019999994999999993,0.12499999921874977,stayed,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2019.0,49927052.0,25390306.0,3128073.0,15890865.0,34036187.0,17.726073538073983,17.049878005597208,0.6817183397890186,0.0626528680283386,0.1968472452569448,0.1005586592012581
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2019Q2,2019Q3,0.3648,2648,16209,font_heading,font_heading,2019-11-14,2019,2453.0,CMIG4,2019-09-30,0.179999956,2019-12-31,0.11999997,-0.05999998599999999,-0.33333333703703794,stayed,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2019.0,49927052.0,25390306.0,3128073.0,15890865.0,34036187.0,17.726073538073983,17.049878005597208,0.6817183397890186,0.0626528680283386,0.1968472452569448,0.1005586592012581
