cd_cvm,name,group,year_prev,year_curr,cosine_similarity_cmn,diagnostic_prev,diagnostic_curr
018627,Cia. de Saneamento do Paraná (Sanepar),dropped_or_delisted,2021,2022,0.9932,font_heading,font_heading
018627,Cia. de Saneamento do Paraná (Sanepar),dropped_or_delisted,2022,2023,0.9966,font_heading,font_heading
018627,Cia. de Saneamento do Paraná (Sanepar),dropped_or_delisted,2023,2024,0.9375,font_heading,font_heading
018660,CPFL ENERGIA,stayed,2015,2016,0.9383,font_heading,font_heading
018660,CPFL ENERGIA,stayed,2016,2017,0.5604,font_heading,font_heading
018660,CPFL ENERGIA,stayed,2017,2018,0.6618,font_heading,font_heading
018660,CPFL ENERGIA,stayed,2018,2019,0.9525,font_heading,font_heading
018660,CPFL ENERGIA,stayed,2019,2020,0.9574,font_heading,font_heading
018660,CPFL ENERGIA,stayed,2020,2021,0.6877,font_heading,font_heading
018660,CPFL ENERGIA,stayed,2021,2022,0.7208,font_heading,font_heading
018660,CPFL ENERGIA,stayed,2022,2023,0.9848,font_heading,font_heading
018660,CPFL ENERGIA,stayed,2023,2024,0.5508,font_heading,font_heading
018724,BRADESPAR,stayed,2015,2016,0.6636,regex_only,font_heading
018724,BRADESPAR,stayed,2016,2017,0.9595,font_heading,font_heading
018724,BRADESPAR,stayed,2017,2018,0.9362,font_heading,font_heading
018724,BRADESPAR,stayed,2018,2019,0.5436,font_heading,font_heading
018724,BRADESPAR,stayed,2019,2020,0.9139,font_heading,font_heading
018724,BRADESPAR,stayed,2020,2021,0.2789,font_heading,regex_only
018821,MOTIVA SA,stayed,2015,2016,0.955,font_heading,font_heading
018821,MOTIVA SA,stayed,2016,2017,0.952,font_heading,font_heading
018821,MOTIVA SA,stayed,2017,2018,0.9639,font_heading,font_heading
018821,MOTIVA SA,stayed,2018,2019,0.3018,font_heading,font_heading
018821,MOTIVA SA,stayed,2019,2020,0.5254,font_heading,font_heading
018821,MOTIVA SA,stayed,2020,2021,0.8596,font_heading,font_heading
018821,MOTIVA SA,stayed,2021,2022,0.6926,font_heading,font_heading
018821,MOTIVA SA,stayed,2022,2023,0.9549,font_heading,font_heading
018821,MOTIVA SA,stayed,2023,2024,0.1301,font_heading,regex_only
019445,COPASA,stayed,2015,2016,0.8738,font_heading,font_heading
019445,COPASA,stayed,2016,2017,0.8864,font_heading,font_heading
019445,COPASA,stayed,2017,2018,0.8777,font_heading,font_heading
019445,COPASA,stayed,2018,2019,0.3369,font_heading,font_heading
019445,COPASA,stayed,2019,2020,0.936,font_heading,font_heading
019445,COPASA,stayed,2020,2021,0.3961,font_heading,font_heading
019445,COPASA,stayed,2021,2022,0.9164,font_heading,font_heading
019445,COPASA,stayed,2022,2023,0.3246,font_heading,regex_only
019445,COPASA,stayed,2023,2024,0.2768,regex_only,font_heading
019453,Ecorodovias Infraestrutura e Logística S.A.,dropped_or_delisted,2015,2016,0.9143,font_heading,font_heading
019453,Ecorodovias Infraestrutura e Logística S.A.,dropped_or_delisted,2016,2017,0.6053,font_heading,font_heading
019453,Ecorodovias Infraestrutura e Logística S.A.,dropped_or_delisted,2017,2018,0.9546,font_heading,font_heading
019453,Ecorodovias Infraestrutura e Logística S.A.,dropped_or_delisted,2018,2019,0.9897,font_heading,font_heading
019453,Ecorodovias Infraestrutura e Logística S.A.,dropped_or_delisted,2019,2020,0.4783,font_heading,font_heading
019453,Ecorodovias Infraestrutura e Logística S.A.,dropped_or_delisted,2020,2021,0.2592,font_heading,regex_only
019453,Ecorodovias Infraestrutura e Logística S.A.,dropped_or_delisted,2021,2022,0.2845,regex_only,font_heading
019453,Ecorodovias Infraestrutura e Logística S.A.,dropped_or_delisted,2022,2023,0.7703,font_heading,font_heading
019453,Ecorodovias Infraestrutura e Logística S.A.,dropped_or_delisted,2023,2024,0.5398,font_heading,font_heading
019550,NATURA,stayed,2015,2016,0.403,font_heading,regex_only
019550,NATURA,stayed,2016,2017,0.41,regex_only,font_heading
019550,NATURA,stayed,2017,2018,0.2484,font_heading,font_heading
019550,NATURA,stayed,2018,2019,0.2774,font_heading,font_heading
019550,NATURA,stayed,2019,2020,1.0,font_heading,font_heading
019550,NATURA,stayed,2020,2021,1.0,font_heading,font_heading
019550,NATURA,stayed,2021,2022,1.0,font_heading,font_heading
019550,NATURA,stayed,2022,2024,1.0,font_heading,font_heading
019569,Gol Linhas Aéreas Inteligentes S.A.,dropped_or_delisted,2015,2016,0.7542,font_heading,font_heading
019569,Gol Linhas Aéreas Inteligentes S.A.,dropped_or_delisted,2016,2017,0.8032,font_heading,font_heading
019569,Gol Linhas Aéreas Inteligentes S.A.,dropped_or_delisted,2017,2018,0.906,font_heading,font_heading
019569,Gol Linhas Aéreas Inteligentes S.A.,dropped_or_delisted,2018,2019,0.2177,font_heading,font_heading
019569,Gol Linhas Aéreas Inteligentes S.A.,dropped_or_delisted,2019,2020,0.7937,font_heading,font_heading
019569,Gol Linhas Aéreas Inteligentes S.A.,dropped_or_delisted,2020,2021,0.9972,font_heading,font_heading
019569,Gol Linhas Aéreas Inteligentes S.A.,dropped_or_delisted,2021,2022,0.2504,font_heading,font_heading
019569,Gol Linhas Aéreas Inteligentes S.A.,dropped_or_delisted,2022,2023,0.2504,font_heading,font_heading
019569,Gol Linhas Aéreas Inteligentes S.A.,dropped_or_delisted,2023,2024,0.0909,font_heading,font_heading
019623,Diagnósticos da América S.A. (Dasa),dropped_or_delisted,2015,2016,0.9682,font_heading,font_heading
019623,Diagnósticos da América S.A. (Dasa),dropped_or_delisted,2016,2017,0.6678,font_heading,font_heading
019623,Diagnósticos da América S.A. (Dasa),dropped_or_delisted,2017,2018,0.8452,font_heading,font_heading
019623,Diagnósticos da América S.A. (Dasa),dropped_or_delisted,2018,2019,0.8848,font_heading,font_heading
019623,Diagnósticos da América S.A. (Dasa),dropped_or_delisted,2019,2020,0.9252,font_heading,font_heading
019623,Diagnósticos da América S.A. (Dasa),dropped_or_delisted,2020,2021,0.7546,font_heading,font_heading
019623,Diagnósticos da América S.A. (Dasa),dropped_or_delisted,2021,2022,0.8831,font_heading,font_heading
019623,Diagnósticos da América S.A. (Dasa),dropped_or_delisted,2022,2023,0.5472,font_heading,font_heading
019623,Diagnósticos da América S.A. (Dasa),dropped_or_delisted,2023,2024,0.42,font_heading,font_heading
019739,LOCALIZA,stayed,2015,2016,0.0526,regex_only,font_heading
019739,LOCALIZA,stayed,2016,2017,0.9062,font_heading,font_heading
019739,LOCALIZA,stayed,2017,2018,0.9152,font_heading,font_heading
019739,LOCALIZA,stayed,2018,2019,0.994,font_heading,font_heading
019739,LOCALIZA,stayed,2019,2020,0.6105,font_heading,font_heading
019739,LOCALIZA,stayed,2020,2021,0.9646,font_heading,font_heading
019739,LOCALIZA,stayed,2021,2022,0.8583,font_heading,font_heading
019739,LOCALIZA,stayed,2022,2023,0.9396,font_heading,font_heading
019739,LOCALIZA,stayed,2023,2024,0.9603,font_heading,font_heading
019763,EDP Energias do Brasil S/A,dropped_or_delisted,2015,2016,0.9825,font_heading,font_heading
019763,EDP Energias do Brasil S/A,dropped_or_delisted,2016,2017,0.9747,font_heading,font_heading
019763,EDP Energias do Brasil S/A,dropped_or_delisted,2017,2018,0.0098,font_heading,font_heading
019763,EDP Energias do Brasil S/A,dropped_or_delisted,2018,2019,0.0098,font_heading,font_heading
019763,EDP Energias do Brasil S/A,dropped_or_delisted,2019,2020,1.0,font_heading,font_heading
019763,EDP Energias do Brasil S/A,dropped_or_delisted,2020,2021,0.9682,font_heading,font_heading
019763,EDP Energias do Brasil S/A,dropped_or_delisted,2021,2022,1.0,font_heading,font_heading
019763,EDP Energias do Brasil S/A,dropped_or_delisted,2022,2023,0.9682,font_heading,font_heading
019763,EDP Energias do Brasil S/A,dropped_or_delisted,2023,2024,0.911,font_heading,font_heading
019836,COSAN,stayed,2015,2016,0.4614,regex_only,font_heading
019836,COSAN,stayed,2016,2017,0.26,font_heading,font_heading
019836,COSAN,stayed,2017,2018,0.1086,font_heading,font_heading
019836,COSAN,stayed,2018,2019,0.8375,font_heading,font_heading
019836,COSAN,stayed,2019,2020,0.6622,font_heading,font_heading
019836,COSAN,stayed,2020,2021,0.8829,font_heading,font_heading
019836,COSAN,stayed,2021,2022,0.81,font_heading,font_heading
019836,COSAN,stayed,2022,2023,0.7097,font_heading,font_heading
019836,COSAN,stayed,2023,2024,0.2727,font_heading,font_heading
019879,Light S.A. - Em Recuperação Judicial,dropped_or_delisted,2017,2018,0.3229,regex_only,font_heading
019879,Light S.A. - Em Recuperação Judicial,dropped_or_delisted,2018,2019,0.9851,font_heading,font_heading
019879,Light S.A. - Em Recuperação Judicial,dropped_or_delisted,2019,2021,0.8431,font_heading,font_heading
019879,Light S.A. - Em Recuperação Judicial,dropped_or_delisted,2021,2022,0.7269,font_heading,font_heading
019879,Light S.A. - Em Recuperação Judicial,dropped_or_delisted,2022,2023,0.7945,font_heading,font_heading
019879,Light S.A. - Em Recuperação Judicial,dropped_or_delisted,2023,2024,0.6311,font_heading,font_heading
019909,BR Malls Participações S.A.,dropped_or_delisted,2015,2016,0.0765,font_heading,font_heading
019909,BR Malls Participações S.A.,dropped_or_delisted,2016,2017,0.0765,font_heading,font_heading
019909,BR Malls Participações S.A.,dropped_or_delisted,2017,2019,0.0912,font_heading,font_heading
019909,BR Malls Participações S.A.,dropped_or_delisted,2019,2020,0.6189,font_heading,font_heading
019909,BR Malls Participações S.A.,dropped_or_delisted,2020,2021,0.2759,font_heading,font_heading
019909,BR Malls Participações S.A.,dropped_or_delisted,2021,2022,0.9038,font_heading,font_heading
019909,BR Malls Participações S.A.,dropped_or_delisted,2022,2023,0.8755,font_heading,font_heading
019909,BR Malls Participações S.A.,dropped_or_delisted,2023,2024,0.4813,font_heading,font_heading
019925,BR Properties S.A.,dropped_or_delisted,2015,2016,0.8428,font_heading,font_heading
019925,BR Properties S.A.,dropped_or_delisted,2016,2017,0.9557,font_heading,font_heading
019925,BR Properties S.A.,dropped_or_delisted,2017,2018,0.8267,font_heading,font_heading
019925,BR Properties S.A.,dropped_or_delisted,2018,2019,0.9848,font_heading,font_heading
019925,BR Properties S.A.,dropped_or_delisted,2019,2020,0.9553,font_heading,font_heading
019925,BR Properties S.A.,dropped_or_delisted,2020,2021,0.9878,font_heading,font_heading
019925,BR Properties S.A.,dropped_or_delisted,2021,2022,0.707,font_heading,font_heading
019992,TOTVS,stayed,2015,2016,0.9515,font_heading,font_heading
019992,TOTVS,stayed,2016,2017,0.9345,font_heading,font_heading
019992,TOTVS,stayed,2017,2018,0.9738,font_heading,font_heading
019992,TOTVS,stayed,2018,2019,0.9344,font_heading,font_heading
019992,TOTVS,stayed,2019,2020,0.4051,font_heading,regex_only
019992,TOTVS,stayed,2020,2021,0.4587,regex_only,font_heading
019992,TOTVS,stayed,2021,2022,0.9219,font_heading,font_heading
019992,TOTVS,stayed,2022,2023,0.9497,font_heading,font_heading
019992,TOTVS,stayed,2023,2024,0.9163,font_heading,font_heading
020010,EQUATORIAL,stayed,2015,2016,0.3891,font_heading,font_heading
020010,EQUATORIAL,stayed,2016,2017,0.942,font_heading,font_heading
020010,EQUATORIAL,stayed,2017,2018,0.961,font_heading,font_heading
020010,EQUATORIAL,stayed,2018,2020,0.6934,font_heading,font_heading
020010,EQUATORIAL,stayed,2020,2021,0.8879,font_heading,font_heading
020010,EQUATORIAL,stayed,2021,2022,0.2028,font_heading,font_heading
020010,EQUATORIAL,stayed,2022,2024,0.2199,font_heading,regex_only
020087,EMBRAER,stayed,2016,2017,0.9719,font_heading,font_heading
020087,EMBRAER,stayed,2017,2019,0.3064,font_heading,regex_only
020087,EMBRAER,stayed,2019,2021,0.3234,regex_only,regex_only
020087,EMBRAER,stayed,2021,2023,0.2608,regex_only,font_heading
020087,EMBRAER,stayed,2023,2024,0.7063,font_heading,font_heading
020257,TAESA,stayed,2015,2017,0.8398,font_heading,font_heading
020257,TAESA,stayed,2017,2018,0.4588,font_heading,font_heading
020257,TAESA,stayed,2018,2019,0.2185,font_heading,font_heading
020257,TAESA,stayed,2019,2020,0.1256,font_heading,regex_only
020257,TAESA,stayed,2020,2021,0.059,regex_only,regex_only
020257,TAESA,stayed,2021,2022,0.1594,regex_only,font_heading
020257,TAESA,stayed,2022,2023,0.5451,font_heading,font_heading
020257,TAESA,stayed,2023,2024,0.5926,font_heading,font_heading
020362,Positivo Tecnologia S.A.,dropped_or_delisted,2015,2016,0.947,regex_only,regex_only
020362,Positivo Tecnologia S.A.,dropped_or_delisted,2016,2017,0.3082,regex_only,regex_only
020362,Positivo Tecnologia S.A.,dropped_or_delisted,2017,2018,0.1366,regex_only,regex_only
020362,Positivo Tecnologia S.A.,dropped_or_delisted,2018,2019,0.1608,regex_only,regex_only
020362,Positivo Tecnologia S.A.,dropped_or_delisted,2019,2020,0.0186,regex_only,regex_only
020362,Positivo Tecnologia S.A.,dropped_or_delisted,2020,2021,0.1294,regex_only,font_heading
020362,Positivo Tecnologia S.A.,dropped_or_delisted,2021,2022,0.1928,font_heading,font_heading
020362,Positivo Tecnologia S.A.,dropped_or_delisted,2022,2023,0.2729,font_heading,font_heading
020478,PDG Realty S.A. Empreendimentos e Participações,dropped_or_delisted,2015,2016,0.46,font_heading,font_heading
020478,PDG Realty S.A. Empreendimentos e Participações,dropped_or_delisted,2016,2017,0.8967,font_heading,font_heading
020478,PDG Realty S.A. Empreendimentos e Participações,dropped_or_delisted,2017,2018,0.2265,font_heading,regex_only
020478,PDG Realty S.A. Empreendimentos e Participações,dropped_or_delisted,2018,2019,0.8941,regex_only,regex_only
020478,PDG Realty S.A. Empreendimentos e Participações,dropped_or_delisted,2019,2020,0.6182,regex_only,regex_only
020478,PDG Realty S.A. Empreendimentos e Participações,dropped_or_delisted,2020,2021,0.4668,regex_only,regex_only
020478,PDG Realty S.A. Empreendimentos e Participações,dropped_or_delisted,2021,2022,0.4462,regex_only,regex_only
020478,PDG Realty S.A. Empreendimentos e Participações,dropped_or_delisted,2022,2023,0.4103,regex_only,regex_only
020478,PDG Realty S.A. Empreendimentos e Participações,dropped_or_delisted,2023,2024,0.4109,regex_only,regex_only
020494,Iguatemi Empresa de Shopping Centers S/A (pre-restructuring entity),dropped_or_delisted,2015,2016,0.9865,font_heading,font_heading
020494,Iguatemi Empresa de Shopping Centers S/A (pre-restructuring entity),dropped_or_delisted,2016,2017,0.9076,font_heading,font_heading
020494,Iguatemi Empresa de Shopping Centers S/A (pre-restructuring entity),dropped_or_delisted,2017,2018,0.9541,font_heading,font_heading
020494,Iguatemi Empresa de Shopping Centers S/A (pre-restructuring entity),dropped_or_delisted,2018,2020,0.4297,font_heading,regex_only
020494,Iguatemi Empresa de Shopping Centers S/A (pre-restructuring entity),dropped_or_delisted,2020,2021,0.2951,regex_only,font_heading
020494,Iguatemi Empresa de Shopping Centers S/A (pre-restructuring entity),dropped_or_delisted,2021,2022,0.8695,font_heading,font_heading
020494,Iguatemi Empresa de Shopping Centers S/A (pre-restructuring entity),dropped_or_delisted,2022,2023,0.983,font_heading,font_heading
020494,Iguatemi Empresa de Shopping Centers S/A (pre-restructuring entity),dropped_or_delisted,2023,2024,0.9655,font_heading,font_heading
020516,São Martinho S.A.,dropped_or_delisted,2015,2016,0.9639,regex_only,regex_only
020516,São Martinho S.A.,dropped_or_delisted,2016,2017,0.9752,regex_only,regex_only
020516,São Martinho S.A.,dropped_or_delisted,2017,2018,0.9899,regex_only,regex_only
020516,São Martinho S.A.,dropped_or_delisted,2018,2019,0.2874,regex_only,font_heading
020516,São Martinho S.A.,dropped_or_delisted,2019,2020,0.2572,font_heading,regex_only
020516,São Martinho S.A.,dropped_or_delisted,2020,2021,0.1651,regex_only,font_heading
020516,São Martinho S.A.,dropped_or_delisted,2021,2022,0.4389,font_heading,regex_only
020516,São Martinho S.A.,dropped_or_delisted,2022,2023,0.9813,regex_only,regex_only
020516,São Martinho S.A.,dropped_or_delisted,2023,2024,0.9797,regex_only,regex_only
020524,Even Construtora e Incorporadora S/A,dropped_or_delisted,2015,2016,0.3117,font_heading,font_heading
020524,Even Construtora e Incorporadora S/A,dropped_or_delisted,2016,2017,0.8924,font_heading,font_heading
020524,Even Construtora e Incorporadora S/A,dropped_or_delisted,2017,2018,0.0366,font_heading,regex_only
020524,Even Construtora e Incorporadora S/A,dropped_or_delisted,2018,2019,0.0344,regex_only,font_heading
020524,Even Construtora e Incorporadora S/A,dropped_or_delisted,2019,2020,0.0654,font_heading,regex_only
020524,Even Construtora e Incorporadora S/A,dropped_or_delisted,2020,2021,0.3151,regex_only,regex_only
020524,Even Construtora e Incorporadora S/A,dropped_or_delisted,2021,2022,0.9204,regex_only,regex_only
020524,Even Construtora e Incorporadora S/A,dropped_or_delisted,2022,2023,0.2257,regex_only,font_heading
020524,Even Construtora e Incorporadora S/A,dropped_or_delisted,2023,2024,0.3532,font_heading,font_heading
020605,JHSF Participações S.A.,dropped_or_delisted,2015,2016,0.9485,regex_only,regex_only
020605,JHSF Participações S.A.,dropped_or_delisted,2016,2017,0.9681,regex_only,regex_only
020605,JHSF Participações S.A.,dropped_or_delisted,2017,2019,0.9706,regex_only,regex_only
020605,JHSF Participações S.A.,dropped_or_delisted,2019,2020,0.386,regex_only,regex_only
020605,JHSF Participações S.A.,dropped_or_delisted,2020,2021,0.2421,regex_only,regex_only
020605,JHSF Participações S.A.,dropped_or_delisted,2021,2022,0.2246,regex_only,regex_only
020605,JHSF Participações S.A.,dropped_or_delisted,2022,2023,0.8104,regex_only,regex_only
020605,JHSF Participações S.A.,dropped_or_delisted,2023,2024,0.1931,regex_only,regex_only
020745,SLC AGRICOLA,stayed,2020,2021,0.9512,font_heading,font_heading
020745,SLC AGRICOLA,stayed,2021,2022,0.8814,font_heading,font_heading
020745,SLC AGRICOLA,stayed,2022,2023,0.7872,font_heading,font_heading
020745,SLC AGRICOLA,stayed,2023,2024,0.6984,font_heading,font_heading
020770,EZ Tec Empreendimentos e Participações S/A,dropped_or_delisted,2015,2016,0.9944,font_heading,font_heading
020770,EZ Tec Empreendimentos e Participações S/A,dropped_or_delisted,2016,2017,0.9963,font_heading,font_heading
020770,EZ Tec Empreendimentos e Participações S/A,dropped_or_delisted,2017,2018,0.9963,font_heading,font_heading
020770,EZ Tec Empreendimentos e Participações S/A,dropped_or_delisted,2018,2019,0.9585,font_heading,font_heading
020770,EZ Tec Empreendimentos e Participações S/A,dropped_or_delisted,2019,2021,0.9441,font_heading,font_heading
020770,EZ Tec Empreendimentos e Participações S/A,dropped_or_delisted,2021,2022,0.8092,font_heading,font_heading
020770,EZ Tec Empreendimentos e Participações S/A,dropped_or_delisted,2022,2023,0.9821,font_heading,font_heading
020770,EZ Tec Empreendimentos e Participações S/A,dropped_or_delisted,2023,2024,0.9006,font_heading,font_heading
020788,MARFRIG,stayed,2015,2016,0.9721,font_heading,font_heading
020788,MARFRIG,stayed,2016,2017,0.128,font_heading,font_heading
020788,MARFRIG,stayed,2017,2019,1.0,font_heading,font_heading
020788,MARFRIG,stayed,2019,2020,1.0,font_heading,font_heading
020788,MARFRIG,stayed,2020,2021,0.3172,font_heading,font_heading
020788,MARFRIG,stayed,2021,2022,0.8164,font_heading,font_heading
020788,MARFRIG,stayed,2022,2023,0.7616,font_heading,font_heading
020788,MARFRIG,stayed,2023,2024,0.548,font_heading,font_heading
020915,MRV,stayed,2015,2016,0.8458,regex_only,regex_only
020915,MRV,stayed,2016,2017,0.8651,regex_only,regex_only
020915,MRV,stayed,2017,2018,0.7669,regex_only,regex_only
020915,MRV,stayed,2018,2019,0.3874,regex_only,regex_only
020915,MRV,stayed,2019,2021,0.3278,regex_only,font_heading
020915,MRV,stayed,2021,2022,0.7649,font_heading,font_heading
020915,MRV,stayed,2022,2023,0.9854,font_heading,font_heading
020915,MRV,stayed,2023,2024,0.9804,font_heading,font_heading
020931,MINERVA,stayed,2015,2016,0.9794,regex_only,regex_only
020931,MINERVA,stayed,2016,2017,0.1517,regex_only,font_heading
020931,MINERVA,stayed,2017,2018,0.0939,font_heading,regex_only
020931,MINERVA,stayed,2018,2019,0.1091,regex_only,font_heading
020931,MINERVA,stayed,2019,2020,0.1326,font_heading,regex_only
020931,MINERVA,stayed,2020,2021,0.201,regex_only,font_heading
020931,MINERVA,stayed,2021,2022,0.4145,font_heading,regex_only
020931,MINERVA,stayed,2022,2023,0.4021,regex_only,font_heading
020931,MINERVA,stayed,2023,2024,0.9825,font_heading,font_heading
020982,MULTIPLAN,stayed,2015,2016,0.9333,font_heading,font_heading
020982,MULTIPLAN,stayed,2016,2017,0.9742,font_heading,font_heading
020982,MULTIPLAN,stayed,2017,2018,0.948,font_heading,font_heading
020982,MULTIPLAN,stayed,2018,2019,0.9538,font_heading,font_heading
020982,MULTIPLAN,stayed,2019,2020,0.9639,font_heading,font_heading
020982,MULTIPLAN,stayed,2020,2021,0.9806,font_heading,font_heading
020982,MULTIPLAN,stayed,2021,2022,0.9664,font_heading,font_heading
020982,MULTIPLAN,stayed,2022,2023,0.992,font_heading,font_heading
020982,MULTIPLAN,stayed,2023,2024,0.9872,font_heading,font_heading
020990,Americanas S.A. - Em Recuperação Judicial,dropped_or_delisted,2015,2016,0.8217,regex_only,regex_only
020990,Americanas S.A. - Em Recuperação Judicial,dropped_or_delisted,2016,2017,0.7106,regex_only,regex_only
020990,Americanas S.A. - Em Recuperação Judicial,dropped_or_delisted,2017,2020,0.3319,regex_only,regex_only
020990,Americanas S.A. - Em Recuperação Judicial,dropped_or_delisted,2020,2021,0.2195,regex_only,font_heading
020990,Americanas S.A. - Em Recuperação Judicial,dropped_or_delisted,2021,2022,1.0,font_heading,font_heading
020990,Americanas S.A. - Em Recuperação Judicial,dropped_or_delisted,2022,2023,0.9229,font_heading,font_heading
020990,Americanas S.A. - Em Recuperação Judicial,dropped_or_delisted,2023,2024,0.9646,font_heading,font_heading
021016,YDUQS,stayed,2015,2016,1.0,font_heading,font_heading
021016,YDUQS,stayed,2016,2017,1.0,font_heading,font_heading
021016,YDUQS,stayed,2017,2018,1.0,font_heading,font_heading
021016,YDUQS,stayed,2018,2019,1.0,font_heading,font_heading
021016,YDUQS,stayed,2019,2020,0.155,font_heading,regex_only
021016,YDUQS,stayed,2020,2021,0.2104,regex_only,regex_only
021016,YDUQS,stayed,2021,2022,0.9904,regex_only,regex_only
021016,YDUQS,stayed,2022,2023,0.2458,regex_only,regex_only
021016,YDUQS,stayed,2023,2024,0.1395,regex_only,regex_only
021091,Dexco S.A. (formerly Duratex),dropped_or_delisted,2015,2016,0.7975,regex_only,regex_only
021091,Dexco S.A. (formerly Duratex),dropped_or_delisted,2016,2017,0.2145,regex_only,regex_only
021091,Dexco S.A. (formerly Duratex),dropped_or_delisted,2017,2018,0.8598,regex_only,regex_only
021091,Dexco S.A. (formerly Duratex),dropped_or_delisted,2018,2019,0.8119,regex_only,regex_only
021091,Dexco S.A. (formerly Duratex),dropped_or_delisted,2019,2020,0.9341,regex_only,regex_only
021091,Dexco S.A. (formerly Duratex),dropped_or_delisted,2020,2021,0.7822,regex_only,regex_only
021091,Dexco S.A. (formerly Duratex),dropped_or_delisted,2021,2022,0.8264,regex_only,regex_only
021091,Dexco S.A. (formerly Duratex),dropped_or_delisted,2022,2023,0.9149,regex_only,regex_only
021091,Dexco S.A. (formerly Duratex),dropped_or_delisted,2023,2024,0.4831,regex_only,font_heading
021237,ENEVA,stayed,2015,2016,0.6675,font_heading,font_heading
021237,ENEVA,stayed,2016,2017,0.2806,font_heading,font_heading
021237,ENEVA,stayed,2017,2018,0.4141,font_heading,font_heading
021237,ENEVA,stayed,2018,2019,0.2582,font_heading,font_heading
021237,ENEVA,stayed,2019,2020,0.3779,font_heading,font_heading
021237,ENEVA,stayed,2020,2021,0.9671,font_heading,font_heading
021237,ENEVA,stayed,2021,2022,0.033,font_heading,regex_only
021237,ENEVA,stayed,2022,2023,0.2104,regex_only,font_heading
021237,ENEVA,stayed,2023,2024,0.3869,font_heading,regex_only
021350,DIRECIONAL,stayed,2015,2016,0.9842,regex_only,regex_only
021350,DIRECIONAL,stayed,2016,2017,0.1383,regex_only,font_heading
021350,DIRECIONAL,stayed,2017,2018,0.1563,font_heading,regex_only
021350,DIRECIONAL,stayed,2018,2019,0.8942,regex_only,regex_only
021350,DIRECIONAL,stayed,2019,2020,0.5848,regex_only,regex_only
021350,DIRECIONAL,stayed,2020,2021,0.1809,regex_only,regex_only
021350,DIRECIONAL,stayed,2021,2022,0.9272,regex_only,regex_only
021350,DIRECIONAL,stayed,2022,2023,0.9196,regex_only,regex_only
021350,DIRECIONAL,stayed,2023,2024,0.0218,regex_only,regex_only
021431,HYPERA,stayed,2015,2016,0.8742,font_heading,font_heading
021431,HYPERA,stayed,2016,2017,0.5806,font_heading,font_heading
021431,HYPERA,stayed,2017,2018,0.9627,font_heading,font_heading
021431,HYPERA,stayed,2018,2019,0.9513,font_heading,font_heading
021431,HYPERA,stayed,2019,2020,0.9528,font_heading,font_heading
021431,HYPERA,stayed,2020,2021,0.9722,font_heading,font_heading
021431,HYPERA,stayed,2021,2022,0.9527,font_heading,font_heading
021431,HYPERA,stayed,2022,2023,0.9805,font_heading,font_heading
021431,HYPERA,stayed,2023,2024,0.9822,font_heading,font_heading
021881,FLEURY,stayed,2015,2016,0.1325,font_heading,regex_only
021881,FLEURY,stayed,2016,2017,0.1559,regex_only,regex_only
021881,FLEURY,stayed,2017,2018,0.1765,regex_only,font_heading
021881,FLEURY,stayed,2018,2019,0.9465,font_heading,font_heading
021881,FLEURY,stayed,2019,2020,0.2206,font_heading,regex_only
021881,FLEURY,stayed,2020,2021,0.2306,regex_only,font_heading
021881,FLEURY,stayed,2021,2022,0.9942,font_heading,font_heading
021881,FLEURY,stayed,2022,2023,0.9496,font_heading,font_heading
021881,FLEURY,stayed,2023,2024,0.8537,font_heading,font_heading
022187,PRIO,stayed,2015,2016,0.2082,font_heading,regex_only
022187,PRIO,stayed,2016,2017,0.3449,regex_only,regex_only
022187,PRIO,stayed,2017,2018,0.2772,regex_only,regex_only
022187,PRIO,stayed,2018,2019,0.2287,regex_only,font_heading
022187,PRIO,stayed,2019,2020,0.2645,font_heading,regex_only
022187,PRIO,stayed,2020,2021,0.3741,regex_only,regex_only
022349,AZZAS 2154,stayed,2015,2016,0.9799,font_heading,font_heading
022349,AZZAS 2154,stayed,2016,2017,0.8942,font_heading,font_heading
022349,AZZAS 2154,stayed,2017,2018,0.923,font_heading,font_heading
022349,AZZAS 2154,stayed,2018,2019,0.9531,font_heading,font_heading
022349,AZZAS 2154,stayed,2019,2021,0.8972,font_heading,font_heading
022349,AZZAS 2154,stayed,2021,2022,0.9755,font_heading,font_heading
022349,AZZAS 2154,stayed,2022,2023,0.9817,font_heading,font_heading
022349,AZZAS 2154,stayed,2023,2024,0.8798,font_heading,font_heading
022357,ALLOS,stayed,2015,2016,0.8332,font_heading,font_heading
022357,ALLOS,stayed,2016,2017,0.959,font_heading,font_heading
022357,ALLOS,stayed,2017,2018,0.9839,font_heading,font_heading
022357,ALLOS,stayed,2018,2020,0.1446,font_heading,regex_only
022357,ALLOS,stayed,2020,2022,0.2526,regex_only,font_heading
022357,ALLOS,stayed,2022,2023,0.8761,font_heading,font_heading
022357,ALLOS,stayed,2023,2024,0.8828,font_heading,font_heading
022470,MAGAZ LUIZA,stayed,2015,2016,0.319,regex_only,regex_only
022470,MAGAZ LUIZA,stayed,2016,2017,0.4791,regex_only,regex_only
022470,MAGAZ LUIZA,stayed,2017,2018,0.2829,regex_only,font_heading
022470,MAGAZ LUIZA,stayed,2018,2019,0.2713,font_heading,regex_only
022470,MAGAZ LUIZA,stayed,2019,2020,0.2442,regex_only,regex_only
022470,MAGAZ LUIZA,stayed,2020,2021,0.3093,regex_only,font_heading
