cd_cvm,year_prev,year_curr,cosine_similarity,chars_prev,chars_curr,event_date,CD_CVM,ticker,pre_date,pre_eps,post_date,post_eps,revision_raw,revision_pct,group,company_name,__ctrl_year__,total_assets,net_revenue,net_income,total_equity,total_liabilities,ln_total_assets,ln_net_revenue,leverage,roa,roe,past_12m_return
4030,2020,2021,0.9343,108318,136925,2022-03-09,4030.0,CSNA3,2021-12-31,1.553333333,2022-03-31,3.1,1.546666667,0.9957081549347012,stayed,CIA SIDERURGICA NACIONAL,2021.0,79379103.0,47912039.0,13595621.0,23374389.0,56004714.0,18.18974570517976,17.684877366918425,0.7055347299653916,0.1712745607619174,0.5816460485876229,-0.1191399365526966
4030,2021,2022,0.9535,136925,159185,2023-03-16,4030.0,CSNA3,2022-12-31,0.763333333,2023-03-31,0.875,0.11166666700000005,0.14628821010754953,stayed,CIA SIDERURGICA NACIONAL,2022.0,85354359.0,44362120.0,2167698.0,21816044.0,63538315.0,18.26232207795683,17.60789651010702,0.7444062112867604,0.0253964533902714,0.099362560874923,-0.4364833462432222
4030,2022,2023,0.9712,159185,146853,2024-03-06,4030.0,CSNA3,2023-12-31,0.95,2024-06-30,-1.41,-2.36,-2.4842105263157896,stayed,CIA SIDERURGICA NACIONAL,2023.0,91529720.0,45437950.0,402649.0,19684838.0,71844882.0,18.33217428624998,17.631858216922865,0.7849350134579238,0.0043991066508233,0.0204547784442015,0.413371675053918
4030,2023,2024,0.9351,146853,76538,2025-03-12,4030.0,CSNA3,2024-12-31,-0.645,2025-03-31,0.50325,1.14825,1.7802325581395348,stayed,CIA SIDERURGICA NACIONAL,2024.0,103906654.0,43687460.0,-1538141.0,15459116.0,88447538.0,18.459003496367245,17.59257166236418,0.8512211162145593,-0.0148031039475104,-0.0994973451263319,-0.5218564490016191
4170,2015,2016,0.8122,33615,26615,2017-02-23,4170.0,VALE3,2016-12-31,1.146666667,2017-03-31,1.584,0.437333333,0.3813953484356408,stayed,VALE S.A.,2016.0,322696154.0,94633264.0,13296496.0,133701739.0,188994415.0,19.592221738760895,18.36551960012248,0.5856729702455642,0.0412043832415802,0.0994489383567404,1.0156985871271584
4170,2016,2017,0.7992,26615,42195,2018-02-27,4170.0,VALE3,2017-12-31,0.896,2018-03-31,1.25,0.354,0.3950892857142857,stayed,VALE S.A.,2017.0,328096703.0,108532022.0,17669992.0,148105642.0,179991061.0,19.60881894911522,18.502555821041977,0.5485914955993935,0.0538560486540457,0.119306677054207,0.4508108108108106
4170,2017,2018,0.411,42195,67137,2019-04-18,4170.0,VALE3,2019-03-31,1.566,2019-06-30,2.065,0.4989999999999999,0.3186462324393358,stayed,VALE S.A.,2018.0,341714838.0,134483126.0,25773768.0,173682178.0,168032660.0,19.649487140198914,18.71694929188668,0.4917335781596935,0.0754247844514144,0.1483961584129835,0.3477801268498941
4170,2018,2019,0.6444,67137,90315,2020-03-02,4170.0,VALE3,2019-12-31,2.06,2020-03-31,1.418,-0.6420000000000001,-0.3116504854368933,stayed,VALE S.A.,2019.0,369670328.0,148639921.0,-8696040.0,157149353.0,212520975.0,19.72812216101588,18.817037301544197,0.5748932465036793,-0.0235237706175865,-0.0553361489181568,0.04
4170,2019,2020,0.8199,90315,122425,2021-02-25,4170.0,VALE3,2020-12-31,5.034,2021-03-31,6.077777778,1.043777778,0.20734560548271752,stayed,VALE S.A.,2020.0,478129515.0,208528759.0,24902341.0,180985984.0,297143531.0,19.985392205637744,19.155587522544987,0.6214707975097501,0.0520828357563326,0.1375926491633738,0.6391752577319587
4170,2020,2021,0.8141,122425,71028,2022-02-24,4170.0,VALE3,2021-12-31,3.927272727,2022-03-31,4.048888889,0.12161616199999958,0.030967078289187423,stayed,VALE S.A.,2021.0,499128000.0,293524000.0,121343000.0,197058000.0,302070000.0,20.028373133848003,19.497469965609916,0.6051954608837813,0.2431099838117677,0.6157730211409839,-0.0958014381813965
4170,2021,2022,0.793,71028,90523,2023-02-16,4170.0,VALE3,2022-12-31,3.235555556,2023-03-31,2.999,-0.2365555559999999,-0.07311126386358359,stayed,VALE S.A.,2022.0,453387000.0,226508000.0,96337000.0,194894000.0,258493000.0,19.932256623372567,19.238290822351924,0.5701376528219821,0.2124829340056067,0.4943045963446796,0.1049229239184486
4170,2022,2023,0.6847,90523,141526,2024-02-22,4170.0,VALE3,2023-12-31,4.771111111,2024-03-31,2.133333333,-2.637777778,-0.5528644620995078,stayed,VALE S.A.,2023.0,455984000.0,208066000.0,40554000.0,198325000.0,257659000.0,19.93796827914377,19.15336589502646,0.5650614933857329,0.0889373311344257,0.2044825412832472,-0.0989729225023343
4170,2023,2024,0.7652,141526,120130,2025-03-17,4170.0,VALE3,2024-12-31,2.713333333,2025-03-31,2.265,-0.4483333329999999,-0.165233415130864,stayed,VALE S.A.,2024.0,496325000.0,206005000.0,30431000.0,213720000.0,282605000.0,20.022741512047418,19.14341099830396,0.5693950536442856,0.0613126479625245,0.1423872356354108,-0.2649238647082603
4820,2015,2016,0.905,64386,103178,2017-08-15,4820.0,BRKM5,2017-06-30,1.13,2017-09-30,0.585,-0.5449999999999999,-0.4823008849557522,stayed,BRASKEM S.A.,2016.0,51821851.0,47663988.0,-729197.0,1720710.0,50101141.0,17.763322452259608,17.679686702172834,0.9667956669475198,-0.0140712264407537,-0.4237768130597253,0.2919652961146737
4820,2016,2017,0.929,103178,95352,2018-03-29,4820.0,BRKM5,,,,,,,stayed,BRASKEM S.A.,2017.0,53341550.0,49260594.0,4133321.0,5690350.0,47651200.0,17.792226135163585,17.71263500904925,0.8933223725219833,0.0774878307810702,0.7263737731422496,0.2816143497757846
4820,2017,2018,0.9417,95352,93770,2019-03-13,4820.0,BRKM5,2018-12-31,-0.75,2019-03-31,0.36,1.1099999999999999,1.4799999999999998,stayed,BRASKEM S.A.,2018.0,59193982.0,57999866.0,2907210.0,5911245.0,53282737.0,17.896330439281567,17.875951258163198,0.900137736974681,0.0491132696563647,0.4918101009178269,0.0575892857142859
4820,2018,2019,0.9145,93770,123768,2020-04-03,4820.0,BRKM5,2020-03-31,-4.445,2020-06-30,-2.145,2.3000000000000003,0.5174353205849269,stayed,BRASKEM S.A.,2019.0,68129037.0,52323525.0,-2896973.0,3944706.0,64184331.0,18.03691406790755,17.77295663669691,0.9420994898254615,-0.0425218545214428,-0.7343951615152055,-0.3723717409587889
4820,2019,2020,0.9003,123768,133746,2021-03-10,4820.0,BRKM5,2020-12-31,4.27,2021-03-31,1.355,-2.9149999999999996,-0.6826697892271663,stayed,BRASKEM S.A.,2020.0,86083919.0,58543494.0,-7015306.0,-3866518.0,89950437.0,18.27083318075776,17.885280523131897,1.0449156828001755,-0.0814938037381871,1.8143730353770495,-0.1718200983836963
4820,2020,2021,0.9299,133746,153279,2022-03-16,4820.0,BRKM5,2021-12-31,5.97,2022-03-31,2.38,-3.59,-0.6013400335008375,stayed,BRASKEM S.A.,2021.0,92564368.0,105625201.0,13961620.0,6203828.0,86360540.0,18.34341483074747,18.47540754659838,0.9329782276480296,0.1508314732943458,2.250484700736384,1.5727678571428574
4820,2021,2022,0.9176,153279,135512,2023-03-23,4820.0,BRKM5,2022-12-31,-1.13,2023-03-31,-0.73,0.3999999999999999,0.3539823008849557,stayed,BRASKEM S.A.,2022.0,88048858.0,96519284.0,-820391.0,6108217.0,81940641.0,18.29340242291892,18.38525338054191,0.9306269594092862,-0.0093174519083484,-0.1343094064929258,-0.5715058611361588
4820,2022,2023,0.9323,135512,109681,2024-07-01,4820.0,BRKM5,2024-06-30,-2.265,2024-09-30,0.079,2.3440000000000003,1.034878587196468,stayed,BRASKEM S.A.,2023.0,91741000.0,70569000.0,-4890000.0,3279000.0,88462000.0,18.334479947444503,18.07210151254928,0.9642580743615178,-0.0533022312815426,-1.4913083257090576,-0.0310283687943262
5410,2015,2016,0.5556,25191,23517,2017-02-22,5410.0,WEGE3,2016-12-31,0.068999997,2017-03-31,0.074499997,0.005500000000000005,0.07971014839319493,stayed,WEG S.A.,2016.0,13509331.0,9367008.0,1127832.0,6070832.0,7438499.0,16.418891189835374,16.052704286253036,0.5506193459913004,0.0834854072344515,0.1857788191140852,-0.0025740025096194
5410,2016,2017,0.4826,23517,17168,2018-02-28,5410.0,WEGE3,2017-12-31,0.072499997,2018-03-31,0.078499997,0.006000000000000005,0.08275862411415004,stayed,WEG S.A.,2017.0,13985987.0,9523830.0,1140942.0,6843307.0,7142680.0,16.45356645774459,16.069307636786576,0.5107026054006771,0.0815775104038063,0.1667237784305161,0.6446111870241156
5410,2017,2018,0.6233,17168,19623,2019-04-10,5410.0,WEGE3,2018-12-31,0.1025,2019-06-30,0.088,-0.014499999999999999,-0.14146341463414633,stayed,WEG S.A.,2018.0,15399850.0,11970090.0,1344148.0,7853257.0,7546593.0,16.54986832707668,16.29792159630288,0.4900432796423342,0.087283187823258,0.1711580303560675,-0.0288756388663832
5410,2018,2019,0.5735,19623,22402,2020-02-19,5410.0,WEGE3,2019-12-31,0.0965,2020-03-31,0.1,0.003500000000000003,0.0362694300518135,stayed,WEG S.A.,2019.0,15687641.0,13347434.0,1632455.0,8929990.0,6757651.0,16.568383762863693,16.406834714598045,0.4307627258935871,0.1040599411982974,0.1828059157960983,1.0484633569739947
5410,2019,2020,0.6666,22402,24910,2021-02-24,5410.0,WEGE3,2020-12-31,0.13,2021-06-30,0.22,0.09,0.6923076923076923,stayed,WEG S.A.,2020.0,19927896.0,17469557.0,2395957.0,11930298.0,7997598.0,16.8076311171229,16.675970324032573,0.4013267632468575,0.1202313079112817,0.2008296020769975,1.230270906949352
5410,2020,2021,0.7089,24910,23057,2022-02-16,5410.0,WEGE3,2021-12-31,0.195,2022-03-31,0.19,-0.0050000000000000044,-0.025641025641025664,stayed,WEG S.A.,2021.0,23932787.0,23563338.0,3657480.0,14010672.0,9922115.0,16.990759917791745,16.975202587526823,0.4145825139378878,0.1528229871431187,0.2610495770652543,-0.1001364256480218
5410,2021,2022,0.7451,23057,27543,2023-02-15,5410.0,WEGE3,2022-12-31,0.28,2023-03-31,0.31,0.02999999999999997,0.10714285714285703,stayed,WEG S.A.,2022.0,28134660.0,29904722.0,4272872.0,15248355.0,12886305.0,17.152512826184353,17.213526952313256,0.4580224179001985,0.1518721747481576,0.2802185547227881,0.0817415730337076
5410,2022,2023,0.7494,27543,27253,2024-02-21,5410.0,WEGE3,2023-12-31,0.32,2024-03-31,0.315,-0.0050000000000000044,-0.015625000000000014,stayed,WEG S.A.,2023.0,31496270.0,32503601.0,5867615.0,17854776.0,13641494.0,17.265379684086113,17.2968614411621,0.4331145878543713,0.1862955518224856,0.3286299979344462,-0.014419225634179
5410,2023,2024,0.8175,27253,28251,2025-02-26,5410.0,WEGE3,2024-12-31,0.375,2025-03-31,0.45,0.07500000000000001,0.20000000000000004,stayed,WEG S.A.,2024.0,41489701.0,37986941.0,6318763.0,23125217.0,18364484.0,17.540955785727288,17.452753000732017,0.4426275330352465,0.1522971447781703,0.2732412413686756,0.4642064372918979
6505,2017,2018,0.3048,6628,20543,2019-02-20,6505.0,BHIA3,2018-12-31,4.829999892,2019-03-31,0.319999993,-4.509999899,-0.9337474119761326,dropped_or_delisted,Grupo Casas Bahia S.A. (Via Varejo),2018.0,21056000.0,26928000.0,-267000.0,2523000.0,18533000.0,16.86269611310718,17.108677195412724,0.8801766717325228,-0.01268047112462,-0.1058263971462544,-0.4335483870967742
6505,2018,2019,0.731,20543,23443,2020-03-26,6505.0,BHIA3,2019-12-31,-6.219999861,2020-03-31,2.709999939,8.9299998,1.4356913182574105,dropped_or_delisted,Grupo Casas Bahia S.A. (Via Varejo),2019.0,24424000.0,25655000.0,-1433000.0,578000.0,23846000.0,17.01107681339685,17.0602490423582,0.97633475270226,-0.0586717982312479,-2.47923875432526,1.561926605504587
6505,2019,2020,0.5058,23443,33975,2021-03-02,6505.0,BHIA3,2020-12-31,3.419999924,2021-03-31,2.24999995,-1.169999974,-0.34210526315789475,dropped_or_delisted,Grupo Casas Bahia S.A. (Via Varejo),2020.0,33056000.0,28901000.0,1004000.0,5979000.0,27077000.0,17.3137136509015,17.17938675456015,0.8191251210067764,0.0303727008712487,0.1679210570329486,0.4704276615104641
6505,2020,2021,0.5871,33975,24588,2022-03-09,6505.0,BHIA3,2021-12-31,-1.069999976,2022-03-31,-1.749999961,-0.679999985,-0.6355140189274172,dropped_or_delisted,Grupo Casas Bahia S.A. (Via Varejo),2021.0,35340000.0,30899000.0,-297000.0,5637000.0,29703000.0,17.380526024855826,17.24623437888475,0.8404923599320883,-0.0084040747028862,-0.0526875997871208,-0.6929824561403508
6505,2021,2022,0.6594,24588,27241,2023-03-09,6505.0,BHIA3,2022-12-31,-2.68999994,2023-03-31,0.289999994,2.979999934,1.107806691623941,dropped_or_delisted,Grupo Casas Bahia S.A. (Via Varejo),2022.0,35574000.0,30898000.0,-342000.0,5284000.0,30290000.0,17.38712559191756,17.24620201485413,0.8514645527632541,-0.0096137628605161,-0.0647236941710825,-0.5112016293279023
6505,2022,2023,0.3841,27241,23246,2024-03-25,6505.0,BHIA3,2023-12-31,-6.09,2024-03-31,-0.17,5.92,0.9720853858784894,dropped_or_delisted,Grupo Casas Bahia S.A. (Via Varejo),2023.0,31996000.0,28847000.0,-2625000.0,3454000.0,28542000.0,17.28112145295085,17.17751655937627,0.8920490061257658,-0.0820415051881485,-0.759988419224088,-0.761675392670157
6505,2023,2024,0.5691,23246,17871,2025-03-12,6505.0,BHIA3,,,,,,,dropped_or_delisted,Grupo Casas Bahia S.A. (Via Varejo),2024.0,33889000.0,27206000.0,-1045000.0,2477000.0,31412000.0,17.338601035918614,17.11894809517551,0.9269084363657824,-0.0308359644722476,-0.421881308033912,-0.7177734375
8087,2015,2016,0.9157,66797,70625,2017-02-20,,,,,,,,,dropped_or_delisted,Lojas Americanas S.A. (pre-2021 restructuring entity),2016.0,20775991.0,18103512.0,27828.0,3155132.0,17620859.0,16.84930859913248,16.71161651056323,0.8481356677522627,0.0013394306918981,0.0088199162507305,
8087,2016,2018,0.8791,70625,87315,2019-03-20,,,,,,,,,dropped_or_delisted,Lojas Americanas S.A. (pre-2021 restructuring entity),2018.0,28304656.0,17689862.0,227510.0,6286125.0,22018531.0,17.158536872049243,16.688502265088015,0.7779119802763192,0.0080379001956427,0.0361924078824395,
8087,2018,2020,0.7446,87315,75754,2021-03-04,,,,,,,,,dropped_or_delisted,Lojas Americanas S.A. (pre-2021 restructuring entity),2020.0,47709461.0,21291412.0,314929.0,15870576.0,31838885.0,17.68064028000655,16.873814356887443,0.6673495011817467,0.0066009758525672,0.0198435771959379,
8133,2015,2017,0.8412,35487,58968,2018-02-08,8133.0,LREN3,,,,,,,stayed,LOJAS RENNER S.A.,2017.0,7547658.0,7444305.0,732679.0,3223446.0,4324212.0,15.83674787442815,15.822959868500304,0.5729210306031355,0.097073688288473,0.2272968121693367,0.7228155335634296
8133,2017,2018,0.8963,58968,60721,2019-02-07,8133.0,LREN3,,,,,,,stayed,LOJAS RENNER S.A.,2018.0,8821048.0,8426541.0,1020136.0,3954512.0,4866536.0,15.992651241786012,15.946896925488938,0.5516958982651494,0.115647936617055,0.257967607634014,0.2852379510561307
8133,2018,2019,0.9029,60721,75046,2020-02-06,8133.0,LREN3,2019-12-31,0.560000024,2020-03-31,0.22000001,-0.340000014,-0.607142856122449,stayed,LOJAS RENNER S.A.,2019.0,11791735.0,9588437.0,1099093.0,4704614.0,7087121.0,16.282909420295777,16.076068451303367,0.6010244463600989,0.0932087602036511,0.2336202289922191,0.5930154642265899
8133,2019,2020,0.8595,75046,89551,2021-02-11,8133.0,LREN3,2020-12-31,0.360000016,2021-06-30,0.250000011,-0.11000000499999996,-0.3055555558641974,stayed,LOJAS RENNER S.A.,2020.0,14642583.0,7537180.0,1096269.0,5501316.0,9141267.0,16.499444485360947,15.83535866472167,0.6242933367698855,0.0748685529049075,0.1992739555408197,-0.1957886960193066
8133,2020,2021,0.844,89551,111097,2022-03-17,8133.0,LREN3,2021-09-30,0.200000009,2022-06-30,0.300000007,0.099999998,0.4999999675000015,stayed,LOJAS RENNER S.A.,2021.0,21411985.0,10571556.0,633112.0,9806621.0,11605364.0,16.87946136995341,16.173677556094535,0.5420031818628679,0.0295681133720203,0.0645596480173956,-0.4194774345904615
