cd_cvm,year_prev,year_curr,cosine_similarity,chars_prev,chars_curr,group,prev_ok,curr_ok,both_ok,ticker,event_date,window_start,window_end,stock_return,ibov_return,abnormal_return
3980,2016,2017,0.9829,201424,211551,stayed,True,True,True,GGBR4,2018-02-28,2018-02-28,2018-05-30,-0.10950661819889917,-0.10075698046209891,-0.008749637736800264
3980,2017,2018,0.9855,211551,220360,stayed,True,True,True,GGBR4,2019-02-21,2019-02-21,2019-05-27,-0.0847682114596553,-0.02133469070723304,-0.06343352075242226
3980,2021,2022,0.9839,221121,226913,stayed,True,True,True,GGBR4,2023-03-01,2023-03-01,2023-06-01,-0.1360264226746326,0.05920399997432568,-0.1952304226489583
3980,2022,2023,0.9869,226913,225135,stayed,True,True,True,GGBR4,2024-02-20,2024-02-20,2024-05-21,0.06261682262852664,-0.019278286580471038,0.08189510920899767
3980,2023,2024,0.9726,225135,239444,stayed,True,True,True,GGBR4,2025-02-24,2025-02-24,2025-05-29,-0.0319606637984019,0.10472229252979526,-0.13668295632819716
4170,2015,2016,0.9052,224509,237390,stayed,True,True,True,VALE3,2017-02-23,2017-02-23,2017-05-30,-0.13777509798010246,-0.051868483587426906,-0.08590661439267555
4170,2016,2017,0.9392,237390,227057,stayed,True,True,True,VALE3,2018-02-27,2018-02-27,2018-05-29,0.05979294316501149,-0.12496008532308578,0.18475302848809727
4170,2017,2018,0.8964,227057,248583,stayed,True,True,True,VALE3,2019-04-18,2019-04-18,2019-07-22,-0.0024724229745148874,0.09908450419789916,-0.10155692717241405
4170,2020,2021,0.9428,274603,306915,stayed,True,True,True,VALE3,2022-02-24,2022-02-24,2022-05-30,-0.010166780900159877,-0.005016136032132024,-0.005150644868027854
4170,2021,2022,0.9321,306915,323774,stayed,True,True,True,VALE3,2023-02-16,2023-02-16,2023-05-23,-0.2537279964121538,-0.00011760804340787967,-0.25361038836874594
4170,2022,2023,0.939,323774,344928,stayed,True,True,True,VALE3,2024-02-22,2024-02-22,2024-05-23,-0.032282058911038414,-0.04231516221330456,0.010033103302266144
4170,2023,2024,0.9444,344928,322916,stayed,True,True,True,VALE3,2025-03-17,2025-03-17,2025-06-17,-0.09964973730297733,0.06119252218613558,-0.1608422594891129
4820,2016,2017,0.9885,296557,279551,stayed,True,True,True,BRKM5,2018-03-29,2018-03-29,2018-06-29,0.057499999999999885,-0.14763623644008195,0.20513623644008183
4820,2021,2022,0.9889,343707,308708,stayed,True,True,True,BRKM5,2023-03-23,2023-03-23,2023-06-26,0.721153846153846,0.20746828687766738,0.5136855592761786
5258,2019,2020,0.9354,166326,182671,stayed,True,True,True,RADL3,2021-03-09,2021-03-09,2021-06-09,0.21347826126220149,0.16685598265778112,0.046622278604420364
5258,2020,2021,0.5221,182671,251661,stayed,True,True,True,RADL3,2022-02-22,2022-02-22,2022-05-26,-0.1418947367311474,-0.008875046726157243,-0.13301969000499014
5258,2021,2022,0.9492,251661,242447,stayed,True,True,True,RADL3,2023-03-07,2023-03-07,2023-06-07,0.2596494227523689,0.1080346697857284,0.1516147529666405
5258,2022,2023,0.9479,242447,249418,stayed,True,True,True,RADL3,2024-03-05,2024-03-05,2024-06-05,-0.01616719265645372,-0.052231683980349164,0.03606449132389544
5258,2023,2024,0.9618,249418,249898,stayed,True,True,True,RADL3,2025-03-20,2025-03-20,2025-06-23,-0.26044852180300326,0.034827050757493705,-0.29527557256049697
5410,2015,2016,0.9873,89851,91393,stayed,True,True,True,WEGE3,2017-02-22,2017-02-22,2017-05-29,0.10877192976480954,-0.07039862486340853,0.17917055462821807
5410,2016,2017,0.9833,91393,94422,stayed,True,True,True,WEGE3,2018-02-28,2018-02-28,2018-05-30,-0.045963263578881475,-0.10075698046209891,0.054793716883217436
5410,2017,2018,0.9814,94422,100991,stayed,True,True,True,WEGE3,2019-04-10,2019-04-10,2019-07-12,0.25968357883251514,0.08287925030314192,0.17680432852937322
5410,2018,2019,0.9844,100991,96003,stayed,True,True,True,WEGE3,2020-02-19,2020-02-19,2020-05-25,-0.2208111429741909,-0.26480222730299974,0.04399108432880883
5410,2019,2020,0.9854,96003,96144,stayed,True,True,True,WEGE3,2021-02-24,2021-02-24,2021-05-26,-0.243367935409458,0.07194216055672542,-0.3153100959661834
5410,2020,2021,0.9819,96144,98694,stayed,True,True,True,WEGE3,2022-02-16,2022-02-16,2022-05-20,-0.16964856230031955,-0.058109175171762284,-0.11153938712855727
5410,2021,2022,0.9764,98694,99119,stayed,True,True,True,WEGE3,2023-02-15,2023-02-15,2023-05-22,0.0380658436213992,0.005592876067494146,0.03247296755390505
5410,2022,2023,0.9767,99119,103611,stayed,True,True,True,WEGE3,2024-02-21,2024-02-21,2024-05-22,0.07234507234507226,-0.03369604522224523,0.10604111756731749
5410,2023,2024,0.9627,103611,112878,stayed,True,True,True,WEGE3,2025-02-26,2025-02-26,2025-06-02,-0.12539184952978055,0.09632174605315691,-0.22171359558293746
6505,2015,2016,0.8717,140191,143638,dropped_or_delisted,True,True,True,BHIA3,2017-02-23,2017-02-23,2017-05-30,-0.0732323232323232,-0.051868483587426906,-0.0213638396448963
6505,2016,2017,0.9138,143638,142991,dropped_or_delisted,True,True,True,BHIA3,2018-02-19,2018-02-19,2018-05-21,-0.09560723514211888,-0.03511386768980507,-0.06049336745231382
6505,2017,2018,0.8055,142991,158243,dropped_or_delisted,True,True,True,BHIA3,2019-02-20,2019-02-20,2019-05-24,-0.1938579654510557,-0.0302140529356264,-0.1636439125154293
6505,2018,2019,0.7641,158243,166276,dropped_or_delisted,True,True,True,BHIA3,2020-03-26,2020-03-26,2020-06-29,1.6982456140350877,0.23196202376898833,1.4662835902660993
6505,2019,2020,0.7428,166276,165875,dropped_or_delisted,True,True,True,BHIA3,2021-03-02,2021-03-02,2021-06-01,0.1514143094841931,0.149966648676078,0.0014476608081150921
6505,2020,2021,0.7945,165875,164701,dropped_or_delisted,True,True,True,BHIA3,2022-03-09,2022-03-09,2022-06-08,-0.11730205278592376,-0.048574657459319215,-0.06872739532660455
6505,2021,2022,0.9027,164701,164368,dropped_or_delisted,True,True,True,BHIA3,2023-03-09,2023-03-09,2023-06-12,0.31958762886597936,0.11673180821498264,0.20285582065099672
6505,2022,2023,0.8896,164368,153589,dropped_or_delisted,True,True,True,BHIA3,2024-03-25,2024-03-25,2024-06-25,-0.12575757575757573,-0.03624065804957588,-0.08951691770799985
6505,2023,2024,0.9063,153589,162067,dropped_or_delisted,True,True,True,BHIA3,2025-03-12,2025-03-12,2025-06-12,-0.2783882783882784,0.11251288717015084,-0.39090116555842924
8133,2019,2020,0.7729,139213,180180,stayed,True,True,True,LREN3,2021-02-11,2021-02-11,2021-05-17,0.14496064976632583,0.030494930294536093,0.11446571947178974
8133,2020,2021,0.6466,180180,150743,stayed,True,True,True,LREN3,2022-03-17,2022-03-17,2022-06-17,0.03668122252954742,-0.11718977791373308,0.1538710004432805
8133,2021,2022,0.9279,150743,143572,stayed,True,True,True,LREN3,2023-02-16,2023-02-16,2023-05-23,-0.03921568621886329,-0.00011760804340787967,-0.03909807817545541
8133,2022,2023,0.9495,143572,138987,stayed,True,True,True,LREN3,2024-03-14,2024-03-14,2024-06-14,-0.2253179889627306,-0.06286781961026378,-0.1624501693524668
8451,2015,2016,0.9828,136443,141275,stayed,True,True,True,POMO4,2017-02-23,2017-02-23,2017-05-30,-0.02439024420687408,-0.051868483587426906,0.027478239380552827
8451,2016,2017,0.9861,141275,148495,stayed,True,True,True,POMO4,2018-02-22,2018-02-22,2018-05-24,-0.045569620248062326,-0.0757227917396548,0.030153171491592468
8451,2017,2018,0.9573,148495,144360,stayed,True,True,True,POMO4,2019-02-26,2019-02-26,2019-05-30,-0.08564231750933016,-0.0014870520734612258,-0.08415526543586893
8451,2018,2019,0.9799,144360,148462,stayed,True,True,True,POMO4,2020-02-27,2020-02-27,2020-05-29,-0.4666666666666667,-0.15129520748469416,-0.3153714591819725
8451,2019,2020,0.8842,148462,164141,stayed,True,True,True,POMO4,2021-02-25,2021-02-25,2021-05-27,0.07364341035496658,0.10787994551043711,-0.03423653515547054
8451,2020,2021,0.994,164141,161223,stayed,True,True,True,POMO4,2022-02-25,2022-02-25,2022-05-31,-0.010344827710202176,-0.015833474306698347,0.005488646596496172
8451,2021,2022,0.9912,161223,154805,stayed,True,True,True,POMO4,2023-02-28,2023-02-28,2023-05-31,0.4620253164186827,0.032431882268819656,0.42959343414986306
8451,2022,2023,0.9914,154805,153494,stayed,True,True,True,POMO4,2024-02-27,2024-02-27,2024-05-28,-0.04668989553811753,-0.060064301317562685,0.013374405779445153
8451,2023,2024,0.9847,153494,155281,stayed,True,True,True,POMO4,2025-02-25,2025-02-25,2025-05-30,-0.05844155842857135,0.08768982255049429,-0.14613138097906564
8656,2015,2016,0.9921,205024,204140,stayed,True,True,True,GOAU4,2017-02-22,2017-02-22,2017-05-29,-0.23599320880815378,-0.07039862486340853,-0.16559458394474524
8656,2016,2017,0.9872,204140,216159,stayed,True,True,True,GOAU4,2018-02-28,2018-02-28,2018-05-30,-0.13578680202315618,-0.10075698046209891,-0.03502982156105727
8656,2017,2018,0.9861,216159,218055,stayed,True,True,True,GOAU4,2019-02-21,2019-02-21,2019-05-27,-0.08321579693629333,-0.02133469070723304,-0.06188110622906029
8656,2018,2019,0.9854,218055,200372,stayed,True,True,True,GOAU4,2020-02-19,2020-02-19,2020-05-25,-0.4457593688062077,-0.26480222730299974,-0.18095714150320796
8656,2021,2022,0.9864,209428,214736,stayed,True,True,True,GOAU4,2023-03-01,2023-03-01,2023-06-01,-0.12432432439555974,0.05920399997432568,-0.18352832436988542
8656,2022,2023,0.9908,214736,211253,stayed,True,True,True,GOAU4,2024-02-20,2024-02-20,2024-05-21,0.09552238813534131,-0.019278286580471038,0.11480067471581235
8656,2023,2024,0.9838,211253,223354,stayed,True,True,True,GOAU4,2025-02-24,2025-02-24,2025-05-29,-0.02127659580503849,0.10472229252979526,-0.12599888833483375
8672,2017,2018,0.8209,194357,187960,stayed,True,True,True,IGTI11,2019-03-14,2021-11-22,2022-02-21,-0.09095260890378176,0.09403355993402829,-0.18498616883781005
8672,2018,2019,0.9631,187960,160307,stayed,True,True,True,IGTI11,2020-03-12,2021-11-22,2022-02-21,-0.09095260890378176,0.09403355993402829,-0.18498616883781005
8672,2021,2022,0.916,177847,165828,stayed,True,True,True,IGTI11,2023-02-28,2023-02-28,2023-05-31,0.12571132953957598,0.032431882268819656,0.09327944727075632
8672,2022,2023,0.979,165828,172585,stayed,True,True,True,IGTI11,2024-02-20,2024-02-20,2024-05-21,-0.11631870472944184,-0.019278286580471038,-0.0970404181489708
8672,2023,2024,0.9735,172585,168304,stayed,True,True,True,IGTI11,2025-02-18,2025-02-18,2025-05-23,0.09523809523809534,0.07229795666765804,0.022940138570437307
10456,2015,2016,0.9687,135754,126096,dropped_or_delisted,True,True,True,ALPA4,2017-03-22,2017-03-22,2017-06-23,0.023443815683104274,-0.038320980004515004,0.06176479568761928
10456,2016,2017,0.9638,126096,144787,dropped_or_delisted,True,True,True,ALPA4,2018-02-09,2018-02-09,2018-05-15,-0.12838263058527377,0.052308875173519453,-0.18069150575879322
13986,2019,2020,0.9244,271462,298348,stayed,True,True,True,SUZB3,2021-02-10,2021-02-10,2021-05-14,-0.04472140762463339,0.029091741459241982,-0.07381314908387537
13986,2020,2021,0.9513,298348,290070,stayed,True,True,True,SUZB3,2022-02-09,2022-02-09,2022-05-13,-0.1488448844884489,-0.049236542425805,-0.0996083420626439
13986,2021,2022,0.9632,290070,278350,stayed,True,True,True,SUZB3,2023-02-28,2023-02-28,2023-05-31,-0.062002513615416865,0.032431882268819656,-0.09443439588423652
13986,2022,2023,0.9591,278350,273650,stayed,True,True,True,SUZB3,2024-02-28,2024-02-28,2024-05-29,-0.14116416869989545,-0.057225042397385906,-0.08393912630250955
13986,2023,2024,0.9751,273650,274607,stayed,True,True,True,SUZB3,2025-02-12,2025-02-12,2025-05-19,-0.08245644298775234,0.12265777650640719,-0.20511421949415953
14311,2018,2019,0.9865,325757,308157,stayed,True,True,True,CPLE3,2020-03-25,2020-03-25,2020-06-26,0.14635546202410543,0.2518681400194809,-0.10551267799537545
14311,2019,2020,0.981,308157,350652,stayed,True,True,True,CPLE3,2021-05-05,2021-05-05,2021-08-04,0.06851851851851842,0.018707652542846454,0.04981086597567197
14311,2020,2021,0.9775,350652,334303,stayed,True,True,True,CPLE3,2022-03-22,2022-03-22,2022-06-22,-0.08933717579250722,-0.15135798317149363,0.06202080737898641
14311,2023,2024,0.9803,326092,277416,stayed,True,True,True,CPLE3,2025-02-27,2025-02-27,2025-06-03,0.2669584245076586,0.10214267811206112,0.16481574639559748
14320,2015,2016,0.9822,200762,219603,stayed,True,True,True,USIM5,2017-02-17,2017-02-17,2017-05-24,-0.25688073394495414,-0.06629025444431025,-0.1905904795006439
14320,2016,2017,0.9797,219603,214206,stayed,True,True,True,USIM5,2018-02-09,2018-02-09,2018-05-15,-0.07569011576135354,0.052308875173519453,-0.127998990934873
14320,2017,2018,0.9804,214206,203967,stayed,True,True,True,USIM5,2019-02-15,2019-02-15,2019-05-21,-0.1031914893617022,-0.031184328349256107,-0.07200716101244609
14320,2018,2019,0.9887,203967,204148,stayed,True,True,True,USIM5,2020-02-14,2020-02-14,2020-05-20,-0.48989898989898994,-0.28904570438893973,-0.20085328551005022
14320,2019,2020,0.9777,204148,200997,stayed,True,True,True,USIM5,2021-02-12,2021-02-12,2021-05-18,0.4644115574348133,0.02973522616670432,0.434676331268109
14320,2020,2021,0.936,200997,202683,stayed,True,True,True,USIM5,2022-02-11,2022-02-11,2022-05-17,-0.30392788151963934,-0.0421142998273788,-0.26181358169226054
14320,2021,2022,0.9691,202683,220649,stayed,True,True,True,USIM5,2023-02-10,2023-02-10,2023-05-17,0.05177111716621252,0.01278406843484814,0.03898704873136438
14320,2022,2023,0.9752,220649,217795,stayed,True,True,True,USIM5,2025-01-16,2025-01-16,2025-04-17,0.17148760330578505,0.06941848228560032,0.10206912102018473
14320,2023,2024,0.9891,217795,215483,stayed,True,True,True,USIM5,2025-02-14,2025-02-14,2025-05-21,-0.10869565217391308,0.07536099094522863,-0.18405664311914172
14443,2018,2019,0.9855,282037,242449,stayed,True,True,True,SBSP3,2020-03-27,2020-03-27,2020-06-30,0.4399800352169796,0.29453083654665124,0.14544919867032835
14443,2021,2022,0.9884,223209,218593,stayed,True,True,True,SBSP3,2023-03-23,2023-03-23,2023-06-26,0.13876789014436408,0.20746828687766738,-0.0687003967333033
14443,2022,2023,0.9849,218593,244365,stayed,True,True,True,SBSP3,2024-03-21,2024-03-21,2024-06-21,-0.0494030984963898,-0.05319535010417176,0.00379225160778196
14443,2023,2024,0.955,244365,261497,stayed,True,True,True,SBSP3,2025-03-27,2025-03-27,2025-06-30,0.1453706371851735,0.042853199898609695,0.10251743728656382
14460,2015,2016,0.8731,206885,213748,stayed,True,True,True,CYRE3,2017-03-23,2017-03-23,2017-06-26,-0.1907692307692307,-0.021134634088447624,-0.16963459668078307
14460,2016,2017,0.9823,213748,181084,stayed,True,True,True,CYRE3,2018-03-22,2018-03-22,2018-06-22,-0.3110964332892999,-0.1666578189757726,-0.14443861431352734
14460,2017,2018,0.9503,181084,189467,stayed,True,True,True,CYRE3,2019-03-27,2019-03-27,2019-06-27,0.29438347320852176,0.09597653623260949,0.19840693697591227
14460,2018,2019,0.9483,189467,193192,stayed,True,True,True,CYRE3,2020-03-19,2020-03-19,2020-06-22,0.5551020408163267,0.39519169698442025,0.1599103438319065
14460,2019,2020,0.9463,193192,229511,stayed,True,True,True,CYRE3,2021-03-18,2021-03-18,2021-06-18,-0.005349794238683203,0.11816840847811538,-0.12351820271679859
14460,2020,2021,0.9902,229511,233137,stayed,True,True,True,CYRE3,2022-03-17,2022-03-17,2022-06-17,-0.16598639455782305,-0.11718977791373308,-0.04879661664408996
14460,2021,2022,0.9847,233137,247734,stayed,True,True,True,CYRE3,2023-03-16,2023-03-16,2023-06-19,0.21971123666038928,0.15877753163204655,0.06093370502834272
14460,2022,2023,0.9907,247734,262016,stayed,True,True,True,CYRE3,2024-03-14,2024-03-14,2024-06-14,-0.24950729207725653,-0.06286781961026378,-0.18663947246699275
14460,2023,2024,0.9056,262016,236999,stayed,True,True,True,CYRE3,2025-03-20,2025-03-20,2025-06-23,0.06415094339622662,0.034827050757493705,0.029323892638732918
14826,2015,2016,0.8945,303950,263729,dropped_or_delisted,True,True,True,PCAR3,2017-03-07,2017-03-29,2020-03-26,-0.21976470584423746,0.18589482496796417,-0.40565953081220163
14826,2016,2017,0.9509,263729,254081,dropped_or_delisted,True,True,True,PCAR3,2018-02-19,2018-10-23,2020-04-07,-0.22644394786419353,-0.10482927145512144,-0.12161467640907209
14826,2017,2018,0.934,254081,252055,dropped_or_delisted,True,True,True,PCAR3,2019-03-26,2019-07-10,2020-04-14,-0.2936263737066175,-0.24475004512503185,-0.04887632858158564
14826,2021,2022,0.9353,232095,223447,dropped_or_delisted,True,True,True,PCAR3,2023-02-27,2023-02-27,2023-05-30,-0.03584229390681004,0.030800753563605676,-0.06664304747041572
15253,2015,2016,0.978,313688,361711,stayed,True,True,True,ENGI11,2017-03-23,2017-03-23,2017-06-26,0.045454545636914645,-0.021134634088447624,0.06658917972536227
15253,2016,2017,0.969,361711,397685,stayed,True,True,True,ENGI11,2018-03-14,2018-03-14,2018-06-14,-0.09558823534183969,-0.1700127459356643,0.0744245105938246
15253,2017,2018,0.9608,397685,417774,stayed,True,True,True,ENGI11,2019-03-21,2019-03-21,2019-06-21,0.1014492751351257,0.05462183657696329,0.046827438558162404
15253,2018,2019,0.958,417774,438958,stayed,True,True,True,ENGI11,2020-03-18,2020-03-18,2020-06-19,0.21972534331536275,0.44363812216019305,-0.2239127788448303
15253,2019,2020,0.9786,438958,468736,stayed,True,True,True,ENGI11,2021-04-09,2021-04-09,2021-07-12,0.05682347440085489,0.0843370309654381,-0.027513556564583208
15253,2020,2021,0.9838,468736,529082,stayed,True,True,True,ENGI11,2024-01-20,2024-01-22,2024-04-23,-0.062537825121044,-0.011480744114112262,-0.05105708100693174
15253,2021,2022,0.9736,529082,514305,stayed,True,True,True,ENGI11,2023-03-16,2023-03-16,2023-06-19,0.1278139067874171,0.15877753163204655,-0.030963624844629445
15253,2022,2023,0.809,514305,478573,stayed,True,True,True,ENGI11,2024-03-15,2024-03-15,2024-06-17,-0.07139865996350925,-0.059995592614623394,-0.011403067348885854
15253,2023,2024,0.9692,478573,449191,stayed,True,True,True,ENGI11,2025-03-18,2025-03-18,2025-06-18,0.1348098218473579,0.055082143922257965,0.07972767792509994
16101,2015,2016,0.9889,179342,191039,dropped_or_delisted,True,True,True,GFSA3,2017-05-09,2017-05-09,2017-08-07,-0.1385135133003237,0.025076168187566195,-0.16358968148788988
16101,2016,2017,0.9865,191039,186811,dropped_or_delisted,True,True,True,GFSA3,2018-03-09,2018-03-09,2018-06-11,0.04873949551263923,-0.1628274911802412,0.21156698669288043
16101,2017,2018,0.9797,186811,195820,dropped_or_delisted,True,True,True,GFSA3,2019-04-03,2019-04-03,2019-07-04,-0.18427656825056749,0.0967782492135798,-0.2810548174641473
16101,2018,2019,0.9688,195820,175093,dropped_or_delisted,True,True,True,GFSA3,2020-03-26,2020-03-26,2020-06-29,0.641160949985687,0.23196202376898833,0.4091989262166986
16101,2019,2020,0.9545,175093,172530,dropped_or_delisted,True,True,True,GFSA3,2021-03-16,2021-03-16,2021-06-16,-0.00410677616503452,0.1336684184833412,-0.13777519464837573
16101,2020,2021,0.9731,172530,181063,dropped_or_delisted,True,True,True,GFSA3,2022-03-19,2022-03-21,2022-06-21,-0.28813559312978865,-0.14179412546372494,-0.1463414676660637
16101,2023,2024,0.9211,180774,141451,dropped_or_delisted,True,True,True,GFSA3,2025-03-27,2025-03-27,2025-06-30,-0.3628048780487805,0.042853199898609695,-0.40565807794739017
16292,2016,2017,0.7789,58216,74516,dropped_or_delisted,True,True,True,BRFS3,2018-02-22,2018-02-22,2018-05-24,-0.2643641058747579,-0.0757227917396548,-0.1886413141351031
16306,2017,2018,0.9972,292066,306559,dropped_or_delisted,True,True,True,RSID3,2019-03-27,2019-03-27,2019-06-27,-0.012711864406779738,0.09597653623260949,-0.10868840063938923
16306,2018,2019,0.1023,306559,50422,dropped_or_delisted,True,True,True,RSID3,2020-03-18,2020-03-18,2020-06-19,0.22222222222222232,0.44363812216019305,-0.22141589993797073
16306,2019,2020,0.7452,50422,206373,dropped_or_delisted,True,True,True,RSID3,2021-03-17,2021-03-17,2021-06-17,-0.07009345794392519,0.09873732555042736,-0.16883078349435254
16306,2022,2023,0.9864,154882,159421,dropped_or_delisted,True,True,True,RSID3,2024-06-24,2024-06-24,2024-09-19,-0.4018691588785046,0.08550203788482702,-0.4873711967633316
17329,2016,2017,0.9093,187641,214485,stayed,True,True,True,EGIE3,2018-02-22,2018-02-22,2018-05-24,-0.013350785273995358,-0.0757227917396548,0.062372006465659435
17329,2017,2018,0.9355,214485,226464,stayed,True,True,True,EGIE3,2019-02-19,2019-02-19,2019-05-23,-0.0647191012047571,-0.038389848775050694,-0.026329252429706407
17329,2018,2019,0.9447,226464,274580,stayed,True,True,True,EGIE3,2020-02-20,2020-02-20,2020-05-26,-0.1561677130025727,-0.2541081735846026,0.09794046058202988
17329,2019,2020,0.9322,274580,311859,stayed,True,True,True,EGIE3,2021-04-20,2021-04-20,2021-07-21,-0.06004784712344036,0.04886858863492094,-0.1089164357583613
17329,2020,2021,0.9692,311859,317252,stayed,True,True,True,EGIE3,2022-02-14,2022-02-14,2022-05-18,0.05651530123953741,-0.0671825673211549,0.12369786856069231
17329,2023,2024,0.9455,296163,304430,stayed,True,True,True,EGIE3,2025-02-20,2025-02-20,2025-05-27,0.14539978080853255,0.09357833639941138,0.051821444409121176
17450,2018,2019,0.435,162549,49476,stayed,True,True,True,RAIL3,2020-02-13,2020-02-13,2020-05-19,-0.1546218487394958,-0.30191358643777055,0.14729173769827475
17450,2019,2020,0.4361,49476,173524,stayed,True,True,True,RAIL3,2021-06-01,2021-06-01,2021-08-31,-0.12318501170960194,-0.07395523636039036,-0.04922977534921158
17450,2022,2023,0.9863,176536,182700,stayed,True,True,True,RAIL3,2024-03-27,2024-03-27,2024-06-27,-0.061415220293724926,-0.02649207905796047,-0.034923141235764454
17671,2015,2016,0.9404,286341,271106,stayed,True,True,True,VIVT3,2017-02-21,2017-02-21,2017-05-26,-0.03251179863660203,-0.07192562940229696,0.039413830765694935
17671,2016,2017,0.9096,271106,243541,stayed,True,True,True,VIVT3,2018-02-21,2018-02-21,2018-05-23,-0.05660813308687618,-0.060248929075526925,0.003640795988650747
17671,2017,2018,0.9044,243541,221548,stayed,True,True,True,VIVT3,2019-02-20,2019-02-20,2019-05-24,-0.041811041811041894,-0.0302140529356264,-0.011596988875415493
17671,2018,2019,0.9299,221548,204525,stayed,True,True,True,VIVT3,2020-02-19,2020-02-19,2020-05-25,-0.06940427993059561,-0.26480222730299974,0.19539794737240412
17671,2019,2020,0.8619,204525,308808,stayed,True,True,True,VIVT3,2021-02-23,2021-02-23,2021-05-25,-0.01596098426069603,0.06734722782225688,-0.08330821208295291
17671,2022,2023,0.9017,353605,362155,stayed,True,True,True,VIVT3,2024-02-20,2024-02-20,2024-05-21,-0.14490836954468167,-0.019278286580471038,-0.12563008296421063
17892,2015,2016,0.9384,169631,164826,dropped_or_delisted,True,True,True,STBP3,2017-02-15,2017-02-15,2017-05-22,-0.05612244897959173,-0.09271108830553565,0.03658863932594392
17892,2016,2017,0.9064,164826,193960,dropped_or_delisted,True,True,True,STBP3,2018-06-18,2018-06-18,2018-09-17,0.1470588235294119,0.09989467838663857,0.04716414514277334
17892,2017,2018,0.823,193960,197219,dropped_or_delisted,True,True,True,STBP3,2019-02-21,2019-02-21,2019-05-27,-0.1071428571428572,-0.02133469070723304,-0.08580816643562417
17892,2018,2019,0.9847,197219,209175,dropped_or_delisted,True,True,True,STBP3,2020-03-05,2020-03-05,2020-06-05,-0.042735042735042694,-0.07430208581947939,0.0315670430844367
17892,2019,2020,0.9797,209175,222689,dropped_or_delisted,True,True,True,STBP3,2021-03-08,2021-03-08,2021-06-08,0.7358490566037734,0.17335915462015827,0.5624899019836151
17892,2020,2021,0.9741,222689,231887,dropped_or_delisted,True,True,True,STBP3,2022-03-10,2022-03-10,2022-06-09,-0.0014619883040934978,-0.05779728219696223,0.05633529389286873
17892,2021,2022,0.8717,231887,222476,dropped_or_delisted,True,True,True,STBP3,2023-11-29,2023-11-29,2024-03-04,0.25956937799043067,0.017238449390816646,0.24233092859961403
