cd_cvm,year_prev,year_curr,cosine_similarity,chars_prev,chars_curr
16292,2016,2017,0.5286,59308,69146
16292,2017,2018,0.5716,69146,82075
16292,2018,2019,0.7999,82075,93051
16292,2019,2020,0.8739,93051,137987
16292,2020,2021,0.9135,137987,182518
16292,2021,2022,0.9882,182518,192438
16292,2022,2023,0.8914,192438,205709
16292,2023,2024,0.8726,205709,182091
16306,2015,2017,0.6433,41814,30831
16306,2017,2018,0.9949,30831,30772
16306,2018,2019,0.9533,30772,32360
16306,2019,2020,0.9999,32360,32327
16306,2020,2021,0.999,32327,32105
16306,2021,2022,1.0,32105,32105
16306,2022,2023,1.0,32105,32105
16306,2023,2024,0.9985,32105,32072
17329,2015,2017,0.9215,45356,46257
17329,2017,2018,0.8439,46257,36405
17329,2018,2019,0.9614,36405,32867
17329,2019,2020,0.9613,32867,36064
17329,2020,2021,0.9024,36064,46144
17329,2021,2022,0.9305,46144,49873
17329,2022,2023,0.7754,49873,111259
17450,2015,2016,0.4758,31158,72737
17450,2016,2017,0.784,72737,99787
17450,2017,2018,0.919,99787,101532
17450,2018,2019,0.9082,101532,92587
17450,2019,2020,0.6786,92587,163252
17450,2020,2021,0.7878,163252,160802
17450,2021,2022,0.928,160802,148203
17450,2022,2023,0.871,148203,138829
17450,2023,2024,0.9727,138829,142441
17671,2015,2016,0.7996,43773,36191
17671,2016,2017,0.9511,36191,42292
17671,2017,2018,0.9347,42292,42300
17671,2018,2019,0.9461,42300,41879
17671,2019,2020,0.9563,41879,51410
17671,2020,2021,0.9807,51410,50490
17671,2021,2022,0.9479,50490,52707
17671,2022,2023,0.8804,52707,71780
17671,2023,2024,0.9624,71780,77661
17892,2015,2016,0.9685,30305,32095
17892,2016,2017,0.8663,32095,26815
17892,2017,2018,0.9861,26815,26955
17892,2018,2019,0.9987,26955,26881
17892,2019,2021,0.6504,26881,98285
17892,2021,2022,0.9861,98285,93987
17892,2022,2023,0.914,93987,82248
17892,2023,2024,0.9703,82248,77904
17914,2015,2016,0.9775,47036,41810
17914,2016,2017,1.0,41810,41810
17914,2017,2018,0.8263,41810,32541
17914,2018,2019,0.9848,32541,34675
17914,2019,2020,0.961,34675,37902
17973,2015,2016,0.9869,45283,47815
17973,2016,2017,0.9937,47815,48964
17973,2017,2019,0.8558,48964,155035
17973,2019,2020,0.999,155035,160185
17973,2020,2021,1.0,160185,160185
17973,2021,2022,1.0,160185,160185
17973,2022,2023,1.0,160185,160334
17973,2023,2024,0.9994,160334,163169
18376,2015,2016,0.7969,36757,45093
18376,2016,2017,0.9717,45093,45208
18376,2017,2018,0.9019,45208,50216
18376,2018,2019,0.8906,50216,49118
18376,2019,2020,0.9367,49118,46979
18376,2020,2021,0.9817,46979,48736
18376,2021,2022,0.9086,48736,55170
18376,2022,2024,0.665,55170,117101
18465,2015,2016,0.97,51846,35299
18465,2016,2017,0.9761,35299,37400
18465,2017,2018,0.9761,37400,42025
18465,2018,2019,0.8975,42025,46820
18465,2019,2020,0.9727,46820,55259
18465,2020,2021,0.9682,55259,56167
18465,2021,2022,0.8016,56167,70140
18465,2022,2023,0.924,70140,61274
18465,2023,2024,0.9773,61274,60327
18627,2015,2016,0.8138,41184,54999
18627,2016,2017,0.9023,54999,63248
18627,2017,2019,0.8563,63248,56996
18627,2019,2021,0.7955,56996,61573
18627,2021,2022,0.9618,61573,63071
18627,2022,2023,0.9097,63071,68710
18627,2023,2024,0.8848,68710,58105
18660,2015,2017,0.8919,45956,51323
18660,2017,2018,0.9309,51323,65765
18660,2018,2019,0.8972,65765,100561
18660,2019,2020,0.9212,100561,106999
18660,2020,2021,0.9795,106999,107781
18660,2021,2022,0.9075,107781,107622
18660,2022,2023,0.9109,107622,108812
18660,2023,2024,0.7637,108812,103422
18724,2015,2016,0.7322,6582,36528
18724,2016,2017,0.97,36528,38782
18724,2017,2018,0.7152,38782,6858
18724,2018,2019,0.9908,6858,7000
18724,2019,2020,0.9971,7000,6979
18724,2020,2021,0.8785,6979,3979
18724,2021,2022,0.9993,3979,3896
18724,2022,2023,0.9804,3896,4477
18724,2023,2024,1.0,4477,4477
18821,2015,2016,0.7928,36254,65103
18821,2016,2017,0.9941,65103,64383
18821,2017,2018,0.9169,64383,74030
18821,2018,2019,0.922,74030,86235
18821,2019,2020,0.8994,86235,102674
18821,2020,2021,0.9328,102674,106707
18821,2021,2022,0.9771,106707,116003
18821,2022,2023,0.9249,116003,123772
19445,2015,2016,0.9461,38026,34476
19445,2016,2017,0.5052,34476,42566
19445,2017,2018,0.9766,42566,44060
19445,2018,2019,0.8238,44060,48288
19445,2019,2020,0.9376,48288,57888
19445,2020,2021,0.8722,57888,55130
19445,2021,2022,0.9447,55130,53507
19445,2022,2023,0.9072,53507,48962
19445,2023,2024,0.979,48962,49016
19453,2015,2016,0.9672,51252,54846
19453,2016,2017,0.9787,54846,59435
19453,2017,2018,0.9256,59435,60444
19453,2018,2019,0.8965,60444,60226
19453,2019,2020,0.87,60226,81773
19453,2020,2021,0.654,81773,157550
19453,2021,2022,0.9809,157550,153815
19453,2022,2023,0.9597,153815,150702
19453,2023,2024,0.9617,150702,153043
19550,2015,2016,0.9849,22672,21922
19550,2016,2017,0.9916,21922,22282
19550,2017,2018,0.9064,22282,32808
19550,2018,2019,0.9231,32808,52413
19550,2019,2020,0.7214,52413,133973
19550,2020,2023,0.8094,133973,197658
19550,2023,2024,0.9541,197658,190170
19569,2015,2016,0.9548,37764,33269
19569,2016,2017,0.9927,33269,35160
19569,2017,2018,0.8906,35160,50200
19569,2018,2019,0.9929,50200,49080
19569,2019,2021,0.8192,49080,49239
19569,2021,2022,0.9437,49239,45597
19569,2022,2023,0.9693,45597,48547
