cd_cvm,year_prev,year_curr,cosine_similarity,chars_prev,chars_curr,ticker,event_date,window_start,window_end,stock_return,ibov_return,abnormal_return
2437,2015,2018,0.9156,369414,312934,AXIA3,2019-03-27,2019-03-27,2020-09-30,-0.09458131416781124,0.02937845607453049,-0.12395977024234173
2437,2018,2019,0.855,312934,692624,AXIA3,2020-03-27,2020-03-27,2021-10-05,0.7362428842504745,0.5042826532049149,0.23196023104555952
2437,2019,2020,0.9443,692624,640997,AXIA3,2021-03-19,2021-03-19,2022-09-22,0.38771824202287775,-0.018508610879322096,0.40622685290219984
2437,2020,2021,0.9461,640997,608744,AXIA3,2022-03-18,2022-03-18,2023-09-20,0.03023388476896738,0.029350301719065497,0.0008835830499018815
2437,2021,2022,0.8359,608744,161659,AXIA3,2023-03-13,2023-03-13,2024-09-13,0.30197554092191914,0.3079923499845232,-0.006016809062604045
2437,2022,2023,0.7069,161659,400841,AXIA3,2024-05-14,2024-05-14,2025-11-12,0.6134937238493723,0.22656731885004677,0.3869264049993255
2453,2015,2016,0.9518,112760,120701,CMIG4,2017-04-11,2017-04-11,2018-10-22,0.10155210295583661,0.32997155522104715,-0.22841945226521054
2453,2016,2017,0.9424,120701,103430,CMIG4,2018-03-29,2018-03-29,2019-10-08,0.6133177571311661,0.17121471469290417,0.44210304243826193
2453,2017,2018,0.5449,103430,6226,CMIG4,2019-04-01,2019-04-01,2020-10-05,-0.21296792658069552,0.00036166986537322643,-0.21332959644606875
2453,2018,2019,0.5518,6226,129256,CMIG4,2020-04-01,2020-04-01,2021-10-08,0.9457308187894713,0.5899457069301517,0.3557851118593196
2453,2019,2020,0.9557,129256,133202,CMIG4,2021-03-30,2021-03-30,2022-10-03,0.33305521459521725,-0.006120770388140517,0.33917598498335777
2453,2020,2021,0.9539,133202,127131,CMIG4,2022-03-29,2022-03-29,2023-09-29,0.10198087436165593,-0.028738273155578198,0.13071914751723412
2453,2021,2022,0.9512,127131,145632,CMIG4,2023-03-25,2023-03-27,2024-09-27,0.3513314967736332,0.3316919243984702,0.019639572375163006
2453,2022,2023,0.9573,145632,172598,CMIG4,2024-03-21,2024-03-21,2025-09-23,0.23101160861334158,0.14252944613848295,0.08848216247485863
2577,2015,2016,0.9491,49106,55268,CESP6,2017-03-24,2017-03-24,2018-10-03,-0.22811816192560186,0.3041266005123895,-0.5322447624379913
2577,2016,2017,0.9446,55268,50127,CESP6,2018-03-21,2018-03-21,2019-09-30,0.7845961177207263,0.23263712982599105,0.5519589878947353
2577,2017,2018,0.8922,50127,46664,CESP6,2019-03-22,2019-03-22,2020-09-25,0.1963414634146341,0.03482396945009425,0.16151749396453985
