cd_cvm,year_prev,year_curr,cosine_similarity,chars_prev,chars_curr,ticker,event_date,window_start,window_end,stock_return,ibov_return,abnormal_return,extreme_ar,prev_ok,curr_ok,both_ok
17892,2022,2023,0.9467,222476,196734,STBP3,2024-03-20,2024-03-20,2025-03-24,0.1323155216284988,0.0170115228806109,0.1153039987478878,False,True,True,True
17973,2015,2016,0.9269,147610,129151,COGN3,2017-03-22,2017-03-22,2018-04-02,0.0416988416312815,0.3328818315230757,-0.2911829898917941,False,True,True,True
17973,2016,2017,0.9534,129151,141798,COGN3,2018-03-16,2018-03-16,2019-03-27,-0.2869924295191333,0.0826623980638612,-0.3696548275829945,False,True,True,True
17973,2017,2018,0.8588,141798,191150,COGN3,2019-06-21,2019-06-21,2020-06-26,-0.4149034038562115,-0.0801676459574601,-0.3347357578987513,False,True,True,True
17973,2018,2019,0.5455,191150,214057,COGN3,2020-03-30,2020-03-30,2021-04-07,-0.2094861660869564,0.5758895962297701,-0.7853757623167266,True,True,True,True
17973,2019,2020,0.8961,214057,267371,COGN3,2021-03-31,2021-03-31,2022-04-05,-0.2512562813945355,0.019303422715146,-0.2705597041096815,False,True,True,True
17973,2020,2021,0.9657,267371,230733,COGN3,2022-03-24,2022-03-24,2023-03-27,-0.2164502166666667,-0.162805260283012,-0.0536449563836547,False,True,True,True
17973,2021,2022,0.958,230733,216974,COGN3,2023-09-21,2023-09-21,2024-09-24,-0.5,0.1378509889142929,-0.6378509889142929,True,True,True,True
17973,2022,2023,0.9741,216974,237067,COGN3,2024-03-20,2024-03-20,2025-03-24,-0.3159851298728596,0.0170115228806109,-0.3329966527534705,False,True,True,True
17973,2023,2024,0.9728,237067,226329,COGN3,2025-03-12,2025-03-12,2026-03-16,0.9058139530451595,0.4522069859159479,0.4536069671292118,False,True,True,True
18465,2019,2020,0.9684,238178,262783,UGPA3,2021-02-25,2021-02-25,2022-03-02,-0.2728658536585365,0.0259873917166029,-0.2988532453751394,False,True,True,True
18465,2022,2023,0.9442,261976,247201,UGPA3,2024-02-28,2024-02-28,2025-02-27,-0.4400785854616895,-0.0411544105382309,-0.3989241749234585,False,True,True,True
18465,2023,2024,0.9453,247201,195504,UGPA3,2025-02-26,2025-02-26,2026-03-04,0.5933456561922366,0.4856805043508103,0.1076651518414262,False,True,True,True
18660,2015,2016,0.9557,197873,204333,CPFE3,2017-03-23,2017-03-23,2018-04-03,-0.0363139398672393,0.3320070472915575,-0.3683209871587968,False,True,True,True
18660,2016,2017,0.9632,204333,193962,CPFE3,2018-03-27,2018-03-27,2019-04-05,0.2065573770491804,0.158697404366287,0.0478599726828934,False,True,True,True
18660,2017,2018,0.9387,193962,187251,CPFE3,2019-03-28,2019-03-28,2020-04-01,-0.145040650406504,-0.2481460221928544,0.1031053717863503,False,True,True,True
18660,2018,2019,0.9593,187251,179949,CPFE3,2020-03-09,2020-03-09,2021-03-16,-0.1067647058823528,0.3247646025431292,-0.4315293084254821,False,True,True,True
18660,2019,2020,0.9497,179949,203980,CPFE3,2021-03-31,2021-03-31,2022-04-05,0.0877712031558186,0.019303422715146,0.0684677804406725,False,True,True,True
18660,2020,2021,0.9231,203980,224367,CPFE3,2022-03-17,2022-03-17,2023-03-20,-0.0752755905511811,-0.1074799650819937,0.0322043745308125,False,True,True,True
18660,2021,2022,0.9068,224367,230608,CPFE3,2023-03-16,2023-03-16,2024-03-21,0.0955109837631327,0.2390292576975647,-0.143518273934432,False,True,True,True
18660,2022,2023,0.8542,230608,218410,CPFE3,2024-03-21,2024-03-21,2025-03-25,0.1200232490555071,0.03050221300066,0.089521036054847,False,True,True,True
18660,2023,2024,0.9631,218410,217483,CPFE3,2025-02-26,2025-02-26,2026-03-04,0.3541783510936624,0.4856805043508103,-0.1315021532571478,False,True,True,True
18724,2015,2016,0.6122,17727,69869,BRAP4,2017-03-21,2017-03-21,2018-03-29,0.509587728112675,0.3554312240464765,0.1541565040661985,False,True,True,True
18724,2016,2017,0.9367,69869,90033,BRAP4,2018-03-21,2018-03-21,2019-04-01,0.0248524389427791,0.1303636683938482,-0.1055112294510691,False,True,True,True
18724,2017,2018,0.8036,90033,92344,BRAP4,2019-03-28,2019-03-28,2020-04-01,-0.0431654678557456,-0.2481460221928544,0.2049805543371088,False,True,True,True
18724,2018,2019,0.8158,92344,76006,BRAP4,2020-03-26,2020-03-26,2021-04-05,1.3583245332348426,0.5122758225939992,0.8460487106408434,True,True,True,True
18724,2019,2020,0.8867,76006,69329,BRAP4,2021-03-25,2021-03-25,2022-03-30,0.3162109918807363,0.0572295887732647,0.2589814031074715,False,True,True,True
18724,2020,2021,0.9452,69329,64339,BRAP4,2022-03-29,2022-03-29,2023-03-30,-0.1764884568651276,-0.1358232948659312,-0.0406651619991963,False,True,True,True
18724,2021,2022,0.9589,64339,64426,BRAP4,2023-03-27,2023-03-27,2024-04-02,-0.1859198755348113,0.2797022026684534,-0.4656220782032648,False,True,True,True
18724,2022,2023,0.5236,64426,12052,BRAP4,2024-03-27,2024-03-27,2025-03-31,-0.1224889759921606,0.0201183140938621,-0.1426072900860228,False,True,True,True
18724,2023,2024,0.9308,12052,11290,BRAP4,2025-03-25,2025-03-25,2026-03-27,0.2217319360176504,0.3747250368352774,-0.152993100817627,False,True,True,True
18821,2015,2016,0.979,304976,325975,MOTV3,2017-03-06,2017-03-06,2018-03-14,-0.2972222222222221,0.29709350289269,-0.5943157251149122,True,True,True,True
19445,2015,2016,0.941,168385,162910,CSMG3,2017-03-09,2017-03-09,2018-03-19,0.0482057931258106,0.2992608371914134,-0.2510550440656027,False,True,True,True
19445,2016,2017,0.9347,162910,164794,CSMG3,2018-02-23,2018-02-23,2019-03-06,0.346024636135728,0.0793146181766193,0.2667100179591086,False,True,True,True
19445,2017,2018,0.9258,164794,187088,CSMG3,2019-02-28,2019-02-28,2020-03-06,-0.0960451975786923,0.0252386504694543,-0.1212838480481467,False,True,True,True
19445,2018,2019,0.9016,187088,222334,CSMG3,2020-03-19,2020-03-19,2021-03-26,0.1632974530944348,0.6797540822867243,-0.5164566291922894,True,True,True,True
19445,2019,2020,0.9399,222334,204242,CSMG3,2021-04-20,2021-04-20,2022-04-26,-0.1572026300059773,-0.0986917674777838,-0.0585108625281934,False,True,True,True
19445,2020,2021,0.9455,204242,210979,CSMG3,2022-06-13,2022-06-13,2023-06-16,0.6592592592592592,0.1575100065127861,0.5017492527464731,True,True,True,True
19445,2021,2022,0.9606,210979,196766,CSMG3,2023-03-21,2023-03-21,2024-03-26,0.3909626719056973,0.2560927613214225,0.1348699105842747,False,True,True,True
19453,2015,2016,0.9923,197825,215135,ECOR3,2017-02-20,2017-02-20,2018-03-02,-0.0316789862724393,0.2513900631025758,-0.2830690493750152,False,True,True,True
19453,2016,2017,0.8193,215135,196690,ECOR3,2018-02-28,2018-02-28,2019-03-11,0.0149253731343281,0.148476824466317,-0.1335514513319888,False,True,True,True
19453,2017,2018,0.945,196690,219762,ECOR3,2019-03-14,2019-03-14,2020-03-18,-0.0531400966183573,-0.3215843630935533,0.2684442664751959,False,True,True,True
19453,2018,2019,0.8833,219762,248648,ECOR3,2020-02-18,2020-02-18,2021-02-26,-0.3579743888242143,-0.0429835280529287,-0.3149908607712856,False,True,True,True
19453,2019,2020,0.9559,248648,233061,ECOR3,2021-03-10,2021-03-10,2022-03-15,-0.3971830985915493,-0.033847391419967,-0.3633357071715822,False,True,True,True
19453,2022,2023,0.8965,275777,245155,ECOR3,2024-03-13,2024-03-13,2025-03-17,-0.4084656084656084,0.0220920026826856,-0.430557611148294,False,True,True,True
19453,2023,2024,0.9217,245155,277132,ECOR3,2025-03-18,2025-03-18,2026-03-20,0.4174228675136116,0.3403290503049521,0.0770938172086594,False,True,True,True
19550,2017,2018,0.9648,255327,259633,NATU3,2019-02-28,2019-02-28,2020-03-06,0.6453079785035138,0.0252386504694543,0.6200693280340595,True,True,True,True
19550,2018,2019,0.9384,259633,254576,NATU3,2020-03-05,2020-03-05,2021-03-12,0.1845772455099981,0.1166666014562782,0.0679106440537198,False,True,True,True
19550,2019,2020,0.8813,254576,279718,NATU3,2021-03-31,2021-03-31,2022-04-05,-0.4212712920648109,0.019303422715146,-0.440574714779957,False,True,True,True
19550,2020,2021,0.9817,279718,280814,NATU3,2022-03-29,2022-03-29,2023-03-30,-0.4948148148148148,-0.1358232948659312,-0.3589915199488835,False,True,True,True
19550,2021,2022,0.9842,280814,263936,NATU3,2023-03-16,2023-03-16,2024-03-21,0.3564575645756456,0.2390292576975647,0.1174283068780808,False,True,True,True
19550,2022,2024,0.9189,263936,281121,NATU3,2025-03-13,2025-03-13,2026-03-17,-0.3097345132743363,0.4359589296506423,-0.7456934429249786,True,True,True,True
19739,2019,2020,0.5169,71966,193243,RENT3,2021-02-25,2021-02-25,2022-03-02,-0.0551286335699982,0.0259873917166029,-0.0811160252866011,False,True,True,True
19739,2023,2024,0.968,260488,251631,RENT3,2025-02-27,2025-02-27,2026-03-05,0.7629166535105723,0.4460364092777695,0.3168802442328027,False,True,True,True
19836,2015,2016,0.9749,207365,214117,CSAN3,2017-02-16,2017-02-16,2018-02-28,0.0228773584905659,0.2586381562338529,-0.2357607977432869,False,True,True,True
19836,2016,2017,0.6343,214117,93932,CSAN3,2018-03-26,2018-03-26,2019-04-04,0.034125676629795,0.1319248127758765,-0.0977991361460814,False,True,True,True
19836,2017,2018,0.6476,93932,179425,CSAN3,2019-02-14,2019-02-14,2020-02-19,0.8992974238875875,0.1887720554049383,0.7105253684826491,True,True,True,True
19836,2018,2019,0.9645,179425,193087,CSAN3,2020-02-14,2020-02-14,2021-02-24,0.0425634824667471,0.0112525976847492,0.0313108847819978,False,True,True,True
19879,2018,2019,0.9851,291970,286237,LIGT3,2020-03-12,2020-03-12,2021-03-19,0.3948905109489051,0.601233519966857,-0.2063430090179518,False,True,True,True
19879,2021,2022,0.9878,238176,240364,LIGT3,2023-03-28,2023-03-28,2024-04-03,1.2446351931330475,0.2582722414932872,0.9863629516397604,True,True,True,True
19879,2022,2023,0.9797,240364,264764,LIGT3,2024-03-25,2024-03-25,2025-03-27,0.0115830115830117,0.0489813912972094,-0.0373983797141976,False,True,True,True
19879,2023,2024,0.961,264764,379991,LIGT3,2025-03-28,2025-03-28,2026-04-01,0.1208791208791209,0.424941649940888,-0.3040625290617671,False,True,True,True
19992,2015,2016,0.9514,109906,116359,TOTS3,2017-02-22,2017-02-22,2018-03-06,0.21400000044856,0.2487765264533736,-0.0347765260048136,False,True,True,True
19992,2016,2017,0.9596,116359,116957,TOTS3,2018-02-07,2018-02-07,2019-02-18,0.1414141414141414,0.1660469128114643,-0.0246327713973228,False,True,True,True
19992,2017,2018,0.9584,116957,128921,TOTS3,2019-02-13,2019-02-13,2020-02-18,1.5974842764150945,0.199649633147751,1.3978346432673434,True,True,True,True
19992,2018,2019,0.8989,128921,123534,TOTS3,2020-02-12,2020-02-12,2021-02-22,0.2815051022042738,-0.0343383835829889,0.3158434857872627,False,True,True,True
19992,2019,2020,0.8872,123534,213703,TOTS3,2022-02-16,2022-02-16,2023-02-17,-0.0561576354679803,-0.0521269359212612,-0.004030699546719,False,True,True,True
19992,2020,2021,0.9359,213703,181205,TOTS3,2022-02-16,2022-02-16,2023-02-17,-0.0561576354679803,-0.0521269359212612,-0.004030699546719,False,True,True,True
19992,2021,2022,0.818,181205,172361,TOTS3,2023-02-14,2023-02-14,2024-02-22,0.0650134048257373,0.207621576909379,-0.1426081720836416,False,True,True,True
19992,2022,2023,0.9534,172361,170859,TOTS3,2024-02-07,2024-02-07,2025-02-10,0.0316590563165906,-0.0336905992232391,0.0653496555398297,False,True,True,True
19992,2023,2024,0.9128,170859,168984,TOTS3,2025-02-12,2025-02-12,2026-02-18,0.161875945537065,0.4955458750230441,-0.333669929485979,False,True,True,True
20010,2015,2016,0.7845,278708,284258,EQTL3,2017-09-23,2017-09-25,2018-10-03,-0.0319253431564363,0.1186124023218688,-0.1505377454783052,False,True,True,True
20010,2016,2017,0.9496,284258,325960,EQTL3,2018-03-09,2018-03-09,2019-03-20,0.1331938633438969,0.1351136909771415,-0.0019198276332446,False,True,True,True
20010,2017,2018,0.8742,325960,340185,EQTL3,2019-04-12,2019-04-12,2020-04-17,0.2069622669560882,-0.1494988963660835,0.3564611633221717,False,True,True,True
20087,2016,2017,0.9963,322208,316644,EMBJ3,2018-03-08,2018-03-08,2019-03-19,-0.0621686746987951,0.1718400543345435,-0.2340087290333387,False,True,True,True
20087,2023,2024,0.9868,257269,269817,EMBJ3,2025-02-27,2025-02-27,2026-03-05,0.2650217706821478,0.4460364092777695,-0.1810146385956217,False,True,True,True
20257,2017,2018,0.9466,227939,248703,TAEE11,2019-04-11,2019-04-11,2020-04-16,0.0675889328063241,-0.1788074892327239,0.2463964220390481,False,True,True,True
20257,2018,2019,0.9426,248703,263475,TAEE11,2020-03-12,2020-03-12,2021-03-19,0.2906685734715768,0.601233519966857,-0.3105649464952802,False,True,True,True
20257,2019,2020,0.9076,263475,254827,TAEE11,2021-03-03,2021-03-03,2022-03-08,0.3008130081300812,0.0001753850263459,0.3006376231037353,False,True,True,True
20257,2020,2021,0.933,254827,224490,TAEE11,2022-02-18,2022-02-18,2023-02-23,-0.0543766578249338,-0.0468372344577,-0.0075394233672337,False,True,True,True
20257,2021,2022,0.9642,224490,224521,TAEE11,2023-03-15,2023-03-15,2024-03-20,-0.0348993288590603,0.2576017928336327,-0.292501121692693,False,True,True,True
20257,2022,2023,0.9649,224521,228647,TAEE11,2024-03-06,2024-03-06,2025-03-10,-0.0320531331215708,-0.0339114143872657,0.0018582812656948,False,True,True,True
20257,2023,2024,0.9616,228647,241460,TAEE11,2025-03-18,2025-03-18,2026-03-20,0.1883003492433062,0.3403290503049521,-0.1520287010616459,False,True,True,True
20362,2018,2019,0.0619,204393,248272,POSI3,2020-03-04,2020-03-04,2021-03-11,-0.3432835820895522,0.0723676185040316,-0.4156512005935838,False,True,True,True
20494,2015,2016,0.9907,146982,149845,IGTA3,2017-02-21,2017-02-21,2018-03-05,0.2333540759178594,0.2457684800531541,-0.0124144041352947,False,True,True,True
20494,2016,2017,0.9496,149845,164337,IGTA3,2018-02-27,2018-02-27,2019-03-08,0.0478589420654911,0.0969617223999785,-0.0491027803344874,False,True,True,True
20494,2017,2018,0.951,164337,172716,IGTA3,2019-02-26,2019-02-26,2020-03-04,0.2095216191352347,0.0985804666888654,0.1109411524463692,False,True,True,True
20494,2018,2019,0.6071,172716,36811,IGTA3,2020-02-18,2020-02-18,2021-02-26,-0.429062613101701,-0.0429835280529287,-0.3860790850487723,False,True,True,True
20516,2015,2016,0.9679,56482,54281,SMTO3,2016-06-06,2016-06-06,2017-06-08,-0.0390050876201244,0.2443650633132268,-0.2833701509333513,False,True,True,True
20516,2016,2017,0.7684,54281,57811,SMTO3,2017-06-26,2017-06-26,2018-07-03,0.1127914303717707,0.1845957963976703,-0.0718043660258995,False,True,True,True
20516,2019,2020,0.4836,158268,70500,SMTO3,2020-06-29,2020-06-29,2021-07-05,0.8683683683683683,0.3257386117040362,0.5426297566643321,True,True,True,True
20516,2020,2021,0.4578,70500,106939,SMTO3,2021-06-21,2021-06-21,2022-06-24,0.0457793066948928,-0.2366666109671175,0.2824459176620103,False,True,True,True
20516,2021,2022,0.3423,106939,115479,SMTO3,2022-06-20,2022-06-20,2023-06-22,-0.1357466063348417,0.1910968429787605,-0.3268434493136022,False,True,True,True
20516,2022,2023,0.603,115479,114906,SMTO3,2023-06-19,2023-06-19,2024-06-21,-0.1372601279317699,0.0123760864544775,-0.1496362143862474,False,True,True,True
20516,2023,2024,0.3593,114906,92379,SMTO3,2024-06-17,2024-06-17,2025-06-20,-0.3739967897271268,0.150900561752578,-0.5248973514797048,True,True,True,True
20524,2015,2016,0.7477,87446,231817,EVEN3,2017-03-22,2017-03-22,2018-04-02,0.0744680851063828,0.3328818315230757,-0.2584137464166929,False,True,True,True
20524,2016,2017,0.9145,231817,119962,EVEN3,2018-03-26,2018-03-26,2019-04-04,0.0830324909747293,0.1319248127758765,-0.0488923218011472,False,True,True,True
20524,2017,2018,0.5221,119962,75383,EVEN3,2019-03-28,2019-03-28,2020-04-01,-0.075,-0.2481460221928544,0.1731460221928543,False,True,True,True
20524,2020,2021,0.9547,55452,51598,EVEN3,2022-03-22,2022-03-22,2023-03-23,-0.284090909090909,-0.164967148291619,-0.1191237607992899,False,True,True,True
20524,2021,2022,0.964,51598,75018,EVEN3,2023-03-28,2023-03-28,2024-04-03,0.872767857142857,0.2582722414932872,0.6144956156495698,True,True,True,True
20524,2022,2023,0.5171,75018,154492,EVEN3,2024-03-21,2024-03-21,2025-03-25,-0.2054631828978621,0.03050221300066,-0.2359653958985221,False,True,True,True
20524,2023,2024,0.8706,154492,170053,EVEN3,2025-03-27,2025-03-27,2026-03-31,0.0947368421052632,0.4079128793924089,-0.3131760372871457,False,True,True,True
20745,2019,2020,0.4126,97670,193645,SLCE3,2021-03-17,2021-03-17,2022-03-22,0.290627996046972,0.0062033760093571,0.2844246200376148,False,True,True,True
20745,2020,2021,0.9389,193645,227183,SLCE3,2022-03-15,2022-03-15,2023-03-16,-0.0871212123211971,-0.050703703125846,-0.0364175091953511,False,True,True,True
20745,2021,2022,0.9209,227183,203893,SLCE3,2023-03-31,2023-03-31,2024-04-08,-0.0643123489478428,0.2647661711270468,-0.3290785200748897,False,True,True,True
20745,2022,2023,0.9635,203893,204503,SLCE3,2024-04-12,2024-04-12,2025-04-15,0.097837837931848,0.0261961288357581,0.0716417090960899,False,True,True,True
20745,2023,2024,0.9795,204503,236835,SLCE3,2025-03-25,2025-03-25,2026-03-27,0.1384364823164567,0.3747250368352774,-0.2362885545188207,False,True,True,True
20770,2015,2016,0.9745,76418,78661,EZTC3,2017-03-20,2017-03-20,2018-03-28,0.1212582449878816,0.2926727849446409,-0.1714145399567592,False,True,True,True
20770,2016,2017,0.9854,78661,83838,EZTC3,2018-03-16,2018-03-16,2019-03-27,0.0819327733241999,0.0826623980638612,-0.0007296247396613,False,True,True,True
20770,2017,2018,0.9087,83838,82093,EZTC3,2019-03-22,2019-03-22,2020-03-26,0.7710010029392862,-0.1709656409575275,0.9419666438968136,True,True,True,True
20770,2021,2022,0.9529,79578,82585,EZTC3,2023-09-18,2023-09-18,2024-09-19,-0.3331795108509842,0.1254094554309344,-0.4585889662819186,False,True,True,True
20770,2022,2023,0.9464,82585,80812,EZTC3,2024-03-18,2024-03-18,2025-03-20,-0.064652567548733,0.0393899594326079,-0.1040425269813409,False,True,True,True
20770,2023,2024,0.9517,80812,86871,EZTC3,2025-03-13,2025-03-13,2026-03-17,0.2945186370527823,0.4359589296506423,-0.1414402925978599,False,True,True,True
20788,2015,2016,0.9816,285466,325031,MBRF3,2017-02-23,2017-02-23,2018-03-07,-0.0540098199672668,0.2671477714882542,-0.321157591455521,False,True,True,True
20788,2016,2017,0.9669,325031,265489,MBRF3,2018-03-27,2018-03-27,2019-04-05,0.1829484902309057,0.158697404366287,0.0242510858646187,False,True,True,True
20788,2019,2020,0.9757,218863,233895,MBRF3,2021-04-08,2021-04-08,2022-04-12,0.1445118587975733,-0.018310462828206,0.1628223216257793,False,True,True,True
20788,2020,2021,0.972,233895,242469,MBRF3,2022-03-08,2022-03-08,2023-03-09,-0.6784080512351327,-0.055144512153175,-0.6232635390819576,True,True,True,True
20788,2021,2022,0.8915,242469,305067,MBRF3,2023-03-01,2023-03-01,2024-03-06,0.4725808882788544,0.2347620584516865,0.2378188298271679,False,True,True,True
20788,2022,2023,0.9668,305067,312502,MBRF3,2024-03-27,2024-03-27,2025-03-31,0.9759299781181616,0.0201183140938621,0.9558116640242996,True,True,True,True
20788,2023,2024,0.9791,312502,305504,MBRF3,2025-02-26,2025-02-26,2026-03-04,0.3984206748025845,0.4856805043508103,-0.0872598295482258,False,True,True,True
20915,2018,2019,0.3238,30012,188638,MRVE3,2020-03-02,2020-03-02,2021-03-09,-0.1816770186335403,0.0441285097171968,-0.2258055283507372,False,True,True,True
20915,2021,2022,0.847,228525,244689,MRVE3,2023-07-06,2023-07-06,2024-07-10,-0.4539829853054911,0.0833934990381153,-0.5373764843436064,True,True,True,True
20915,2022,2023,0.9587,244689,230464,MRVE3,2024-02-29,2024-02-29,2025-02-28,-0.4081364829396325,-0.048216780620558,-0.3599197023190745,False,True,True,True
20915,2023,2024,0.9656,230464,230495,MRVE3,2025-02-24,2025-02-24,2026-03-02,0.8710280373831776,0.509608745932461,0.3614192914507166,False,True,True,True
20931,2021,2022,0.9841,201620,209217,BEEF3,2023-02-23,2023-02-23,2024-02-29,-0.4228813559322033,0.1991502782665803,-0.6220316341987837,True,True,True,True
20931,2022,2023,0.989,209217,213742,BEEF3,2024-03-25,2024-03-25,2025-03-27,-0.1592797783933518,0.0489813912972094,-0.2082611696905613,False,True,True,True
20982,2016,2017,0.9941,228745,247081,MULT3,2018-02-28,2018-02-28,2019-03-11,0.0632478632478632,0.148476824466317,-0.0852289612184538,False,True,True,True
20982,2017,2018,0.9188,247081,345172,MULT3,2019-02-21,2019-02-21,2020-02-28,0.2281690140845069,0.0746844162423927,0.1534845978421142,False,True,True,True
20982,2018,2019,0.9972,345172,353296,MULT3,2020-02-17,2020-02-17,2021-02-25,-0.3987951807228915,-0.0264744066166504,-0.3723207741062411,False,True,True,True
20982,2019,2020,0.9966,353296,353263,MULT3,2021-02-11,2021-02-11,2022-02-16,0.0444964871194379,-0.0345254473539484,0.0790219344733864,False,True,True,True
20982,2020,2021,0.9986,353263,355992,MULT3,2022-02-10,2022-02-10,2023-02-13,0.0984141791044774,-0.0399699138476482,0.1383840929521257,False,True,True,True
20982,2021,2022,0.9969,355992,341236,MULT3,2023-02-09,2023-02-09,2024-02-19,0.1162991785559879,0.1946863219917405,-0.0783871434357526,False,True,True,True
20982,2022,2023,0.997,341236,324339,MULT3,2024-02-08,2024-02-08,2025-02-11,-0.1768807339449541,-0.0132218119106276,-0.1636589220343265,False,True,True,True
20982,2023,2024,0.9973,324339,325936,MULT3,2025-02-06,2025-02-06,2026-02-10,0.5107816711590296,0.4730022814861807,0.0377793896728488,False,True,True,True
20990,2020,2021,0.7195,148405,207710,AMER3,2022-02-24,2022-02-24,2023-03-01,-0.9688741721854304,-0.0645853501693268,-0.9042888220161036,True,True,True,True
20990,2021,2022,0.7884,207710,291459,AMER3,2023-11-16,2023-11-16,2024-11-14,-0.8892941176470588,0.0252918743727899,-0.9145859920198488,True,True,True,True
21016,2017,2018,0.8071,162509,171186,YDUQ3,2019-03-14,2019-03-14,2020-03-18,-0.1535971223021582,-0.3215843630935533,0.167987240791395,False,True,True,True
21016,2018,2019,0.9602,171186,159441,YDUQ3,2020-03-23,2020-03-23,2021-03-30,0.3352380952380951,0.8381369905939346,-0.5028988953558395,False,True,True,True
21016,2019,2020,0.6137,159441,184640,YDUQ3,2021-03-17,2021-03-17,2022-03-22,-0.3572923935799023,0.0062033760093571,-0.3634957695892594,False,True,True,True
21016,2020,2021,0.9621,184640,183354,YDUQ3,2022-03-15,2022-03-15,2023-03-16,-0.5982532751091703,-0.050703703125846,-0.5475495719833242,True,True,True,True
21016,2021,2022,0.9371,183354,175955,YDUQ3,2023-03-15,2023-03-15,2024-03-20,1.6222826086956523,0.2576017928336327,1.3646808158620196,True,True,True,True
21016,2022,2023,0.9689,175955,177752,YDUQ3,2024-03-14,2024-03-14,2025-03-18,-0.4314002828854314,0.0296402293774522,-0.4610405122628837,False,True,True,True
21016,2023,2024,0.9551,177752,186030,YDUQ3,2025-04-24,2025-04-24,2026-04-28,-0.3283683141503046,0.4015313370599278,-0.7298996512102325,True,True,True,True
21091,2015,2016,0.9825,139892,150339,DXCO3,2017-02-08,2017-02-08,2018-02-20,0.4409638553300155,0.323412055759662,0.1175517995703534,False,True,True,True
21091,2016,2017,0.9773,150339,168382,DXCO3,2018-02-05,2018-02-05,2019-02-14,0.2279116465979573,0.1973342890987648,0.0305773574991925,False,True,True,True
21091,2017,2018,0.9854,168382,178255,DXCO3,2019-02-13,2019-02-13,2020-02-18,0.4656301144951345,0.199649633147751,0.2659804813473834,False,True,True,True
21091,2018,2019,0.9513,178255,173990,DXCO3,2020-02-12,2020-02-12,2021-02-22,0.1259124084928711,-0.0343383835829889,0.16025079207586,False,True,True,True
21091,2019,2020,0.9885,173990,180750,DXCO3,2021-02-08,2021-02-08,2022-02-11,-0.311726078778737,-0.0511628757967242,-0.2605632029820127,False,True,True,True
21091,2020,2021,0.2604,180750,171055,DXCO3,2022-02-09,2022-02-09,2023-02-10,-0.4559309851030723,-0.0389744426953997,-0.4169565424076725,False,True,True,True
21091,2021,2022,0.9857,171055,187329,DXCO3,2023-03-08,2023-03-08,2024-03-13,0.3024691357875324,0.2014798716579788,0.1009892641295535,False,True,True,True
21091,2022,2023,0.9929,187329,193791,DXCO3,2024-03-06,2024-03-06,2025-03-10,-0.2771535580435317,-0.0339114143872657,-0.2432421436562659,False,True,True,True
21091,2023,2024,0.9914,193791,217643,DXCO3,2025-03-12,2025-03-12,2026-03-16,-0.0703398927453018,0.4522069859159479,-0.5225468786612497,True,True,True,True
21237,2015,2016,0.9354,199633,210225,ENEV3,2017-09-16,2017-09-18,2018-09-26,-0.1133333333333332,0.0350800844474981,-0.1484134177808314,False,True,True,True
21237,2018,2019,0.9048,202899,193041,ENEV3,2020-04-10,2020-04-13,2021-04-20,0.8452689099798674,0.5229370354744836,0.3223318745053838,False,True,True,True
21237,2019,2020,0.8604,193041,172423,ENEV3,2021-03-10,2021-03-10,2022-03-15,-0.2418465416732315,-0.033847391419967,-0.2079991502532644,False,True,True,True
21237,2020,2021,0.9744,172423,195513,ENEV3,2022-03-21,2022-03-21,2023-03-22,-0.2120985810306198,-0.1371784638963283,-0.0749201171342914,False,True,True,True
21350,2015,2016,0.9575,82902,83855,DIRR3,2017-03-20,2017-03-20,2018-03-28,0.0170940169230768,0.2926727849446409,-0.275578768021564,False,True,True,True
21350,2016,2017,0.3021,83855,229567,DIRR3,2018-03-26,2018-03-26,2019-04-04,0.4146341463414635,0.1319248127758765,0.282709333565587,False,True,True,True
21350,2017,2018,0.2191,229567,69039,DIRR3,2019-03-11,2019-03-11,2020-03-13,0.3595505615326346,-0.1565769583813049,0.5161275199139396,True,True,True,True
21350,2018,2019,0.9468,69039,47490,DIRR3,2020-03-09,2020-03-09,2021-03-16,-0.0494672755707762,0.3247646025431292,-0.3742318781139054,False,True,True,True
21350,2019,2020,0.4956,47490,63909,DIRR3,2021-03-15,2021-03-15,2022-03-18,-0.1996939556082865,0.0040066785812611,-0.2037006341895476,False,True,True,True
21350,2020,2021,0.3238,63909,167901,DIRR3,2022-03-14,2022-03-14,2023-03-15,0.4892086329596035,-0.0659722279077814,0.5551808608673849,True,True,True,True
21350,2021,2022,0.8724,167901,216253,DIRR3,2023-10-26,2023-10-26,2024-10-28,0.7234762978711358,0.143197156639413,0.5802791412317228,True,True,True,True
21350,2022,2023,0.5173,216253,169927,DIRR3,2024-03-11,2024-03-11,2025-03-13,0.1818181817304174,-0.0038569320434659,0.1856751137738833,False,True,True,True
21350,2023,2024,0.8706,169927,184632,DIRR3,2025-03-10,2025-03-10,2026-03-12,0.3909724531666023,0.4398119393141853,-0.0488394861475829,False,True,True,True
21431,2015,2016,0.9646,163056,167185,HYPE3,2017-02-17,2017-02-17,2018-03-01,0.2840366972477064,0.2602181718776615,0.0238185253700449,False,True,True,True
21431,2016,2017,0.7905,167185,190590,HYPE3,2018-02-23,2018-02-23,2019-03-06,-0.2797619047619049,0.0793146181766193,-0.3590765229385242,False,True,True,True
21431,2017,2018,0.7408,190590,187252,HYPE3,2019-02-21,2019-02-21,2020-02-28,0.1868512110726645,0.0746844162423927,0.1121667948302718,False,True,True,True
