cd_cvm,name,group,year_prev,year_curr,cosine_similarity,chars_prev,chars_curr,diagnostic_prev,diagnostic_curr
020990,Americanas S.A. - Em Recuperação Judicial,dropped_or_delisted,2017,2020,0.1397,9601,12966,regex_only,regex_only
020990,Americanas S.A. - Em Recuperação Judicial,dropped_or_delisted,2020,2021,0.1358,12966,8891,regex_only,font_heading
020990,Americanas S.A. - Em Recuperação Judicial,dropped_or_delisted,2021,2022,0.9303,8891,10154,font_heading,font_heading
020990,Americanas S.A. - Em Recuperação Judicial,dropped_or_delisted,2022,2023,0.783,10154,10059,font_heading,font_heading
020990,Americanas S.A. - Em Recuperação Judicial,dropped_or_delisted,2023,2024,0.5458,10059,2897,font_heading,font_heading
021016,YDUQS PART,stayed,2015,2016,0.6239,8768,4243,font_heading,font_heading
021016,YDUQS PART,stayed,2016,2017,0.0834,4243,648,font_heading,font_heading
021016,YDUQS PART,stayed,2017,2018,1.0,648,648,font_heading,font_heading
021016,YDUQS PART,stayed,2018,2019,1.0,648,648,font_heading,font_heading
021016,YDUQS PART,stayed,2019,2020,0.0912,648,1983,font_heading,regex_only
021016,YDUQS PART,stayed,2020,2021,0.0625,1983,9829,regex_only,regex_only
021016,YDUQS PART,stayed,2021,2022,0.9862,9829,10726,regex_only,regex_only
021016,YDUQS PART,stayed,2022,2023,0.0736,10726,396,regex_only,regex_only
021016,YDUQS PART,stayed,2023,2024,0.0391,396,9001,regex_only,regex_only
021091,Dexco S.A. (formerly Duratex),dropped_or_delisted,2015,2016,0.9325,43581,48409,font_heading,font_heading
021091,Dexco S.A. (formerly Duratex),dropped_or_delisted,2016,2017,0.9333,48409,53197,font_heading,font_heading
021091,Dexco S.A. (formerly Duratex),dropped_or_delisted,2017,2018,0.9523,53197,54652,font_heading,font_heading
021091,Dexco S.A. (formerly Duratex),dropped_or_delisted,2018,2019,0.9167,54652,59065,font_heading,font_heading
021091,Dexco S.A. (formerly Duratex),dropped_or_delisted,2019,2020,0.9469,59065,65472,font_heading,font_heading
021091,Dexco S.A. (formerly Duratex),dropped_or_delisted,2020,2021,0.8475,65472,57020,font_heading,font_heading
021091,Dexco S.A. (formerly Duratex),dropped_or_delisted,2021,2022,0.9325,57020,67805,font_heading,font_heading
021091,Dexco S.A. (formerly Duratex),dropped_or_delisted,2022,2023,0.9729,67805,66623,font_heading,font_heading
021091,Dexco S.A. (formerly Duratex),dropped_or_delisted,2023,2024,0.4454,66623,11764,font_heading,font_heading
021237,ENEVA,stayed,2015,2016,0.5526,23415,7861,font_heading,font_heading
021237,ENEVA,stayed,2016,2017,0.1911,7861,1422,font_heading,font_heading
021237,ENEVA,stayed,2017,2018,0.2342,1422,14344,font_heading,font_heading
021237,ENEVA,stayed,2018,2019,0.1237,14344,332,font_heading,font_heading
021237,ENEVA,stayed,2019,2020,0.1904,332,3836,font_heading,font_heading
021237,ENEVA,stayed,2020,2021,0.9462,3836,4039,font_heading,font_heading
021237,ENEVA,stayed,2021,2022,0.0125,4039,51,font_heading,regex_only
021237,ENEVA,stayed,2022,2023,0.0776,51,16722,regex_only,font_heading
021237,ENEVA,stayed,2023,2024,0.3988,16722,18082,font_heading,regex_only
021350,DIRECIONAL,stayed,2015,2016,0.829,2774,2119,font_heading,font_heading
021350,DIRECIONAL,stayed,2016,2017,0.0833,2119,1256,font_heading,font_heading
021350,DIRECIONAL,stayed,2017,2018,0.0829,1256,5846,font_heading,regex_only
021350,DIRECIONAL,stayed,2018,2019,0.8483,5846,5405,regex_only,regex_only
021350,DIRECIONAL,stayed,2019,2020,0.4862,5405,2565,regex_only,regex_only
021350,DIRECIONAL,stayed,2020,2021,0.0712,2565,7530,regex_only,regex_only
021350,DIRECIONAL,stayed,2021,2022,0.8934,7530,12101,regex_only,regex_only
021350,DIRECIONAL,stayed,2022,2023,0.8738,12101,7639,regex_only,regex_only
021350,DIRECIONAL,stayed,2023,2024,0.0083,7639,222,regex_only,regex_only
021431,HYPERA,stayed,2015,2016,0.8288,7145,4386,font_heading,font_heading
021431,HYPERA,stayed,2016,2017,0.4829,4386,7971,font_heading,font_heading
021431,HYPERA,stayed,2017,2018,0.9203,7971,7263,font_heading,font_heading
021431,HYPERA,stayed,2018,2019,0.9187,7263,10966,font_heading,font_heading
021431,HYPERA,stayed,2019,2020,0.9197,10966,12912,font_heading,font_heading
021431,HYPERA,stayed,2020,2021,0.9463,12912,14355,font_heading,font_heading
021431,HYPERA,stayed,2021,2022,0.9355,14355,17498,font_heading,font_heading
021431,HYPERA,stayed,2022,2023,0.9643,17498,18355,font_heading,font_heading
021431,HYPERA,stayed,2023,2024,0.9656,18355,19434,font_heading,font_heading
021881,FLEURY,stayed,2015,2016,0.0521,3076,1847,font_heading,regex_only
021881,FLEURY,stayed,2016,2017,0.0514,1847,757,regex_only,regex_only
021881,FLEURY,stayed,2017,2018,0.0578,757,4237,regex_only,font_heading
021881,FLEURY,stayed,2018,2019,0.8922,4237,4042,font_heading,font_heading
021881,FLEURY,stayed,2019,2020,0.1092,4042,617,font_heading,regex_only
021881,FLEURY,stayed,2020,2021,0.1216,617,4983,regex_only,font_heading
021881,FLEURY,stayed,2021,2022,0.9845,4983,5456,font_heading,font_heading
021881,FLEURY,stayed,2022,2023,0.9057,5456,6469,font_heading,font_heading
021881,FLEURY,stayed,2023,2024,0.6994,6469,4716,font_heading,font_heading
022187,PRIO,stayed,2015,2016,0.0533,3533,3128,font_heading,regex_only
022187,PRIO,stayed,2016,2017,0.1352,3128,4238,regex_only,regex_only
022187,PRIO,stayed,2017,2018,0.0858,4238,3027,regex_only,regex_only
022187,PRIO,stayed,2018,2019,0.0787,3027,6934,regex_only,font_heading
022187,PRIO,stayed,2019,2020,0.0046,6934,39,font_heading,font_heading
022187,PRIO,stayed,2020,2021,0.0038,39,7693,font_heading,regex_only
022349,AZZAS 2154,stayed,2015,2016,0.9553,3375,3226,font_heading,font_heading
022349,AZZAS 2154,stayed,2016,2017,0.8956,3226,4863,font_heading,font_heading
022349,AZZAS 2154,stayed,2017,2018,0.858,4863,6709,font_heading,font_heading
022349,AZZAS 2154,stayed,2018,2019,0.9304,6709,5976,font_heading,font_heading
022349,AZZAS 2154,stayed,2019,2021,0.8685,5976,6852,font_heading,font_heading
022349,AZZAS 2154,stayed,2021,2022,0.9598,6852,6314,font_heading,font_heading
022349,AZZAS 2154,stayed,2022,2023,0.9704,6314,6276,font_heading,font_heading
022349,AZZAS 2154,stayed,2023,2024,0.7836,6276,7794,font_heading,font_heading
022357,ALLOS,stayed,2015,2016,0.7593,8449,5021,font_heading,font_heading
022357,ALLOS,stayed,2016,2017,0.9295,5021,6107,font_heading,font_heading
022357,ALLOS,stayed,2017,2018,0.9668,6107,6544,font_heading,font_heading
022357,ALLOS,stayed,2018,2020,0.0843,6544,219,font_heading,regex_only
022357,ALLOS,stayed,2020,2022,0.1121,219,9626,regex_only,font_heading
022357,ALLOS,stayed,2022,2023,0.6085,9626,8340,font_heading,font_heading
022357,ALLOS,stayed,2023,2024,0.8833,8340,11962,font_heading,font_heading
022470,MAGAZ LUIZA,stayed,2015,2016,0.4065,2390,2794,regex_only,regex_only
022470,MAGAZ LUIZA,stayed,2016,2017,0.3059,2794,5080,regex_only,regex_only
022470,MAGAZ LUIZA,stayed,2017,2018,0.1363,5080,3489,regex_only,font_heading
022470,MAGAZ LUIZA,stayed,2018,2019,0.1311,3489,8540,font_heading,regex_only
022470,MAGAZ LUIZA,stayed,2019,2020,0.1025,8540,2709,regex_only,regex_only
022470,MAGAZ LUIZA,stayed,2020,2021,0.0966,2709,3599,regex_only,font_heading
022470,MAGAZ LUIZA,stayed,2021,2022,0.1077,3599,6769,font_heading,regex_only
022470,MAGAZ LUIZA,stayed,2022,2023,0.983,6769,7978,regex_only,regex_only
022470,MAGAZ LUIZA,stayed,2023,2024,0.9419,7978,8837,regex_only,regex_only
022691,Companhia de Locação das Américas (Locamerica),dropped_or_delisted,2015,2016,0.9443,5294,5539,font_heading,font_heading
022691,Companhia de Locação das Américas (Locamerica),dropped_or_delisted,2016,2017,0.9481,5539,7316,font_heading,font_heading
022691,Companhia de Locação das Américas (Locamerica),dropped_or_delisted,2017,2018,0.1548,7316,1448,font_heading,regex_only
022691,Companhia de Locação das Américas (Locamerica),dropped_or_delisted,2018,2019,0.9553,1448,1533,regex_only,regex_only
022691,Companhia de Locação das Américas (Locamerica),dropped_or_delisted,2019,2020,0.0659,1533,1056,regex_only,regex_only
022691,Companhia de Locação das Américas (Locamerica),dropped_or_delisted,2020,2021,0.1014,1056,15139,regex_only,regex_only
022691,Companhia de Locação das Américas (Locamerica),dropped_or_delisted,2021,2022,0.1274,15139,12373,regex_only,font_heading
022691,Companhia de Locação das Américas (Locamerica),dropped_or_delisted,2022,2023,0.9117,12373,12467,font_heading,font_heading
022691,Companhia de Locação das Américas (Locamerica),dropped_or_delisted,2023,2024,0.0682,12467,4902,font_heading,regex_only
023140,Smiles S.A.,dropped_or_delisted,2015,2016,0.9783,10693,9715,regex_only,regex_only
023264,AMBEV S/A,stayed,2015,2016,0.9471,1633,1715,font_heading,font_heading
023264,AMBEV S/A,stayed,2016,2017,0.9997,1715,1712,font_heading,font_heading
023264,AMBEV S/A,stayed,2017,2018,0.9486,1712,2042,font_heading,font_heading
023264,AMBEV S/A,stayed,2018,2019,0.9257,2042,2143,font_heading,font_heading
023264,AMBEV S/A,stayed,2019,2020,0.7946,2143,4024,font_heading,font_heading
023264,AMBEV S/A,stayed,2020,2021,0.0953,4024,24896,font_heading,regex_only
023264,AMBEV S/A,stayed,2021,2022,0.0752,24896,3299,regex_only,font_heading
023264,AMBEV S/A,stayed,2022,2023,0.9683,3299,3718,font_heading,font_heading
023264,AMBEV S/A,stayed,2023,2024,0.9836,3718,3657,font_heading,font_heading
023272,LOG Commercial Properties e Participações,dropped_or_delisted,2015,2016,0.9352,11052,12814,font_heading,font_heading
023272,LOG Commercial Properties e Participações,dropped_or_delisted,2016,2017,0.8174,12814,11956,font_heading,font_heading
023272,LOG Commercial Properties e Participações,dropped_or_delisted,2017,2021,0.2912,11956,1338,font_heading,font_heading
023272,LOG Commercial Properties e Participações,dropped_or_delisted,2021,2022,0.0025,1338,68,font_heading,font_heading
023272,LOG Commercial Properties e Participações,dropped_or_delisted,2022,2023,0.026,68,660,font_heading,font_heading
023272,LOG Commercial Properties e Participações,dropped_or_delisted,2023,2024,0.0525,660,1262,font_heading,regex_only
023310,CVC Brasil Operadora e Agência de Viagens S.A.,dropped_or_delisted,2015,2016,0.8317,932,1779,font_heading,font_heading
023310,CVC Brasil Operadora e Agência de Viagens S.A.,dropped_or_delisted,2016,2017,0.0492,1779,6383,font_heading,regex_only
023310,CVC Brasil Operadora e Agência de Viagens S.A.,dropped_or_delisted,2017,2018,0.2793,6383,11313,regex_only,font_heading
023310,CVC Brasil Operadora e Agência de Viagens S.A.,dropped_or_delisted,2018,2019,0.5653,11313,69472,font_heading,font_heading
023310,CVC Brasil Operadora e Agência de Viagens S.A.,dropped_or_delisted,2019,2020,0.1353,69472,1518,font_heading,regex_only
023310,CVC Brasil Operadora e Agência de Viagens S.A.,dropped_or_delisted,2020,2021,0.0985,1518,9375,regex_only,font_heading
023310,CVC Brasil Operadora e Agência de Viagens S.A.,dropped_or_delisted,2021,2022,0.0491,9375,520,font_heading,regex_only
023310,CVC Brasil Operadora e Agência de Viagens S.A.,dropped_or_delisted,2022,2023,0.1921,520,8866,regex_only,font_heading
023310,CVC Brasil Operadora e Agência de Viagens S.A.,dropped_or_delisted,2023,2024,0.7723,8866,7691,font_heading,font_heading
024112,Azul S.A.,dropped_or_delisted,2016,2017,0.6175,6218,5593,font_heading,font_heading
024112,Azul S.A.,dropped_or_delisted,2017,2018,0.8454,5593,6330,font_heading,font_heading
024112,Azul S.A.,dropped_or_delisted,2018,2019,0.8056,6330,5506,font_heading,font_heading
024112,Azul S.A.,dropped_or_delisted,2019,2020,0.3816,5506,7808,font_heading,font_heading
024112,Azul S.A.,dropped_or_delisted,2020,2021,0.7616,7808,11428,font_heading,font_heading
024112,Azul S.A.,dropped_or_delisted,2021,2022,0.6494,11428,8098,font_heading,font_heading
024112,Azul S.A.,dropped_or_delisted,2022,2023,0.5806,8098,8617,font_heading,font_heading
024112,Azul S.A.,dropped_or_delisted,2023,2024,0.9006,8617,6714,font_heading,font_heading
024171,Atacadão S.A.,dropped_or_delisted,2016,2017,0.0888,4497,7763,regex_only,regex_only
024171,Atacadão S.A.,dropped_or_delisted,2017,2018,0.012,7763,591,regex_only,font_heading
024171,Atacadão S.A.,dropped_or_delisted,2018,2019,0.115,591,10917,font_heading,regex_only
024171,Atacadão S.A.,dropped_or_delisted,2019,2020,0.1831,10917,7779,regex_only,regex_only
024171,Atacadão S.A.,dropped_or_delisted,2020,2021,0.1171,7779,3251,regex_only,font_heading
024171,Atacadão S.A.,dropped_or_delisted,2021,2022,0.738,3251,6919,font_heading,font_heading
024171,Atacadão S.A.,dropped_or_delisted,2022,2023,0.742,6919,5723,font_heading,font_heading
024171,Atacadão S.A.,dropped_or_delisted,2023,2024,0.3325,5723,8781,font_heading,regex_only
024252,Smiles Fidelidade S.A.,dropped_or_delisted,2016,2017,0.5869,904,655,font_heading,font_heading
024252,Smiles Fidelidade S.A.,dropped_or_delisted,2017,2018,0.0893,655,12053,font_heading,regex_only
024252,Smiles Fidelidade S.A.,dropped_or_delisted,2018,2019,0.5322,12053,12712,regex_only,regex_only
024252,Smiles Fidelidade S.A.,dropped_or_delisted,2019,2020,0.9378,12712,13325,regex_only,regex_only
024260,SMART FIT,stayed,2016,2017,0.9431,8802,14198,font_heading,font_heading
024260,SMART FIT,stayed,2017,2018,0.0646,14198,1238,font_heading,regex_only
024260,SMART FIT,stayed,2018,2019,0.135,1238,5566,regex_only,font_heading
024260,SMART FIT,stayed,2019,2020,0.6914,5566,5934,font_heading,font_heading
024260,SMART FIT,stayed,2020,2021,0.6635,5934,11623,font_heading,font_heading
024260,SMART FIT,stayed,2021,2022,0.6172,11623,3416,font_heading,font_heading
024260,SMART FIT,stayed,2022,2023,0.1746,3416,818,font_heading,font_heading
024260,SMART FIT,stayed,2023,2024,0.3768,818,939,font_heading,font_heading
024295,VIBRA,stayed,2016,2017,0.8832,26906,24992,regex_only,regex_only
024295,VIBRA,stayed,2017,2018,0.3268,24992,10466,regex_only,regex_only
024295,VIBRA,stayed,2018,2019,0.3604,10466,2193,regex_only,regex_only
024295,VIBRA,stayed,2019,2020,0.1055,2193,2917,regex_only,font_heading
024295,VIBRA,stayed,2020,2021,0.2199,2917,4518,font_heading,font_heading
024295,VIBRA,stayed,2021,2022,0.3509,4518,2209,font_heading,font_heading
024295,VIBRA,stayed,2022,2024,0.1585,2209,7551,font_heading,regex_only
024384,Notre Dame Intermédica Participações S.A.,dropped_or_delisted,2017,2018,0.037,6756,692,font_heading,regex_only
024384,Notre Dame Intermédica Participações S.A.,dropped_or_delisted,2018,2019,0.8201,692,594,regex_only,regex_only
024392,HAPVIDA,stayed,2018,2019,0.0245,5167,901,regex_only,regex_only
024392,HAPVIDA,stayed,2019,2020,0.1302,901,5592,regex_only,font_heading
024392,HAPVIDA,stayed,2020,2021,0.8307,5592,8286,font_heading,font_heading
024392,HAPVIDA,stayed,2021,2022,0.0462,8286,632,font_heading,regex_only
024392,HAPVIDA,stayed,2022,2023,0.0298,632,14431,regex_only,font_heading
024392,HAPVIDA,stayed,2023,2024,0.9489,14431,16114,font_heading,font_heading
024716,VAMOS,stayed,2018,2019,0.6983,7425,11240,font_heading,font_heading
024716,VAMOS,stayed,2019,2020,0.8581,11240,14101,font_heading,font_heading
024716,VAMOS,stayed,2020,2021,0.9129,14101,15688,font_heading,font_heading
024716,VAMOS,stayed,2021,2022,0.2257,15688,4613,font_heading,regex_only
024716,VAMOS,stayed,2022,2023,0.1967,4613,26838,regex_only,font_heading
024716,VAMOS,stayed,2023,2024,0.2268,26838,6304,font_heading,regex_only
024783,Natura & Co Holding S.A. (pre-restructuring parent entity),dropped_or_delisted,2019,2020,0.0106,9909,179,regex_only,font_heading
024783,Natura & Co Holding S.A. (pre-restructuring parent entity),dropped_or_delisted,2020,2021,1.0,179,167,font_heading,font_heading
024783,Natura & Co Holding S.A. (pre-restructuring parent entity),dropped_or_delisted,2021,2022,1.0,167,106,font_heading,font_heading
024783,Natura & Co Holding S.A. (pre-restructuring parent entity),dropped_or_delisted,2022,2023,1.0,106,167,font_heading,font_heading
024783,Natura & Co Holding S.A. (pre-restructuring parent entity),dropped_or_delisted,2023,2024,1.0,167,167,font_heading,font_heading
024805,VIVARA S.A.,stayed,2019,2020,0.573,4384,3098,font_heading,font_heading
024805,VIVARA S.A.,stayed,2020,2021,0.9392,3098,2655,font_heading,font_heading
024805,VIVARA S.A.,stayed,2021,2022,0.8723,2655,2651,font_heading,font_heading
024805,VIVARA S.A.,stayed,2022,2023,0.951,2651,2599,font_heading,font_heading
024805,VIVARA S.A.,stayed,2023,2024,0.8355,2599,2468,font_heading,font_heading
024821,REDE D OR,stayed,2018,2019,0.8773,9155,11336,regex_only,regex_only
024821,REDE D OR,stayed,2019,2020,0.2002,11336,34318,regex_only,font_heading
024821,REDE D OR,stayed,2020,2021,0.9286,34318,36125,font_heading,font_heading
024821,REDE D OR,stayed,2021,2022,0.8731,36125,42204,font_heading,font_heading
024821,REDE D OR,stayed,2022,2023,0.6992,42204,16114,font_heading,font_heading
024821,REDE D OR,stayed,2023,2024,0.193,16114,1006,font_heading,regex_only
024848,CEA MODAS,stayed,2018,2019,0.1567,5575,12509,regex_only,regex_only
024848,CEA MODAS,stayed,2019,2020,0.7048,12509,8566,regex_only,regex_only
024848,CEA MODAS,stayed,2020,2021,0.1833,8566,4690,regex_only,regex_only
024848,CEA MODAS,stayed,2021,2023,0.1064,4690,3117,regex_only,regex_only
024910,LWSA S/A (Locaweb),dropped_or_delisted,2018,2019,0.2589,67958,2969,font_heading,font_heading
024910,LWSA S/A (Locaweb),dropped_or_delisted,2019,2020,0.5278,2969,5682,font_heading,font_heading
024910,LWSA S/A (Locaweb),dropped_or_delisted,2020,2021,0.9365,5682,5423,font_heading,font_heading
024910,LWSA S/A (Locaweb),dropped_or_delisted,2021,2022,0.9497,5423,4388,font_heading,font_heading
024910,LWSA S/A (Locaweb),dropped_or_delisted,2022,2023,0.9364,4388,4513,font_heading,font_heading
024910,LWSA S/A (Locaweb),dropped_or_delisted,2023,2024,0.978,4513,4671,font_heading,font_heading
024929,TIM,stayed,2018,2019,0.8805,6181,6103,font_heading,font_heading
024929,TIM,stayed,2019,2020,0.6937,6103,7270,font_heading,font_heading
024929,TIM,stayed,2020,2021,0.7912,7270,6616,font_heading,font_heading
024929,TIM,stayed,2021,2022,0.8397,6616,4707,font_heading,font_heading
024929,TIM,stayed,2022,2023,0.8811,4707,3885,font_heading,font_heading
024929,TIM,stayed,2023,2024,0.9036,3885,3870,font_heading,font_heading
025011,Grupo de Moda Soma S.A.,dropped_or_delisted,2021,2022,0.0606,5675,6068,regex_only,regex_only
025100,CURY S/A,stayed,2019,2020,0.9397,4120,4327,font_heading,font_heading
025100,CURY S/A,stayed,2020,2021,0.0853,4327,1984,font_heading,regex_only
025100,CURY S/A,stayed,2021,2022,0.0935,1984,7435,regex_only,font_heading
025100,CURY S/A,stayed,2022,2023,0.3655,7435,44162,font_heading,font_heading
025100,CURY S/A,stayed,2023,2024,0.1468,44162,940,font_heading,regex_only
025232,Meliuz S.A.,dropped_or_delisted,2021,2022,0.7891,5482,5858,regex_only,regex_only
025232,Meliuz S.A.,dropped_or_delisted,2022,2023,0.8548,5858,5196,regex_only,regex_only
025291,BRAVA,stayed,2020,2021,0.8283,1860,3944,font_heading,font_heading
025291,BRAVA,stayed,2021,2022,0.0642,3944,3720,font_heading,regex_only
025291,BRAVA,stayed,2022,2023,0.0888,3720,775,regex_only,regex_only
025291,BRAVA,stayed,2023,2024,0.0056,775,475,regex_only,font_heading
025372,ASSAI,stayed,2019,2020,0.0164,93,8890,font_heading,regex_only
025372,ASSAI,stayed,2020,2021,0.0247,8890,60,regex_only,font_heading
025372,ASSAI,stayed,2021,2022,0.1988,60,368,font_heading,font_heading
025372,ASSAI,stayed,2022,2023,0.0545,368,4153,font_heading,font_heading
025372,ASSAI,stayed,2023,2024,0.753,4153,6212,font_heading,font_heading
025585,CSNMINERACAO,stayed,2020,2021,0.1432,639,3901,regex_only,font_heading
025585,CSNMINERACAO,stayed,2021,2022,0.4705,3901,1047,font_heading,font_heading
025585,CSNMINERACAO,stayed,2022,2023,0.4419,1047,3366,font_heading,font_heading
025585,CSNMINERACAO,stayed,2023,2024,0.7578,3366,2724,font_heading,font_heading
025780,PETRORECSA,stayed,2020,2021,0.2583,7853,7351,regex_only,font_heading
025780,PETRORECSA,stayed,2021,2022,0.6113,7351,4742,font_heading,font_heading
025780,PETRORECSA,stayed,2022,2023,0.1969,4742,1694,font_heading,regex_only
025780,PETRORECSA,stayed,2023,2024,0.1354,1694,9797,regex_only,font_heading
025917,Raízen S.A.,dropped_or_delisted,2020,2021,0.1829,4966,1964,font_heading,regex_only
025917,Raízen S.A.,dropped_or_delisted,2021,2022,0.3066,1964,1483,regex_only,regex_only
025917,Raízen S.A.,dropped_or_delisted,2022,2023,0.0344,1483,459,regex_only,regex_only
025917,Raízen S.A.,dropped_or_delisted,2023,2024,0.3714,459,14625,regex_only,font_heading
026620,AUREN,stayed,2021,2022,0.1014,14836,7412,regex_only,font_heading
026620,AUREN,stayed,2022,2023,0.5039,7412,7899,font_heading,font_heading
026620,AUREN,stayed,2023,2024,0.6489,7899,11325,font_heading,font_heading
027707,Automob Participações S.A.,dropped_or_delisted,2023,2024,0.1662,8497,5514,regex_only,regex_only
