cd_cvm,year_prev,year_curr,cosine_similarity,chars_prev,chars_curr,group,prev_bad,curr_bad,either_bad
19879,2017,2018,0.7296,52340,291970,dropped_or_delisted,False,False,False
19879,2018,2019,0.9851,291970,286237,dropped_or_delisted,False,False,False
19879,2019,2020,0.6085,286237,54255,dropped_or_delisted,False,False,False
19879,2020,2021,0.6179,54255,238176,dropped_or_delisted,False,False,False
19879,2021,2022,0.9878,238176,240364,dropped_or_delisted,False,False,False
19879,2022,2023,0.9797,240364,264764,dropped_or_delisted,False,False,False
19879,2023,2024,0.961,264764,379991,dropped_or_delisted,False,False,False
19909,2015,2016,0.9103,68857,72525,dropped_or_delisted,False,False,False
19909,2016,2017,0.8776,72525,78982,dropped_or_delisted,False,False,False
19909,2019,2020,0.9109,126529,159034,dropped_or_delisted,False,False,False
19909,2020,2021,0.3044,159034,180865,dropped_or_delisted,False,False,False
19909,2021,2022,0.9545,180865,189247,dropped_or_delisted,False,False,False
19909,2022,2023,0.8872,189247,212084,dropped_or_delisted,False,False,False
19909,2023,2024,0.7841,212084,210623,dropped_or_delisted,False,False,False
19925,2015,2016,0.9565,185705,195355,dropped_or_delisted,False,False,False
19925,2016,2017,0.9106,195355,171812,dropped_or_delisted,False,False,False
19925,2017,2018,0.886,171812,175512,dropped_or_delisted,False,False,False
19925,2018,2019,0.9707,175512,187308,dropped_or_delisted,False,False,False
19925,2019,2020,0.9533,187308,199594,dropped_or_delisted,False,False,False
19925,2020,2021,0.9425,199594,209941,dropped_or_delisted,False,False,False
19925,2021,2022,0.9283,209941,214302,dropped_or_delisted,False,False,False
19992,2015,2016,0.9514,109906,116359,stayed,False,False,False
19992,2016,2017,0.9596,116359,116957,stayed,False,False,False
19992,2017,2018,0.9584,116957,128921,stayed,False,False,False
19992,2018,2019,0.8989,128921,123534,stayed,False,False,False
19992,2019,2020,0.8872,123534,213703,stayed,False,False,False
19992,2020,2021,0.9359,213703,181205,stayed,False,False,False
19992,2021,2022,0.818,181205,172361,stayed,False,False,False
19992,2022,2023,0.9534,172361,170859,stayed,False,False,False
19992,2023,2024,0.9128,170859,168984,stayed,False,False,False
20010,2015,2016,0.7845,278708,284258,stayed,False,False,False
20010,2016,2017,0.9496,284258,325960,stayed,False,False,False
20010,2017,2018,0.8742,325960,340185,stayed,False,False,False
20010,2018,2019,0.609,340185,52219,stayed,False,False,False
20010,2019,2020,0.8083,52219,427087,stayed,False,False,False
20010,2020,2021,0.9737,427087,621707,stayed,False,False,False
20010,2021,2022,0.9614,621707,530309,stayed,False,False,False
20010,2022,2023,0.6795,530309,50012,stayed,False,False,False
20010,2023,2024,0.6783,50012,557233,stayed,False,False,False
20087,2015,2016,0.8457,65992,322208,stayed,False,False,False
20087,2016,2017,0.9963,322208,316644,stayed,False,False,False
20087,2017,2018,0.8548,316644,78964,stayed,False,False,False
20087,2018,2019,0.8671,78964,330717,stayed,False,False,False
20087,2019,2020,0.8691,330717,101068,stayed,False,False,False
20087,2020,2021,0.8645,101068,340386,stayed,False,False,False
20087,2021,2022,0.8502,340386,129294,stayed,False,False,False
20087,2022,2023,0.8257,129294,257269,stayed,False,False,False
20087,2023,2024,0.9868,257269,269817,stayed,False,False,False
20257,2015,2016,0.0003,258604,249428,stayed,False,False,False
20257,2016,2017,0.0005,249428,227939,stayed,False,False,False
20257,2017,2018,0.9466,227939,248703,stayed,False,False,False
20257,2018,2019,0.9426,248703,263475,stayed,False,False,False
20257,2019,2020,0.9076,263475,254827,stayed,False,False,False
20257,2020,2021,0.933,254827,224490,stayed,False,False,False
20257,2021,2022,0.9642,224490,224521,stayed,False,False,False
20257,2022,2023,0.9649,224521,228647,stayed,False,False,False
20257,2023,2024,0.9616,228647,241460,stayed,False,False,False
20362,2015,2016,0.9168,169940,187744,dropped_or_delisted,False,False,False
20362,2016,2017,0.8598,187744,166518,dropped_or_delisted,False,False,False
20362,2017,2018,0.0728,166518,204393,dropped_or_delisted,False,False,False
20362,2018,2019,0.0619,204393,248272,dropped_or_delisted,False,False,False
20362,2019,2020,0.7523,248272,198095,dropped_or_delisted,False,False,False
20362,2020,2021,0.8942,198095,204073,dropped_or_delisted,False,False,False
20362,2021,2022,0.9241,204073,206706,dropped_or_delisted,False,False,False
20362,2022,2023,0.8781,206706,237076,dropped_or_delisted,False,False,False
20362,2023,2024,0.0069,237076,277669,dropped_or_delisted,False,False,False
20478,2015,2016,0.9596,175852,159590,dropped_or_delisted,False,False,False
20478,2016,2017,0.965,159590,170759,dropped_or_delisted,False,False,False
20478,2017,2018,0.9698,170759,162950,dropped_or_delisted,False,False,False
20478,2018,2019,0.9919,162950,166430,dropped_or_delisted,False,False,False
20478,2019,2020,0.9866,166430,173827,dropped_or_delisted,False,False,False
20478,2020,2021,0.9848,173827,176677,dropped_or_delisted,False,False,False
20478,2021,2022,0.9942,176677,176737,dropped_or_delisted,False,False,False
20478,2022,2023,0.9601,176737,191672,dropped_or_delisted,False,False,False
20478,2023,2024,0.9909,191672,190729,dropped_or_delisted,False,False,False
20494,2015,2016,0.9907,146982,149845,dropped_or_delisted,False,False,False
20494,2016,2017,0.9496,149845,164337,dropped_or_delisted,False,False,False
20494,2017,2018,0.951,164337,172716,dropped_or_delisted,False,False,False
20494,2018,2019,0.6071,172716,36811,dropped_or_delisted,False,False,False
20494,2019,2020,0.9428,36811,40877,dropped_or_delisted,False,False,False
20494,2020,2021,0.6415,40877,181579,dropped_or_delisted,False,False,False
20494,2021,2022,0.9086,181579,158171,dropped_or_delisted,False,False,False
20494,2022,2023,0.9786,158171,165412,dropped_or_delisted,False,False,False
20494,2023,2024,0.9691,165412,161489,dropped_or_delisted,False,False,False
20516,2017,2018,0.9388,57811,51169,dropped_or_delisted,False,False,False
20516,2018,2019,0.4746,51169,158268,dropped_or_delisted,False,False,False
20516,2019,2020,0.4836,158268,70500,dropped_or_delisted,False,False,False
20516,2020,2021,0.4578,70500,106939,dropped_or_delisted,False,False,False
20516,2021,2022,0.3423,106939,115479,dropped_or_delisted,False,False,False
20516,2022,2023,0.603,115479,114906,dropped_or_delisted,False,False,False
20516,2023,2024,0.3593,114906,92379,dropped_or_delisted,False,False,False
20524,2015,2016,0.7477,87446,231817,dropped_or_delisted,False,False,False
20524,2016,2017,0.9145,231817,119962,dropped_or_delisted,False,False,False
20524,2017,2018,0.5221,119962,75383,dropped_or_delisted,False,False,False
20524,2018,2019,0.5445,75383,129701,dropped_or_delisted,False,False,False
20524,2023,2024,0.8706,154492,170053,dropped_or_delisted,False,False,False
20605,2017,2018,0.8289,46042,40187,dropped_or_delisted,False,False,False
20605,2018,2019,0.8615,40187,51367,dropped_or_delisted,False,False,False
20605,2019,2020,0.6711,51367,51548,dropped_or_delisted,False,False,False
20605,2020,2021,0.5781,51548,165459,dropped_or_delisted,False,False,False
20605,2023,2024,0.6512,74304,160511,dropped_or_delisted,False,False,False
20745,2015,2016,0.9423,75713,83581,stayed,False,False,False
20745,2016,2017,0.9232,83581,95561,stayed,False,False,False
20745,2017,2018,0.8788,95561,85476,stayed,False,False,False
20745,2018,2019,0.8598,85476,97670,stayed,False,False,False
20745,2019,2020,0.4126,97670,193645,stayed,False,False,False
20745,2020,2021,0.9389,193645,227183,stayed,False,False,False
20745,2021,2022,0.9209,227183,203893,stayed,False,False,False
20745,2022,2023,0.9635,203893,204503,stayed,False,False,False
20745,2023,2024,0.9795,204503,236835,stayed,False,False,False
20770,2015,2016,0.9745,76418,78661,dropped_or_delisted,False,False,False
20770,2016,2017,0.9854,78661,83838,dropped_or_delisted,False,False,False
20770,2017,2018,0.9087,83838,82093,dropped_or_delisted,False,False,False
20770,2018,2019,0.9267,82093,94406,dropped_or_delisted,False,False,False
20770,2021,2022,0.9529,79578,82585,dropped_or_delisted,False,False,False
20770,2022,2023,0.9464,82585,80812,dropped_or_delisted,False,False,False
20770,2023,2024,0.9517,80812,86871,dropped_or_delisted,False,False,False
20788,2015,2016,0.9816,285466,325031,stayed,False,False,False
20788,2016,2017,0.9669,325031,265489,stayed,False,False,False
20788,2017,2018,0.5382,265489,54605,stayed,False,False,False
20788,2018,2019,0.5457,54605,218863,stayed,False,False,False
20788,2019,2020,0.9757,218863,233895,stayed,False,False,False
20788,2020,2021,0.972,233895,242469,stayed,False,False,False
20788,2021,2022,0.8915,242469,305067,stayed,False,False,False
20788,2022,2023,0.9668,305067,312502,stayed,False,False,False
20788,2023,2024,0.9791,312502,305504,stayed,False,False,False
20915,2015,2016,0.6752,22403,36039,stayed,False,False,False
20915,2016,2017,0.7648,36039,38207,stayed,False,False,False
20915,2017,2018,0.662,38207,30012,stayed,False,False,False
20915,2018,2019,0.3238,30012,188638,stayed,False,False,False
20915,2019,2020,0.4505,188638,30164,stayed,False,False,False
20915,2020,2021,0.4928,30164,228525,stayed,False,False,False
20915,2021,2022,0.847,228525,244689,stayed,False,False,False
20915,2022,2023,0.9587,244689,230464,stayed,False,False,False
20915,2023,2024,0.9656,230464,230495,stayed,False,False,False
20931,2015,2016,0.8942,66599,60951,stayed,False,False,False
20931,2016,2017,0.3658,60951,175902,stayed,False,False,False
20931,2017,2018,0.4026,175902,50551,stayed,False,False,False
20931,2018,2019,0.4812,50551,182346,stayed,False,False,False
20931,2019,2020,0.4642,182346,54110,stayed,False,False,False
20931,2020,2021,0.4837,54110,201620,stayed,False,False,False
20931,2021,2022,0.9841,201620,209217,stayed,False,False,False
20931,2022,2023,0.989,209217,213742,stayed,False,False,False
20931,2023,2024,0.9763,213742,233879,stayed,False,False,False
20982,2015,2016,0.9434,250686,228745,stayed,False,False,False
20982,2016,2017,0.9941,228745,247081,stayed,False,False,False
20982,2017,2018,0.9188,247081,345172,stayed,False,False,False
20982,2018,2019,0.9972,345172,353296,stayed,False,False,False
20982,2019,2020,0.9966,353296,353263,stayed,False,False,False
20982,2020,2021,0.9986,353263,355992,stayed,False,False,False
20982,2021,2022,0.9969,355992,341236,stayed,False,False,False
20982,2022,2023,0.997,341236,324339,stayed,False,False,False
20982,2023,2024,0.9973,324339,325936,stayed,False,False,False
20990,2015,2016,0.8748,68155,60601,dropped_or_delisted,False,False,False
20990,2016,2017,0.8849,60601,67102,dropped_or_delisted,False,False,False
20990,2017,2018,0.8527,67102,74164,dropped_or_delisted,False,False,False
20990,2018,2019,0.8604,74164,70868,dropped_or_delisted,False,False,False
20990,2019,2020,0.3329,70868,148405,dropped_or_delisted,False,False,False
20990,2020,2021,0.7195,148405,207710,dropped_or_delisted,False,False,False
20990,2021,2022,0.7884,207710,291459,dropped_or_delisted,False,False,False
20990,2022,2023,0.7909,291459,263890,dropped_or_delisted,False,False,False
20990,2023,2024,0.8707,263890,220497,dropped_or_delisted,False,False,False
21016,2015,2016,0.9455,186174,196865,stayed,False,False,False
21016,2016,2017,0.849,196865,162509,stayed,False,False,False
21016,2017,2018,0.8071,162509,171186,stayed,False,False,False
21016,2018,2019,0.9602,171186,159441,stayed,False,False,False
21016,2019,2020,0.6137,159441,184640,stayed,False,False,False
21016,2020,2021,0.9621,184640,183354,stayed,False,False,False
21016,2021,2022,0.9371,183354,175955,stayed,False,False,False
21016,2022,2023,0.9689,175955,177752,stayed,False,False,False
21016,2023,2024,0.9551,177752,186030,stayed,False,False,False
21091,2015,2016,0.9825,139892,150339,dropped_or_delisted,False,False,False
21091,2016,2017,0.9773,150339,168382,dropped_or_delisted,False,False,False
21091,2017,2018,0.9854,168382,178255,dropped_or_delisted,False,False,False
21091,2018,2019,0.9513,178255,173990,dropped_or_delisted,False,False,False
21091,2019,2020,0.9885,173990,180750,dropped_or_delisted,False,False,False
21091,2020,2021,0.2604,180750,171055,dropped_or_delisted,False,False,False
21091,2021,2022,0.9857,171055,187329,dropped_or_delisted,False,False,False
21091,2022,2023,0.9929,187329,193791,dropped_or_delisted,False,False,False
21091,2023,2024,0.9914,193791,217643,dropped_or_delisted,False,False,False
21237,2015,2016,0.9354,199633,210225,stayed,False,False,False
21237,2016,2017,0.668,210225,122755,stayed,False,False,False
21237,2017,2018,0.7018,122755,202899,stayed,False,False,False
21237,2018,2019,0.9048,202899,193041,stayed,False,False,False
21237,2019,2020,0.8604,193041,172423,stayed,False,False,False
21237,2020,2021,0.9744,172423,195513,stayed,False,False,False
21237,2021,2022,0.7096,195513,68956,stayed,False,False,False
21237,2022,2023,0.7637,68956,222673,stayed,False,False,False
21237,2023,2024,0.7255,222673,180557,stayed,False,False,False
21350,2021,2022,0.8724,167901,216253,stayed,False,False,False
21350,2022,2023,0.5173,216253,169927,stayed,False,False,False
21350,2023,2024,0.8706,169927,184632,stayed,False,False,False
21431,2015,2016,0.9646,163056,167185,stayed,False,False,False
21431,2016,2017,0.7905,167185,190590,stayed,False,False,False
21431,2017,2018,0.7408,190590,187252,stayed,False,False,False
21431,2018,2019,0.9499,187252,168298,stayed,False,False,False
21431,2019,2020,0.9733,168298,175869,stayed,False,False,False
21431,2020,2021,0.9468,175869,188192,stayed,False,False,False
21431,2021,2022,0.9626,188192,187877,stayed,False,False,False
21431,2022,2023,0.964,187877,188791,stayed,False,False,False
21431,2023,2024,0.9753,188791,189007,stayed,False,False,False
21881,2015,2016,0.336,113258,51699,stayed,False,False,False
21881,2016,2017,0.4438,51699,44536,stayed,False,False,False
21881,2017,2018,0.6636,44536,134395,stayed,False,False,False
21881,2018,2019,0.8572,134395,114204,stayed,False,False,False
21881,2019,2020,0.5273,114204,58419,stayed,False,False,False
21881,2020,2021,0.5768,58419,125812,stayed,False,False,False
21881,2021,2022,0.8953,125812,134847,stayed,False,False,False
21881,2022,2023,0.7913,134847,134524,stayed,False,False,False
21881,2023,2024,0.9088,134524,130569,stayed,False,False,False
22187,2015,2016,0.5389,97150,28834,stayed,False,False,False
22187,2016,2017,0.6098,28834,102212,stayed,False,False,False
22187,2019,2020,0.5666,143567,30212,stayed,False,False,False
22187,2020,2021,0.7308,30212,131354,stayed,False,False,False
22349,2015,2016,0.9602,125951,119775,stayed,False,False,False
22349,2016,2017,0.7327,119775,155461,stayed,False,False,False
22349,2017,2018,0.4923,155461,155515,stayed,False,False,False
22349,2018,2019,0.9885,155515,158551,stayed,False,False,False
22349,2021,2022,0.9266,240208,250988,stayed,False,False,False
22349,2022,2023,0.9079,250988,242411,stayed,False,False,False
22349,2023,2024,0.7206,242411,233116,stayed,False,False,False
22357,2015,2016,0.8613,98021,91451,stayed,False,False,False
22357,2016,2017,0.9938,91451,90656,stayed,False,False,False
22357,2017,2018,0.9787,90656,89188,stayed,False,False,False
22357,2020,2022,0.6638,28077,230787,stayed,False,False,False
22357,2022,2023,0.8726,230787,259183,stayed,False,False,False
22357,2023,2024,0.7487,259183,249913,stayed,False,False,False
22470,2020,2021,0.8512,202003,205280,stayed,False,False,False
22691,2015,2016,0.7868,124315,120297,dropped_or_delisted,False,False,False
22691,2016,2017,0.7923,120297,157621,dropped_or_delisted,False,False,False
22691,2017,2018,0.3109,157621,75399,dropped_or_delisted,False,False,False
22691,2018,2019,0.8969,75399,67035,dropped_or_delisted,False,False,False
22691,2019,2020,0.3611,67035,189782,dropped_or_delisted,False,False,False
22691,2020,2021,0.3919,189782,223887,dropped_or_delisted,False,False,False
22691,2021,2022,0.3022,223887,201606,dropped_or_delisted,False,False,False
22691,2022,2023,0.7983,201606,220995,dropped_or_delisted,False,False,False
22691,2023,2024,0.9397,220995,188736,dropped_or_delisted,False,False,False
23264,2015,2016,0.952,246094,247864,stayed,False,False,False
23264,2016,2017,0.9701,247864,246386,stayed,False,False,False
23264,2017,2018,0.9565,246386,266938,stayed,False,False,False
23264,2018,2019,0.8826,266938,298503,stayed,False,False,False
23264,2019,2020,0.9521,298503,307327,stayed,False,False,False
23264,2020,2021,0.9915,307327,309775,stayed,False,False,False
23264,2021,2022,0.9904,309775,334134,stayed,False,False,False
23264,2022,2023,0.9814,334134,333729,stayed,False,False,False
23264,2023,2024,0.903,333729,330195,stayed,False,False,False
23272,2015,2016,0.973,99236,108879,dropped_or_delisted,False,False,False
23272,2016,2017,0.9792,108879,110783,dropped_or_delisted,False,False,False
23272,2017,2018,0.3983,110783,17499,dropped_or_delisted,False,False,False
23272,2018,2019,0.7726,17499,17921,dropped_or_delisted,False,False,False
23272,2019,2020,0.6161,17921,11443,dropped_or_delisted,False,False,False
23310,2015,2016,0.9517,134257,160177,dropped_or_delisted,False,False,False
23310,2016,2017,0.1782,160177,27424,dropped_or_delisted,False,False,False
23310,2017,2018,0.6233,27424,194984,dropped_or_delisted,False,False,False
23310,2018,2019,0.8582,194984,254857,dropped_or_delisted,False,False,False
23310,2019,2020,0.7503,254857,186458,dropped_or_delisted,False,False,False
23310,2020,2021,0.9591,186458,160966,dropped_or_delisted,False,False,False
23310,2021,2022,0.9528,160966,148084,dropped_or_delisted,False,False,False
23310,2022,2023,0.9688,148084,153258,dropped_or_delisted,False,False,False
23310,2023,2024,0.9012,153258,130346,dropped_or_delisted,False,False,False
24112,2016,2017,0.9295,199157,179544,dropped_or_delisted,False,False,False
24112,2017,2018,0.9521,179544,199390,dropped_or_delisted,False,False,False
24112,2018,2019,0.9365,199390,215354,dropped_or_delisted,False,False,False
24112,2019,2020,0.6857,215354,160088,dropped_or_delisted,False,False,False
24112,2020,2021,0.8574,160088,160079,dropped_or_delisted,False,False,False
24112,2021,2022,0.7544,160079,155717,dropped_or_delisted,False,False,False
24112,2022,2023,0.8001,155717,183417,dropped_or_delisted,False,False,False
24112,2023,2024,0.8414,183417,173230,dropped_or_delisted,False,False,False
24171,2016,2017,0.7062,199136,62227,dropped_or_delisted,False,False,False
24171,2017,2018,0.7134,62227,211126,dropped_or_delisted,False,False,False
24171,2018,2019,0.9796,211126,193692,dropped_or_delisted,False,False,False
24171,2019,2020,0.6501,193692,70443,dropped_or_delisted,False,False,False
24171,2020,2021,0.6471,70443,249861,dropped_or_delisted,False,False,False
24171,2021,2022,0.9503,249861,281343,dropped_or_delisted,False,False,False
24171,2022,2023,0.9801,281343,278051,dropped_or_delisted,False,False,False
24171,2023,2024,0.9635,278051,273149,dropped_or_delisted,False,False,False
24252,2016,2017,0.2985,23874,63993,dropped_or_delisted,False,False,False
24252,2017,2018,0.9609,63993,85016,dropped_or_delisted,False,False,False
24252,2018,2019,0.9194,85016,98857,dropped_or_delisted,False,False,False
24252,2019,2020,0.9272,98857,91159,dropped_or_delisted,False,False,False
24260,2016,2017,0.9849,144683,148703,stayed,False,False,False
24260,2017,2018,0.1695,148703,33846,stayed,False,False,False
24260,2018,2019,0.2161,33846,141456,stayed,False,False,False
24260,2019,2020,0.706,141456,144285,stayed,False,False,False
24260,2020,2021,0.7476,144285,185825,stayed,False,False,False
24260,2021,2022,0.9384,185825,159384,stayed,False,False,False
24260,2022,2023,0.9263,159384,187207,stayed,False,False,False
24260,2023,2024,0.9653,187207,191667,stayed,False,False,False
24295,2016,2017,0.8197,134333,136177,stayed,False,False,False
24295,2017,2018,0.8079,136177,156458,stayed,False,False,False
24295,2018,2019,0.9598,156458,142984,stayed,False,False,False
24295,2019,2020,0.8445,142984,158698,stayed,False,False,False
24295,2020,2021,0.6528,158698,164019,stayed,False,False,False
24295,2021,2022,0.822,164019,195753,stayed,False,False,False
24295,2022,2024,0.9268,195753,210145,stayed,False,False,False
24392,2020,2021,0.8378,209059,217573,stayed,False,False,False
24392,2021,2022,0.7781,217573,264223,stayed,False,False,False
24392,2022,2023,0.8746,264223,324172,stayed,False,False,False
24392,2023,2024,0.9527,324172,281857,stayed,False,False,False
24716,2018,2019,0.937,246585,211781,stayed,False,False,False
24716,2019,2020,0.8816,211781,212272,stayed,False,False,False
24716,2020,2021,0.9729,212272,253353,stayed,False,False,False
24716,2021,2022,0.9775,253353,285198,stayed,False,False,False
24716,2022,2023,0.9822,285198,299377,stayed,False,False,False
24716,2023,2024,0.9628,299377,260804,stayed,False,False,False
24783,2019,2020,0.6923,91418,309845,dropped_or_delisted,False,False,False
24783,2020,2021,0.9852,309845,308690,dropped_or_delisted,False,False,False
24783,2021,2022,0.9687,308690,285316,dropped_or_delisted,False,False,False
24783,2022,2023,0.9775,285316,281191,dropped_or_delisted,False,False,False
24783,2023,2024,0.9238,281191,321132,dropped_or_delisted,False,False,False
24805,2019,2020,0.7618,84383,91199,stayed,False,False,False
24805,2020,2021,0.9157,91199,86379,stayed,False,False,False
24805,2021,2022,0.962,86379,90197,stayed,False,False,False
24805,2022,2023,0.9678,90197,88530,stayed,False,False,False
24805,2023,2024,0.9216,88530,104463,stayed,False,False,False
24821,2018,2019,0.861,22045,25550,stayed,False,False,False
24821,2019,2020,0.5385,25550,229665,stayed,False,False,False
24821,2020,2021,0.9631,229665,229826,stayed,False,False,False
24821,2021,2022,0.9201,229826,288032,stayed,False,False,False
24821,2022,2023,0.9641,288032,329875,stayed,False,False,False
24821,2023,2024,0.9914,329875,346702,stayed,False,False,False
24848,2018,2019,0.9068,170491,158338,stayed,False,False,False
24848,2019,2020,0.9705,158338,166342,stayed,False,False,False
24848,2020,2021,0.9528,166342,189802,stayed,False,False,False
24848,2021,2022,0.1027,189802,39205,stayed,False,False,False
24848,2022,2023,0.781,39205,34509,stayed,False,False,False
24910,2018,2019,0.9697,184589,136793,dropped_or_delisted,False,False,False
24910,2019,2020,0.9494,136793,152848,dropped_or_delisted,False,False,False
24910,2020,2021,0.8221,152848,182097,dropped_or_delisted,False,False,False
24910,2021,2022,0.969,182097,162672,dropped_or_delisted,False,False,False
24910,2022,2023,0.9633,162672,161548,dropped_or_delisted,False,False,False
24910,2023,2024,0.7823,161548,151375,dropped_or_delisted,False,False,False
24929,2018,2019,0.9493,168632,181852,stayed,False,False,False
24929,2019,2020,0.9422,181852,199087,stayed,False,False,False
24929,2020,2021,0.9349,199087,214990,stayed,False,False,False
24929,2021,2022,0.9061,214990,241664,stayed,False,False,False
24929,2022,2023,0.9615,241664,238813,stayed,False,False,False
24929,2023,2024,0.9749,238813,213057,stayed,False,False,False
25011,2021,2022,0.4256,75044,130962,dropped_or_delisted,False,False,False
25100,2019,2020,0.9534,125374,142105,stayed,False,False,False
25100,2020,2021,0.9849,142105,141395,stayed,False,False,False
25100,2021,2022,0.9983,141395,148302,stayed,False,False,False
25100,2022,2023,0.9974,148302,149829,stayed,False,False,False
25100,2023,2024,0.9951,149829,154169,stayed,False,False,False
25232,2019,2020,0.9766,20429,17776,dropped_or_delisted,False,False,False
25232,2020,2021,0.4175,17776,131926,dropped_or_delisted,False,False,False
25232,2021,2022,0.8961,131926,147919,dropped_or_delisted,False,False,False
25232,2022,2023,0.9772,147919,130876,dropped_or_delisted,False,False,False
25291,2019,2020,0.4381,155584,126181,stayed,False,False,False
25291,2020,2021,0.715,126181,161236,stayed,False,False,False
25291,2021,2022,0.4343,161236,65214,stayed,False,False,False
25291,2022,2023,0.7331,65214,110820,stayed,False,False,False
25291,2023,2024,0.3089,110820,256422,stayed,False,False,False
25372,2021,2022,0.9266,156737,140481,stayed,False,False,False
25372,2022,2023,0.7968,140481,139138,stayed,False,False,False
25372,2023,2024,0.9025,139138,151774,stayed,False,False,False
25585,2019,2020,0.9583,62793,98335,stayed,False,False,False
25585,2020,2021,0.529,98335,150295,stayed,False,False,False
25585,2021,2022,0.9198,150295,160295,stayed,False,False,False
25585,2022,2023,0.978,160295,154934,stayed,False,False,False
25585,2023,2024,0.9212,154934,170870,stayed,False,False,False
25780,2020,2021,0.6147,25473,138681,stayed,False,False,False
25780,2021,2022,0.8069,138681,142183,stayed,False,False,False
25917,2020,2021,0.9874,228709,232901,dropped_or_delisted,False,False,False
25917,2021,2022,0.736,232901,286328,dropped_or_delisted,False,False,False
25917,2022,2023,0.9177,286328,316716,dropped_or_delisted,False,False,False
25917,2023,2024,0.9869,316716,332149,dropped_or_delisted,False,False,False
26620,2021,2022,0.7263,240293,249732,stayed,False,False,False
26620,2022,2023,0.944,249732,202714,stayed,False,False,False
26620,2023,2024,0.8918,202714,236611,stayed,False,False,False
27707,2023,2024,0.5388,182887,268218,dropped_or_delisted,False,False,False
