scenario,holding_months,n_groups,n_months_raw,avg_n_active,annualized_ls_return_raw,t_stat_raw_mean,p_value_raw_mean,n_months_factor_model,alpha_monthly,alpha_annualized,t_stat_alpha,p_value_alpha,beta_mkt,beta_smb,beta_hml,beta_wml
narrow_annual_reliable_expanded,3,2,75,54.586666666666666,0.13415803699318096,1.287308755732978,0.19798669295294224,75,0.003753727289671129,0.04598643346295295,0.5127576826504926,0.608120834523372,-0.06844277495228648,0.16401239603320755,0.3071240164087733,0.23071254677346203
narrow_annual_reliable_expanded,3,3,63,63.87301587301587,0.04230369942929202,0.5843106601759129,0.5590113213806389,63,-0.0034676003591405736,-0.040826705454517054,-0.5873669321281929,0.5569572975753556,-0.026288250361288366,0.12842278152503506,0.39617683786314195,0.329036325025999
narrow_annual_reliable_expanded,6,2,134,60.08955223880597,0.04602260952074433,0.5116764527213753,0.6088774687469942,134,-0.004260503261853611,-0.04994486649876695,-0.7629831837916037,0.4454734247888056,-0.18777601263977797,0.3209646744658505,0.26428294695966914,0.45095653489151283
narrow_annual_reliable_expanded,6,3,121,65.83471074380165,0.030975990059900926,0.4471452333126577,0.6547702012510157,121,-0.0046248934455824006,-0.05410854380045316,-0.9746181112611986,0.32974972634280875,-0.15480534819102904,0.18053838981831358,0.32446896887212456,0.40929444324109626
narrow_annual_reliable_expanded,12,2,169,88.26627218934911,-0.08263210656218434,-2.5369269255808318,0.011183029441705405,169,-0.009504479858307605,-0.10827655003753622,-3.173662091881058,0.0015052882473192187,-0.07412597491526933,0.060835162710097576,0.05610158902589746,0.15188347080604853
narrow_annual_reliable_expanded,12,3,169,88.26627218934911,-0.0771450261400689,-2.275598763780284,0.022870035398481935,169,-0.010063846491712557,-0.11430085549773239,-3.2661740248866464,0.0010901123452344385,-0.05471394759699906,-0.005101912814758033,0.10842551802273595,0.19145738018186503
