cd_cvm,year_prev,year_curr,cosine_similarity,diagnostic_prev,diagnostic_curr,ticker,window_start,window_end,stock_return,ar_market_adjusted,alpha_i,beta_mkt,beta_smb,beta_hml,beta_mom,n_est_obs,n_event_days,alpha_ar_sum,alpha_ar_compound
2453,2020,2021,0.8916,font_heading,font_heading,CMIG4,2022-03-29,2023-03-30,0.0078551913406093,0.1436784862065405,0.0012664849394215469,0.9009811250400132,-0.09429510864645681,0.35642957330156266,-0.42809245159076137,252,253,-0.07632595910052106,-0.1049992626695524
2453,2021,2022,0.8024,font_heading,font_heading,CMIG4,2023-03-27,2024-04-02,0.164370982560474,-0.1153312201079794,0.000338946465741888,1.251335654714466,-0.1938039918712731,0.6547097455659363,0.05528964385433273,252,253,-0.41317863046635017,-0.35769713298169725
2453,2022,2023,0.4892,font_heading,font_heading,CMIG4,2024-03-21,2025-03-25,0.1480099502392371,0.1175077372385771,-0.0008275075703869166,0.8268341334221192,-0.05269398576957428,0.24492231873801246,0.13432381189202452,252,253,0.3198425279709105,0.34254670035242807
2453,2023,2024,0.4062,font_heading,font_heading,CMIG4,2025-03-21,2026-03-25,0.1537037037037036,-0.2473650796145479,0.0007617856043810826,0.9769123381963594,0.03921181637531355,0.29114822016108094,0.19570074831768663,252,253,-0.3840923776384715,-0.3418857606494887
3980,2015,2016,0.9111,font_heading,font_heading,GGBR4,2017-02-22,2018-03-06,0.2448512589221287,-0.0039252675312448,0.0013966016641136485,1.1442145926782008,-0.631411577162841,1.4661105548977935,-0.6066527776085879,252,253,-0.23381706417924952,-0.24398178203656595
3980,2016,2017,0.8321,font_heading,font_heading,GGBR4,2018-02-28,2019-03-11,-0.1034897709784652,-0.2519665954447823,-3.3136265559477636e-05,1.0727106731094675,-0.477158057760512,1.4515972594814568,0.22683118493431237,252,253,-0.4798775640685986,-0.41042887804540307
3980,2017,2018,0.8958,font_heading,font_heading,GGBR4,2019-02-21,2020-02-28,0.1211920536576292,0.0465076374152364,-0.0008248333297089672,0.9031779052289198,-0.1413300826048672,0.9270996127968064,0.4853222545656827,252,253,0.08310424969786967,0.04667812185369713
3980,2021,2022,0.7895,font_heading,font_heading,GGBR4,2023-03-01,2024-03-06,-0.2395325202292968,-0.4742945786809833,0.0010991969057367675,1.0986899585332657,-0.5558128295855904,0.24898085798422248,-0.06571199005477751,252,253,-0.7651908121953392,-0.5495607537104499
3980,2022,2023,0.8007,font_heading,font_heading,GGBR4,2024-02-20,2025-02-19,-0.0265420558928115,-0.0064728743263375,-0.0017086733855830563,0.9174311782984177,-0.2505985895355085,0.1332484321607345,-0.11076268871753532,252,253,0.44400909289102364,0.5103643762038681
3980,2023,2024,0.729,font_heading,font_heading,GGBR4,2025-02-24,2026-03-02,0.2784265519360787,-0.2311821939963823,-0.00048592845765520675,0.9855485330776957,-0.281580453549894,0.9150206762081413,0.06817232046356186,252,253,0.05615620042646936,0.011513616406151117
4030,2015,2016,0.7888,font_heading,font_heading,CSNA3,2017-10-30,2018-11-08,0.1461988304093566,0.0015498889740634,-0.0006013429309613364,1.3498705639931585,-0.854120469535715,1.634543787587527,0.272351076227283,252,253,-0.3854052101933083,-0.36615657391460443
4030,2016,2017,0.6488,font_heading,font_heading,CSNA3,2018-04-06,2019-04-16,0.8120649651972158,0.6999116653196629,-0.0021271645623596185,1.5961093876495047,-0.6187362388389546,1.7469180803968802,-0.08273704358596007,252,253,0.7371988408966961,0.8961687881650968
4030,2017,2018,0.7259,font_heading,font_heading,CSNA3,2019-02-20,2020-02-27,0.0740037950664138,0.0073125871185188,-0.0011288382418951034,1.453809997992062,0.039947453396246696,0.6803777328652738,0.7166662197514202,252,253,0.16680117838750366,0.07613745200982791
4030,2018,2019,0.7347,font_heading,font_heading,CSNA3,2020-03-04,2021-03-11,2.025974025974026,1.9536064074699944,-0.00041955724815605515,1.220065619683179,0.07915596635237354,0.8962824648136613,-0.37428782425768,252,253,1.4176979803023309,2.577852339249685
4030,2021,2022,0.7027,font_heading,font_heading,CSNA3,2023-03-16,2024-03-21,0.1021650879566982,-0.1368641697408665,-0.00040985525926735323,1.560082401630397,-0.8367174080436381,0.4725940076119381,-0.43920813415874094,252,253,-0.11325268481833506,-0.14748877165053031
4030,2022,2023,0.9889,font_heading,font_heading,CSNA3,2024-03-06,2025-03-10,-0.4798798798798798,-0.445968465492614,-0.00041090315018372115,1.545476157973645,-0.763608456199208,-0.014609543346260197,-0.3754547995868487,252,253,-0.3559399370770417,-0.3432860898395502
4030,2023,2024,0.8955,font_heading,font_heading,CSNA3,2025-03-12,2026-03-16,-0.2880755608028336,-0.7402825467187815,-0.0017840902341293608,1.4310717625161846,-0.39130308810314196,0.7554895083585482,-0.5416951110126385,252,253,-0.10978170806560075,-0.21258459142558372
4170,2015,2016,0.8425,font_heading,font_heading,VALE3,2017-02-23,2018-03-07,0.2918299668375037,0.0246821953492495,0.002222883750983852,0.9725531257050373,-1.3923234045095747,1.3498673276957653,-0.5739942273829121,252,253,-0.3656730172536747,-0.33746857460449964
4170,2016,2017,0.9382,font_heading,font_heading,VALE3,2018-02-27,2019-03-08,0.0321149376716671,-0.0648467847283114,0.0006455477217008989,0.6132968032039567,-0.83325839175374,1.1402314380622665,0.40525519060186893,252,253,-0.3922438643872458,-0.3761128331830831
4170,2017,2018,0.7656,font_heading,font_heading,VALE3,2019-04-18,2020-04-24,-0.1677443895017116,0.0357659097996287,0.0004034038808675167,0.5865744820620993,-0.12802835196437173,0.5428098750519151,0.9862050199741685,252,253,-0.3060276936378812,-0.3151026798176919
4170,2020,2021,0.9237,font_heading,font_heading,VALE3,2022-02-24,2023-03-01,0.0189627598811972,0.0835481100505241,-0.0009062889587458274,0.8175227962525327,-0.15060630488818913,0.6193197654749507,0.5447750447542442,252,253,0.041026839339753984,-0.020345966790348724
4170,2021,2022,0.438,font_heading,font_heading,VALE3,2023-02-16,2024-02-26,-0.262809732032739,-0.4417012075507102,-0.00011534671330182321,0.9253479708127673,-0.4423333967810329,0.2506126720711731,0.11439903301933975,252,253,-0.5023375098721271,-0.41179339204021126
4170,2022,2023,0.0611,font_heading,font_heading,VALE3,2024-02-22,2025-02-21,-0.1347813150847961,-0.1108833048260864,-0.001753625647878581,0.9977555649574008,-0.291446741572488,0.06594075165708171,0.08859748412622881,252,253,0.3234118694255363,0.34809543841539603
4170,2023,2024,1.0,font_heading,font_heading,VALE3,2025-03-17,2026-03-19,0.342031523642732,-0.0358264881456444,-0.00033160548316672896,0.7930750841941567,-0.41620011971442344,0.2558218746296452,-0.2338848184042549,252,253,0.24943224745177184,0.23515952200252888
5258,2019,2020,0.6191,font_heading,font_heading,RADL3,2021-03-09,2022-03-14,-0.0456521737105088,-0.0330500701742131,-0.00010384356167280782,0.5976264861087384,0.21580065207579302,-0.6379362372173876,0.03303180962468788,252,253,0.10398547405819321,0.07009801401989524
5258,2020,2021,0.6257,font_heading,font_heading,RADL3,2022-02-22,2023-02-27,-0.0400000000893305,0.0236073655475004,0.0007200806436398741,0.7703114359239167,-0.03315263837129659,-0.8865188460604997,-0.05641113458799539,252,253,-0.00789206504429723,-0.04015480637864677
5258,2021,2022,0.9055,font_heading,font_heading,RADL3,2023-03-07,2024-03-12,0.1813937582078095,-0.0434971131737864,0.0004149791757424132,0.6188475070525208,0.11018500323471284,-0.356645596070765,-0.13357886264739433,252,253,0.05502125219175796,0.03454537261424573
5258,2022,2023,0.7686,font_heading,font_heading,RADL3,2024-03-05,2025-03-07,-0.2977129339591708,-0.2737978270149701,0.0001407015659803195,0.719065381134806,0.12873125759096474,-0.11901109962283377,0.012128049980568614,252,253,-0.39298506089869434,-0.3458727986131651
5258,2023,2024,0.7589,font_heading,font_heading,RADL3,2025-03-20,2026-03-24,0.2243119264557418,-0.1588056387123575,-0.0011385433029354737,1.1343401075292712,-0.11020745207190348,-0.41640325401818223,-0.12317245748568424,252,253,0.3590950634957711,0.28282342851065145
5410,2015,2016,0.99,font_heading,font_heading,WEGE3,2017-02-22,2018-03-06,0.3286549706745185,0.0798784442211448,-5.8812663098392485e-05,0.9812347993845298,-0.01259469157011986,-0.4859335023284849,0.11950469391668357,252,253,0.07568531361985059,0.05067197997517914
5410,2016,2017,0.9852,font_heading,font_heading,WEGE3,2018-02-28,2019-03-11,0.053994019631713,-0.094482804834604,0.0007545079619900622,0.8913495416098789,-0.021890065602322054,0.004462385602781005,-0.38835384180866583,252,253,-0.2499426823656559,-0.24772029254231454
5410,2017,2018,0.9835,font_heading,font_heading,WEGE3,2019-04-10,2020-04-15,1.0731042007637752,1.2515447883611983,0.00046040821454189015,0.6863848323594386,-0.03860422093229131,-0.659438592975719,0.16639891195541423,252,253,0.6755907069879437,0.8353050153503148
5410,2018,2019,0.9799,font_heading,font_heading,WEGE3,2020-02-19,2021-03-01,0.5977058582548136,0.6507688289991476,0.002583893919569855,1.0600772386493609,0.2763268776449368,-0.4026933071077633,0.00786694535568248,252,253,0.08020355535694773,-0.01918317557209326
5410,2019,2020,0.9692,font_heading,font_heading,WEGE3,2021-02-24,2022-02-25,-0.3217993079584775,-0.2999622847182978,0.0020471482097801363,0.826815478989292,0.09661668647407395,-0.5974153317983959,0.6135677462072626,252,253,-0.8156594379620161,-0.5769692348375959
5410,2020,2021,0.8919,font_heading,font_heading,WEGE3,2022-02-16,2023-02-17,0.2658146964856229,0.3179416324068842,-0.0007161280734148162,0.872611129326881,0.26173669926039933,-0.7000175604533558,0.36979746869999486,252,253,0.4273336199297205,0.4688487414733786
5410,2021,2022,0.893,font_heading,font_heading,WEGE3,2023-02-15,2024-02-23,-0.0745884773662552,-0.25541479747862,0.0016101090572373286,0.857341312159333,-0.2875326933679947,-0.4975221892437697,-0.00020897551483023413,252,253,-0.4381229891668047,-0.3728824038310824
5410,2022,2023,0.9741,font_heading,font_heading,WEGE3,2024-02-21,2025-02-20,0.4223314223314223,0.4410268807731331,-0.00035991338865770856,0.7267718486707175,0.22835764303996198,-0.623361211633369,0.15372723634516444,252,253,0.5283421315213782,0.640153900100634
5410,2023,2024,0.9123,font_heading,font_heading,WEGE3,2025-02-26,2026-03-04,-0.0106583072100313,-0.4963388115608417,0.001395337051202779,0.9074028595851154,-0.07212513101899226,-0.2628417303772968,0.3362053034796061,252,253,-0.6772658188716262,-0.5215271920820864
8133,2015,2016,0.1359,font_heading,font_heading,LREN3,2017-02-09,2018-02-21,0.6130252097645599,0.2884355737319273,0.0001446019279659678,1.082192627776178,0.2116434359386708,-0.3863940738357506,0.13633627029689666,252,253,0.13514929504621587,0.122630508902283
8133,2016,2017,0.1258,font_heading,font_heading,LREN3,2018-02-08,2019-02-19,0.2823461757272889,0.0845524852825057,0.0006382253266877839,1.3329385288969169,0.1832092156847268,-0.9806188757471511,0.09027307163770465,252,253,0.13565929986996642,0.1096092586448223
8133,2017,2018,0.6332,font_heading,font_heading,LREN3,2019-02-07,2020-02-12,0.4374855824836507,0.2016043174017843,0.000682958931637328,1.186631338549852,-0.13885100970990968,-0.7104175536885802,-0.1315754269663213,252,253,0.08336959192467855,0.06483368786102228
8133,2020,2021,0.1634,font_heading,font_heading,LREN3,2022-03-17,2023-03-20,-0.2375545853504318,-0.130074620268438,-0.0006425935423952141,1.070275840673246,0.42034384757607224,-0.4968414432660291,-0.7299446705657221,252,253,0.36109485142179043,0.37329119910129016
8133,2021,2022,0.1368,font_heading,font_heading,LREN3,2023-02-16,2024-02-26,-0.2115583076665058,-0.390449783184477,0.00035471445373110077,1.1056629369518194,0.29364158853992284,-0.44422219963759557,-0.48197787652142,252,253,-0.23887131835339065,-0.25649511458635244
8133,2022,2023,0.0777,font_heading,font_heading,LREN3,2024-03-14,2025-03-18,-0.1778316172514941,-0.2074718466289463,-0.0007089259794690677,1.6122903174288508,0.6995130733884753,-0.30805586559244624,-0.4653632438439735,252,253,0.14240263107630952,0.0886714439750691
8133,2023,2024,0.0487,font_heading,font_heading,LREN3,2025-02-20,2026-02-26,0.1706783369803064,-0.3262194043935962,0.0007222826804486825,1.8773853316818645,0.7719919140510896,0.2149513807814304,-0.06684996532374674,252,253,-0.6389056604039668,-0.545414889785704
8451,2015,2016,0.9488,font_heading,font_heading,POMO4,2017-02-23,2018-03-07,0.3693379788830662,0.102190207394812,-0.0007790678345176256,0.9748210631777817,0.5819815190892081,-0.12909569551990235,-0.034139421064141515,252,253,0.27230394476502345,0.2516010336362342
8451,2016,2017,0.9285,font_heading,font_heading,POMO4,2018-02-22,2019-03-01,0.0560239133727933,-0.0353086997403286,9.554184071652188e-05,0.8835917374240135,0.6441866830284266,-0.008619249155833987,-0.02330681155742445,252,253,0.02240319559391543,-0.03451536530819699
8451,2017,2018,0.9519,font_heading,font_heading,POMO4,2019-02-26,2020-03-04,0.3476070526965591,0.2490265860076936,0.00026330580043290727,1.1164257530819899,0.5525197265697465,-0.43618702256064656,0.033604336310226274,252,253,0.04811075332729442,0.0050940227555582585
8451,2018,2019,0.8897,font_heading,font_heading,POMO4,2020-02-27,2021-03-05,-0.4707070706666666,-0.5893545238994661,0.0006482894799887473,1.0507770578739681,0.2974308379898439,-0.14787929313647377,-0.1807950698826671,252,253,-0.6584993110911566,-0.5312574599297782
8451,2019,2020,0.893,font_heading,font_heading,POMO4,2021-02-25,2022-03-02,0.0620155037530196,0.0360281120364167,-0.0015753859755829104,1.16998159442213,0.834176839222004,0.047398823334891343,-0.12167428791474418,252,253,0.44841870703300596,0.48554609567016715
8451,2020,2021,0.9751,font_heading,font_heading,POMO4,2022-02-25,2023-03-02,0.1413793105221878,0.228140506237941,0.0003038531580579582,0.8360946481078083,0.4615960283846774,0.31595070462172115,-0.22044099733852893,252,253,0.23937810945868426,0.20469846262431624
8451,2021,2022,0.9979,font_heading,font_heading,POMO4,2023-02-28,2024-03-05,1.7246835443487418,1.5039101343866834,0.0004728853243982586,0.7383200361042757,0.9294760159535136,-0.11704840382582664,0.19974165083795245,252,253,0.7088004990498897,0.9204540821066522
8451,2022,2023,0.9926,font_heading,font_heading,POMO4,2024-02-27,2025-02-26,0.0648083622551298,0.1173612752199347,0.0031043998209541296,0.923825020503008,0.6271875607412752,-0.05455384624226964,0.4254391259158794,252,253,-0.6540494446700362,-0.5115518350052801
8451,2023,2024,0.9782,font_heading,font_heading,POMO4,2025-02-25,2026-03-03,-0.0571428571428571,-0.5105925850747826,0.0011448840021687934,1.2256155652856644,0.6486856152485978,-0.2613300741412606,0.11899236847046973,252,253,-0.7865920079239637,-0.5936954780029986
8656,2015,2016,0.8702,font_heading,font_heading,GOAU4,2017-02-22,2018-03-06,0.2988115450487754,0.0500350185954017,0.0016632424818528195,1.2643317053670637,-0.23544392700422268,1.4882663957753084,-0.9165374349306566,252,253,-0.23100136667740076,-0.25839340525276855
8656,2016,2017,0.9072,font_heading,font_heading,GOAU4,2018-02-28,2019-03-11,-0.1015228427400833,-0.2499996672064004,2.856249334650101e-05,1.1849903844431304,-0.1428989114349201,1.6302285909567449,0.5093838724941901,252,253,-0.520993824983486,-0.42880025919479203
8656,2017,2018,0.918,font_heading,font_heading,GOAU4,2019-02-21,2020-02-28,0.121297602176863,0.0466131859344702,-0.0009090869251546787,1.0869037001599824,0.028561705740994377,0.9407817142437578,0.39351930276761776,252,253,0.09599583390523281,0.060189287449356366
8656,2018,2019,0.8262,font_heading,font_heading,GOAU4,2020-02-19,2021-03-01,0.1745562129687348,0.2276191837130687,0.0007429452086547455,1.1770124311261447,-0.0226365497067631,0.9946436968659975,-0.8591352569074487,252,253,0.4768200918949577,0.4691301231982159
8656,2022,2023,0.8258,font_heading,font_heading,GOAU4,2024-02-20,2025-02-19,-0.0487562189426985,-0.0286870373762245,-0.0016639233126580326,0.9540765378469622,-0.24934313401543312,0.14357589823090616,-0.1330612958005644,252,253,0.4132159875440863,0.4706958849015259
8656,2023,2024,0.715,font_heading,font_heading,GOAU4,2025-02-24,2026-03-02,0.3840639417044378,-0.1255448042280231,-0.0004889829417718127,1.069864704137741,-0.2530702689246007,0.7691103780671724,0.041862662883147495,252,253,0.12299124453008853,0.07935298945937519
8672,2021,2022,0.9968,font_heading,font_heading,IGTI11,2023-02-28,2024-03-05,0.2136575271598553,-0.007115882802203,0.0007438712486624588,1.1831435277851936,0.4906087518471659,-0.2876023866231544,0.06640123091537642,252,253,-0.13629784612742593,-0.14341532186140094
8672,2022,2023,0.7499,font_heading,font_heading,IGTI11,2024-02-20,2025-02-19,-0.1849169152109075,-0.1648477336444336,0.00016443878548686247,0.9455707389922412,0.36405882148124635,0.018423031786787836,-0.08727832187928874,252,253,-0.2190223899314085,-0.21091471052129018
8672,2023,2024,0.9217,font_heading,font_heading,IGTI11,2025-02-18,2026-02-24,0.4908814589665655,0.0010514395884682,-0.00045499142278564847,1.2412420496339773,0.3817878888695565,-0.2800756890320951,-0.0027416346615618606,252,253,0.09999499639120762,0.047995874140427164
12653,2015,2016,0.9104,font_heading,font_heading,KLBN11,2017-02-09,2018-02-21,0.1636125652337501,-0.1609770707988824,-0.0014137110089605318,0.25913005801678946,-0.9390869682632422,0.3594314538218367,-0.04939923737373388,252,253,0.5416878563501573,0.6638748711792226
12653,2021,2022,0.8247,font_heading,font_heading,KLBN11,2023-02-08,2024-02-16,0.1258450337208343,-0.0449065404506479,-0.0011304526086789385,0.41918772908424906,-0.4694585026910011,-0.05741973398981002,-0.0342067991718443,252,253,0.3090873841815086,0.3313742715775114
12653,2022,2023,0.4761,font_heading,font_heading,KLBN11,2024-02-07,2025-02-10,0.0893006022866851,0.1229912015099242,0.0004926680690941342,0.5281591208192518,0.04106925334016645,-0.43219792046454053,-0.021117829624057637,252,253,-0.03831116481773511,-0.05355868201221814
12653,2023,2024,0.829,font_heading,font_heading,KLBN11,2025-02-26,2026-03-04,-0.0151145781056487,-0.5007950824564591,7.514147991351727e-06,0.6951968994725615,-0.0662631485177114,-0.05717895941266363,0.2058795790697439,252,253,-0.2563017242961683,-0.24828958799499246
13986,2017,2018,0.6801,font_heading,font_heading,SUZB3,2019-02-21,2020-02-28,-0.1994122586062132,-0.274096674848606,0.00407470649751757,-0.07304294672805503,-0.02141053012705872,-0.5018303276557373,0.2967537512878974,252,253,-1.2372425957520092,-0.7333612331060935
13986,2018,2019,0.4192,font_heading,font_heading,SUZB3,2020-02-12,2021-02-22,0.922,0.9563383835829888,-0.0007346510213672107,0.6381449775383302,0.18801374455969602,-0.16714438535886322,-0.6896126038415341,252,253,1.2081427243314289,1.85970286473081
14311,2018,2019,0.8699,font_heading,font_heading,CPLE3,2020-03-25,2021-04-01,0.2071934187870669,-0.3304282683003634,0.002353043059129376,0.7704797160789191,0.07353329047462823,0.513067698723376,0.4530844430038883,252,253,-0.8982146239486288,-0.6158915415916701
14311,2019,2020,0.9693,font_heading,font_heading,CPLE3,2021-05-05,2022-05-10,0.0814814814814814,0.2191018308094254,-0.001098062593853484,0.8424659089387293,-0.06549034842413164,0.0688073398271932,-0.05030223755082566,252,253,0.47942082896180566,0.5561888321042965
14311,2020,2021,0.9607,font_heading,font_heading,CPLE3,2022-03-22,2023-03-23,-0.154178674351585,0.010788473940034,0.00042382428226794345,0.6150521470722269,-0.1400071306620469,0.17376519782413793,-0.43644472353811875,252,253,-0.020131296794540218,-0.0715710185344729
14311,2021,2023,0.9232,font_heading,font_heading,CPLE3,2024-02-29,2025-02-28,-0.0294117647058823,0.0188050159146756,0.00017055403269139552,0.8324140630340979,-0.10767063326294776,0.4002489511974708,0.014735565156840194,252,253,-0.05552718846046824,-0.06996116451575096
14311,2023,2024,0.4438,font_heading,font_heading,CPLE3,2025-02-27,2026-03-05,0.5962800875273522,0.1502436782495826,0.00017199232606423344,1.0371577948696347,0.13239158331221468,0.21782358216382286,0.04689802839112621,252,253,0.08835285547684771,0.053176128638111164
14320,2015,2016,0.7322,font_heading,font_heading,USIM5,2017-02-17,2018-03-01,1.165137614678899,0.9049194428012376,0.0018307605519926708,1.242386511703878,0.4058039078770184,1.5739712772239045,-1.187700709619489,252,253,0.24753946699464516,0.1834056114169833
14320,2016,2017,0.732,font_heading,font_heading,USIM5,2018-02-09,2019-02-20,-0.1736420302760464,-0.367045756170282,0.0022766900269561192,1.6034042206130392,-0.36511683861649546,1.5086534427838736,0.10841789769530934,252,253,-1.2770330036949673,-0.7399124064793725
14320,2017,2018,0.6945,font_heading,font_heading,USIM5,2019-02-15,2020-02-20,0.0063829787234042,-0.1685478678588015,-0.0022629579912695403,1.392412454876748,-0.1703143874690637,1.183994496492784,0.014188889451431846,252,253,0.29317872166644193,0.2731944543963718
14320,2018,2019,0.7786,font_heading,font_heading,USIM5,2020-02-14,2021-02-24,0.7414141414141413,0.730161543729392,6.107844683345227e-05,1.2362164448334254,-0.2176553922697457,1.0374088076338395,-0.863673030994347,252,253,0.8594773623724199,1.1072369916786258
14320,2019,2020,0.694,font_heading,font_heading,USIM5,2021-02-12,2022-02-17,0.0472163495419308,0.0966202115275571,0.0018856609902474803,1.04297078489527,-0.15570011033123854,1.860286965417394,0.3437172347931555,252,253,-0.6315075973036006,-0.5093380241596992
14320,2020,2021,0.9798,font_heading,font_heading,USIM5,2022-02-11,2023-02-14,-0.5415325177076626,-0.49113697689161,-0.00027856782390916286,1.44453331145073,0.23126203611394752,0.8449353428918267,1.379437388252522,252,253,-1.2282925048322924,-0.7416142565758805
14320,2021,2022,0.9347,font_heading,font_heading,USIM5,2023-02-10,2024-02-20,0.4073569482288828,0.2053011603262822,-0.0022003682098048587,1.276404433343198,-0.6821571196009002,0.4355560141410271,-0.5201226932044143,252,253,0.6406833367785456,0.8347869805671273
14320,2022,2023,0.989,font_heading,font_heading,USIM5,2025-01-16,2026-01-20,0.274793388429752,-0.096741890329185,-0.0015563126543251306,1.0083783390654077,-0.4209304600068568,1.3684243251007262,-0.44397783125856194,252,253,0.42920310483889823,0.4075127090406583
14320,2023,2024,0.8175,font_heading,font_heading,USIM5,2025-02-14,2026-02-20,0.040133779264214,-0.4458786624573805,-0.0014071192118626074,1.1749613737268747,-0.437410226573055,1.4037873528528104,-0.40561809567420104,252,253,0.07613629942344441,-0.02163452676997779
14443,2015,2016,0.2709,font_heading,font_heading,SBSP3,2017-03-27,2018-04-05,0.0873417721205018,-0.2376744504905759,0.00012832595454358712,1.018618250258085,0.18758062370470707,0.178386842567171,0.3367071362503884,252,253,-0.2867742874295662,-0.2783980736917525
14443,2018,2019,0.8402,font_heading,font_heading,SBSP3,2020-03-27,2021-04-06,0.0421761915908811,-0.5579984265901645,0.0009058625197275398,0.8518531559441611,-0.1429388740372572,1.2847641488648742,0.2668589306794695,252,253,-0.7459918410864601,-0.5588556968643501
14443,2021,2022,0.9555,font_heading,font_heading,SBSP3,2023-03-23,2024-03-28,0.7568969095417135,0.4487085303987781,0.0011030496059053682,1.1043539296745974,-0.19860978283738057,0.6589048800410304,-0.2787080718617501,252,253,-0.18360604143794512,-0.19293487094578166
14443,2022,2023,0.9701,font_heading,font_heading,SBSP3,2024-03-21,2025-03-25,0.2966725933180731,0.2661703803174131,0.0006031408865081057,0.7580215089941016,-0.24322373182827714,0.22005670729991794,-0.1524780511313045,252,253,0.08550036062847895,0.06477427046379591
14443,2023,2024,0.927,font_heading,font_heading,SBSP3,2025-03-27,2026-03-31,0.5690189474778666,0.1611060680854577,0.0008724315008858998,1.0536349673067837,0.14202649679268797,-0.18929281001502152,0.10053466836494342,252,253,-0.027054856253903733,-0.06542145214808914
14460,2015,2016,0.3485,font_heading,font_heading,CYRE3,2017-03-23,2018-04-03,0.1507692307692307,-0.1812378165223267,-0.0007614211590622033,1.0971248604464645,0.5970241545902522,-0.046363635162504774,0.1290044055362412,252,253,0.019709089639163527,-0.005566202180637414
14460,2016,2017,0.78,font_heading,font_heading,CYRE3,2018-03-22,2019-04-02,0.060105680317041,-0.065164410193657,-0.0007699331376952929,1.2024579617606563,0.5115385196909754,0.18775089197924077,0.03311986022497654,252,253,0.17051104563101727,0.13405506645784615
14460,2017,2018,0.7128,font_heading,font_heading,CYRE3,2019-03-27,2020-03-31,-0.0877985797288571,0.1176741231308846,-0.0005594328309823102,1.1114321850975837,-0.02295503735390054,0.6178842876469596,-0.760412632397719,252,253,0.5655039557692604,0.6050351546466575
14460,2018,2019,0.9551,font_heading,font_heading,CYRE3,2020-03-19,2021-03-26,0.6108843537414967,-0.0688697285452275,0.0006819456531104697,1.2313240643384982,0.42530097886451257,0.4353354760284936,1.0062449205798745,252,253,-0.48526472316699765,-0.4415798397644727
15253,2015,2016,0.972,font_heading,font_heading,ENGI11,2017-03-23,2018-04-03,0.5454545456369146,0.2134474983453571,0.0007752628214183861,0.3811939215404697,0.5231862844665334,-0.08600725671242879,0.199444511910226,252,253,0.047973131599333516,0.02248133461202073
