cd_cvm,year_prev,year_curr,cosine_similarity,chars_prev,chars_curr,group,prev_ok,curr_ok,both_ok,ticker,event_date,window_start,window_end,stock_return,ibov_return,abnormal_return
14460,2020,2021,0.9902,229511,233137,stayed,True,True,True,CYRE3,2022-03-17,2022-03-17,2022-03-21,0.09387755102040818,0.027222319649037097,0.06665523137137108
14460,2021,2022,0.9847,233137,247734,stayed,True,True,True,CYRE3,2023-03-16,2023-03-16,2023-03-20,-0.10546139359698681,-0.02428363954597046,-0.08117775405101635
14460,2022,2023,0.9907,247734,262016,stayed,True,True,True,CYRE3,2024-03-14,2024-03-14,2024-03-18,-0.055183287347260634,-0.005762316335417794,-0.04942097101184284
14460,2023,2024,0.9056,262016,236999,stayed,True,True,True,CYRE3,2025-03-20,2025-03-20,2025-03-24,-0.015094339622641506,-0.004800579591966558,-0.010293760030674948
14826,2015,2016,0.8945,303950,263729,dropped_or_delisted,True,True,True,PCAR3,2017-03-07,2017-03-29,2017-05-05,0.5141176470718676,0.0027688804331684747,0.5113487666386991
14826,2016,2017,0.9509,263729,254081,dropped_or_delisted,True,True,True,PCAR3,2018-02-19,2018-10-23,2019-02-11,-0.0351723327713388,0.10683325668232468,-0.14200558945366348
14826,2017,2018,0.934,254081,252055,dropped_or_delisted,True,True,True,PCAR3,2019-03-26,2019-07-10,2019-08-01,0.04395604388081531,-0.03488283084681032,0.07883887472762563
14826,2021,2022,0.9353,232095,223447,dropped_or_delisted,True,True,True,PCAR3,2023-02-27,2023-02-27,2023-03-01,-0.1469534050179212,-0.01254722188456181,-0.1344061831333594
15253,2015,2016,0.978,313688,361711,stayed,True,True,True,ENGI11,2017-03-23,2017-03-23,2017-03-27,0.005909090772314052,0.012239734465760543,-0.006330643693446492
15253,2016,2017,0.969,361711,397685,stayed,True,True,True,ENGI11,2018-03-14,2018-03-14,2018-03-16,-0.0352941178494004,-0.013532446355043692,-0.021761671494356705
15253,2017,2018,0.9608,397685,417774,stayed,True,True,True,ENGI11,2019-03-21,2019-03-21,2019-03-25,-0.03381642531074236,-0.031707838015207046,-0.0021085872955353135
15253,2018,2019,0.958,417774,438958,stayed,True,True,True,ENGI11,2020-03-18,2020-03-18,2020-03-20,-0.039950062570787925,0.0026072222193156414,-0.04255728479010357
15253,2019,2020,0.9786,438958,468736,stayed,True,True,True,ENGI11,2021-04-09,2021-04-09,2021-04-13,0.014205868536170785,0.013828770144276525,0.0003770983918942594
15253,2020,2021,0.9838,468736,529082,stayed,True,True,True,ENGI11,2024-01-20,2024-01-22,2024-01-24,-0.005245107787391179,0.00959032492098233,-0.014835432708373508
15253,2021,2022,0.9736,529082,514305,stayed,True,True,True,ENGI11,2023-03-16,2023-03-16,2023-03-20,-0.06753376702507075,-0.02428363954597046,-0.04325012747910029
15253,2022,2023,0.809,514305,478573,stayed,True,True,True,ENGI11,2024-03-15,2024-03-15,2024-03-19,0.005025125669806174,0.006209789808114596,-0.0011846641383084222
15253,2023,2024,0.9692,478573,449191,stayed,True,True,True,ENGI11,2025-03-18,2025-03-18,2025-03-20,0.011795859534116104,0.003652184720211782,0.008143674813904322
16101,2015,2016,0.9889,179342,191039,dropped_or_delisted,True,True,True,GFSA3,2017-05-09,2017-05-09,2017-05-11,-0.09459459483011834,0.019010173411346587,-0.11360476824146493
16101,2016,2017,0.9865,191039,186811,dropped_or_delisted,True,True,True,GFSA3,2018-03-09,2018-03-09,2018-03-13,-0.07142857152305715,0.00014391336207197902,-0.07157248488512913
16101,2017,2018,0.9797,186811,195820,dropped_or_delisted,True,True,True,GFSA3,2019-04-03,2019-04-03,2019-04-05,-0.06708074503372397,0.02769233797586823,-0.0947730830095922
16101,2018,2019,0.9688,195820,175093,dropped_or_delisted,True,True,True,GFSA3,2020-03-26,2020-03-26,2020-03-30,0.12137203163989141,-0.03950834426505023,0.16088037590494164
16101,2019,2020,0.9545,175093,172530,dropped_or_delisted,True,True,True,GFSA3,2021-03-16,2021-03-16,2021-03-18,0.02053388096386688,0.007162416577339181,0.013371464386527698
16101,2020,2021,0.9731,172530,181063,dropped_or_delisted,True,True,True,GFSA3,2022-03-19,2022-03-21,2022-03-23,-0.022598869974570612,0.01121617899878724,-0.03381504897335785
16101,2023,2024,0.9211,180774,141451,dropped_or_delisted,True,True,True,GFSA3,2025-03-27,2025-03-27,2025-03-31,0.38414634146341475,-0.021699114711929424,0.4058454561753442
16292,2016,2017,0.7789,58216,74516,dropped_or_delisted,True,True,True,BRFS3,2018-02-22,2018-02-22,2018-02-26,-0.07682375726275015,0.011145801910217745,-0.08796955917296789
16306,2017,2018,0.9972,292066,306559,dropped_or_delisted,True,True,True,RSID3,2019-03-27,2019-03-27,2019-03-29,-0.006355932203389814,0.03820478894143209,-0.0445607211448219
16306,2018,2019,0.1023,306559,50422,dropped_or_delisted,True,True,True,RSID3,2020-03-18,2020-03-18,2020-03-20,-0.1333333333333333,0.0026072222193156414,-0.13594055555264895
16306,2019,2020,0.7452,50422,206373,dropped_or_delisted,True,True,True,RSID3,2021-03-17,2021-03-17,2021-03-19,-0.04579439252336437,-0.0028130551292223638,-0.042981337394142005
16306,2022,2023,0.9864,154882,159421,dropped_or_delisted,True,True,True,RSID3,2024-06-24,2024-06-24,2024-06-26,0.007476635514018781,3.538900507638054e-05,0.007441246508942401
16306,2023,2024,0.984,159421,200560,dropped_or_delisted,True,True,True,RSID3,2026-03-26,2026-03-26,2026-03-30,0.04166666666666674,-0.0011955716511995451,0.042862238317866286
17329,2016,2017,0.9093,187641,214485,stayed,True,True,True,EGIE3,2018-02-22,2018-02-22,2018-02-26,0.03664921465728743,0.011145801910217745,0.025503412747069687
17329,2017,2018,0.9355,214485,226464,stayed,True,True,True,EGIE3,2019-02-19,2019-02-19,2019-02-21,-0.05707865185747252,-0.007443030171775944,-0.049635621685696574
17329,2018,2019,0.9447,226464,274580,stayed,True,True,True,EGIE3,2020-02-20,2020-02-20,2020-02-26,-0.02795219753226086,-0.07739064564493803,0.04943844811267717
17329,2019,2020,0.9322,274580,311859,stayed,True,True,True,EGIE3,2021-04-20,2021-04-20,2021-04-23,0.009808612343559009,0.0038985693973587754,0.0059100429462002335
17329,2020,2021,0.9692,311859,317252,stayed,True,True,True,EGIE3,2022-02-14,2022-02-14,2022-02-16,0.0007403750741106219,0.011253460187030218,-0.010513085112919596
17329,2023,2024,0.9455,296163,304430,stayed,True,True,True,EGIE3,2025-02-20,2025-02-20,2025-02-24,0.002190580229651129,-0.01723503137681659,0.01942561160646772
17450,2018,2019,0.435,162549,49476,stayed,True,True,True,RAIL3,2020-02-13,2020-02-13,2020-02-17,-0.04537815126050426,-0.003054579534922275,-0.04232357172558199
17450,2019,2020,0.4361,49476,173524,stayed,True,True,True,RAIL3,2021-06-01,2021-06-01,2021-06-04,-0.002810304449648804,0.014491094946051941,-0.017301399395700745
17450,2022,2023,0.9863,176536,182700,stayed,True,True,True,RAIL3,2024-03-27,2024-03-27,2024-04-01,-0.01869158878504662,-0.005483331508610356,-0.013208257276436264
17671,2015,2016,0.9404,286341,271106,stayed,True,True,True,VIVT3,2017-02-21,2017-02-21,2017-02-23,-0.011536444677503921,-0.0230352421261536,0.011498797448649678
17671,2016,2017,0.9096,271106,243541,stayed,True,True,True,VIVT3,2018-02-21,2018-02-21,2018-02-23,0.0039279112754160295,0.01442642352015322,-0.01049851224473719
17671,2017,2018,0.9044,243541,221548,stayed,True,True,True,VIVT3,2019-02-20,2019-02-20,2019-02-22,0.0034650034650034467,0.013887748082988649,-0.010422744617985202
17671,2018,2019,0.9299,221548,204525,stayed,True,True,True,VIVT3,2020-02-19,2020-02-19,2020-02-21,0.013880855986119212,-0.024341387052256636,0.03822224303837585
17671,2019,2020,0.8619,204525,308808,stayed,True,True,True,VIVT3,2021-02-23,2021-02-23,2021-02-25,-0.013079139880292523,-0.025784652373661676,0.012705512493369153
17671,2022,2023,0.9017,353605,362155,stayed,True,True,True,VIVT3,2024-02-20,2024-02-20,2024-02-22,0.06140185150198385,0.0024973038370683653,0.058904547664915485
17892,2015,2016,0.9384,169631,164826,dropped_or_delisted,True,True,True,STBP3,2017-02-15,2017-02-15,2017-02-17,0.1734693877551019,-0.0033417883304563967,0.1768111760855583
17892,2016,2017,0.9064,164826,193960,dropped_or_delisted,True,True,True,STBP3,2018-06-18,2018-06-18,2018-06-20,0.050420168067226934,0.033068666168300176,0.017351501898926758
17892,2017,2018,0.823,193960,197219,dropped_or_delisted,True,True,True,STBP3,2019-02-21,2019-02-21,2019-02-25,-0.05714285714285716,0.0031736592983946377,-0.0603165164412518
17892,2018,2019,0.9847,197219,209175,dropped_or_delisted,True,True,True,STBP3,2020-03-05,2020-03-05,2020-03-09,-0.15384615384615374,-0.15812867052973012,0.004282516683576376
