cd_cvm,year_curr,TextChange,cosine_similarity,BHAR_raw,BHAR_ajustado
20257,2019,0.743,0.257,-0.19613331915993326,-0.19613331915993326
20257,2023,0.5085999999999999,0.4914,0.10484985048001838,0.10484985048001838
20257,2024,0.4516,0.5484,0.02007707076421772,0.02007707076421772
20338,2011,0.12770000000000004,0.8723,0.23487100944003858,0.23487100944003858
20338,2012,0.8524,0.1476,-0.18939411595958822,-0.18939411595958822
20338,2013,0.7165,0.2835,-0.26793564742151343,-0.26793564742151343
20338,2014,0.26380000000000003,0.7362,-0.09345412076089987,-0.09345412076089987
20338,2015,0.019399999999999973,0.9806,0.7320420997943586,0.7320420997943586
20338,2016,0.02639999999999998,0.9736,-0.45454188498859294,-0.45454188498859294
20338,2017,0.02100000000000002,0.979,-0.2306621209249724,-0.2306621209249724
20338,2018,0.2679,0.7321,0.07839286385765165,0.07839286385765165
