cd_cvm,name,group,year_prev,year_curr,cosine_similarity,chars_prev,chars_curr,diagnostic_prev,diagnostic_curr,event_date,CD_CVM,ticker,pre_date,pre_eps,post_date,post_eps,revision_raw,revision_pct
8087,Lojas Americanas S.A. (pre-2021 restructuring entity),dropped_or_delisted,2018,2019,0.0463,6172,10978,regex_only,font_heading,2020-02-20,,,,,,,,
8087,Lojas Americanas S.A. (pre-2021 restructuring entity),dropped_or_delisted,2019,2020,0.9334,10978,14513,font_heading,font_heading,2021-03-04,,,,,,,,
8133,LOJAS RENNER,stayed,2015,2016,0.0593,614,3405,font_heading,regex_only,2017-02-09,8133.0,LREN3,2016-12-31,0.300000026,2017-03-31,0.069000006,-0.23100001999999997,-0.7699999999333333
8133,LOJAS RENNER,stayed,2016,2017,0.103,3405,6401,regex_only,font_heading,2018-02-08,8133.0,LREN3,,,,,,
8133,LOJAS RENNER,stayed,2017,2018,0.6752,6401,4064,font_heading,font_heading,2019-02-07,8133.0,LREN3,,,,,,
8133,LOJAS RENNER,stayed,2018,2019,0.0516,4064,647,font_heading,regex_only,2020-02-06,8133.0,LREN3,2019-12-31,0.560000024,2020-03-31,0.22000001,-0.340000014,-0.607142856122449
8133,LOJAS RENNER,stayed,2019,2020,0.0516,647,8055,regex_only,font_heading,2021-02-11,8133.0,LREN3,2020-12-31,0.360000016,2021-06-30,0.250000011,-0.11000000499999996,-0.3055555558641974
8133,LOJAS RENNER,stayed,2020,2021,0.0947,8055,1676,font_heading,regex_only,2022-03-17,8133.0,LREN3,2021-09-30,0.200000009,2022-06-30,0.300000007,0.099999998,0.4999999675000015
8133,LOJAS RENNER,stayed,2021,2022,0.0483,1676,2231,regex_only,font_heading,2023-02-16,8133.0,LREN3,2022-12-31,0.490000011,2023-03-31,0.048000001,-0.44200001,-0.902040816484798
8133,LOJAS RENNER,stayed,2022,2023,0.0823,2231,3472,font_heading,font_heading,2024-03-14,8133.0,LREN3,2023-12-31,0.47000001,2024-03-31,0.049000001,-0.421000009,-0.8957446809416025
8133,LOJAS RENNER,stayed,2023,2024,0.0628,3472,4613,font_heading,font_heading,2025-02-20,8133.0,LREN3,2024-12-31,0.59,2025-03-31,0.128,-0.46199999999999997,-0.7830508474576271
8451,MARCOPOLO,stayed,2015,2016,1.0,703,703,font_heading,font_heading,2017-02-23,8451.0,POMO4,2016-12-31,0.021500001,2017-03-31,0.017000001,-0.0045000000000000005,-0.20930231584640394
8451,MARCOPOLO,stayed,2016,2017,1.0,703,703,font_heading,font_heading,2018-02-22,8451.0,POMO4,2017-12-31,0.033666669,2018-03-31,0.026500002,-0.0071666670000000016,-0.2128712822762478
8451,MARCOPOLO,stayed,2017,2018,1.0,703,703,font_heading,font_heading,2019-02-26,8451.0,POMO4,2018-12-31,0.045000003,2019-03-31,0.045000003,0.0,0.0
8451,MARCOPOLO,stayed,2018,2019,1.0,703,703,font_heading,font_heading,2020-02-27,8451.0,POMO4,2019-12-31,0.045000003,2020-03-31,0.038000002,-0.007000000999999999,-0.15555556740740661
8451,MARCOPOLO,stayed,2019,2020,1.0,703,703,font_heading,font_heading,2021-02-25,8451.0,POMO4,2020-12-31,0.061000004,2021-06-30,-0.015000001,-0.076000005,-1.2459016396130072
8451,MARCOPOLO,stayed,2020,2021,1.0,703,703,font_heading,font_heading,2022-02-25,8451.0,POMO4,2021-12-31,0.005333334,2022-03-31,0.015000001,0.009666667,
8451,MARCOPOLO,stayed,2021,2022,0.9818,703,701,font_heading,font_heading,2023-02-28,8451.0,POMO4,,,,,,
8451,MARCOPOLO,stayed,2022,2023,1.0,701,701,font_heading,font_heading,2024-02-27,8451.0,POMO4,,,,,,
8451,MARCOPOLO,stayed,2023,2024,1.0,701,701,font_heading,font_heading,2025-02-25,8451.0,POMO4,,,,,,
8656,GERDAU MET,stayed,2015,2016,0.8764,8286,6643,font_heading,font_heading,2017-02-22,8656.0,GOAU4,,,,,,
8656,GERDAU MET,stayed,2016,2017,0.9082,6643,6558,font_heading,font_heading,2018-02-28,8656.0,GOAU4,,,,,,
8656,GERDAU MET,stayed,2017,2018,0.9204,6558,7916,font_heading,font_heading,2019-02-21,8656.0,GOAU4,,,,,,
8656,GERDAU MET,stayed,2018,2019,0.8347,7916,6858,font_heading,font_heading,2020-02-19,8656.0,GOAU4,,,,,,
