cd_cvm,year_prev,year_curr,cosine_similarity,chars_prev,chars_curr,group,prev_ok,curr_ok,both_ok
24295,2022,2024,0.9268,195753,210145,stayed,True,True,True
24392,2018,2019,0.6095,131628,64376,stayed,True,True,True
24392,2019,2020,0.6718,64376,209059,stayed,True,True,True
24392,2020,2021,0.8378,209059,217573,stayed,True,True,True
24392,2021,2022,0.7781,217573,264223,stayed,True,True,True
24392,2022,2023,0.8746,264223,324172,stayed,True,True,True
24392,2023,2024,0.9527,324172,281857,stayed,True,True,True
24716,2019,2020,0.8816,211781,212272,stayed,True,True,True
24716,2020,2021,0.9729,212272,253353,stayed,True,True,True
24716,2021,2022,0.9775,253353,285198,stayed,True,True,True
24716,2022,2023,0.9822,285198,299377,stayed,True,True,True
24716,2023,2024,0.9628,299377,260804,stayed,True,True,True
24783,2020,2021,0.9852,309845,308690,dropped_or_delisted,True,True,True
24783,2021,2022,0.9687,308690,285316,dropped_or_delisted,True,True,True
24783,2022,2023,0.9775,285316,281191,dropped_or_delisted,True,True,True
24783,2023,2024,0.9238,281191,321132,dropped_or_delisted,True,True,True
24805,2019,2020,0.7618,84383,91199,stayed,True,True,True
24805,2020,2021,0.9157,91199,86379,stayed,True,True,True
24805,2021,2022,0.962,86379,90197,stayed,True,True,True
24805,2022,2023,0.9678,90197,88530,stayed,True,True,True
24805,2023,2024,0.9216,88530,104463,stayed,True,True,True
24821,2020,2021,0.9631,229665,229826,stayed,True,True,True
24821,2021,2022,0.9201,229826,288032,stayed,True,True,True
24821,2022,2023,0.9641,288032,329875,stayed,True,True,True
24821,2023,2024,0.9914,329875,346702,stayed,True,True,True
24848,2018,2019,0.9068,170491,158338,stayed,True,True,True
24848,2019,2020,0.9705,158338,166342,stayed,True,True,True
24848,2020,2021,0.9528,166342,189802,stayed,True,True,True
24910,2018,2019,0.9697,184589,136793,dropped_or_delisted,True,True,True
24910,2019,2020,0.9494,136793,152848,dropped_or_delisted,True,True,True
24910,2020,2021,0.8221,152848,182097,dropped_or_delisted,True,True,True
24910,2021,2022,0.969,182097,162672,dropped_or_delisted,True,True,True
24910,2022,2023,0.9633,162672,161548,dropped_or_delisted,True,True,True
24910,2023,2024,0.7823,161548,151375,dropped_or_delisted,True,True,True
24929,2018,2019,0.9493,168632,181852,stayed,True,True,True
24929,2019,2020,0.9422,181852,199087,stayed,True,True,True
24929,2020,2021,0.9349,199087,214990,stayed,True,True,True
24929,2021,2022,0.9061,214990,241664,stayed,True,True,True
24929,2022,2023,0.9615,241664,238813,stayed,True,True,True
24929,2023,2024,0.9749,238813,213057,stayed,True,True,True
25100,2019,2020,0.9534,125374,142105,stayed,True,True,True
25100,2020,2021,0.9849,142105,141395,stayed,True,True,True
25100,2021,2022,0.9983,141395,148302,stayed,True,True,True
25100,2022,2023,0.9974,148302,149829,stayed,True,True,True
25100,2023,2024,0.9951,149829,154169,stayed,True,True,True
25232,2021,2022,0.8961,131926,147919,dropped_or_delisted,True,True,True
25232,2022,2023,0.9772,147919,130876,dropped_or_delisted,True,True,True
25291,2019,2020,0.4381,155584,126181,stayed,True,True,True
25291,2020,2021,0.715,126181,161236,stayed,True,True,True
25372,2021,2022,0.9266,156737,140481,stayed,True,True,True
25372,2022,2023,0.7968,140481,139138,stayed,True,True,True
25372,2023,2024,0.9025,139138,151774,stayed,True,True,True
25585,2021,2022,0.9198,150295,160295,stayed,True,True,True
25585,2022,2023,0.978,160295,154934,stayed,True,True,True
25585,2023,2024,0.9212,154934,170870,stayed,True,True,True
25780,2020,2021,0.6147,25473,138681,stayed,True,True,True
25780,2021,2022,0.8069,138681,142183,stayed,True,True,True
25917,2020,2021,0.9874,228709,232901,dropped_or_delisted,True,True,True
25917,2021,2022,0.736,232901,286328,dropped_or_delisted,True,True,True
25917,2022,2023,0.9177,286328,316716,dropped_or_delisted,True,True,True
25917,2023,2024,0.9869,316716,332149,dropped_or_delisted,True,True,True
