cd_cvm,name,group,year_prev,year_curr,cosine_similarity,chars_prev,chars_curr,diagnostic_prev,diagnostic_curr,cosine_similarity_expanding
20524,Even Construtora e Incorporadora S/A,dropped_or_delisted,2023,2024,0.1699,3659,983,font_heading,font_heading,0.1698
20605,JHSF Participações S.A.,dropped_or_delisted,2015,2016,0.9489,2678,2137,regex_only,regex_only,0.9612
20605,JHSF Participações S.A.,dropped_or_delisted,2016,2017,0.9644,2137,1857,regex_only,regex_only,0.9665
20605,JHSF Participações S.A.,dropped_or_delisted,2017,2019,0.9797,1857,2011,regex_only,regex_only,0.979
20605,JHSF Participações S.A.,dropped_or_delisted,2019,2020,0.2452,2011,1102,regex_only,regex_only,0.2564
20605,JHSF Participações S.A.,dropped_or_delisted,2020,2021,0.0537,1102,266,regex_only,regex_only,0.0564
20605,JHSF Participações S.A.,dropped_or_delisted,2021,2022,0.0488,266,3312,regex_only,regex_only,0.05
20605,JHSF Participações S.A.,dropped_or_delisted,2022,2023,0.7901,3312,4764,regex_only,regex_only,0.7893
20605,JHSF Participações S.A.,dropped_or_delisted,2023,2024,0.043,4764,394,regex_only,regex_only,0.0429
20745,SLC AGRICOLA,stayed,2020,2021,0.9373,7972,6226,font_heading,font_heading,0.9382
20745,SLC AGRICOLA,stayed,2021,2022,0.8416,6226,4527,font_heading,font_heading,0.8431
20745,SLC AGRICOLA,stayed,2022,2023,0.7277,4527,4229,font_heading,font_heading,0.7256
20745,SLC AGRICOLA,stayed,2023,2024,0.5878,4229,12758,font_heading,font_heading,0.5879
20770,EZ Tec Empreendimentos e Participações S/A,dropped_or_delisted,2015,2016,0.9928,1160,1169,font_heading,font_heading,0.9928
20770,EZ Tec Empreendimentos e Participações S/A,dropped_or_delisted,2016,2017,0.9956,1169,1170,font_heading,font_heading,0.9959
20770,EZ Tec Empreendimentos e Participações S/A,dropped_or_delisted,2017,2018,0.9933,1170,1144,font_heading,font_heading,0.9934
20770,EZ Tec Empreendimentos e Participações S/A,dropped_or_delisted,2018,2019,0.938,1144,1276,font_heading,font_heading,0.934
20770,EZ Tec Empreendimentos e Participações S/A,dropped_or_delisted,2019,2021,0.9072,1276,1276,font_heading,font_heading,0.907
20770,EZ Tec Empreendimentos e Participações S/A,dropped_or_delisted,2021,2022,0.6849,1276,3322,font_heading,font_heading,0.6891
20770,EZ Tec Empreendimentos e Participações S/A,dropped_or_delisted,2022,2023,0.9762,3322,3631,font_heading,font_heading,0.9762
20770,EZ Tec Empreendimentos e Participações S/A,dropped_or_delisted,2023,2024,0.8848,3631,4384,font_heading,font_heading,0.8849
20788,MARFRIG,stayed,2015,2016,0.9705,16520,20447,font_heading,font_heading,0.9701
20788,MARFRIG,stayed,2016,2017,0.0613,20447,117,font_heading,font_heading,0.0643
20788,MARFRIG,stayed,2017,2019,1.0,117,117,font_heading,font_heading,1.0
20788,MARFRIG,stayed,2019,2020,1.0,117,117,font_heading,font_heading,1.0
20788,MARFRIG,stayed,2020,2021,0.1905,117,7719,font_heading,font_heading,0.1925
20788,MARFRIG,stayed,2021,2022,0.6442,7719,8859,font_heading,font_heading,0.6473
20788,MARFRIG,stayed,2022,2023,0.656,8859,9363,font_heading,font_heading,0.6591
20788,MARFRIG,stayed,2023,2024,0.4985,9363,2978,font_heading,font_heading,0.4979
20915,MRV,stayed,2015,2016,0.7608,5979,7654,regex_only,regex_only,0.7729
20915,MRV,stayed,2016,2017,0.8,7654,5438,regex_only,regex_only,0.8048
20915,MRV,stayed,2017,2018,0.6138,5438,3261,regex_only,regex_only,0.6311
20915,MRV,stayed,2018,2019,0.1356,3261,12970,regex_only,regex_only,0.1389
20915,MRV,stayed,2019,2021,0.1609,12970,19037,regex_only,font_heading,0.1643
20915,MRV,stayed,2021,2022,0.7926,19037,21706,font_heading,font_heading,0.7987
20915,MRV,stayed,2022,2023,0.9789,21706,22888,font_heading,font_heading,0.982
20915,MRV,stayed,2023,2024,0.9719,22888,21203,font_heading,font_heading,0.9721
20931,MINERVA,stayed,2015,2016,0.9678,661,718,regex_only,regex_only,0.9691
20931,MINERVA,stayed,2016,2017,0.0552,718,5027,regex_only,font_heading,0.0608
20931,MINERVA,stayed,2017,2018,0.0233,5027,1152,font_heading,regex_only,0.0261
20931,MINERVA,stayed,2018,2019,0.0487,1152,4213,regex_only,font_heading,0.0511
20931,MINERVA,stayed,2019,2020,0.0442,4213,1667,font_heading,regex_only,0.0446
20931,MINERVA,stayed,2020,2021,0.0752,1667,19117,regex_only,font_heading,0.0754
20931,MINERVA,stayed,2021,2022,0.9715,19117,20738,font_heading,font_heading,0.9748
20931,MINERVA,stayed,2022,2023,0.9771,20738,22809,font_heading,font_heading,0.9771
20931,MINERVA,stayed,2023,2024,0.9635,22809,27384,font_heading,font_heading,0.9634
20982,MULTIPLAN,stayed,2015,2016,0.9099,24248,20028,font_heading,font_heading,0.9177
20982,MULTIPLAN,stayed,2016,2017,0.9743,20028,23411,font_heading,font_heading,0.9749
20982,MULTIPLAN,stayed,2017,2018,0.8968,23411,28237,font_heading,font_heading,0.8966
20982,MULTIPLAN,stayed,2018,2019,0.4713,28237,116107,font_heading,font_heading,0.4789
20982,MULTIPLAN,stayed,2019,2020,0.4708,116107,28421,font_heading,font_heading,0.4803
20982,MULTIPLAN,stayed,2020,2021,0.9717,28421,26955,font_heading,font_heading,0.9722
20982,MULTIPLAN,stayed,2021,2022,0.9533,26955,22429,font_heading,font_heading,0.9533
20982,MULTIPLAN,stayed,2022,2023,0.6168,22429,51456,font_heading,font_heading,0.6146
20982,MULTIPLAN,stayed,2023,2024,0.8632,51456,42626,font_heading,font_heading,0.863
20990,Americanas S.A. - Em Recuperação Judicial,dropped_or_delisted,2015,2016,0.7636,12599,19484,regex_only,regex_only,0.78
20990,Americanas S.A. - Em Recuperação Judicial,dropped_or_delisted,2016,2017,0.6305,19484,9601,regex_only,regex_only,0.6441
20990,Americanas S.A. - Em Recuperação Judicial,dropped_or_delisted,2017,2020,0.1397,9601,12966,regex_only,regex_only,0.1386
20990,Americanas S.A. - Em Recuperação Judicial,dropped_or_delisted,2020,2021,0.1358,12966,8891,regex_only,font_heading,0.1349
20990,Americanas S.A. - Em Recuperação Judicial,dropped_or_delisted,2021,2022,0.9303,8891,10154,font_heading,font_heading,0.932
20990,Americanas S.A. - Em Recuperação Judicial,dropped_or_delisted,2022,2023,0.783,10154,10059,font_heading,font_heading,0.794
20990,Americanas S.A. - Em Recuperação Judicial,dropped_or_delisted,2023,2024,0.5458,10059,2897,font_heading,font_heading,0.5458
21016,YDUQS PART,stayed,2015,2016,0.6239,8768,4243,font_heading,font_heading,0.6222
21016,YDUQS PART,stayed,2016,2017,0.0834,4243,648,font_heading,font_heading,0.0842
21016,YDUQS PART,stayed,2017,2018,1.0,648,648,font_heading,font_heading,1.0
21016,YDUQS PART,stayed,2018,2019,1.0,648,648,font_heading,font_heading,1.0
21016,YDUQS PART,stayed,2019,2020,0.0912,648,1983,font_heading,regex_only,0.0904
21016,YDUQS PART,stayed,2020,2021,0.0625,1983,9829,regex_only,regex_only,0.0659
21016,YDUQS PART,stayed,2021,2022,0.9862,9829,10726,regex_only,regex_only,0.9868
21016,YDUQS PART,stayed,2022,2023,0.0736,10726,396,regex_only,regex_only,0.0737
21016,YDUQS PART,stayed,2023,2024,0.0391,396,9001,regex_only,regex_only,0.0391
21091,Dexco S.A. (formerly Duratex),dropped_or_delisted,2015,2016,0.9325,43581,48409,font_heading,font_heading,0.9391
21091,Dexco S.A. (formerly Duratex),dropped_or_delisted,2016,2017,0.9333,48409,53197,font_heading,font_heading,0.9392
21091,Dexco S.A. (formerly Duratex),dropped_or_delisted,2017,2018,0.9523,53197,54652,font_heading,font_heading,0.956
21091,Dexco S.A. (formerly Duratex),dropped_or_delisted,2018,2019,0.9167,54652,59065,font_heading,font_heading,0.9232
21091,Dexco S.A. (formerly Duratex),dropped_or_delisted,2019,2020,0.9469,59065,65472,font_heading,font_heading,0.9474
21091,Dexco S.A. (formerly Duratex),dropped_or_delisted,2020,2021,0.8475,65472,57020,font_heading,font_heading,0.8938
21091,Dexco S.A. (formerly Duratex),dropped_or_delisted,2021,2022,0.9325,57020,67805,font_heading,font_heading,0.9363
21091,Dexco S.A. (formerly Duratex),dropped_or_delisted,2022,2023,0.9729,67805,66623,font_heading,font_heading,0.9728
21091,Dexco S.A. (formerly Duratex),dropped_or_delisted,2023,2024,0.4454,66623,11764,font_heading,font_heading,0.4453
21237,ENEVA,stayed,2015,2016,0.5526,23415,7861,font_heading,font_heading,0.5623
21237,ENEVA,stayed,2016,2017,0.1911,7861,1422,font_heading,font_heading,0.2638
21237,ENEVA,stayed,2017,2018,0.2342,1422,14344,font_heading,font_heading,0.33
21237,ENEVA,stayed,2018,2019,0.1237,14344,332,font_heading,font_heading,0.1274
21237,ENEVA,stayed,2019,2020,0.1904,332,3836,font_heading,font_heading,0.1963
21237,ENEVA,stayed,2020,2021,0.9462,3836,4039,font_heading,font_heading,0.9457
21237,ENEVA,stayed,2021,2022,0.0125,4039,51,font_heading,regex_only,0.0128
21237,ENEVA,stayed,2022,2023,0.0776,51,16722,regex_only,font_heading,0.0782
21237,ENEVA,stayed,2023,2024,0.3988,16722,18082,font_heading,regex_only,0.399
21350,DIRECIONAL,stayed,2015,2016,0.829,2774,2119,font_heading,font_heading,0.8295
21350,DIRECIONAL,stayed,2016,2017,0.0833,2119,1256,font_heading,font_heading,0.0821
21350,DIRECIONAL,stayed,2017,2018,0.0829,1256,5846,font_heading,regex_only,0.084
21350,DIRECIONAL,stayed,2018,2019,0.8483,5846,5405,regex_only,regex_only,0.8547
21350,DIRECIONAL,stayed,2019,2020,0.4862,5405,2565,regex_only,regex_only,0.4932
21350,DIRECIONAL,stayed,2020,2021,0.0712,2565,7530,regex_only,regex_only,0.0708
21350,DIRECIONAL,stayed,2021,2022,0.8934,7530,12101,regex_only,regex_only,0.8952
21350,DIRECIONAL,stayed,2022,2023,0.8738,12101,7639,regex_only,regex_only,0.8736
21350,DIRECIONAL,stayed,2023,2024,0.0083,7639,222,regex_only,regex_only,0.0083
21431,HYPERA,stayed,2015,2016,0.8288,7145,4386,font_heading,font_heading,0.8393
21431,HYPERA,stayed,2016,2017,0.4829,4386,7971,font_heading,font_heading,0.5022
21431,HYPERA,stayed,2017,2018,0.9203,7971,7263,font_heading,font_heading,0.9338
21431,HYPERA,stayed,2018,2019,0.9187,7263,10966,font_heading,font_heading,0.9237
21431,HYPERA,stayed,2019,2020,0.9197,10966,12912,font_heading,font_heading,0.9327
21431,HYPERA,stayed,2020,2021,0.9463,12912,14355,font_heading,font_heading,0.9472
21431,HYPERA,stayed,2021,2022,0.9355,14355,17498,font_heading,font_heading,0.9373
21431,HYPERA,stayed,2022,2023,0.9643,17498,18355,font_heading,font_heading,0.9642
21431,HYPERA,stayed,2023,2024,0.9656,18355,19434,font_heading,font_heading,0.9656
21881,FLEURY,stayed,2015,2016,0.0521,3076,1847,font_heading,regex_only,0.0532
21881,FLEURY,stayed,2016,2017,0.0514,1847,757,regex_only,regex_only,0.0551
21881,FLEURY,stayed,2017,2018,0.0578,757,4237,regex_only,font_heading,0.0606
21881,FLEURY,stayed,2018,2019,0.8922,4237,4042,font_heading,font_heading,0.8967
21881,FLEURY,stayed,2019,2020,0.1092,4042,617,font_heading,regex_only,0.1133
21881,FLEURY,stayed,2020,2021,0.1216,617,4983,regex_only,font_heading,0.1248
21881,FLEURY,stayed,2021,2022,0.9845,4983,5456,font_heading,font_heading,0.9831
21881,FLEURY,stayed,2022,2023,0.9057,5456,6469,font_heading,font_heading,0.9064
21881,FLEURY,stayed,2023,2024,0.6994,6469,4716,font_heading,font_heading,0.6993
22187,PRIO,stayed,2015,2016,0.0533,3533,3128,font_heading,regex_only,0.0582
22187,PRIO,stayed,2016,2017,0.1352,3128,4238,regex_only,regex_only,0.1486
22187,PRIO,stayed,2017,2018,0.0858,4238,3027,regex_only,regex_only,0.0946
22187,PRIO,stayed,2018,2019,0.0787,3027,6934,regex_only,font_heading,0.0812
22187,PRIO,stayed,2019,2020,0.0046,6934,39,font_heading,font_heading,0.005
22187,PRIO,stayed,2020,2021,0.0038,39,7693,font_heading,regex_only,0.0041
22349,AZZAS 2154,stayed,2015,2016,0.9553,3375,3226,font_heading,font_heading,0.9675
22349,AZZAS 2154,stayed,2016,2017,0.8956,3226,4863,font_heading,font_heading,0.8865
22349,AZZAS 2154,stayed,2017,2018,0.858,4863,6709,font_heading,font_heading,0.8822
22349,AZZAS 2154,stayed,2018,2019,0.9304,6709,5976,font_heading,font_heading,0.9301
22349,AZZAS 2154,stayed,2019,2021,0.8685,5976,6852,font_heading,font_heading,0.8709
22349,AZZAS 2154,stayed,2021,2022,0.9598,6852,6314,font_heading,font_heading,0.9597
22349,AZZAS 2154,stayed,2022,2023,0.9704,6314,6276,font_heading,font_heading,0.9699
22349,AZZAS 2154,stayed,2023,2024,0.7836,6276,7794,font_heading,font_heading,0.7838
22357,ALLOS,stayed,2015,2016,0.7593,8449,5021,font_heading,font_heading,0.7663
22357,ALLOS,stayed,2016,2017,0.9295,5021,6107,font_heading,font_heading,0.9329
22357,ALLOS,stayed,2017,2018,0.9668,6107,6544,font_heading,font_heading,0.9702
22357,ALLOS,stayed,2018,2020,0.0843,6544,219,font_heading,regex_only,0.0884
22357,ALLOS,stayed,2020,2022,0.1121,219,9626,regex_only,font_heading,0.1109
22357,ALLOS,stayed,2022,2023,0.6085,9626,8340,font_heading,font_heading,0.6888
22357,ALLOS,stayed,2023,2024,0.8833,8340,11962,font_heading,font_heading,0.8834
22470,MAGAZ LUIZA,stayed,2015,2016,0.4065,2390,2794,regex_only,regex_only,0.3887
22470,MAGAZ LUIZA,stayed,2016,2017,0.3059,2794,5080,regex_only,regex_only,0.3343
22470,MAGAZ LUIZA,stayed,2017,2018,0.1363,5080,3489,regex_only,font_heading,0.1548
22470,MAGAZ LUIZA,stayed,2018,2019,0.1311,3489,8540,font_heading,regex_only,0.1345
22470,MAGAZ LUIZA,stayed,2019,2020,0.1025,8540,2709,regex_only,regex_only,0.1033
22470,MAGAZ LUIZA,stayed,2020,2021,0.0966,2709,3599,regex_only,font_heading,0.0984
22470,MAGAZ LUIZA,stayed,2021,2022,0.1077,3599,6769,font_heading,regex_only,0.107
22470,MAGAZ LUIZA,stayed,2022,2023,0.983,6769,7978,regex_only,regex_only,0.983
22470,MAGAZ LUIZA,stayed,2023,2024,0.9419,7978,8837,regex_only,regex_only,0.9418
22691,Companhia de Locação das Américas (Locamerica),dropped_or_delisted,2015,2016,0.9443,5294,5539,font_heading,font_heading,0.9475
22691,Companhia de Locação das Américas (Locamerica),dropped_or_delisted,2016,2017,0.9481,5539,7316,font_heading,font_heading,0.9469
22691,Companhia de Locação das Américas (Locamerica),dropped_or_delisted,2017,2018,0.1548,7316,1448,font_heading,regex_only,0.161
22691,Companhia de Locação das Américas (Locamerica),dropped_or_delisted,2018,2019,0.9553,1448,1533,regex_only,regex_only,0.9532
22691,Companhia de Locação das Américas (Locamerica),dropped_or_delisted,2019,2020,0.0659,1533,1056,regex_only,regex_only,0.0728
22691,Companhia de Locação das Américas (Locamerica),dropped_or_delisted,2020,2021,0.1014,1056,15139,regex_only,regex_only,0.1037
22691,Companhia de Locação das Américas (Locamerica),dropped_or_delisted,2021,2022,0.1274,15139,12373,regex_only,font_heading,0.1268
22691,Companhia de Locação das Américas (Locamerica),dropped_or_delisted,2022,2023,0.9117,12373,12467,font_heading,font_heading,0.9129
22691,Companhia de Locação das Américas (Locamerica),dropped_or_delisted,2023,2024,0.0682,12467,4902,font_heading,regex_only,0.0688
23140,Smiles S.A.,dropped_or_delisted,2015,2016,0.9783,10693,9715,regex_only,regex_only,0.9807
23264,AMBEV S/A,stayed,2015,2016,0.9471,1633,1715,font_heading,font_heading,0.9468
23264,AMBEV S/A,stayed,2016,2017,0.9997,1715,1712,font_heading,font_heading,0.9997
23264,AMBEV S/A,stayed,2017,2018,0.9486,1712,2042,font_heading,font_heading,0.9507
23264,AMBEV S/A,stayed,2018,2019,0.9257,2042,2143,font_heading,font_heading,0.9334
23264,AMBEV S/A,stayed,2019,2020,0.7946,2143,4024,font_heading,font_heading,0.8012
23264,AMBEV S/A,stayed,2020,2021,0.0953,4024,24896,font_heading,regex_only,0.0965
23264,AMBEV S/A,stayed,2021,2022,0.0752,24896,3299,regex_only,font_heading,0.0754
23264,AMBEV S/A,stayed,2022,2023,0.9683,3299,3718,font_heading,font_heading,0.9686
23264,AMBEV S/A,stayed,2023,2024,0.9836,3718,3657,font_heading,font_heading,0.9836
23272,LOG Commercial Properties e Participações,dropped_or_delisted,2015,2016,0.9352,11052,12814,font_heading,font_heading,0.941
23272,LOG Commercial Properties e Participações,dropped_or_delisted,2016,2017,0.8174,12814,11956,font_heading,font_heading,0.7889
23272,LOG Commercial Properties e Participações,dropped_or_delisted,2017,2021,0.2912,11956,1338,font_heading,font_heading,0.2983
23272,LOG Commercial Properties e Participações,dropped_or_delisted,2021,2022,0.0025,1338,68,font_heading,font_heading,0.0025
23272,LOG Commercial Properties e Participações,dropped_or_delisted,2022,2023,0.026,68,660,font_heading,font_heading,0.0254
23272,LOG Commercial Properties e Participações,dropped_or_delisted,2023,2024,0.0525,660,1262,font_heading,regex_only,0.0525
23310,CVC Brasil Operadora e Agência de Viagens S.A.,dropped_or_delisted,2015,2016,0.8317,932,1779,font_heading,font_heading,0.8306
23310,CVC Brasil Operadora e Agência de Viagens S.A.,dropped_or_delisted,2016,2017,0.0492,1779,6383,font_heading,regex_only,0.0675
23310,CVC Brasil Operadora e Agência de Viagens S.A.,dropped_or_delisted,2017,2018,0.2793,6383,11313,regex_only,font_heading,0.306
23310,CVC Brasil Operadora e Agência de Viagens S.A.,dropped_or_delisted,2018,2019,0.5653,11313,69472,font_heading,font_heading,0.5631
23310,CVC Brasil Operadora e Agência de Viagens S.A.,dropped_or_delisted,2019,2020,0.1353,69472,1518,font_heading,regex_only,0.1326
23310,CVC Brasil Operadora e Agência de Viagens S.A.,dropped_or_delisted,2020,2021,0.0985,1518,9375,regex_only,font_heading,0.1031
23310,CVC Brasil Operadora e Agência de Viagens S.A.,dropped_or_delisted,2021,2022,0.0491,9375,520,font_heading,regex_only,0.0492
23310,CVC Brasil Operadora e Agência de Viagens S.A.,dropped_or_delisted,2022,2023,0.1921,520,8866,regex_only,font_heading,0.1994
23310,CVC Brasil Operadora e Agência de Viagens S.A.,dropped_or_delisted,2023,2024,0.7723,8866,7691,font_heading,font_heading,0.7724
24112,Azul S.A.,dropped_or_delisted,2016,2017,0.6175,6218,5593,font_heading,font_heading,0.6519
24112,Azul S.A.,dropped_or_delisted,2017,2018,0.8454,5593,6330,font_heading,font_heading,0.8429
24112,Azul S.A.,dropped_or_delisted,2018,2019,0.8056,6330,5506,font_heading,font_heading,0.8133
24112,Azul S.A.,dropped_or_delisted,2019,2020,0.3816,5506,7808,font_heading,font_heading,0.3979
24112,Azul S.A.,dropped_or_delisted,2020,2021,0.7616,7808,11428,font_heading,font_heading,0.7597
24112,Azul S.A.,dropped_or_delisted,2021,2022,0.6494,11428,8098,font_heading,font_heading,0.6765
24112,Azul S.A.,dropped_or_delisted,2022,2023,0.5806,8098,8617,font_heading,font_heading,0.6054
24112,Azul S.A.,dropped_or_delisted,2023,2024,0.9006,8617,6714,font_heading,font_heading,0.9009
24171,Atacadão S.A.,dropped_or_delisted,2016,2017,0.0888,4497,7763,regex_only,regex_only,0.1795
24171,Atacadão S.A.,dropped_or_delisted,2017,2018,0.012,7763,591,regex_only,font_heading,0.0122
24171,Atacadão S.A.,dropped_or_delisted,2018,2019,0.115,591,10917,font_heading,regex_only,0.1158
24171,Atacadão S.A.,dropped_or_delisted,2019,2020,0.1831,10917,7779,regex_only,regex_only,0.1915
24171,Atacadão S.A.,dropped_or_delisted,2020,2021,0.1171,7779,3251,regex_only,font_heading,0.1198
24171,Atacadão S.A.,dropped_or_delisted,2021,2022,0.738,3251,6919,font_heading,font_heading,0.7422
24171,Atacadão S.A.,dropped_or_delisted,2022,2023,0.742,6919,5723,font_heading,font_heading,0.7429
24171,Atacadão S.A.,dropped_or_delisted,2023,2024,0.3325,5723,8781,font_heading,regex_only,0.3324
24252,Smiles Fidelidade S.A.,dropped_or_delisted,2016,2017,0.5869,904,655,font_heading,font_heading,0.5803
24252,Smiles Fidelidade S.A.,dropped_or_delisted,2017,2018,0.0893,655,12053,font_heading,regex_only,0.095
24252,Smiles Fidelidade S.A.,dropped_or_delisted,2018,2019,0.5322,12053,12712,regex_only,regex_only,0.5377
24252,Smiles Fidelidade S.A.,dropped_or_delisted,2019,2020,0.9378,12712,13325,regex_only,regex_only,0.9359
24260,SMART FIT,stayed,2016,2017,0.9431,8802,14198,font_heading,font_heading,0.9452
24260,SMART FIT,stayed,2017,2018,0.0646,14198,1238,font_heading,regex_only,0.0705
24260,SMART FIT,stayed,2018,2019,0.135,1238,5566,regex_only,font_heading,0.1585
24260,SMART FIT,stayed,2019,2020,0.6914,5566,5934,font_heading,font_heading,0.6986
24260,SMART FIT,stayed,2020,2021,0.6635,5934,11623,font_heading,font_heading,0.6761
24260,SMART FIT,stayed,2021,2022,0.6172,11623,3416,font_heading,font_heading,0.6209
24260,SMART FIT,stayed,2022,2023,0.1746,3416,818,font_heading,font_heading,0.1764
24260,SMART FIT,stayed,2023,2024,0.3768,818,939,font_heading,font_heading,0.3753
24295,VIBRA,stayed,2016,2017,0.8832,26906,24992,regex_only,regex_only,0.8866
24295,VIBRA,stayed,2017,2018,0.3268,24992,10466,regex_only,regex_only,0.3443
24295,VIBRA,stayed,2018,2019,0.3604,10466,2193,regex_only,regex_only,0.3592
24295,VIBRA,stayed,2019,2020,0.1055,2193,2917,regex_only,font_heading,0.1111
24295,VIBRA,stayed,2020,2021,0.2199,2917,4518,font_heading,font_heading,0.233
24295,VIBRA,stayed,2021,2022,0.3509,4518,2209,font_heading,font_heading,0.3583
24295,VIBRA,stayed,2022,2024,0.1585,2209,7551,font_heading,regex_only,0.159
24384,Notre Dame Intermédica Participações S.A.,dropped_or_delisted,2017,2018,0.037,6756,692,font_heading,regex_only,0.0575
24384,Notre Dame Intermédica Participações S.A.,dropped_or_delisted,2018,2019,0.8201,692,594,regex_only,regex_only,0.8255
24392,HAPVIDA,stayed,2018,2019,0.0245,5167,901,regex_only,regex_only,0.0257
24392,HAPVIDA,stayed,2019,2020,0.1302,901,5592,regex_only,font_heading,0.1336
24392,HAPVIDA,stayed,2020,2021,0.8307,5592,8286,font_heading,font_heading,0.8324
24392,HAPVIDA,stayed,2021,2022,0.0462,8286,632,font_heading,regex_only,0.0468
24392,HAPVIDA,stayed,2022,2023,0.0298,632,14431,regex_only,font_heading,0.0299
24392,HAPVIDA,stayed,2023,2024,0.9489,14431,16114,font_heading,font_heading,0.949
24716,VAMOS,stayed,2018,2019,0.6983,7425,11240,font_heading,font_heading,0.7047
24716,VAMOS,stayed,2019,2020,0.8581,11240,14101,font_heading,font_heading,0.8587
24716,VAMOS,stayed,2020,2021,0.9129,14101,15688,font_heading,font_heading,0.9133
24716,VAMOS,stayed,2021,2022,0.2257,15688,4613,font_heading,regex_only,0.2282
24716,VAMOS,stayed,2022,2023,0.1967,4613,26838,regex_only,font_heading,0.1939
24716,VAMOS,stayed,2023,2024,0.2268,26838,6304,font_heading,regex_only,0.2263
24783,Natura & Co Holding S.A. (pre-restructuring parent entity),dropped_or_delisted,2019,2020,0.0106,9909,179,regex_only,font_heading,0.011
24783,Natura & Co Holding S.A. (pre-restructuring parent entity),dropped_or_delisted,2020,2021,1.0,179,167,font_heading,font_heading,1.0
24783,Natura & Co Holding S.A. (pre-restructuring parent entity),dropped_or_delisted,2021,2022,1.0,167,106,font_heading,font_heading,1.0
24783,Natura & Co Holding S.A. (pre-restructuring parent entity),dropped_or_delisted,2022,2023,1.0,106,167,font_heading,font_heading,1.0
24783,Natura & Co Holding S.A. (pre-restructuring parent entity),dropped_or_delisted,2023,2024,1.0,167,167,font_heading,font_heading,1.0
24805,VIVARA S.A.,stayed,2019,2020,0.573,4384,3098,font_heading,font_heading,0.5833
24805,VIVARA S.A.,stayed,2020,2021,0.9392,3098,2655,font_heading,font_heading,0.9397
24805,VIVARA S.A.,stayed,2021,2022,0.8723,2655,2651,font_heading,font_heading,0.8774
24805,VIVARA S.A.,stayed,2022,2023,0.951,2651,2599,font_heading,font_heading,0.9506
24805,VIVARA S.A.,stayed,2023,2024,0.8355,2599,2468,font_heading,font_heading,0.8354
24821,REDE D OR,stayed,2018,2019,0.8773,9155,11336,regex_only,regex_only,0.8873
24821,REDE D OR,stayed,2019,2020,0.2002,11336,34318,regex_only,font_heading,0.2067
24821,REDE D OR,stayed,2020,2021,0.9286,34318,36125,font_heading,font_heading,0.9327
24821,REDE D OR,stayed,2021,2022,0.8731,36125,42204,font_heading,font_heading,0.8771
24821,REDE D OR,stayed,2022,2023,0.6992,42204,16114,font_heading,font_heading,0.7021
24821,REDE D OR,stayed,2023,2024,0.193,16114,1006,font_heading,regex_only,0.1929
24848,CEA MODAS,stayed,2018,2019,0.1567,5575,12509,regex_only,regex_only,0.192
24848,CEA MODAS,stayed,2019,2020,0.7048,12509,8566,regex_only,regex_only,0.7014
24848,CEA MODAS,stayed,2020,2021,0.1833,8566,4690,regex_only,regex_only,0.1857
24848,CEA MODAS,stayed,2021,2023,0.1064,4690,3117,regex_only,regex_only,0.1074
24910,LWSA S/A (Locaweb),dropped_or_delisted,2018,2019,0.2589,67958,2969,font_heading,font_heading,0.2664
24910,LWSA S/A (Locaweb),dropped_or_delisted,2019,2020,0.5278,2969,5682,font_heading,font_heading,0.5244
24910,LWSA S/A (Locaweb),dropped_or_delisted,2020,2021,0.9365,5682,5423,font_heading,font_heading,0.9401
24910,LWSA S/A (Locaweb),dropped_or_delisted,2021,2022,0.9497,5423,4388,font_heading,font_heading,0.9514
24910,LWSA S/A (Locaweb),dropped_or_delisted,2022,2023,0.9364,4388,4513,font_heading,font_heading,0.9365
24910,LWSA S/A (Locaweb),dropped_or_delisted,2023,2024,0.978,4513,4671,font_heading,font_heading,0.978
24929,TIM,stayed,2018,2019,0.8805,6181,6103,font_heading,font_heading,0.8913
24929,TIM,stayed,2019,2020,0.6937,6103,7270,font_heading,font_heading,0.7182
24929,TIM,stayed,2020,2021,0.7912,7270,6616,font_heading,font_heading,0.8042
24929,TIM,stayed,2021,2022,0.8397,6616,4707,font_heading,font_heading,0.8496
24929,TIM,stayed,2022,2023,0.8811,4707,3885,font_heading,font_heading,0.89
24929,TIM,stayed,2023,2024,0.9036,3885,3870,font_heading,font_heading,0.9034
25011,Grupo de Moda Soma S.A.,dropped_or_delisted,2021,2022,0.0606,5675,6068,regex_only,regex_only,0.0632
25100,CURY S/A,stayed,2019,2020,0.9397,4120,4327,font_heading,font_heading,0.945
25100,CURY S/A,stayed,2020,2021,0.0853,4327,1984,font_heading,regex_only,0.0881
25100,CURY S/A,stayed,2021,2022,0.0935,1984,7435,regex_only,font_heading,0.0948
25100,CURY S/A,stayed,2022,2023,0.3655,7435,44162,font_heading,font_heading,0.3664
25100,CURY S/A,stayed,2023,2024,0.1468,44162,940,font_heading,regex_only,0.1466
25232,Meliuz S.A.,dropped_or_delisted,2021,2022,0.7891,5482,5858,regex_only,regex_only,0.7939
25232,Meliuz S.A.,dropped_or_delisted,2022,2023,0.8548,5858,5196,regex_only,regex_only,0.8563
25291,BRAVA,stayed,2020,2021,0.8283,1860,3944,font_heading,font_heading,0.8332
25291,BRAVA,stayed,2021,2022,0.0642,3944,3720,font_heading,regex_only,0.0652
25291,BRAVA,stayed,2022,2023,0.0888,3720,775,regex_only,regex_only,0.085
