cd_cvm,name,quarter_prev,quarter_curr,cosine_similarity,chars_prev,chars_curr,diagnostic_prev,diagnostic_curr,event_date,ctrl_year_tmp,CD_CVM,ticker,pre_date,pre_eps,post_date,post_eps,revision_raw,revision_pct,group,company_name,__ctrl_year__,total_assets,net_revenue,net_income,total_equity,total_liabilities,ln_total_assets,ln_net_revenue,leverage,roa,roe,past_12m_return
2437,AXIA ENERGIA S.A.,2015Q1,2015Q2,0.982,7416,7685,font_heading,font_heading,2015-08-14,2015,2437.0,AXIA3,,,,,,,stayed,AXIA ENERGIA S.A.,2015.0,149645408.0,32588838.0,-14953658.0,41739222.0,107906186.0,18.823779106860684,17.299480395069157,0.7210791660242591,-0.0999272760845424,-0.3582639369751549,0.1184466018076684
2437,AXIA ENERGIA S.A.,2015Q2,2015Q3,0.9656,7685,8021,font_heading,font_heading,2015-11-12,2015,2437.0,AXIA3,,,,,,,stayed,AXIA ENERGIA S.A.,2015.0,149645408.0,32588838.0,-14953658.0,41739222.0,107906186.0,18.823779106860684,17.299480395069157,0.7210791660242591,-0.0999272760845424,-0.3582639369751549,0.1184466018076684
2437,AXIA ENERGIA S.A.,2015Q3,2016Q1,0.9572,8021,7773,font_heading,font_heading,2016-05-11,2016,2437.0,AXIA3,,,,,,,stayed,AXIA ENERGIA S.A.,2016.0,170499429.0,60748853.0,3513276.0,44064927.0,126434502.0,18.95424250570863,17.922258759348253,0.7415538148224532,0.020605793348434,0.0797295318337869,2.8991452984968618
2437,AXIA ENERGIA S.A.,2016Q1,2016Q2,0.992,7773,7935,font_heading,font_heading,2016-08-15,2016,2437.0,AXIA3,,,,,,,stayed,AXIA ENERGIA S.A.,2016.0,170499429.0,60748853.0,3513276.0,44064927.0,126434502.0,18.95424250570863,17.922258759348253,0.7415538148224532,0.020605793348434,0.0797295318337869,2.8991452984968618
2437,AXIA ENERGIA S.A.,2016Q2,2016Q3,0.986,7935,8036,font_heading,font_heading,2016-11-09,2016,2437.0,AXIA3,,,,,,,stayed,AXIA ENERGIA S.A.,2016.0,170499429.0,60748853.0,3513276.0,44064927.0,126434502.0,18.95424250570863,17.922258759348253,0.7415538148224532,0.020605793348434,0.0797295318337869,2.8991452984968618
2437,AXIA ENERGIA S.A.,2016Q3,2017Q1,0.9816,8036,8032,font_heading,font_heading,2017-05-12,2017,2437.0,AXIA3,,,,,,,stayed,AXIA ENERGIA S.A.,2017.0,172975359.0,37876024.0,-1725691.0,42752532.0,130222827.0,18.968659708791424,17.449828857731962,0.7528403337495024,-0.0099765134755407,-0.0403646502153369,-0.1483927787545815
2437,AXIA ENERGIA S.A.,2017Q1,2017Q2,0.9575,8032,7646,font_heading,font_heading,2017-08-14,2017,2437.0,AXIA3,,,,,,,stayed,AXIA ENERGIA S.A.,2017.0,172975359.0,37876024.0,-1725691.0,42752532.0,130222827.0,18.968659708791424,17.449828857731962,0.7528403337495024,-0.0099765134755407,-0.0403646502153369,-0.1483927787545815
2437,AXIA ENERGIA S.A.,2017Q2,2017Q3,0.9346,7646,7767,font_heading,font_heading,2017-11-13,2017,2437.0,AXIA3,,,,,,,stayed,AXIA ENERGIA S.A.,2017.0,172975359.0,37876024.0,-1725691.0,42752532.0,130222827.0,18.968659708791424,17.449828857731962,0.7528403337495024,-0.0099765134755407,-0.0403646502153369,-0.1483927787545815
2437,AXIA ENERGIA S.A.,2017Q3,2018Q1,0.8288,7767,10553,font_heading,font_heading,2018-05-15,2018,2437.0,AXIA3,,,,,,,stayed,AXIA ENERGIA S.A.,2018.0,181210208.0,24975747.0,13347577.0,56008948.0,125201260.0,19.015168285527206,17.03341579196151,0.6909172578180585,0.0736579751621939,0.2383115105107848,0.3673814897923633
2437,AXIA ENERGIA S.A.,2018Q1,2018Q2,0.934,10553,9288,font_heading,font_heading,2018-08-14,2018,2437.0,AXIA3,,,,,,,stayed,AXIA ENERGIA S.A.,2018.0,181210208.0,24975747.0,13347577.0,56008948.0,125201260.0,19.015168285527206,17.03341579196151,0.6909172578180585,0.0736579751621939,0.2383115105107848,0.3673814897923633
2437,AXIA ENERGIA S.A.,2018Q2,2018Q3,0.9537,9288,9358,font_heading,font_heading,2018-11-12,2018,2437.0,AXIA3,,,,,,,stayed,AXIA ENERGIA S.A.,2018.0,181210208.0,24975747.0,13347577.0,56008948.0,125201260.0,19.015168285527206,17.03341579196151,0.6909172578180585,0.0736579751621939,0.2383115105107848,0.3673814897923633
2437,AXIA ENERGIA S.A.,2018Q3,2019Q1,0.6535,9358,5749,font_heading,font_heading,2019-05-13,2019,2437.0,AXIA3,,,,,,,stayed,AXIA ENERGIA S.A.,2019.0,177466715.0,27725527.0,10743843.0,71394146.0,106072569.0,18.9942936281687,17.137864099135474,0.5977040201594986,0.0605400454952918,0.15048632978956,0.5775706906245932
2437,AXIA ENERGIA S.A.,2019Q1,2019Q2,0.7542,5749,7169,font_heading,font_heading,2019-08-12,2019,2437.0,AXIA3,,,,,,,stayed,AXIA ENERGIA S.A.,2019.0,177466715.0,27725527.0,10743843.0,71394146.0,106072569.0,18.9942936281687,17.137864099135474,0.5977040201594986,0.0605400454952918,0.15048632978956,0.5775706906245932
2437,AXIA ENERGIA S.A.,2019Q2,2019Q3,0.9497,7169,8496,font_heading,font_heading,2019-11-11,2019,2437.0,AXIA3,,,,,,,stayed,AXIA ENERGIA S.A.,2019.0,177466715.0,27725527.0,10743843.0,71394146.0,106072569.0,18.9942936281687,17.137864099135474,0.5977040201594986,0.0605400454952918,0.15048632978956,0.5775706906245932
2437,AXIA ENERGIA S.A.,2019Q3,2020Q1,0.8358,8496,5545,font_heading,font_heading,2020-05-28,2020,2437.0,AXIA3,2014-09-30,-0.969999898,2020-06-30,0.75,1.719999898,1.7731959575938017,stayed,AXIA ENERGIA S.A.,2020.0,178966449.0,29080513.0,6387313.0,73751294.0,105215155.0,19.002708910482564,17.185578851464363,0.5879043563075893,0.0356900024316848,0.0866061143279736,0.0205956025605342
