CD_CVM,board_size,pct_female_board,pct_black_brown_board,exec_size,pct_female_exec,pct_black_brown_exec,year,has_black_brown_board,has_black_brown_exec,leadership_n,pct_female_leadership,pct_black_brown_leadership,cost_of_debt_proxy,return_volatility,ln_total_assets,leverage,roa
15253,7,0.14285714285714285,0.16666666666666666,5,0.2,0.0,2023,1,0,1207.0,0.2195526097763049,0.3628831814415907,0.07955226824175032,0.2949966331701552,18.03602468300056,0.7691193034143518,0.0379549292358866
16101,5,0.0,0.0,7,0.42857142857142855,0.0,2023,0,0,131.0,0.45038167938931295,0.366412213740458,0.048870542140942254,1.2069656298687037,15.449907388989567,0.6669587514739976,-0.0381303321164216
16292,9,0.2222222222222222,0.0,8,0.0,0.0,2023,0,0,3033.0,0.2713484998351467,0.2522255192878338,0.09664949202749255,0.6157840532424372,17.86332397750545,0.7268537607061311,-0.0326311122922177
16306,5,0.2,0.0,2,0.5,0.0,2023,0,0,18.0,0.5,0.3333333333333333,0.07395146966137627,0.5154560327923433,13.203906497357725,2.573809172688394,0.4695159268544462
17329,9,0.2222222222222222,0.0,8,0.125,0.0,2023,0,0,285.0,0.11929824561403508,0.22105263157894736,0.0744247848149097,0.17731597092274015,17.558510539822407,0.7675232086377963,0.0812102497999205
17450,10,0.3,0.1,5,0.0,0.0,2023,1,0,485.0,0.2288659793814433,0.15051546391752577,0.09748544544146273,0.27038143162271516,17.712185095981603,0.6776693922609565,0.0146616557845176
17671,12,0.3333333333333333,0.08333333333333333,5,0.0,0.0,2023,1,0,4122.0,0.3508005822416303,0.22343522561863174,0.08581530741336543,0.22059831602435157,18.609133301028614,0.4233188264372155,0.0417430952546994
17892,8,0.25,,3,0.0,,2023,0,0,299.0,0.1705685618729097,0.32441471571906355,0.0646933729239325,0.3224284026133647,15.364740824135549,0.5290800780399525,0.107119924296573
17973,6,0.3333333333333333,0.0,6,0.0,0.0,2023,0,0,1937.0,0.551368094992256,0.275684047496128,0.10395351928109581,0.459105118605218,17.03980618911259,0.4944960115353907,-0.0203435625027077
18376,9,0.0,0.1111111111111111,5,0.6,0.0,2023,1,0,109.0,0.1926605504587156,0.08256880733944955,0.05759823535424156,0.21230659449867842,17.396558557274215,0.5045630945436566,0.0805421579856688
18465,9,0.2222222222222222,0.0,5,0.0,0.0,2023,0,0,1174.0,0.31601362862010224,0.2061328790459966,0.07761549471169939,0.3212839857961701,17.459705724748318,0.6332260918090136,0.0658202110040125
18627,9,0.1111111111111111,0.0,8,0.125,0.0,2023,0,0,142.0,0.33098591549295775,0.09859154929577464,0.0682882058521773,0.24124344934443756,16.749575118996827,0.4817991262985002,0.0799495104873163
18660,4,0.25,0.0,8,0.125,0.125,2023,0,1,12.0,0.3333333333333333,0.08333333333333333,0.08171676974188936,0.24104255589797433,18.13261495789193,0.7332476231181331,0.0738571612280001
18724,9,0.1111111111111111,0.0,2,0.0,0.0,2023,0,0,19.0,0.05263157894736842,0.0,0.009355233083506087,0.29260151040150517,15.88116473929956,0.0071528167312974,0.240368683288093
18821,11,0.18181818181818182,0.0,7,0.0,0.0,2023,0,0,1935.0,0.3297157622739018,0.2558139534883721,0.0,0.25909515885919104,17.81633409222826,0.7606793658899347,0.0339384096797379
19445,6,0.0,0.0,5,0.2,0.25,2023,0,1,1345.0,0.041635687732342004,0.5368029739776952,0.05079656434863282,0.32070784353517146,16.46803839440322,0.4662510131352219,0.0972064353264016
19453,9,0.1111111111111111,0.0,5,0.2,0.0,2023,0,0,324.0,0.2839506172839506,0.2037037037037037,0.08202043376581013,0.44137407213061347,17.07206363623357,0.8849664334236097,0.0229828303274346
19550,3,0.0,0.0,4,0.5,0.0,2023,0,0,,,,0.20748791136842937,0.5164626967043792,16.788862448663174,0.5207430817363731,0.3292850713419252
19569,9,0.1111111111111111,0.0,3,0.3333333333333333,0.0,2023,0,0,455.0,0.35384615384615387,0.16703296703296702,0.07689735832385722,,16.63248655156494,2.385079833463608,-0.0730745440355409
19623,7,0.14285714285714285,0.0,13,0.15384615384615385,0.0,2023,0,0,3040.0,0.6710526315789473,0.12697368421052632,0.1168521362008638,,17.08177365865215,0.7202242000213633,-0.0430992782262371
19739,8,0.25,0.0,8,0.125,0.16666666666666666,2023,0,1,1693.0,0.47666863555818073,0.0,0.09451029859636857,0.3253374818211839,18.209306215203156,0.68624175516934,0.0222749222195576
19763,3,0.0,0.0,2,0.5,0.0,2023,0,0,169.0,0.21301775147928995,0.17159763313609466,0.09523777228798898,,17.437861859602926,0.6776517100135808,0.0370097492180657
19836,10,0.2,0.0,4,0.25,0.0,2023,0,0,42.0,0.5238095238095238,0.023809523809523808,0.14291177413057046,0.31693793755631583,18.75619096083809,0.6354982250003793,0.0349246105801934
19879,9,0.0,0.0,7,0.14285714285714285,1.0,2023,0,1,160.0,0.26875,0.175,0.06999765484610825,0.8079235869614512,16.981699950057074,0.8694735272718196,0.0107586409981457
19909,3,0.3333333333333333,0.0,4,0.25,0.0,2023,0,0,,,,0.04983936441291312,,16.851488884215865,0.3692914931787765,0.1229944012243593
19925,3,0.0,0.0,2,0.0,0.0,2023,0,0,10.0,0.1,0.0,,,,,
19992,7,0.42857142857142855,0.0,8,0.125,0.0,2023,0,0,1529.0,0.36886854153041204,0.1484630477436233,0.09778682345135421,0.3304856245748494,15.99353645892257,0.4322402892332645,0.086583658592389
20010,7,0.2857142857142857,0.0,9,0.0,0.1111111111111111,2023,0,1,723.0,0.2351313969571231,0.5076071922544951,0.10219711785098769,0.2287210792685407,18.456467220706735,0.7560515545159573,0.0277517194236255
20087,11,0.09090909090909091,0.09090909090909091,4,0.0,0.0,2023,1,0,945.0,0.15661375661375662,0.033862433862433865,0.04650780518621416,0.32846563963818254,17.770616577480375,0.7181248303200837,0.0150256043785023
20257,11,0.09090909090909091,0.0,4,0.0,0.0,2023,0,0,74.0,0.22972972972972974,0.28378378378378377,0.08237148558743729,0.15755786377641862,16.783288525384126,0.65656701419368,0.0703305153836851
20362,9,0.1111111111111111,0.0,4,0.25,0.0,2023,0,0,330.0,0.30303030303030304,0.19090909090909092,0.12016657030903,0.5540046981101124,15.33760969436498,0.6515745990742133,0.0547558149762333
20478,3,0.0,0.0,2,0.0,0.0,2023,0,0,42.0,0.35714285714285715,0.16666666666666666,0.08687978983367513,1.4917431227282214,13.415332946376148,5.954547963969018,1.670236242560068
20494,3,0.0,0.0,5,0.6,0.0,2023,0,0,,,,0.1585410126894769,,15.631069069936348,0.4034598707430881,0.0506055245766666
20524,5,0.2,0.0,9,0.1111111111111111,0.0,2023,0,0,95.0,0.43157894736842106,0.14736842105263157,0.01433674397720967,0.4479331110460405,15.803197080261269,0.6054172639820438,0.0467613849121526
20605,6,0.0,0.0,6,0.3333333333333333,0.0,2023,0,0,358.0,0.4748603351955307,0.329608938547486,0.054250772485774854,0.4017458590360544,16.2204779461169,0.5285329058701476,0.0449414965730941
20745,6,0.16666666666666666,0.0,4,0.0,0.0,2023,0,0,414.0,0.10869565217391304,0.3671497584541063,0.11639395043663112,0.2366570044324002,16.579078590850294,0.6694146774806106,0.059154969016136
20770,6,0.0,0.0,7,0.0,0.0,2023,0,0,57.0,0.47368421052631576,0.2631578947368421,0.04312106770948655,0.4525333411884328,15.586950986577742,0.1997259545157974,0.0418579304123132
20788,7,0.14285714285714285,0.0,4,0.0,0.0,2023,0,0,2683.0,0.20163995527394707,0.27059262020126723,0.16144409680267066,0.4241318311147433,18.690361531116835,0.809935442071711,-0.0276526750836068
20915,7,0.2857142857142857,0.0,7,0.14285714285714285,0.2857142857142857,2023,0,1,1383.0,0.4201012292118583,0.27114967462039047,0.02669551598041019,0.5608845240278996,17.03725035773832,0.6982796780210614,-0.0007354506686462
20931,10,0.1,0.3,6,0.0,0.0,2023,1,0,1201.0,0.22647793505412156,0.0,0.07503260114229648,0.45161421132318175,17.168712849302004,0.9769340963890732,0.0138326526464115
20982,7,0.2857142857142857,0.0,6,0.0,0.0,2023,0,0,39.0,0.38461538461538464,0.10256410256410256,0.0800101935160374,0.2776399712530761,16.261063232386647,0.3989734178711761,0.0884598008966688
20990,7,0.14285714285714285,0.0,2,0.5,0.0,2023,0,0,9367.0,0.5247144229742714,0.6782320913846482,0.0757616367372465,1.4104352473801445,17.1155976382573,2.0639867232159324,-0.0837912594504886
21016,9,0.1111111111111111,0.0,4,0.25,0.0,2023,0,0,1426.0,0.5336605890603086,0.18373071528751753,0.16096657240473533,0.6464309952248161,16.044190304428486,0.6708421641079134,0.0166513487451435
21091,8,0.125,0.0,7,0.2857142857142857,0.0,2023,0,0,683.0,0.2913616398243045,0.15666178623718888,0.09311828656948498,0.47510232538634184,16.701460944877947,0.6360567572799357,0.0452702703833818
21350,7,0.2857142857142857,0.0,7,0.14285714285714285,0.0,2023,0,0,239.0,0.4225941422594142,0.4393305439330544,0.05274571819289172,0.36587284467713876,15.839914699569205,0.7212495961882815,0.0510958188746946
21431,9,0.3333333333333333,0.0,5,0.2,0.0,2023,0,0,1280.0,0.396875,0.36328125,0.09667868484331851,0.2943388845631396,17.014540795413524,0.5300505929494327,0.0673453331016337
21881,10,0.2,0.0,4,0.25,0.0,2023,0,0,966.0,0.6625258799171843,0.28467908902691513,0.09351159965731412,0.29343877041454886,16.26478726672016,0.5586283139987952,0.0363406012866356
22187,8,0.125,0.0,3,0.0,0.0,2023,0,0,139.0,0.12949640287769784,0.2517985611510791,0.17851480102201592,0.370563985440178,17.158758577775437,0.5097907762273598,0.1829648349266636
22349,5,0.4,0.0,3,0.0,0.0,2023,0,0,832.0,0.5252403846153846,0.20793269230769232,0.055836523833983465,0.4389435801335729,15.60324594140873,0.5098483844452655,0.0667134210991341
22357,9,0.2222222222222222,0.0,10,0.3,0.0,2023,0,0,354.0,0.3502824858757062,0.3107344632768362,0.06715354653995587,0.2995729774461177,17.135465164938214,0.4538963765806509,0.1263204743322223
22470,7,0.42857142857142855,0.0,6,0.16666666666666666,0.0,2023,0,0,5577.0,0.46548323471400394,0.4125874125874126,0.10049800440179765,0.7514854645460017,17.438652559175765,0.7434116457460882,-0.0261407622098233
22691,3,0.0,0.0,4,0.0,0.0,2023,0,0,,,,0.27793842604018304,,16.82491212952157,0.2653961134807474,0.0355743844111911
23264,11,0.18181818181818182,0.0,14,0.21428571428571427,0.0,2023,0,0,7427.0,0.2781742291638616,0.21300659754948162,0.11961928392413373,0.22536148383651225,18.703180408395365,0.3957983652394184,0.1127864358689728
23272,7,0.14285714285714285,0.14285714285714285,3,0.0,0.0,2023,1,0,78.0,0.3974358974358974,0.2564102564102564,0.06873497357887325,0.4509833159069676,15.64880296892971,0.4032690350622637,0.0311714308783593
23310,7,0.0,0.0,2,0.0,0.0,2023,0,0,369.0,0.26558265582655827,0.16531165311653118,0.09408006310392428,0.7960336721492198,15.20949626470682,0.8491747715885647,-0.1133448643027187
24112,12,0.25,0.0,4,0.0,0.25,2023,0,1,2898.0,0.40062111801242234,0.1559696342305038,0.09516567031981768,,16.837539474037687,2.0387153617638885,-0.1159336945388498
24171,5,0.2,0.2,3,0.0,0.0,2023,1,0,5468.0,0.37179956108266277,0.44092904169714703,0.06256689695436411,,18.345590751312788,0.7754888644546494,-0.0068882995925231
24260,8,0.125,0.0,7,0.14285714285714285,0.0,2023,0,0,689.0,0.4412191582002903,0.4644412191582003,0.10223051114872414,0.4445192695097002,16.470875408498866,0.6419135194172216,0.073377583427107
24295,8,0.25,0.0,9,0.1111111111111111,0.0,2023,0,0,273.0,0.2271062271062271,0.20146520146520147,0.07286486486486486,0.36591883336553443,17.587834619032844,0.6382097927830547,0.1096110945010464
24392,9,0.1111111111111111,0.2222222222222222,4,0.0,0.0,2023,1,0,3914.0,0.6686254471129279,0.4831374552887072,0.12129207962123775,0.8880563172039879,18.1085166850603,0.3269881478249742,-0.0103490763176554
24716,5,0.2,0.0,4,0.0,0.0,2023,0,0,335.0,0.2,0.28059701492537314,0.11024099185175927,0.481084070835468,16.850887781593414,0.7724381471592872,0.028207213612147
24783,9,0.3333333333333333,0.0,5,0.0,0.0,2023,0,0,806.0,0.5831265508684863,0.10297766749379653,0.1280662673776084,,17.570809926347792,0.4591326435307822,0.0695840399616207
24805,5,0.4,0.0,2,0.5,0.0,2023,0,0,580.0,0.8189655172413793,0.33448275862068966,0.06924580217605358,0.36992780392917257,21.89932980408452,0.4034649514002165,0.1139084667508952
24821,7,0.14285714285714285,,7,0.14285714285714285,,2023,0,0,293.0,0.6348122866894198,0.0,0.18543083848231254,0.4440620676574449,18.31911696710682,0.7361631126821621,0.0233965671650183
24848,5,0.4,0.0,5,0.2,0.0,2023,0,0,1145.0,0.5694323144104804,0.36069868995633186,0.09937271826405163,0.7815624402488964,16.0580967833169,0.6800988483758591,0.0002481509199316
24910,8,0.25,0.0,8,0.25,0.0,2023,0,0,672.0,0.38392857142857145,0.14136904761904762,0.2077658075926612,0.6171002670998044,15.342520319816884,0.3740436296854218,-0.0160140717941233
24929,10,0.3,0.0,6,0.5,0.0,2023,0,0,837.0,0.34408602150537637,0.14934289127837516,0.10145777202575716,0.22077040289107905,17.82756270047402,0.5292097981048045,0.0513466158148377
25011,6,0.0,0.0,6,0.0,0.0,2023,0,0,1137.0,0.6763412489006156,0.21372031662269128,0.09180116052734202,,16.05349931481616,0.3824137886158325,-0.1725037330158181
25100,6,0.0,0.0,6,0.0,0.0,2023,0,0,111.0,0.3063063063063063,0.7117117117117117,0.04779233648187651,0.379249611527814,14.944336127212884,0.6775638473581859,0.1602869706984715
25232,8,0.0,,8,0.25,,2023,0,0,103.0,0.4563106796116505,0.24271844660194175,0.018233354367252225,0.5293158258050666,13.794281814247308,0.2007242120746275,-0.0261002354455334
25291,7,0.14285714285714285,0.0,3,0.0,0.0,2023,0,0,141.0,0.14893617021276595,0.15602836879432624,0.0910444604819534,0.4960671784793272,16.817217845516833,0.7234031174573896,0.0211340954792026
25372,9,0.2222222222222222,0.2,5,0.4,0.2,2023,1,1,6194.0,0.39296092993219245,0.6159186309331611,0.07813837652735621,0.4507397557780104,17.580818504027782,0.8927669824211965,0.0164439400606804
25585,7,0.2857142857142857,0.2857142857142857,5,0.0,0.0,2023,1,0,304.0,0.1118421052631579,0.29605263157894735,0.09300266197582675,0.36185729354083823,17.206341223763722,0.6396605256107109,0.1201975170260087
25780,7,0.14285714285714285,0.0,3,0.0,0.0,2023,0,0,51.0,0.19607843137254902,0.7058823529411765,0.05972350637151976,0.4654160889901935,15.7367157514959,0.3384446809457762,0.1038100598841677
26620,7,0.2857142857142857,0.0,2,0.0,0.0,2023,0,0,74.0,0.0,0.0,0.07118514310818422,0.1935473947502684,17.182618680679667,0.5734043117127121,-0.0109568495907697
2437,10,0.2,0.0,11,0.09090909090909091,0.18181818181818182,2024,0,1,696.0,0.23132183908045978,0.2442528735632184,0.09301855870113647,0.24420807164457994,19.484947692830243,0.5791243790822639,0.035811589231677377
2453,9,0.0,0.1111111111111111,7,0.2857142857142857,0.0,2024,1,0,208.0,0.19230769230769232,0.16826923076923078,0.060314205303978755,0.2504551406365932,17.905291991599427,0.5415280494684165,0.11919745757166846
2577,3,0.0,0.0,4,0.5,0.0,2024,0,0,,,,0.09112449038190729,,16.489210762026623,0.45223158327744045,0.07437127501095492
3980,7,0.14285714285714285,0.0,9,0.1111111111111111,0.0,2024,0,0,4551.0,0.2606020654801143,0.17161063502526916,0.0960046482092778,0.29132384470379696,18.279284135738713,0.3299069776287238,0.05297573989172522
4030,5,0.0,0.2,8,0.0,0.0,2024,1,0,1570.0,0.14904458598726114,0.3254777070063694,0.08153346224289476,0.3966349813200031,18.459003496367245,0.8512211162145593,-0.014803103947510426
4170,13,0.15384615384615385,0.15384615384615385,6,0.0,0.0,2024,1,0,5364.0,0.22595078299776286,0.3167412378821775,0.08321154968949594,0.2347865420619337,20.022741512047418,0.5693950536442856,0.06131264796252456
4820,11,0.09090909090909091,0.09090909090909091,6,0.0,0.0,2024,1,0,985.0,0.32893401015228424,0.11878172588832488,0.18472787733932908,0.45563868169224414,18.436307999838064,1.0421166625646074,-0.11865124292394783
5258,10,0.3,0.0,5,0.2,0.0,2024,0,0,4011.0,0.5160807778608826,0.3886811269010222,0.08765747172671605,0.25824474663664493,16.913968900065612,0.7091247981614669,0.05465558274509068
5410,7,0.14285714285714285,0.14285714285714285,13,0.0,0.0,2024,1,0,1961.0,0.11116777154513004,0.022437531871494134,0.09388436941653247,0.2534215096962365,17.540955785727288,0.4426275330352465,0.15229714477817036
6505,5,0.2,,4,0.0,,2024,0,0,1484.0,0.330188679245283,0.34299191374663074,0.08461734369030943,0.7005384982856514,17.338601035918614,0.9269084363657825,-0.03083596447224763
8133,8,0.375,0.0,6,0.3333333333333333,0.0,2024,0,0,2912.0,0.5999313186813187,0.3286401098901099,0.050639207751667886,0.448246105674966,16.829308166281578,0.4709959296995422,0.05876219457401303
8451,7,0.14285714285714285,0.0,3,0.0,0.0,2024,0,0,665.0,0.09924812030075188,0.06466165413533835,0.1311668787855097,0.38749003491368766,16.06065222003427,0.56762944338832,0.1294650474334586
8656,5,0.0,0.0,9,0.1111111111111111,0.0,2024,0,0,4551.0,0.2606020654801143,0.17161063502526916,0.09591966353503237,0.2717491015728787,18.280826880852626,0.33002070684830104,0.05302576194244758
8672,8,0.25,0.0,5,0.4,0.0,2024,0,0,138.0,0.6014492753623188,0.14492753623188406,0.11631568480924706,0.25348077305614436,15.95603238233724,0.49316981883786143,0.04702280395970119
9512,11,0.18181818181818182,0.18181818181818182,9,0.2222222222222222,0.1111111111111111,2024,1,1,4624.0,0.05125432525951557,0.21734429065743946,0.12275331679174101,0.2934348320416232,20.840868411876293,0.6732619308195168,0.03290282602105091
10456,8,0.125,0.0,4,0.0,0.0,2024,0,0,107.0,0.40186915887850466,0.056074766355140186,0.04576887761981575,0.3820418931484966,15.738258084112141,0.40986238481810305,0.01570194708120575
11312,6,0.0,,3,0.0,,2024,0,0,1224.0,0.35866013071895425,0.37745098039215685,0.26275885830894635,1.0143706377661135,16.799202031155495,1.824194554950379,0.4863261430760196
12653,6,0.16666666666666666,0.0,5,0.0,0.2,2024,0,1,1591.0,0.0,0.2545568824638592,0.07899426783880216,0.19064574656729658,17.899650428986355,0.8545701464495395,0.03446567308570454
13986,9,0.2222222222222222,0.0,8,0.0,0.0,2024,0,0,1568.0,0.2602040816326531,0.31505102040816324,0.22872571731103825,0.29463926600876006,18.927113362585533,0.8046502598093405,-0.0424543290322501
14176,6,0.3333333333333333,0.0,9,0.4444444444444444,0.1111111111111111,2024,0,1,,,,0.10791369280437103,,17.181562994567827,0.8056457327456974,0.03712306091804285
14311,9,0.1111111111111111,0.1111111111111111,9,0.1111111111111111,0.0,2024,1,0,400.0,0.2175,0.085,0.07376371620054556,0.22247000911861958,17.865278795312523,0.5532401835795929,0.04878297765675947
14320,8,0.125,0.0,6,0.0,0.0,2024,0,0,297.0,0.16835016835016836,0.22895622895622897,0.0,0.46729932681733805,17.50117961426146,0.3307627272314586,8.432026753752465e-05
14443,9,0.2222222222222222,0.0,3,0.0,0.0,2024,0,0,573.0,0.2600349040139616,0.07504363001745201,0.0732770272234204,0.2353052847743775,18.209532831412428,0.5439034412588187,0.11831670627822269
14460,8,0.125,0.125,6,0.16666666666666666,0.0,2024,1,0,388.0,0.5231958762886598,0.22938144329896906,0.05046083455370003,0.35325260198704783,16.871442045214437,0.5315996516541953,0.09044091317521306
14826,9,0.2222222222222222,0.1111111111111111,4,0.0,0.0,2024,1,0,1066.0,0.40337711069418386,0.47373358348968103,0.0,0.6396908416363362,16.796281466378105,0.8510379130081713,-0.12196112267167436
15253,7,0.14285714285714285,0.0,5,0.2,0.2,2024,0,1,1215.0,0.2189300411522634,0.362962962962963,0.065244356257176,0.24370324649787933,18.16167233131006,0.713102516734126,0.06006974222228695
16101,5,0.0,0.0,6,0.3333333333333333,0.0,2024,0,0,112.0,0.45535714285714285,0.19642857142857142,0.047276555342676975,0.9573188548412113,15.483663882598153,0.6318632791732447,-0.0076801549194916155
16292,9,0.2222222222222222,0.0,8,0.0,0.0,2024,0,0,3028.0,0.273778071334214,0.26188903566710703,0.06532210155121705,0.3905006731496711,17.953474414612604,0.7367501556759182,0.05890545709110907
16306,4,0.0,0.0,3,0.6666666666666666,0.0,2024,0,0,18.0,0.5,0.3333333333333333,0.13231616198749754,0.5023302882095786,13.034770740606852,2.6544610286268164,0.18772362994933056
17329,9,0.2222222222222222,0.0,8,0.125,0.0,2024,0,0,241.0,0.17427385892116182,0.13692946058091288,0.06867730127136348,0.18224531075514355,17.72977706485991,0.7549424441715419,0.0858639678110171
17450,10,0.3,0.1,4,0.0,0.0,2024,1,0,532.0,0.2575187969924812,0.18796992481203006,0.1317547644744212,0.2539889488477267,17.739324239375136,0.7047981299713995,-0.01876231036836838
17671,12,0.3333333333333333,0.08333333333333333,5,0.0,0.0,2024,1,0,4219.0,0.3536383029153828,0.32803981986252667,0.06263877786579025,0.2305307035376369,18.64334956660075,0.441338890498853,0.04447976680900382
17892,7,0.2857142857142857,,3,0.0,,2024,0,0,300.0,0.19333333333333333,0.41333333333333333,0.054001786371814915,0.34134138528798685,15.527801404700357,0.8806564913431795,0.13388919746169095
17973,6,0.3333333333333333,0.0,7,0.0,0.0,2024,0,0,1895.0,0.545646437994723,0.3007915567282322,0.11690980937592824,0.5762292931793424,17.001879719915934,0.4402929290424952,0.04097581031718484
18376,9,0.0,0.25,5,0.2,0.0,2024,1,0,121.0,0.2396694214876033,0.09917355371900827,0.0536493445844013,0.2093114558560759,17.583770161847188,0.5365095817001747,0.0820404385378451
18465,9,0.2222222222222222,0.1111111111111111,5,0.0,0.0,2024,1,0,1289.0,0.3405740884406517,0.21024049650892165,0.07638661314711878,0.3131290813093801,17.493280377992654,0.5999945801203567,0.06385295704740326
18627,9,0.2222222222222222,0.0,9,0.1111111111111111,0.0,2024,0,0,253.0,0.2766798418972332,0.09881422924901186,0.0720290211278861,0.24334038391286297,16.836325611885727,0.4719764482153306,0.07535337429295884
18660,6,0.16666666666666666,0.0,8,0.125,0.14285714285714285,2024,0,1,955.0,0.2198952879581152,0.17905759162303664,0.07849044076114639,0.17760612802545744,18.160992417965787,0.7174217975102917,0.0747000415951449
18724,8,0.125,0.0,2,0.0,0.0,2024,0,0,,,,0.00427471522138653,0.2407245104394769,15.968072906138676,0.014350954422064943,0.13851795841561243
18821,11,0.18181818181818182,0.0,8,0.125,0.0,2024,0,0,2062.0,0.22308438409311349,0.3642095053346266,0.0,0.24382380883735005,17.89469239487714,0.7630664408755495,0.02219423664095593
