CD_CVM,board_size,pct_female_board,pct_black_brown_board,exec_size,pct_female_exec,pct_black_brown_exec,year,has_black_brown_board,has_black_brown_exec,despesas_financeiras,cost_of_debt_proxy,return_volatility,ln_total_assets,leverage,roa,past_12m_return
19879,9,0.0,0.0,5,0.2,0.25,2024,0,1,62460.0,0.0031035710246713525,0.5478268304643497,17.04803919755986,0.794092218957632,0.0648595717879906,-0.3985185185185186
19909,3,0.3333333333333333,0.0,4,0.25,0.0,2024,0,0,377688.0,0.04608138399347593,,16.83727298822195,0.3992757401094087,0.0330124489963141,
19992,7,0.42857142857142855,0.0,8,0.125,0.0,2024,0,0,244153.0,0.0688802685775546,0.33113000642829216,15.959301657616766,0.4154613119674213,0.0862010138399978,-0.2071724955542383
20010,5,0.2,0.0,1,0.0,0.0,2024,0,0,822656.0,0.009507780483690718,0.23950881459781528,18.572646962437467,0.7432604659596742,0.0323660967484898,-0.2003381600919145
20087,11,0.18181818181818182,0.09090909090909091,4,0.0,0.0,2024,1,0,1855356.0,0.03533418487297656,0.42130432870075357,18.10897531424223,0.7171402927282512,0.0262747665867819,1.4033361847733103
20257,8,0.125,0.0,5,0.2,0.0,2024,0,0,986088.0,0.07308909276735305,0.14314731686045878,16.832568465118005,0.6603459247138662,0.0829086823695629,-0.1118918918918918
20362,9,0.1111111111111111,0.0,4,0.25,0.0,2024,0,0,231869.0,0.08219780734001544,0.4893337841556452,15.31222469009944,0.6314918758438294,0.0190369929440134,-0.2481857764876632
20478,3,0.3333333333333333,0.0,2,0.0,0.0,2024,0,0,443112.0,0.11455407459954339,1.56403000414912,13.189367606184804,7.234914430000935,-0.8039801739455719,-0.9782608695652174
20494,3,0.0,0.0,5,0.4,0.0,2024,0,0,254090.0,0.09489096072943061,,15.682206489386711,0.4140635365292828,0.0573236549106881,
20516,7,0.14285714285714285,0.0,11,0.09090909090909091,0.0,2024,0,0,1103909.0,0.08171608750797056,0.32088281798307855,16.829644919693703,0.6631378062503065,0.0724680409331707,-0.2112580535774838
20524,5,0.0,0.0,10,0.1,0.0,2024,0,0,54859.0,0.017640105701079968,0.37825560647612794,15.460105939745851,0.6004930763476667,0.0253948993939656,-0.2928759894459102
20605,7,0.0,0.0,6,0.3333333333333333,0.0,2024,0,0,28525.0,0.003825145332055469,0.3488224596517935,16.4028043322607,0.5609579451150981,0.064808289190399,-0.2422360248447205
20745,6,0.16666666666666666,0.0,4,0.0,0.0,2024,0,0,1396290.0,0.10366078189728133,0.21659317163009925,16.681950555415316,0.7664469031045373,0.0274105852725524,-0.0611587980779801
20770,7,0.14285714285714285,0.0,8,0.0,0.0,2024,0,0,39007.0,0.02463483827288987,0.418236977105285,15.682150819691085,0.2448619306725983,0.0662979580715109,-0.4281942976641499
20788,7,0.14285714285714285,0.0,4,0.0,0.0,2024,0,0,6777033.0,0.057641542575429104,0.49521103039917064,18.73920821053419,0.8550062406670973,0.0282224280203803,0.8470715835140998
20915,8,0.25,0.0,7,0.14285714285714285,0.2857142857142857,2024,0,1,838327.0,0.03817472321826368,0.5007380363692738,17.197548463464212,0.7461689222545161,-0.0163807593074534,-0.5128440366972478
20931,10,0.1,0.3,7,0.0,0.0,2024,1,0,4418686.0,0.10507002086497914,0.3917832444823999,17.556552958209043,0.997930396866814,-0.0371081073333767,-0.3121621621621622
20982,6,0.16666666666666666,0.0,6,0.0,0.0,2024,0,0,386883.0,0.056347392496859904,0.25301480349325917,16.34218283690929,0.5487644824274299,0.1071776956810614,-0.2657610588645072
20990,7,0.42857142857142855,0.0,2,0.5,0.0,2024,0,0,10743000.0,0.8597839135654262,2.4025833753006824,16.67570943622307,0.7154308617234469,0.4741482965931863,-0.9347368421052632
21016,9,0.2222222222222222,0.0,4,0.25,0.0,2024,0,0,557467.0,0.08198690367358369,0.5037156348236018,16.11191901475432,0.6841591785578881,0.0343322039792224,-0.6256567425569177
21091,10,0.2,0.0,15,0.26666666666666666,0.0,2024,0,0,813996.0,0.07434422183182689,0.378040034540886,16.713856548101468,0.6034473446203754,0.009610556814305,-0.2605459057227124
21350,7,0.2857142857142857,0.0,7,0.14285714285714285,0.14285714285714285,2024,0,1,185284.0,0.023622150642780695,0.32467252113372586,16.124813634688742,0.7791138054827629,0.0722795921809451,0.2424100887322555
21431,9,0.3333333333333333,0.0,5,0.2,0.0,2024,0,0,1213227.0,0.09739112858168535,0.3336268644965063,17.016592323412617,0.5072365283345474,0.054190744825448,-0.4925666199158486
21881,10,0.1,0.0,5,0.4,0.0,2024,0,0,521946.0,0.06789471691933183,0.22507360957665817,16.385249197713414,0.5885268491802049,0.0462130648172886,-0.3335173937051352
22187,8,0.125,0.125,3,0.0,0.3333333333333333,2024,1,1,189701.0,0.006361115007380631,0.3111774377513882,17.836319176700744,0.534960082007435,0.184794882302666,-0.1290672451193059
22349,7,0.2857142857142857,0.0,5,0.0,0.0,2024,0,0,381318.0,0.050626192407624504,0.38762350151660996,16.540322493019676,0.493788820893766,0.0221947750506521,-0.5518181818181818
22357,9,0.2222222222222222,0.0,8,0.375,0.0,2024,0,0,569805.0,0.04331711299828877,0.23507839078356946,17.121986553115974,0.4820393282369793,0.0297550019623442,-0.3209598800149982
22470,8,0.375,0.0,5,0.2,0.2,2024,0,1,1875712.0,0.07216331912364582,0.5870861141164411,17.43482174293892,0.6966309745282585,0.012026123169744,-0.6999614215450289
22691,3,0.0,0.0,4,0.0,0.25,2024,0,1,145195.0,0.06866891692808574,,16.76812935940078,0.1103787345765469,0.0435786514278984,
23264,11,0.2727272727272727,0.0,13,0.23076923076923078,0.0,2024,0,0,4213869.0,0.06696394029090809,0.21927788302979603,18.90623747546075,0.3872268119019827,0.0913613893434837,-0.193127147766323
23272,8,0.125,0.125,4,0.0,0.0,2024,1,0,168218.0,0.05308527511450613,0.3131284365710413,15.728631984195992,0.4677785616340584,0.0508366964605862,-0.2152505446623093
23310,5,0.0,0.0,3,0.3333333333333333,0.0,2024,0,0,177959.0,0.05378003611949897,0.6379928815622493,15.16115166032723,0.8615775254592454,-0.0269071781636848,-0.6387434554973822
24112,12,0.25,0.0,4,0.0,0.25,2024,0,1,308038.0,0.005431790566542221,,17.084126305362425,2.158338193159924,-0.3482927060964509,
24171,7,0.5714285714285714,0.14285714285714285,3,0.0,0.0,2024,1,0,3443000.0,0.04438342743702787,,18.422558978964137,0.7742843454305904,0.0193635964386952,
24260,8,0.125,0.0,7,0.14285714285714285,0.0,2024,0,0,516045.0,0.04007019748536401,0.330357019487593,16.725156590095093,0.701815370668014,0.0240091961429299,-0.3258750002609367
24295,7,0.0,0.0,9,0.2222222222222222,0.0,2024,0,0,1995000.0,0.06971867901450288,0.27701373010714225,17.7073308560749,0.5839795918367346,0.129938775510204,-0.1861313867453952
24392,9,0.1111111111111111,0.2222222222222222,4,0.0,0.0,2024,1,0,1100267.0,0.04432499206473037,0.44464529847120027,18.112791147844938,0.3377257490464648,-0.0088350901717268,-0.5055432372505544
24716,5,0.2,0.0,4,0.0,0.0,2024,0,0,1907552.0,0.10695761184938042,0.5251215527293557,16.82499912830764,0.8795497485898697,0.0187884545402045,-0.4776005130177994
24783,8,0.25,0.0,5,0.0,0.0,2024,0,0,8369.0,0.00038994799885713413,,17.430028011508156,0.5779654625430034,-0.2404755414010714,
24805,5,0.4,0.0,4,0.0,0.0,2024,0,0,61212.0,3.445094368224508e-05,0.342633271560188,22.175752891712087,0.4157462437071749,0.1528860968300079,-0.4236526946107783
24821,7,0.14285714285714285,,6,0.0,,2024,0,0,5254119.0,0.06922786485203294,0.3051842281451493,18.446327847213013,0.7397425026766147,0.0383450410798928,-0.1093202522775051
24848,5,0.4,0.0,5,0.2,0.0,2024,0,0,506249.0,0.07505087532842698,0.6465990727661867,16.123471077431265,0.6709248819786234,0.0450052263306006,-0.0086206896551722
24910,8,0.25,0.0,7,0.14285714285714285,0.0,2024,0,0,73144.0,0.05783144723307392,0.43649138002424354,15.204456899473549,0.3153573186403505,0.0105205626458938,-0.4420168067226891
24929,10,0.3,0.0,6,0.5,0.0,2024,0,0,3051173.0,,0.25602805723915256,,,,
25011,6,0.0,0.0,6,0.0,0.0,2024,0,0,,,,,,,
25100,6,0.16666666666666666,0.0,6,0.0,0.0,2024,0,0,102856.0,0.03394860840278887,0.31197110349397233,15.28322245048508,0.6982138803653589,0.1610427500319752,0.0210526315789474
25232,8,0.0,,8,0.25,,2024,0,0,13666.0,0.09951647199324226,0.7478932307702585,13.095596314629248,0.2820987933294165,-0.0232829492557426,-0.6617466174661747
25291,7,0.14285714285714285,0.0,3,0.0,0.0,2024,0,0,843159.0,0.024842578431468452,0.47777215411955687,17.610184740951834,0.7633201943147077,-0.0204591619325289,-0.1184407796101949
25372,9,0.2222222222222222,0.1111111111111111,4,0.0,0.25,2024,1,1,3233000.0,0.08014775149982646,0.429453031499512,17.635264753929007,0.8847410786743579,0.0168666242624964,-0.5738077214231643
25585,7,0.2857142857142857,0.0,5,0.0,0.0,2024,0,0,448040.0,0.01715195408586811,0.3952714791536079,17.40982982346017,0.7178110835837919,0.1244188969231582,-0.2817294281729428
25780,7,0.14285714285714285,0.0,5,0.0,0.2,2024,0,1,868742.0,0.2712873958481014,0.3905926063189376,15.822054875008943,0.4305564276293967,0.0588226989698653,-0.2291963861150737
25917,8,0.25,0.0,6,0.0,0.0,2024,0,0,3126070.0,0.029475169121546293,0.34701072567530383,18.668971906768267,0.827391225893605,0.0047910527509392,-0.4404145077720206
26620,8,0.375,0.0,4,0.0,0.0,2024,0,0,264991.0,0.00692411071083166,0.1817620417510203,17.781152374668274,0.7254554748779133,0.0051535124737278,-0.3430711610486892
27707,2,0.0,0.0,2,0.0,0.0,2024,0,0,30929.0,0.004681091291042223,,16.00266257697785,0.7415675454965217,-0.0118388713913058,
