CD_CVM,board_size,pct_female_board,pct_black_brown_board,exec_size,pct_female_exec,pct_black_brown_exec,year,has_black_brown_board,has_black_brown_exec,despesas_financeiras,cost_of_debt_proxy,return_volatility,ln_total_assets,leverage,roa,past_12m_return
4170,13,0.15384615384615385,0.15384615384615385,6,0.0,0.0,2024,1,0,19743000.0,0.06986075971762708,0.2347865420619337,20.022741512047418,0.5693950536442856,0.0613126479625245,-0.2649238647082603
4820,11,0.09090909090909091,0.09090909090909091,6,0.0,0.0,2024,1,0,16626000.0,0.15706687576166947,0.45563868169224414,18.436307999838064,1.0421166625646074,-0.1186512429239478,-0.3626857457347276
5258,10,0.3,0.0,5,0.2,0.0,2024,0,0,1272105.0,0.08093883075566768,0.25824474663664493,16.913968900065612,0.7091247981614669,0.0546555827450906,-0.2405937175581156
5410,7,0.14285714285714285,0.14285714285714285,13,0.0,0.0,2024,1,0,113787.0,0.006196035782981978,0.2534215096962365,17.540955785727288,0.4426275330352465,0.1522971447781703,0.4642064372918979
6505,5,0.2,,4,0.0,,2024,0,0,2660000.0,0.0846810136253661,0.7005384982856514,17.338601035918614,0.9269084363657824,-0.0308359644722476,-0.7177734375
8133,8,0.375,0.0,6,0.3333333333333333,0.0,2024,0,0,327887.0,0.034184668543092586,0.448246105674966,16.829308166281578,0.4709959296995422,0.058762194574013,-0.2293641619833473
8451,7,0.14285714285714285,0.0,3,0.0,0.0,2024,0,0,498534.0,0.09302019230823054,0.38749003491368766,16.06065222003427,0.56762944338832,0.1294650474334586,0.2872093023380748
8656,5,0.0,0.0,9,0.1111111111111111,0.0,2024,0,0,3372.0,0.00011751251924781533,0.2717491015728787,18.280826880852626,0.330020706848301,0.0530257619424475,-0.0456238361603815
8672,8,0.25,0.0,5,0.4,0.0,2024,0,0,179470.0,0.042793573643717685,0.25348077305614436,15.95603238233724,0.4931698188378614,0.0470228039597011,-0.2959641255605382
9512,11,0.18181818181818182,0.18181818181818182,9,0.2222222222222222,0.1111111111111111,2024,1,1,114325000.0,0.1509673398187996,0.2934348320416232,20.840868411876293,0.6732619308195168,0.0329028260210509,0.0428684837258532
10456,8,0.125,0.0,4,0.0,0.0,2024,0,0,106015.0,0.03781730831656171,0.3820418931484966,15.73825808411214,0.409862384818103,0.0157019470812057,-0.3326337880377753
11312,6,0.0,,3,0.0,,2024,0,0,14031985.0,0.38926666487272393,1.0143706377661135,16.799202031155495,1.824194554950379,0.4863261430760196,-0.7950840604943661
12653,6,0.16666666666666666,0.0,5,0.0,0.2,2024,0,1,4182371.0,0.08240535376857365,0.19064574656729658,17.899650428986355,0.8545701464495395,0.0344656730857045,0.2117758784300203
13986,9,0.2222222222222222,0.0,8,0.0,0.0,2024,0,0,31134808.0,0.23318367594856013,0.29463926600876006,18.927113362585533,0.8046502598093405,-0.0424543290322501,0.1756422454804949
14176,6,0.3333333333333333,0.0,9,0.4444444444444444,0.1111111111111111,2024,0,1,2518133.0,0.10791369280437103,,17.181562994567827,0.8056457327456974,0.0371230609180428,
14311,9,0.1111111111111111,0.1111111111111111,9,0.1111111111111111,0.0,2024,1,0,147583.0,0.0046486903530863375,0.22247000911861958,17.865278795312523,0.5532401835795929,0.0487829776567594,-0.0935093509350935
14320,8,0.125,0.0,6,0.0,0.0,2024,0,0,0.0,0.0,0.46729932681733805,17.50117961426146,0.3307627272314586,8.432026753752465e-05,-0.3988700564971751
14443,9,0.2222222222222222,0.0,3,0.0,0.0,2024,0,0,3220178.0,0.07312374833595899,0.2353052847743775,18.209532831412428,0.5439034412588187,0.1183167062782226,0.2255920230091468
14460,8,0.125,0.125,6,0.16666666666666666,0.0,2024,1,0,344931.0,0.030547337120898133,0.35325260198704783,16.871442045214437,0.5315996516541953,0.090440913175213,-0.3047579983593108
