CD_CVM,board_size,pct_female_board,pct_black_brown_board,exec_size,pct_female_exec,pct_black_brown_exec,year,has_black_brown_board,has_black_brown_exec,leadership_n,pct_female_leadership,pct_black_brown_leadership,cost_of_debt_proxy,return_volatility,ln_total_assets,leverage,sector_group,market_cap,roa,roe,past_12m_return,total_equity,market_to_book
9512,11,0.0909090909090909,0.1818181818181818,9,0.1111111111111111,0.125,2023,1,1,4528.0,0.0231890459363957,0.2124558303886926,0.0339272572799559,0.3380836200774406,20.77290135798673,0.6361743592085931,Utilities/Energy,508474490331.39996,0.1191049854979788,0.3273683109274468,0.5604483586869493,382340000.0,1329.9013713746926
10456,8,0.125,0.0,3,0.0,0.0,2023,0,0,128.0,0.4375,0.0546875,0.0753941849024701,0.5344993101137903,15.660398228774216,0.41089966177202,Consumer/Textile/Food,6912589686.639999,-0.2951429096583124,-0.5010061792632906,-0.2368024132730015,3727467.0,1854.5005728125827
11312,9,0.1111111111111111,0.0,3,0.3333333333333333,0.0,2023,0,0,1537.0,0.328562134027326,0.0,0.1344965850771567,1.049762145716521,17.078363497123462,2.044382013891385,TechTelecom,418705679.99009275,-0.2077692582683001,0.1989399046562937,-0.68,-27283395.0,
12653,11,0.3636363636363636,0.0,6,0.0,0.0,2023,0,0,1648.0,0.0,0.1802184466019417,0.0246113396670901,0.2277301205965133,17.83071612903802,0.7522754975269096,Industrials/Materials,123593640620.0,0.0513647320838269,0.2073461913175364,0.0978260870877834,13732531.0,9000.06274298598
13986,9,0.3333333333333333,0.0,7,0.0,0.0,2023,0,0,1404.0,0.2421652421652421,0.3233618233618233,0.0471657569681338,0.2624229801839091,18.78249364097532,0.6879353993691546,Industrials/Materials,72548062922.45,0.0982386226629044,0.3148021994943127,0.0816643982111609,44810300.0,1619.004178111952
14176,6,0.3333333333333333,0.0,9,0.4444444444444444,0.1111111111111111,2023,0,1,,,,0.0934456768406093,,17.169997286773796,0.9014031865216976,Utilities/Energy,,0.0454656253443612,0.461126721446901,,2822916.0,
14311,9,0.1111111111111111,0.1111111111111111,7,0.1428571428571428,0.0,2023,1,0,387.0,0.2299741602067183,0.0904392764857881,0.0719030175315984,0.224202312030724,17.83762619689866,0.5666057269240977,Utilities/Energy,28306872508.59,0.0416912684721355,0.0961970913372774,0.4968454258675079,24191667.0,1170.1083893305079
14320,8,0.0,0.0,6,0.0,0.0,2023,0,0,305.0,0.1639344262295081,0.2426229508196721,0.0,0.3065942837495261,17.50842563299488,0.3389372639654083,Industrials/Materials,,0.0408440359086933,0.0617854156380039,0.2639455782312925,26549437.0,
14443,11,0.2727272727272727,0.1818181818181818,6,0.5,0.0,2023,1,0,1904.0,0.0756302521008403,0.1948529411764706,0.0758746059169949,0.285411841449829,17.934075377332036,0.5142848353572891,Utilities/Energy,9990478515.340633,0.0573202561333151,0.1180120784894158,0.4014503531071958,29857376.0,334.6067154508365
14460,9,0.1111111111111111,0.1111111111111111,6,0.1666666666666666,0.0,2023,1,0,350.0,0.4057142857142857,0.2114285714285714,0.0628936397000058,0.3961371396192088,16.670324220459726,0.5106943676890485,Construction/RealEstate,8051534807.922884,0.0636513309385649,0.1300850158579717,0.9900826446280993,8499826.0,947.2587801118381
14826,8,0.0,0.0,4,0.0,0.0,2023,0,0,1099.0,0.3803457688808007,0.4176524112829845,0.0,0.5452458298664877,16.90882315985713,0.7858503401360544,Commerce/Retail,1096764620.1399999,-0.0967800453514739,-0.4519271495129182,-0.207268252019779,4722000.0,232.266967416349
15253,7,0.1428571428571428,0.1666666666666666,5,0.2,0.0,2023,1,0,1207.0,0.2195526097763049,0.3628831814415907,0.0795522682417503,0.2949966331701552,18.03602468300056,0.7691193034143518,Utilities/Energy,112036117834.95245,0.0379549292358866,0.1643919556601247,0.2915067179772435,15715696.0,7128.931345767471
16101,5,0.0,0.0,7,0.4285714285714285,0.0,2023,0,0,131.0,0.4503816793893129,0.366412213740458,0.0488705421409422,1.2069656298687037,15.449907388989567,0.6669587514739976,Construction/RealEstate,15782022562.461082,-0.0381303321164216,-0.1144913198745849,0.8409893990849842,1707291.0,9243.897239815053
16292,9,0.2222222222222222,0.0,8,0.0,0.0,2023,0,0,3033.0,0.2713484998351467,0.2522255192878338,0.0966494920274925,0.6157840532424372,17.86332397750545,0.7268537607061311,Consumer/Textile/Food,23234955527.260002,-0.0326311122922177,-0.1194638900267303,1.01018922852984,15643656.0,1485.2637725644186
16306,5,0.2,0.0,2,0.5,0.0,2023,0,0,18.0,0.5,0.3333333333333333,0.0739514696613762,0.5154560327923433,13.203906497357725,2.573809172688394,Construction/RealEstate,,0.4695159268544462,-0.2983309126686657,0.6144578313253009,-853760.0,
17329,9,0.2222222222222222,0.0,8,0.125,0.0,2023,0,0,285.0,0.119298245614035,0.2210526315789473,0.0744247848149097,0.1773159709227401,17.558510539822407,0.7675232086377963,Utilities/Energy,26418574611.308468,0.0812102497999205,0.349326267469828,0.2257977287548616,9816210.0,2691.32125446669
17450,10,0.3,0.1,5,0.0,0.0,2023,1,0,485.0,0.2288659793814433,0.1505154639175257,0.0974854454414627,0.2703814316227151,17.712185095981603,0.6776693922609565,TransportLogistics,42569242379.549995,0.0146616557845176,0.0454863901612085,0.338192419825073,15871055.0,2682.193614699842
17671,12,0.3333333333333333,0.0833333333333333,5,0.0,0.0,2023,1,0,4122.0,0.3508005822416303,0.2234352256186317,0.0858153074133654,0.2205983160243515,18.609133301028614,0.4233188264372155,TechTelecom,44157160979.2,0.0417430952546994,0.072385049431746,0.4498100922409116,69627320.0,634.1930291040931
17892,8,0.25,,3,0.0,,2023,0,0,299.0,0.1705685618729097,0.3244147157190635,0.0646933729239325,0.3224284026133647,15.364740824135549,0.5290800780399525,TransportLogistics,8097276357.53,0.107119924296573,0.2274695108474536,0.3540462427745663,2217018.0,3652.327747239761
17973,6,0.3333333333333333,0.0,6,0.0,0.0,2023,0,0,1937.0,0.551368094992256,0.275684047496128,0.1039535192810958,0.459105118605218,17.03980618911259,0.4944960115353907,Other,5953959703.148166,-0.0203435625027077,-0.0402441186754989,0.7715736041232704,12706279.0,468.5840522743256
18376,9,0.0,0.1111111111111111,5,0.6,0.0,2023,1,0,109.0,0.1926605504587156,0.0825688073394495,0.0575982353542415,0.2123065944986784,17.396558557274215,0.5045630945436566,Utilities/Energy,17460407556.0,0.0805421579856688,0.1625679417472585,0.2200736648250461,17791712.0,981.378720383963
18465,9,0.2222222222222222,0.0,5,0.0,0.0,2023,0,0,1174.0,0.3160136286201022,0.2061328790459966,0.0776154947116993,0.3212839857961701,17.459705724748318,0.6332260918090136,Utilities/Energy,29569367144.68,0.0658202110040125,0.1794571792978758,1.2485156912637834,14029826.0,2107.6075458583737
18627,9,0.1111111111111111,0.0,8,0.125,0.0,2023,0,0,142.0,0.3309859154929577,0.0985915492957746,0.0682882058521773,0.2412434493444375,16.749575118996827,0.4817991262985002,Utilities/Energy,44112089099.61,0.0799495104873163,0.1542828554422117,0.7323442136498515,9744200.0,4527.009821186963
18660,4,0.25,0.0,8,0.125,0.125,2023,0,1,12.0,0.3333333333333333,0.0833333333333333,0.0817167697418893,0.2410425558979743,18.13261495789193,0.7332476231181331,Utilities/Energy,44373318484.399994,0.0738571612280001,0.2768753631788942,0.2794019933554816,19998753.0,2218.8042666660263
18724,9,0.1111111111111111,0.0,2,0.0,0.0,2023,0,0,19.0,0.0526315789473684,0.0,0.009355233083506,0.2926015104015051,15.88116473929956,0.0071528167312974,Industrials/Materials,10086859012.6,0.240368683288093,0.2421003829579683,-0.1179099346854589,7834019.0,1287.5714256756335
18821,11,0.1818181818181818,0.0,7,0.0,0.0,2023,0,0,1935.0,0.3297157622739018,0.2558139534883721,0.0,0.259095158859191,17.81633409222826,0.7606793658899347,TransportLogistics,28643600000.0,0.0339384096797379,0.1418114647988499,0.399802566633761,13077229.0,2190.341700065052
19445,6,0.0,0.0,5,0.2,0.25,2023,0,1,1345.0,0.041635687732342,0.5368029739776952,0.0507965643486328,0.3207078435351714,16.46803839440322,0.4662510131352219,Utilities/Energy,7787582853.12,0.0972064353264016,0.1821201308453786,0.3571901921802518,7573825.0,1028.2232363594353
19453,9,0.1111111111111111,0.0,5,0.2,0.0,2023,0,0,324.0,0.2839506172839506,0.2037037037037037,0.0820204337658101,0.4413740721306134,17.07206363623357,0.8849664334236097,TransportLogistics,6559468390.08,0.0229828303274346,0.1997923824449311,1.3432835820895526,2986260.0,2196.5496608064936
19550,3,0.0,0.0,4,0.5,0.0,2023,0,0,,,,0.2074879113684293,0.5164626967043792,16.788862448663174,0.5207430817363731,Healthcare/Pharma,15542269155.33,0.3292850713419252,0.6870742159235643,0.7043390514631684,9373002.0,1658.1954378469138
19569,9,0.1111111111111111,0.0,3,0.3333333333333333,0.0,2023,0,0,455.0,0.3538461538461538,0.167032967032967,0.0768973583238572,,16.63248655156494,2.385079833463608,TransportLogistics,,-0.0730745440355409,0.0527583625651429,,-23167114.0,
19623,7,0.1428571428571428,0.0,13,0.1538461538461538,0.0,2023,0,0,3040.0,0.6710526315789473,0.1269736842105263,0.1168521362008638,,17.08177365865215,0.7202242000213633,Healthcare/Pharma,,-0.0430992782262371,-0.1540493431866807,,7333819.0,
19739,8,0.25,0.0,8,0.125,0.1666666666666666,2023,0,1,1693.0,0.4766686355581807,0.0,0.0945102985963685,0.3253374818211839,18.20930621520316,0.68624175516934,TransportLogistics,65572922410.549,0.0222749222195576,0.0709939024282206,0.2850334411291422,25397815.0,2581.833217170414
19763,3,0.0,0.0,2,0.5,0.0,2023,0,0,169.0,0.2130177514792899,0.1715976331360946,0.0952377722879889,,17.437861859602926,0.6776517100135808,Utilities/Energy,,0.0370097492180657,0.1148129224436867,,12064034.0,
19836,10,0.2,0.0,4,0.25,0.0,2023,0,0,42.0,0.5238095238095238,0.0238095238095238,0.1429117741305704,0.3169379375563158,18.75619096083809,0.6354982250003793,Consumer/Textile/Food,36282013243.52,0.0349246105801934,0.0958146516028071,0.2331210191082802,50981180.0,711.6746462816278
19879,9,0.0,0.0,7,0.1428571428571428,1.0,2023,0,1,160.0,0.26875,0.175,0.0699976548461082,0.8079235869614512,16.981699950057074,0.8694735272718196,Utilities/Energy,2980442592.0,0.0107586409981457,0.0824249730593005,0.7543859649122808,3095688.0,962.7722793769915
19909,3,0.3333333333333333,0.0,4,0.25,0.0,2023,0,0,,,,0.0498393644129131,,16.851488884215865,0.3692914931787765,Commerce/Retail,,0.1229944012243593,0.1950098974314651,0.0727272727272727,13132195.0,
19925,3,0.0,0.0,2,0.0,0.0,2023,0,0,10.0,0.1,0.0,,,,,Other,,,,,,
19992,7,0.4285714285714285,0.0,8,0.125,0.0,2023,0,0,1529.0,0.368868541530412,0.1484630477436233,0.0977868234513542,0.3304856245748494,15.99353645892257,0.4322402892332645,TechTelecom,20792901367.89,0.086583658592389,0.152500533148894,0.3248132127408571,5012671.0,4148.068239046608
20010,7,0.2857142857142857,0.0,9,0.0,0.1111111111111111,2023,0,1,723.0,0.2351313969571231,0.5076071922544951,0.1021971178509876,0.2287210792685407,18.45646722070673,0.7560515545159573,Utilities/Energy,40689169033.36997,0.0277517194236255,0.1137605913764301,0.3631871907915371,25283659.0,1609.306984933232
20087,11,0.0909090909090909,0.0909090909090909,4,0.0,0.0,2023,1,0,945.0,0.1566137566137566,0.0338624338624338,0.0465078051862141,0.3284656396381825,17.770616577480375,0.7181248303200837,Industrials/Materials,16579012335.16,0.0150256043785023,0.053305881449454,0.6523985239852399,14714230.0,1126.7332599232172
20257,11,0.0909090909090909,0.0,4,0.0,0.0,2023,0,0,74.0,0.2297297297297297,0.2837837837837837,0.0823714855874372,0.1575578637764186,16.783288525384126,0.65656701419368,Utilities/Energy,39665604151.98,0.0703305153836851,0.2047867219817616,0.1662108781525373,6679310.0,5938.5781094124995
20362,9,0.1111111111111111,0.0,4,0.25,0.0,2023,0,0,330.0,0.303030303030303,0.1909090909090909,0.12016657030903,0.5540046981101124,15.33760969436498,0.6515745990742133,TechTelecom,,0.0547558149762333,0.1571521904853776,-0.0781456953642384,1596427.0,
20478,3,0.0,0.0,2,0.0,0.0,2023,0,0,42.0,0.3571428571428571,0.1666666666666666,0.0868797898336751,1.4917431227282214,13.415332946376148,5.954547963969018,Other,875097798750.0,1.670236242560068,-0.3371117314246495,-0.9625,-3320543.0,
20494,3,0.0,0.0,5,0.6,0.0,2023,0,0,,,,0.1585410126894769,,15.631069069936348,0.4034598707430881,Commerce/Retail,,0.0506055245766666,0.0848317189318077,,3665445.0,
20524,5,0.2,0.0,9,0.1111111111111111,0.0,2023,0,0,95.0,0.431578947368421,0.1473684210526315,0.0143367439772096,0.4479331110460405,15.803197080261269,0.6054172639820438,Construction/RealEstate,1639999999.9999998,0.0467613849121526,0.1185084410536012,0.8303571428571426,2879913.0,569.4616469316954
20605,6,0.0,0.0,6,0.3333333333333333,0.0,2023,0,0,358.0,0.4748603351955307,0.329608938547486,0.0542507724857748,0.4017458590360544,16.2204779461169,0.5285329058701476,Other,3783859973.3700004,0.0449414965730941,0.0953226580023339,0.2241758241758242,5222945.0,724.4686615252507
20745,6,0.1666666666666666,0.0,4,0.0,0.0,2023,0,0,414.0,0.108695652173913,0.3671497584541063,0.1163939504366311,0.2366570044324002,16.579078590850294,0.6694146774806106,Consumer/Textile/Food,7416413560.599256,0.059154969016136,0.1789400949967053,-0.0995215311483826,5241866.0,1414.8422643003953
20770,6,0.0,0.0,7,0.0,0.0,2023,0,0,57.0,0.4736842105263157,0.2631578947368421,0.0431210677094865,0.4525333411884328,15.586950986577742,0.1997259545157974,Other,3249952204.074876,0.0418579304123132,0.0523044957518112,0.4473684208195372,4705064.0,690.7349621758335
20788,7,0.1428571428571428,0.0,4,0.0,0.0,2023,0,0,2683.0,0.201639955273947,0.2705926202012672,0.1614440968026706,0.4241318311147433,18.690361531116835,0.809935442071711,Consumer/Textile/Food,,-0.0276526750836068,-0.1454909604663912,0.2603763078255776,24889835.0,
20915,7,0.2857142857142857,0.0,7,0.1428571428571428,0.2857142857142857,2023,0,1,1383.0,0.4201012292118583,0.2711496746203904,0.0266955159804101,0.5608845240278996,17.03725035773832,0.6982796780210614,Construction/RealEstate,6320543515.33,-0.0007354506686462,-0.0024375244724072,0.4993324432576769,7564642.0,835.5376917149549
20931,10,0.1,0.3,6,0.0,0.0,2023,1,0,1201.0,0.2264779350541215,0.0,0.0750326011422964,0.4516142113231817,17.168712849302004,0.9769340963890732,Consumer/Textile/Food,3995803422.1069407,0.0138326526464115,0.5997013115002653,-0.3956310679611651,659550.0,6058.378321745039
20982,7,0.2857142857142857,0.0,6,0.0,0.0,2023,0,0,39.0,0.3846153846153846,0.1025641025641025,0.0800101935160374,0.2776399712530761,16.261063232386647,0.3989734178711761,Other,17073624067.500002,0.0884598008966688,0.1471811788812168,0.4041501976284587,6933998.0,2462.305882911994
20990,7,0.1428571428571428,0.0,2,0.5,0.0,2023,0,0,9367.0,0.5247144229742714,0.6782320913846482,0.0757616367372465,1.4104352473801445,17.1155976382573,2.0639867232159324,Commerce/Retail,82130184773.0,-0.0837912594504886,0.0787521663778162,-0.8761904761904762,-28850000.0,
21016,9,0.1111111111111111,0.0,4,0.25,0.0,2023,0,0,1426.0,0.5336605890603086,0.1837307152875175,0.1609665724047353,0.6464309952248161,16.044190304428486,0.6708421641079134,Other,6929772039.42,0.0166513487451435,0.0505877330856027,1.332986472424558,3057085.0,2266.7907629064944
21091,8,0.125,0.0,7,0.2857142857142857,0.0,2023,0,0,683.0,0.2913616398243045,0.1566617862371888,0.0931182865694849,0.4751023253863418,16.701460944877947,0.6360567572799357,Construction/RealEstate,5912472861.9207945,0.0452702703833818,0.1243882701188179,0.1915436242000521,6522078.0,906.5320687548959
21350,7,0.2857142857142857,0.0,7,0.1428571428571428,0.0,2023,0,0,239.0,0.4225941422594142,0.4393305439330544,0.0527457181928917,0.3658728446771387,15.839914699569205,0.7212495961882815,Construction/RealEstate,1294888333.2754998,0.0510958188746946,0.1833031205551444,0.5602787456836431,2110586.0,613.5207630845176
21431,9,0.3333333333333333,0.0,5,0.2,0.0,2023,0,0,1280.0,0.396875,0.36328125,0.0966786848433185,0.2943388845631396,17.014540795413524,0.5300505929494327,Healthcare/Pharma,22414247770.237072,0.0673453331016337,0.1433033685993933,-0.1590214067278287,11517873.0,1946.0405380608966
21881,10,0.2,0.0,4,0.25,0.0,2023,0,0,966.0,0.6625258799171843,0.2846790890269151,0.0935115996573141,0.2934387704145488,16.26478726672016,0.5586283139987952,Healthcare/Pharma,9871326109.039999,0.0363406012866356,0.0823355970471936,0.21578947352814,5111070.0,1931.3619475060993
22187,8,0.125,0.0,3,0.0,0.0,2023,0,0,139.0,0.1294964028776978,0.2517985611510791,0.1785148010220159,0.370563985440178,17.158758577775437,0.5097907762273598,Utilities/Energy,41079359960.7,0.1829648349266636,0.3732382543081707,0.3026874115983025,13878280.0,2959.974864370801
22349,5,0.4,0.0,3,0.0,0.0,2023,0,0,832.0,0.5252403846153846,0.2079326923076923,0.0558365238339834,0.4389435801335729,15.60324594140873,0.5098483844452655,Consumer/Textile/Food,7162133463.18,0.0667134210991341,0.1361077245938085,-0.1273833671399594,2929099.0,2445.1660606828245
22357,9,0.2222222222222222,0.0,10,0.3,0.0,2023,0,0,354.0,0.3502824858757062,0.3107344632768362,0.0671535465399558,0.2995729774461177,17.135465164938214,0.4538963765806509,Commerce/Retail,15238024933.95,0.1263204743322223,0.2313122801516769,0.6687617850408549,15104732.0,1008.8245811941583
22470,7,0.4285714285714285,0.0,6,0.1666666666666666,0.0,2023,0,0,5577.0,0.4654832347140039,0.4125874125874126,0.1004980044017976,0.7514854645460017,17.438652559175765,0.7434116457460882,Commerce/Retail,151072655145.85013,-0.0261407622098233,-0.1018782098892735,-0.0886075949423521,9610534.0,15719.48604997913
22691,3,0.0,0.0,4,0.0,0.0,2023,0,0,,,,0.277938426040183,,16.82491212952157,0.2653961134807474,TransportLogistics,,0.0355743844111911,0.0484266215630194,,14894287.0,
23264,11,0.1818181818181818,0.0,14,0.2142857142857142,0.0,2023,0,0,7427.0,0.2781742291638616,0.2130065975494816,0.1196192839241337,0.2253614838365122,18.703180408395365,0.3957983652394184,Consumer/Textile/Food,216352635223.28,0.1127864358689728,0.1866701931610382,-0.0754208754208753,80143802.0,2699.555421931193
23272,7,0.1428571428571428,0.1428571428571428,3,0.0,0.0,2023,1,0,78.0,0.3974358974358974,0.2564102564102564,0.0687349735788732,0.4509833159069676,15.64880296892971,0.4032690350622637,Construction/RealEstate,2329228711.2000003,0.0311714308783593,0.0522369923967524,0.5713301171605789,3732221.0,624.0864919842636
23310,7,0.0,0.0,2,0.0,0.0,2023,0,0,369.0,0.2655826558265582,0.1653116531165311,0.0940800631039242,0.7960336721492198,15.20949626470682,0.8491747715885647,Other,1839568839.5,-0.1133448643027187,-0.7514980450984359,-0.0437158469945355,607959.0,3025.810687069358
24112,12,0.25,0.0,4,0.0,0.25,2023,0,1,2898.0,0.4006211180124223,0.1559696342305038,0.0951656703198176,,16.837539474037687,2.0387153617638885,TransportLogistics,,-0.1159336945388498,0.111612573382931,,-21327848.0,
24171,5,0.2,0.2,3,0.0,0.0,2023,1,0,5468.0,0.3717995610826627,0.440929041697147,0.0625668969543641,,18.345590751312788,0.7754888644546494,Commerce/Retail,,-0.0068882995925231,-0.0306813271234455,,20827000.0,
24260,8,0.125,0.0,7,0.1428571428571428,0.0,2023,0,0,689.0,0.4412191582002903,0.4644412191582003,0.1022305111487241,0.4445192695097002,16.470875408498866,0.6419135194172216,Other,15127541348.95702,0.073377583427107,0.2049158161673307,1.1423868309121883,5095634.0,2968.726040558843
24295,8,0.25,0.0,9,0.1111111111111111,0.0,2023,0,0,273.0,0.2271062271062271,0.2014652014652014,0.0728648648648648,0.3659188333655344,17.587834619032844,0.6382097927830547,Commerce/Retail,23777791475.789997,0.1096110945010464,0.3029686606064459,0.5971929823068651,15731000.0,1511.5244724295974
24392,9,0.1111111111111111,0.2222222222222222,4,0.0,0.0,2023,1,0,3914.0,0.6686254471129279,0.4831374552887072,0.1212920796212377,0.8880563172039879,18.1085166850603,0.3269881478249742,Healthcare/Pharma,503256656509.386,-0.0103490763176554,-0.0153772571526185,-0.0305010893246185,49255143.0,10217.342308992707
24716,5,0.2,0.0,4,0.0,0.0,2023,0,0,335.0,0.2,0.2805970149253731,0.1102409918517592,0.481084070835468,16.850887781593414,0.7724381471592872,TransportLogistics,10079489449.099108,0.028207213612147,0.1239540514371332,-0.1235857270901015,4735295.0,2128.5874373400407
24783,9,0.3333333333333333,0.0,5,0.0,0.0,2023,0,0,806.0,0.5831265508684863,0.1029776674937965,0.1280662673776084,,17.570809926347792,0.4591326435307822,Healthcare/Pharma,,0.0695840399616207,0.1286526892949601,,23120465.0,
24805,5,0.4,0.0,2,0.5,0.0,2023,0,0,580.0,0.8189655172413793,0.3344827586206896,0.0692458021760535,0.3699278039291725,21.89932980408452,0.4034649514002165,Commerce/Retail,8089773588.25,0.1139084667508952,0.1909501663284777,0.7700258397932815,1933722081.0,4.183524441147445
24821,7,0.1428571428571428,,7,0.1428571428571428,,2023,0,0,293.0,0.6348122866894198,0.0,0.1854308384823125,0.4440620676574449,18.31911696710682,0.7361631126821621,Healthcare/Pharma,65840054888.4,0.0233965671650183,0.0886781503635353,0.1536301644604893,23835646.0,2762.2517505252426
24848,5,0.4,0.0,5,0.2,0.0,2023,0,0,1145.0,0.5694323144104804,0.3606986899563318,0.0993727182640516,0.7815624402488964,16.0580967833169,0.6800988483758591,Consumer/Textile/Food,2413558882.44,0.0002481509199316,0.0007757112429005,3.0153846153846158,3012719.0,801.1231324395006
24910,8,0.25,0.0,8,0.25,0.0,2023,0,0,672.0,0.3839285714285714,0.1413690476190476,0.2077658075926612,0.6171002670998044,15.342520319816884,0.3740436296854218,TechTelecom,3587287732.7799997,-0.0160140717941233,-0.0255833673936018,-0.1096296296296296,2882146.0,1244.6585748189023
24929,10,0.3,0.0,6,0.5,0.0,2023,0,0,837.0,0.3440860215053763,0.1493428912783751,0.1014577720257571,0.220770402891079,17.82756270047402,0.5292097981048045,TechTelecom,,0.0513466158148377,0.1090647503030834,0.4600977198697069,26015940.0,
25011,6,0.0,0.0,6,0.0,0.0,2023,0,0,1137.0,0.6763412489006156,0.2137203166226912,0.091801160527342,,16.05349931481616,0.3824137886158325,Consumer/Textile/Food,,-0.1725037330158181,-0.2793192753270728,,5789536.0,
25100,6,0.0,0.0,6,0.0,0.0,2023,0,0,111.0,0.3063063063063063,0.7117117117117117,0.0477923364818765,0.379249611527814,14.944336127212884,0.6775638473581859,Construction/RealEstate,5250832833.12,0.1602869706984715,0.4971122790828301,0.6860356138706654,996980.0,5266.738383036771
25232,8,0.0,,8,0.25,,2023,0,0,103.0,0.4563106796116505,0.2427184466019417,0.0182333543672522,0.5293158258050666,13.794281814247308,0.2007242120746275,TechTelecom,691315726.35,-0.0261002354455334,-0.0326548556078247,-0.3429752066115702,782487.0,883.4852545154105
25291,7,0.1428571428571428,0.0,3,0.0,0.0,2023,0,0,141.0,0.1489361702127659,0.1560283687943262,0.0910444604819534,0.4960671784793272,16.817217845516833,0.7234031174573896,Utilities/Energy,6318475250.04,0.0211340954792026,0.0764075693295166,-0.1873519456826039,5565090.0,1135.3770109809545
