CD_CVM,board_size,pct_female_board,pct_black_brown_board,exec_size,pct_female_exec,pct_black_brown_exec,year,has_black_brown_board,has_black_brown_exec,leadership_n,pct_female_leadership,pct_black_brown_leadership,cost_of_debt_proxy,return_volatility,ln_total_assets,leverage,sector_group,market_cap,roa,roe,past_12m_return,total_equity,market_to_book
25372,9,0.2222222222222222,0.2,5,0.4,0.2,2023,1,1,6194.0,0.3929609299321924,0.6159186309331611,0.0781383765273562,0.4507397557780104,17.580818504027782,0.8927669824211965,Commerce/Retail,18290303196.0,0.0164439400606804,0.1533477321814254,-0.2768572955638696,4630000.0,3950.3894591792655
25585,7,0.2857142857142857,0.2857142857142857,5,0.0,0.0,2023,1,0,304.0,0.1118421052631579,0.2960526315789473,0.0930026619758267,0.3618572935408382,17.206341223763722,0.6396605256107109,Industrials/Materials,42950203101.54,0.1201975170260087,0.3335674428390672,1.0390625,10698697.0,4014.526544825038
25780,7,0.1428571428571428,0.0,3,0.0,0.0,2023,0,0,51.0,0.196078431372549,0.7058823529411765,0.0597235063715197,0.4654160889901935,15.7367157514959,0.3384446809457762,Utilities/Energy,6370066056.719999,0.1038100598841677,0.1569181849109417,-0.2295140120610146,4517883.0,1409.9670258658755
26620,7,0.2857142857142857,0.0,2,0.0,0.0,2023,0,0,74.0,0.0,0.0,0.0711851431081842,0.1935473947502684,17.182618680679667,0.5734043117127121,Utilities/Energy,13310000000.0,-0.0109568495907697,-0.025684388969705,-0.0731197771587742,12368953.0,1076.0813789170352
2437,10,0.2,0.0,11,0.0909090909090909,0.1818181818181818,2024,0,1,696.0,0.2313218390804597,0.2442528735632184,0.0930185587011364,0.2442080716445799,19.484947692830243,0.5791243790822639,Utilities/Energy,62728791255.37137,0.035811589231677377,0.08508829557195252,,121999776.0,514.1713641783356
2453,9,0.0,0.1111111111111111,7,0.2857142857142857,0.0,2024,1,0,208.0,0.1923076923076923,0.1682692307692307,0.0603142053039787,0.2504551406365932,17.905291991599427,0.5415280494684165,Utilities/Energy,31794396853.449997,0.11919745757166846,0.2599885498632203,,27383079.0,1161.0964878511286
2577,3,0.0,0.0,4,0.5,0.0,2024,0,0,,,,0.0911244903819072,,16.489210762026623,0.4522315832774404,Utilities/Energy,,0.07437127501095492,0.13577138210329381,,7939081.0,
3980,7,0.1428571428571428,0.0,9,0.1111111111111111,0.0,2024,0,0,4551.0,0.2606020654801143,0.1716106350252691,0.0960046482092778,0.2913238447037969,18.279284135738717,0.3299069776287238,Industrials/Materials,36791456374.86,0.05297573989172522,0.07905729223124656,,58173786.0,632.440466825728
4030,5,0.0,0.2,8,0.0,0.0,2024,1,0,1570.0,0.1490445859872611,0.3254777070063694,0.0815334622428947,0.3966349813200031,18.459003496367245,0.8512211162145593,Industrials/Materials,11749192370.42,-0.014803103947510426,-0.09949734512633193,,15459116.0,760.017090913866
4170,13,0.1538461538461538,0.1538461538461538,6,0.0,0.0,2024,1,0,5364.0,0.2259507829977628,0.3167412378821775,0.0832115496894959,0.2347865420619337,20.022741512047418,0.5693950536442856,Industrials/Materials,,0.06131264796252456,0.1423872356354108,,213720000.0,
4820,11,0.0909090909090909,0.0909090909090909,6,0.0,0.0,2024,1,0,985.0,0.3289340101522842,0.1187817258883248,0.184727877339329,0.4556386816922441,18.436307999838064,1.0421166625646074,Industrials/Materials,9231666717.72,-0.11865124292394783,2.817204301075269,,-4278000.0,
5258,10,0.3,0.0,5,0.2,0.0,2024,0,0,4011.0,0.5160807778608826,0.3886811269010222,0.087657471726716,0.2582447466366449,16.913968900065612,0.7091247981614669,Commerce/Retail,37055057253.21764,0.05465558274509068,0.18790045490172233,,6446887.0,5747.744183079003
5410,7,0.1428571428571428,0.1428571428571428,13,0.0,0.0,2024,1,0,1961.0,0.11116777154513,0.0224375318714941,0.0938843694165324,0.2534215096962365,17.540955785727288,0.4426275330352465,Other,221492470754.46002,0.15229714477817036,0.2732412413686756,,23125217.0,9577.962911849001
6505,5,0.2,,4,0.0,,2024,0,0,1484.0,0.330188679245283,0.3429919137466307,0.0846173436903094,0.7005384982856514,17.338601035918614,0.9269084363657824,Commerce/Retail,274801421.33,-0.03083596447224763,-0.421881308033912,,2477000.0,110.94122782801776
8133,8,0.375,0.0,6,0.3333333333333333,0.0,2024,0,0,2912.0,0.5999313186813187,0.3286401098901099,0.0506392077516678,0.448246105674966,16.829308166281578,0.4709959296995422,Commerce/Retail,12841742267.039999,0.05876219457401303,0.11108079856670657,,10772951.0,1192.0357074899903
8451,7,0.1428571428571428,0.0,3,0.0,0.0,2024,0,0,665.0,0.0992481203007518,0.0646616541353383,0.1311668787855097,0.3874900349136876,16.06065222003427,0.56762944338832,Industrials/Materials,7623348509.023975,0.1294650474334586,0.299430767090215,,4082336.0,1867.398594585055
8656,5,0.0,0.0,9,0.1111111111111111,0.0,2024,0,0,4551.0,0.2606020654801143,0.1716106350252691,0.0959196635350323,0.2717491015728787,18.280826880852626,0.330020706848301,Industrials/Materials,7639304350.555882,0.05302576194244758,0.07914537431896616,,58253714.0,131.1384944581539
8672,8,0.25,0.0,5,0.4,0.0,2024,0,0,138.0,0.6014492753623188,0.144927536231884,0.116315684809247,0.2534807730561443,15.95603238233724,0.4931698188378614,Commerce/Retail,20833857664.95,0.04702280395970119,0.09277822376694307,,4310020.0,4833.819254887449
9512,11,0.1818181818181818,0.1818181818181818,9,0.2222222222222222,0.1111111111111111,2024,1,1,4624.0,0.0512543252595155,0.2173442906574394,0.122753316791741,0.2934348320416232,20.840868411876293,0.6732619308195168,Utilities/Energy,507944958111.00995,0.03290282602105091,0.10070092567902175,,367514000.0,1382.110499493924
10456,8,0.125,0.0,4,0.0,0.0,2024,0,0,107.0,0.4018691588785046,0.0560747663551401,0.0457688776198157,0.3820418931484966,15.73825808411214,0.409862384818103,Consumer/Textile/Food,4344275731.92,0.01570194708120575,0.02660726358946967,,4036379.0,1076.2804315253845
11312,6,0.0,,3,0.0,,2024,0,0,1224.0,0.3586601307189542,0.3774509803921568,0.2627588583089463,1.0143706377661137,16.799202031155495,1.824194554950379,TechTelecom,442363128.92,0.4863261430760196,-0.5900623101123242,,-16286602.0,
12653,6,0.1666666666666666,0.0,5,0.0,0.2,2024,0,1,1591.0,0.0,0.2545568824638592,0.0789942678388021,0.1906457465672965,17.899650428986355,0.8545701464495395,Industrials/Materials,141949131803.02368,0.03446567308570454,0.23699173343213079,,8637200.0,16434.623697844636
13986,9,0.2222222222222222,0.0,8,0.0,0.0,2024,0,0,1568.0,0.2602040816326531,0.3150510204081632,0.2287257173110382,0.29463926600876,18.927113362585533,0.8046502598093405,Industrials/Materials,78097186254.7,-0.0424543290322501,-0.21732472738799172,,32415575.0,2409.248833460458
14176,6,0.3333333333333333,0.0,9,0.4444444444444444,0.1111111111111111,2024,0,1,,,,0.107913692804371,,17.181562994567827,0.8056457327456974,Utilities/Energy,,0.03712306091804285,0.19100718210354095,,5629270.0,
14311,9,0.1111111111111111,0.1111111111111111,9,0.1111111111111111,0.0,2024,1,0,400.0,0.2175,0.085,0.0737637162005455,0.2224700091186195,17.865278795312523,0.5532401835795929,Utilities/Energy,24578359269.84,0.04878297765675947,0.10919285008133772,,25636935.0,958.7089591575592
14320,8,0.125,0.0,6,0.0,0.0,2024,0,0,297.0,0.1683501683501683,0.2289562289562289,0.0,0.467299326817338,17.50117961426146,0.3307627272314586,Industrials/Materials,,8.432026753752465e-05,0.00012599457766107892,,26683688.0,
14443,9,0.2222222222222222,0.0,3,0.0,0.0,2024,0,0,573.0,0.2600349040139616,0.075043630017452,0.0732770272234204,0.2353052847743775,18.209532831412428,0.5439034412588187,Utilities/Energy,11730892244.517761,0.11831670627822269,0.2594115303232605,,36928054.0,317.6688445190684
14460,8,0.125,0.125,6,0.1666666666666666,0.0,2024,1,0,388.0,0.5231958762886598,0.229381443298969,0.0504608345537,0.3532526019870478,16.871442045214437,0.5315996516541953,Construction/RealEstate,5444305286.400001,0.09044091317521306,0.19308464115070104,,9949274.0,547.2062872527182
14826,9,0.2222222222222222,0.1111111111111111,4,0.0,0.0,2024,1,0,1066.0,0.4033771106941838,0.473733583489681,0.0,0.6396908416363362,16.796281466378105,0.8510379130081713,Commerce/Retail,1250230439.85,-0.12196112267167436,-0.8187393526405451,,2935000.0,425.9728926235093
15253,7,0.1428571428571428,0.0,5,0.2,0.2,2024,0,1,1215.0,0.2189300411522634,0.362962962962963,0.065244356257176,0.2437032464978793,18.16167233131006,0.713102516734126,Utilities/Energy,75925646997.34755,0.06006974222228695,0.20937702742627068,,22143222.0,3428.8436884816288
16101,5,0.0,0.0,6,0.3333333333333333,0.0,2024,0,0,112.0,0.4553571428571428,0.1964285714285714,0.0472765553426769,0.9573188548412112,15.483663882598153,0.6318632791732447,Construction/RealEstate,2720060346.973479,-0.0076801549194916155,-0.020862235373433142,,1951996.0,1393.4763938929582
16292,9,0.2222222222222222,0.0,8,0.0,0.0,2024,0,0,3028.0,0.273778071334214,0.261889035667107,0.065322101551217,0.3905006731496711,17.953474414612604,0.7367501556759182,Consumer/Textile/Food,42667521518.56,0.05890545709110907,0.22376255242374116,,16499204.0,2586.035151669135
16306,4,0.0,0.0,3,0.6666666666666666,0.0,2024,0,0,18.0,0.5,0.3333333333333333,0.1323161619874975,0.5023302882095786,13.034770740606852,2.6544610286268164,Construction/RealEstate,,0.18772362994933056,-0.11346512652832867,,-757854.0,
17329,9,0.2222222222222222,0.0,8,0.125,0.0,2024,0,0,241.0,0.1742738589211618,0.1369294605809128,0.0686773012713634,0.1822453107551435,17.72977706485991,0.7549424441715419,Utilities/Energy,20689596266.616936,0.0858639678110171,0.35038286218410836,,12280398.0,1684.7659389066166
17450,10,0.3,0.1,4,0.0,0.0,2024,1,0,532.0,0.2575187969924812,0.18796992481203,0.1317547644744212,0.2539889488477267,17.739324239375136,0.7047981299713995,TransportLogistics,33090862050.16,-0.01876231036836838,-0.06355755932897918,,14935155.0,2215.635662981737
17671,12,0.3333333333333333,0.0833333333333333,5,0.0,0.0,2024,1,0,4219.0,0.3536383029153828,0.3280398198625266,0.0626387778657902,0.2305307035376369,18.64334956660075,0.441338890498853,TechTelecom,76265205661.92,0.04447976680900382,0.07961851299927027,,69799495.0,1092.6326281002462
17892,7,0.2857142857142857,,3,0.0,,2024,0,0,300.0,0.1933333333333333,0.4133333333333333,0.0540017863718149,0.3413413852879868,15.527801404700355,0.8806564913431795,TransportLogistics,11346556944.970001,0.13388919746169095,1.1218808544224845,,661359.0,17156.42630548613
17973,6,0.3333333333333333,0.0,7,0.0,0.0,2024,0,0,1895.0,0.545646437994723,0.3007915567282322,0.1169098093759282,0.5762292931793424,17.001879719915934,0.4402929290424952,Other,1859546153.7160552,0.04097581031718484,0.073209384771728,,13545135.0,137.28516945132367
18376,9,0.0,0.25,5,0.2,0.0,2024,1,0,121.0,0.2396694214876033,0.0991735537190082,0.0536493445844013,0.2093114558560759,17.583770161847188,0.5365095817001747,Utilities/Energy,15160904825.04,0.0820404385378451,0.17700568404150765,,20071282.0,755.353087313506
18465,9,0.2222222222222222,0.1111111111111111,5,0.0,0.0,2024,1,0,1289.0,0.3405740884406517,0.2102404965089216,0.0763866131471187,0.3131290813093801,17.493280377992654,0.5999945801203567,Utilities/Energy,17714254050.16,0.06385295704740326,0.15963022967692747,,15823444.0,1119.4942169454387
18627,9,0.2222222222222222,0.0,9,0.1111111111111111,0.0,2024,0,0,253.0,0.2766798418972332,0.0988142292490118,0.0720290211278861,0.2433403839128629,16.836325611885727,0.4719764482153306,Utilities/Energy,41996401373.01,0.07535337429295884,0.142708358440209,,10828707.0,3878.247086472097
18660,6,0.1666666666666666,0.0,8,0.125,0.1428571428571428,2024,0,1,955.0,0.2198952879581152,0.1790575916230366,0.0784904407611463,0.1776061280254574,18.160992417965787,0.7174217975102917,Utilities/Energy,36399717759.6,0.0747000415951449,0.26435174736404343,,21795029.0,1670.092650925126
18724,8,0.125,0.0,2,0.0,0.0,2024,0,0,,,,0.0042747152213865,0.2407245104394769,15.968072906138676,0.0143509544220649,Industrials/Materials,6517541793.799999,0.13851795841561243,0.1405347664435595,,8483367.0,768.2729974784775
18821,11,0.1818181818181818,0.0,8,0.125,0.0,2024,0,0,2062.0,0.2230843840931134,0.3642095053346266,0.0,0.24382380883735,17.89469239487714,0.7630664408755495,TransportLogistics,20543400000.0,0.02219423664095593,0.09367282846284475,,14002086.0,1467.1671063868625
19445,7,0.1428571428571428,0.2857142857142857,5,0.0,0.0,2024,1,0,1285.0,0.0498054474708171,0.5416342412451361,0.0934910418084667,0.2802562059909886,16.557110873439754,0.481154043547137,Utilities/Energy,7916868896.58,0.0848980088628075,0.16362854486372094,,8048229.0,983.6783839749093
19453,9,0.1111111111111111,0.0,5,0.2,0.0,2024,0,0,365.0,0.2794520547945205,0.2630136986301369,0.0895602029186188,0.4813262509290719,17.19296434490944,0.8740259533680989,TransportLogistics,2952457109.76,0.031179971437818886,0.24751107288731802,,3690546.0,800.0055031857075
19550,3,0.0,0.0,4,0.5,0.0,2024,0,0,,,,0.0491224970664957,0.3954994080907547,16.826881605919954,0.5466498195393664,Healthcare/Pharma,11741820865.72,0.03744180352537411,0.08258914441664228,,9209915.0,1274.9108830776397
19569,9,0.1111111111111111,0.0,3,0.6666666666666666,0.0,2024,0,0,456.0,0.3640350877192982,0.1798245614035087,0.23629174565601,,16.992991766062055,2.2127992353622767,TransportLogistics,,-0.25294075637716107,0.20855946227703948,,-29090519.0,
19623,5,0.2,0.0,8,0.25,0.0,2024,0,0,2741.0,0.6950018241517695,0.3436701933600876,0.1304113309294161,,17.09108692964509,0.7000715574229516,Healthcare/Pharma,,-0.04520023095816837,-0.15070338301295622,,7935648.0,
19739,8,0.25,0.0,8,0.125,0.1428571428571428,2024,0,1,1897.0,0.4860305745914602,0.2314180284659989,0.0891512378972833,0.4281046525610847,18.28421484415597,0.6980556523757666,TransportLogistics,33601927206.657597,0.020784445558286006,0.0688353523482812,,26342714.0,1275.5681592510778
19763,3,0.0,0.0,3,0.3333333333333333,0.0,2024,0,0,,,,0.0871815952368634,,17.469016403320023,0.6718385847692667,Utilities/Energy,,0.06396289811374002,0.19491291524558763,,12670243.0,
19836,9,0.2222222222222222,0.0,3,0.3333333333333333,0.0,2024,0,0,46.0,0.5869565217391305,0.0434782608695652,0.1313320710404904,0.3241485924712045,18.766154502185085,0.7211049415166018,Consumer/Textile/Food,15231218805.12,-0.05777590971669865,-0.20716003370901562,,39398362.0,386.59522964736453
19879,9,0.0,0.0,5,0.2,0.25,2024,0,1,162.0,0.2530864197530864,0.2407407407407407,0.0127600694134578,0.5478268304643497,17.04803919755986,0.794092218957632,Utilities/Energy,1512574615.4399998,0.06485957178799069,0.31499330165985845,,5218457.0,289.85093015809076
19909,3,0.3333333333333333,0.0,4,0.25,0.0,2024,0,0,,,,0.0529741677391269,,16.83727298822195,0.3992757401094087,Commerce/Retail,,0.03301244899631411,0.054954412865441116,,12331330.0,
19992,7,0.4285714285714285,0.0,8,0.125,0.0,2024,0,0,1542.0,0.3728923476005188,0.1536964980544747,0.0924313039553123,0.3311300064282921,15.959301657616766,0.4154613119674213,TechTelecom,16033992291.75,0.08620101383999781,0.14746844923153057,,4987121.0,3215.0798610561083
20010,5,0.2,0.0,1,0.0,0.0,2024,0,0,723.0,0.2351313969571231,0.5076071922544951,0.1056596972152571,0.2395088145978152,18.572646962437467,0.7432604659596742,Utilities/Energy,34350517852.412903,0.03236609674848981,0.12606588568243685,,29887586.0,1149.3239317626021
20087,11,0.1818181818181818,0.0909090909090909,4,0.0,0.0,2024,1,0,991.0,0.1654894046417759,0.0403632694248234,0.0339984852065777,0.4213043287007535,18.10897531424223,0.7171402927282512,Industrials/Materials,41606730822.36,0.026274766586781993,0.09288974679429796,,20710908.0,2008.9283783386031
20257,8,0.125,0.0,5,0.2,0.0,2024,0,0,90.0,0.2555555555555555,0.2888888888888888,0.0818257211956278,0.1431473168604587,16.832568465118005,0.6603459247138662,Utilities/Energy,33960702252.059998,0.0829086823695629,0.24409741676062152,,6939504.0,4893.822707222303
20362,9,0.1111111111111111,0.0,4,0.25,0.0,2024,0,0,254.0,0.2874015748031496,0.1023622047244094,0.1139876903050339,0.4893337841556452,15.31222469009944,0.6314918758438294,TechTelecom,734524000.0,0.01903699294401349,0.05165962890941796,,1646121.0,446.215071674561
20478,3,0.3333333333333333,0.0,2,0.0,0.0,2024,0,0,47.0,0.4893617021276595,0.2553191489361702,0.1248018754199362,1.56403000414912,13.189367606184804,7.234914430000935,Other,7422757500.0,-0.8039801739455719,0.1289480686498293,,-3333497.0,
20494,3,0.0,0.0,5,0.4,0.0,2024,0,0,,,,0.114817726373891,,15.682206489386711,0.4140635365292828,Commerce/Retail,,0.05732365491068819,0.09783254411432103,,3789189.0,
20516,7,0.1428571428571428,0.0,11,0.0909090909090909,0.0,2024,0,0,557.0,0.0412926391382405,0.3195691202872531,0.0820072250674694,0.3208828179830785,16.829644919693703,0.6631378062503065,Consumer/Textile/Food,8056684035.160001,0.07246804093317073,0.21512666686193446,,6862371.0,1174.0379578953107
20524,5,0.0,0.0,10,0.1,0.0,2024,0,0,96.0,0.4166666666666667,0.15625,0.0154943789225512,0.3782556064761279,15.460105939745851,0.6004930763476667,Construction/RealEstate,1072000000.0000001,0.02539489939396561,0.06356560522606926,,2069012.0,518.121692865967
20605,7,0.0,0.0,6,0.3333333333333333,0.0,2024,0,0,355.0,0.4647887323943662,0.2619718309859155,0.0549230525585026,0.3488224596517935,16.4028043322607,0.5609579451150981,Other,2493641286.96,0.06480828919039906,0.14761294156066446,,5836514.0,427.24840323521886
20745,6,0.1666666666666666,0.0,4,0.0,0.0,2024,0,0,417.0,0.1294964028776978,0.580335731414868,0.1170594218176958,0.2165931716300992,16.681950555415316,0.7664469031045373,Consumer/Textile/Food,6896240028.637021,0.02741058527255245,0.11736339888835344,,4104542.0,1680.1484863931278
20770,7,0.1428571428571428,0.0,8,0.0,0.0,2024,0,0,46.0,0.5,0.0869565217391304,0.0283508735588048,0.418236977105285,15.682150819691085,0.2448619306725983,Other,1882191571.2428398,0.06629795807151095,0.08779580948761101,,4883126.0,385.44808617325043
20788,7,0.1428571428571428,0.0,4,0.0,0.0,2024,0,0,2668.0,0.1997751124437781,0.404047976011994,0.1546827375868921,0.4952110303991706,18.73920821053419,0.8550062406670973,Consumer/Textile/Food,,0.028222428020380375,0.19464581200065484,,19938112.0,
20915,8,0.25,0.0,7,0.1428571428571428,0.2857142857142857,2024,0,1,1496.0,0.4451871657754011,0.2840909090909091,0.0575833696716942,0.5007380363692738,17.197548463464212,0.7461689222545161,Construction/RealEstate,2988609623.0099998,-0.016380759307453474,-0.06453409666360259,,7470423.0,400.05895556516674
20931,10,0.1,0.3,7,0.0,0.0,2024,1,0,1707.0,0.210896309314587,0.0,0.1165550211428317,0.3917832444823999,17.556552958209043,0.997930396866814,Consumer/Textile/Food,2722709426.8439527,-0.037108107333376744,-17.930059506747536,,87217.0,31217.64595026145
20982,6,0.1666666666666666,0.0,6,0.0,0.0,2024,0,0,49.0,0.3877551020408163,0.0204081632653061,0.0541464123674343,0.2530148034932591,16.34218283690929,0.5487644824274299,Other,10817490817.08,0.10717769568106142,0.23752052200506255,,5645769.0,1916.0349665528292
20990,7,0.4285714285714285,0.0,2,0.5,0.0,2024,0,0,7193.0,0.5577644932573336,0.663561796190741,0.3503801520608243,2.4025833753006824,16.67570943622307,0.7154308617234469,Commerce/Retail,1241514790.2,0.47414829659318636,1.6661971830985915,,4970000.0,249.8017686519115
21016,9,0.2222222222222222,0.0,4,0.25,0.0,2024,0,0,1464.0,0.5443989071038251,0.3831967213114754,0.1344673638980955,0.5037156348236018,16.11191901475432,0.6841591785578881,Other,2471709676.05,0.03433220397922246,0.1087009710222494,,3138960.0,787.4294913124093
21091,10,0.2,0.0,15,0.2666666666666666,0.0,2024,0,0,842.0,0.3099762470308788,0.1496437054631829,0.0928868030594533,0.378040034540886,16.713856548101468,0.6034473446203754,Construction/RealEstate,4366584665.862615,0.009610556814305027,0.02423526027105966,,7195095.0,606.8835318870167
21350,7,0.2857142857142857,0.0,7,0.1428571428571428,0.1428571428571428,2024,0,1,257.0,0.4552529182879377,0.4280155642023346,0.0327384363539701,0.3246725211337258,16.124813634688742,0.7791138054827629,Construction/RealEstate,1538366666.7245002,0.07227959218094512,0.3272254852274378,,2223751.0,691.7890837258759
21431,9,0.3333333333333333,0.0,5,0.2,0.0,2024,0,0,1292.0,0.4009287925696594,0.3568111455108359,0.0892888679247706,0.3336268644965063,17.016592323412617,0.5072365283345474,Healthcare/Pharma,11341922857.72276,0.054190744825448084,0.10997313709616711,,12101819.0,937.2081054693315
21881,10,0.1,0.0,5,0.4,0.0,2024,0,0,1655.0,0.6990936555891238,0.4368580060422961,0.0802326714301082,0.2250736095766581,16.385249197713414,0.5885268491802049,Healthcare/Pharma,6604595683.82,0.04621306481728869,0.11231125220495305,,5374831.0,1228.8006234651843
22187,8,0.125,0.125,3,0.0,0.3333333333333333,2024,1,1,145.0,0.1310344827586207,0.2344827586206896,0.2803702826771387,0.3111774377513882,17.836319176700744,0.534960082007435,Utilities/Energy,35988298845.95,0.18479488230266602,0.3973742363889297,,25924192.0,1388.2129420253482
22349,7,0.2857142857142857,0.0,5,0.0,0.0,2024,0,0,832.0,0.5252403846153846,0.2079326923076923,0.0988748053313648,0.3876235015166099,16.540322493019676,0.493788820893766,Consumer/Textile/Food,6107968668.54,0.02219477505065216,0.043844893133018585,,7721515.0,791.032416376838
22357,9,0.2222222222222222,0.0,8,0.375,0.0,2024,0,0,1239.0,0.3631961259079903,0.4043583535108959,0.0796898649640002,0.2350783907835694,17.121986553115974,0.4820393282369793,Commerce/Retail,9832587421.99,0.029755001962344246,0.057446450250875164,,14134520.0,695.6435324291168
22470,8,0.375,0.0,5,0.2,0.2,2024,0,1,2460.0,0.3796747967479675,0.3544715447154472,0.0844579356367482,0.5870861141164411,17.43482174293892,0.6966309745282585,Commerce/Retail,4574732487.267145,0.012026123169744054,0.03964189538151869,,11319262.0,404.1546601949089
22691,3,0.0,0.0,4,0.0,0.25,2024,0,1,,,,0.071704736190191,,16.76812935940078,0.1103787345765469,TransportLogistics,,0.04357865142789846,0.04898562244592405,,17041633.0,
23264,11,0.2727272727272727,0.0,13,0.2307692307692307,0.0,2024,0,0,6548.0,0.2889431887599267,0.1837202199144777,0.0782422960668903,0.219277883029796,18.90623747546075,0.3872268119019827,Consumer/Textile/Food,185041638995.44,0.09136138934348374,0.14909495245224383,,99580514.0,1858.2113263187214
23272,8,0.125,0.125,4,0.0,0.0,2024,1,0,78.0,0.3205128205128205,0.2692307692307692,0.0624543600689971,0.3131284365710413,15.728631984195992,0.4677785616340584,Construction/RealEstate,1582343363.5400002,0.05083669646058627,0.09551794196165447,,3605375.0,438.88454419859244
23310,5,0.0,0.0,3,0.3333333333333333,0.0,2024,0,0,320.0,0.24375,0.165625,0.0526386091817023,0.6379928815622493,15.16115166032723,0.8615775254592454,Other,725315713.8599999,-0.02690717816368488,-0.19438446143196797,,531632.0,1364.3191415490412
24112,12,0.25,0.0,4,0.0,0.25,2024,0,1,3443.0,0.3801916932907348,0.1728144060412431,0.2316618525132324,,17.084126305362425,2.158338193159924,TransportLogistics,,-0.3482927060964509,0.3006830890608166,,-30435270.0,
24171,7,0.5714285714285714,0.1428571428571428,3,0.0,0.0,2024,1,0,5468.0,0.3717995610826627,0.440929041697147,0.0606130920153659,,18.422558978964137,0.7742843454305904,Commerce/Retail,,0.019363596438695254,0.08578756522508181,,22614000.0,
24260,8,0.125,0.0,7,0.1428571428571428,0.0,2024,0,0,736.0,0.3559782608695652,0.5788043478260869,0.0853701091833194,0.330357019487593,16.725156590095093,0.701815370668014,Other,10066042263.9011,0.024009196142929963,0.0805178865078225,,5471778.0,1839.629141368875
24295,7,0.0,0.0,9,0.2222222222222222,0.0,2024,0,0,287.0,0.2578397212543554,0.2125435540069686,0.070172986196051,0.2770137301071422,17.7073308560749,0.5839795918367346,Commerce/Retail,18637776797.46,0.12993877551020408,0.3123375030659799,,20385000.0,914.2887808417954
24392,9,0.1111111111111111,0.2222222222222222,4,0.0,0.0,2024,1,0,3910.0,0.6854219948849105,0.5186700767263427,0.0948712999778469,0.4446452984712002,18.112791147844938,0.3377257490464648,Healthcare/Pharma,252193785172.11926,-0.008835090171726814,-0.013340530994533077,,48676923.0,5180.97220672965
24716,5,0.2,0.0,4,0.0,0.0,2024,0,0,403.0,0.1935483870967742,0.2878411910669975,0.1081794465987397,0.5251215527293557,16.82499912830764,0.8795497485898697,TransportLogistics,5113512538.391576,0.018788454540204537,0.15598518326234362,,2442373.0,2093.665684312583
24783,8,0.25,0.0,5,0.0,0.0,2024,0,0,619.0,0.5815831987075929,0.1082390953150242,0.0322809754021044,,17.430028011508156,0.5779654625430034,Healthcare/Pharma,,-0.24047554140107147,-0.569800620702932,,15671587.0,
24805,5,0.4,0.0,4,0.0,0.0,2024,0,0,658.0,0.831306990881459,0.3480243161094224,0.0643195432118692,0.342633271560188,22.175752891712087,0.4157462437071749,Commerce/Retail,4546807053.25,0.15288609683000798,0.2616775590799663,,2496942987.0,1.8209494878026224
24821,7,0.1428571428571428,,6,0.0,,2024,0,0,306.0,0.6535947712418301,0.0,0.1371206530029363,0.3051842281451493,18.446327847213013,0.7397425026766147,Healthcare/Pharma,58193817637.8,0.03834504107989286,0.14733501041949573,,26701868.0,2179.3912559900305
24848,5,0.4,0.0,5,0.2,0.0,2024,0,0,1145.0,0.5694323144104804,0.3606986899563318,0.0842535762461323,0.6465990727661867,16.123471077431265,0.6709248819786234,Consumer/Textile/Food,2481372797.4,0.045005226330600695,0.13676277501988823,,3308488.0,750.0020545336722
24910,8,0.25,0.0,7,0.1428571428571428,0.0,2024,0,0,597.0,0.3768844221105528,0.1507537688442211,0.110584536903285,0.4364913800242435,15.204456899473549,0.3153573186403505,TechTelecom,1868783106.9599998,0.010520562645893829,0.015366501289403655,,2745843.0,680.5862924282269
24929,10,0.3,0.0,6,0.5,0.0,2024,0,0,875.0,0.3622857142857142,0.2,,0.2560280572391525,,,TechTelecom,,,,,0.0,
25011,6,0.0,0.0,6,0.0,0.0,2024,0,0,1211.0,0.6796036333608588,0.2386457473162675,,,,,Consumer/Textile/Food,,,,,,
25100,6,0.1666666666666666,0.0,6,0.0,0.0,2024,0,0,232.0,0.3405172413793103,0.4568965517241379,0.0452726226138342,0.3119711034939723,15.28322245048508,0.6982138803653589,Construction/RealEstate,5096139036.4800005,0.16104275003197524,0.5336320644135073,,1309539.0,3891.551940400401
25232,8,0.0,,8,0.25,,2024,0,0,71.0,0.4225352112676056,0.1830985915492957,0.014061635256765,0.7478932307702585,13.095596314629248,0.2820987933294165,TechTelecom,239769986.5,-0.023282949255742674,-0.03243196840930552,,349470.0,686.096049732452
25291,7,0.1428571428571428,0.0,3,0.0,0.0,2024,0,0,194.0,0.1597938144329896,0.2577319587628865,0.145464759713561,0.4777721541195568,17.610184740951834,0.7633201943147077,Utilities/Energy,10917532698.24,-0.020459161932528988,-0.08644236407618597,,10523671.0,1037.4262648689796
25372,9,0.2222222222222222,0.1111111111111111,4,0.0,0.25,2024,1,1,7564.0,0.415520888418826,0.6159439450026442,0.0801477514998264,0.429453031499512,17.635264753929007,0.8847410786743579,Commerce/Retail,7613140391.55,0.016866624262496435,0.14633682207421503,,5255000.0,1448.7422248430066
25585,7,0.2857142857142857,0.0,5,0.0,0.0,2024,0,0,330.0,0.1121212121212121,0.3151515151515151,0.0023749890177956,0.3952714791536079,17.40982982346017,0.7178110835837919,Industrials/Materials,28249495000.250004,0.12441889692315822,0.4409063917296078,,10269114.0,2750.918433688632
