CD_CVM,DENOM_CIA,fiscal_year,period_end_date,filing_date,ID_DOC,source
23485,COSAN LOGISTICA S.A.,2019,2019-12-31,2020-02-17,91019,ibx_extension
19836,COSAN S.A.,2011,2011-03-31,2011-06-07,9577,history_extension
19836,COSAN S.A.,2012,2012-03-31,2012-05-31,18623,history_extension
19836,COSAN S.A.,2013,2013-03-31,2013-06-05,29189,history_extension
19836,COSAN S.A.,2013,2013-12-31,2014-02-27,34913,history_extension
19836,COSAN S.A.,2014,2014-12-31,2015-03-18,45071,history_extension
18660,CPFL ENERGIA S.A.,2010,2010-12-31,2011-03-28,5752,history_extension
18660,CPFL ENERGIA S.A.,2011,2011-12-31,2012-03-12,14930,history_extension
18660,CPFL ENERGIA S.A.,2012,2012-12-31,2013-03-13,24909,history_extension
18660,CPFL ENERGIA S.A.,2013,2013-12-31,2014-03-27,35644,history_extension
18660,CPFL ENERGIA S.A.,2014,2014-12-31,2015-03-26,45342,history_extension
18376,CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,2010,2010-12-31,2011-04-20,6642,history_extension
18376,CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,2011,2011-12-31,2012-03-15,15060,history_extension
18376,CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,2012,2012-12-31,2013-02-26,24462,history_extension
18376,CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,2013,2013-12-31,2014-02-27,34923,history_extension
18376,CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,2014,2014-12-31,2015-02-26,44330,history_extension
23310,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,2012,2012-12-31,2013-12-17,33545,history_extension
23310,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,2013,2013-12-31,2014-02-05,34340,history_extension
23310,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,2014,2014-12-31,2015-02-09,43952,history_extension
14460,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,2010,2010-12-31,2011-03-29,5876,history_extension
14460,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,2011,2011-12-31,2012-03-26,15395,history_extension
14460,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,2012,2012-12-31,2013-03-21,25161,history_extension
14460,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,2013,2013-12-31,2014-03-20,35386,history_extension
14460,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,2014,2014-12-31,2015-03-19,45105,history_extension
21091,DEXCO S.A.,2010,2010-12-31,2011-02-15,4753,history_extension
21091,DEXCO S.A.,2011,2011-12-31,2012-02-17,14404,history_extension
21091,DEXCO S.A.,2012,2012-12-31,2013-02-22,24420,history_extension
21091,DEXCO S.A.,2013,2013-12-31,2014-02-17,34610,history_extension
21091,DEXCO S.A.,2014,2014-12-31,2015-02-05,43803,history_extension
19623,DIAGNOSTICOS DA AMERICA S.A.,2010,2010-12-31,2011-03-28,5703,history_extension
19623,DIAGNOSTICOS DA AMERICA S.A.,2011,2011-12-31,2012-03-26,15393,history_extension
19623,DIAGNOSTICOS DA AMERICA S.A.,2012,2012-12-31,2013-03-11,24839,history_extension
19623,DIAGNOSTICOS DA AMERICA S.A.,2013,2013-12-31,2014-03-24,35471,history_extension
19623,DIAGNOSTICOS DA AMERICA S.A.,2014,2014-12-31,2015-03-23,45162,history_extension
21350,DIRECIONAL ENGENHARIA S.A.,2010,2010-12-31,2011-04-05,6336,history_extension
21350,DIRECIONAL ENGENHARIA S.A.,2011,2011-12-31,2012-03-13,14949,history_extension
21350,DIRECIONAL ENGENHARIA S.A.,2012,2012-12-31,2013-03-25,25252,history_extension
21350,DIRECIONAL ENGENHARIA S.A.,2013,2013-12-31,2014-03-17,35251,history_extension
21350,DIRECIONAL ENGENHARIA S.A.,2014,2014-12-31,2015-03-16,45000,history_extension
19453,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,2010,2010-12-31,2011-05-16,8103,history_extension
19453,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,2011,2011-12-31,2012-03-15,15053,history_extension
19453,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,2012,2012-12-31,2013-03-14,24951,history_extension
19453,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,2013,2013-12-31,2014-03-18,35292,history_extension
19453,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,2014,2014-12-31,2015-03-17,45024,history_extension
19763,EDP - ENERGIAS DO BRASIL S.A.,2010,2010-12-31,2011-03-21,5393,history_extension
19763,EDP - ENERGIAS DO BRASIL S.A.,2011,2011-12-31,2012-03-09,14860,history_extension
19763,EDP - ENERGIAS DO BRASIL S.A.,2012,2012-12-31,2013-07-25,30020,history_extension
19763,EDP - ENERGIAS DO BRASIL S.A.,2013,2013-12-31,2014-02-27,34927,history_extension
19763,EDP - ENERGIAS DO BRASIL S.A.,2014,2014-12-31,2015-03-02,44445,history_extension
14176,ELETROPAULO METROP. ELET. SAO PAULO S.A.,2010,2010-12-31,2011-03-23,5478,history_extension
14176,ELETROPAULO METROP. ELET. SAO PAULO S.A.,2011,2011-12-31,2012-03-14,14987,history_extension
14176,ELETROPAULO METROP. ELET. SAO PAULO S.A.,2012,2012-12-31,2013-02-28,24571,history_extension
14176,ELETROPAULO METROP. ELET. SAO PAULO S.A.,2013,2013-12-31,2014-02-26,34849,history_extension
14176,ELETROPAULO METROP. ELET. SAO PAULO S.A.,2014,2014-12-31,2015-02-25,44285,history_extension
20087,EMBRAER S.A.,2010,2010-12-31,2011-03-24,5552,history_extension
20087,EMBRAER S.A.,2011,2011-12-31,2012-03-26,15398,history_extension
20087,EMBRAER S.A.,2012,2012-12-31,2013-03-12,24875,history_extension
20087,EMBRAER S.A.,2013,2013-12-31,2014-04-02,36055,history_extension
20087,EMBRAER S.A.,2014,2014-12-31,2015-03-16,44997,history_extension
22365,ENAUTA PARTICIPAÇÕES S.A.,2010,2010-12-31,2011-05-13,7822,ibx_extension
22365,ENAUTA PARTICIPAÇÕES S.A.,2011,2011-12-31,2012-03-14,15025,ibx_extension
22365,ENAUTA PARTICIPAÇÕES S.A.,2012,2012-12-31,2013-03-13,24913,ibx_extension
22365,ENAUTA PARTICIPAÇÕES S.A.,2013,2013-12-31,2014-02-26,34908,ibx_extension
22365,ENAUTA PARTICIPAÇÕES S.A.,2014,2014-12-31,2015-03-16,45003,ibx_extension
22365,ENAUTA PARTICIPAÇÕES S.A.,2015,2015-12-31,2016-03-10,53961,ibx_extension
22365,ENAUTA PARTICIPAÇÕES S.A.,2016,2016-12-31,2017-03-15,63182,ibx_extension
22365,ENAUTA PARTICIPAÇÕES S.A.,2017,2017-12-31,2018-03-08,72077,ibx_extension
22365,ENAUTA PARTICIPAÇÕES S.A.,2018,2018-12-31,2019-03-18,81283,ibx_extension
22365,ENAUTA PARTICIPAÇÕES S.A.,2019,2019-12-31,2020-03-11,91505,ibx_extension
22365,ENAUTA PARTICIPAÇÕES S.A.,2020,2020-12-31,2021-04-05,102633,ibx_extension
22365,ENAUTA PARTICIPAÇÕES S.A.,2021,2021-12-31,2022-06-17,117048,ibx_extension
22365,ENAUTA PARTICIPAÇÕES S.A.,2022,2022-12-31,2023-03-01,123811,ibx_extension
22365,ENAUTA PARTICIPAÇÕES S.A.,2023,2023-12-31,2024-03-07,134554,ibx_extension
15253,ENERGISA S.A.,2010,2010-12-31,2011-03-21,5374,history_extension
15253,ENERGISA S.A.,2011,2011-12-31,2012-03-09,14870,history_extension
15253,ENERGISA S.A.,2012,2012-12-31,2013-03-05,24705,history_extension
15253,ENERGISA S.A.,2014,2014-12-31,2015-03-27,45466,history_extension
21237,ENEVA S.A,2010,2010-12-31,2011-03-25,5587,history_extension
21237,ENEVA S.A,2011,2011-12-31,2013-05-23,28175,history_extension
21237,ENEVA S.A,2012,2012-12-31,2013-05-24,28270,history_extension
21237,ENEVA S.A,2013,2013-12-31,2014-03-28,35682,history_extension
21237,ENEVA S.A,2014,2014-12-31,2015-03-26,45339,history_extension
17329,ENGIE BRASIL ENERGIA S.A.,2010,2010-12-31,2011-04-08,6427,history_extension
17329,ENGIE BRASIL ENERGIA S.A.,2011,2011-12-31,2012-02-07,14145,history_extension
17329,ENGIE BRASIL ENERGIA S.A.,2012,2012-12-31,2013-02-07,24153,history_extension
17329,ENGIE BRASIL ENERGIA S.A.,2013,2013-12-31,2014-02-20,34713,history_extension
17329,ENGIE BRASIL ENERGIA S.A.,2014,2014-12-31,2015-03-30,45623,history_extension
20010,EQUATORIAL ENERGIA S.A.,2010,2010-12-31,2012-10-31,22032,history_extension
20010,EQUATORIAL ENERGIA S.A.,2011,2011-12-31,2012-12-02,23012,history_extension
20010,EQUATORIAL ENERGIA S.A.,2013,2013-12-31,2014-03-11,35098,history_extension
20010,EQUATORIAL ENERGIA S.A.,2014,2014-12-31,2015-02-24,44231,history_extension
20524,EVEN CONSTRUTORA E INCORPORADORA S.A.,2010,2010-12-31,2011-03-29,5829,history_extension
20524,EVEN CONSTRUTORA E INCORPORADORA S.A.,2011,2011-12-31,2012-03-27,15479,history_extension
20524,EVEN CONSTRUTORA E INCORPORADORA S.A.,2012,2012-12-31,2013-03-04,24655,history_extension
20524,EVEN CONSTRUTORA E INCORPORADORA S.A.,2013,2013-12-31,2014-02-24,34774,history_extension
20524,EVEN CONSTRUTORA E INCORPORADORA S.A.,2014,2014-12-31,2015-03-16,44977,history_extension
20770,EZ TEC EMPREEND. E PARTICIPACOES S.A.,2010,2010-12-31,2011-03-22,5442,history_extension
20770,EZ TEC EMPREEND. E PARTICIPACOES S.A.,2011,2011-12-31,2012-03-13,14980,history_extension
20770,EZ TEC EMPREEND. E PARTICIPACOES S.A.,2012,2012-12-31,2013-03-19,25049,history_extension
20770,EZ TEC EMPREEND. E PARTICIPACOES S.A.,2013,2013-12-31,2014-03-19,35341,history_extension
20770,EZ TEC EMPREEND. E PARTICIPACOES S.A.,2014,2014-12-31,2015-03-18,45072,history_extension
20621,FERTILIZANTES HERINGER S.A.,2010,2010-12-31,2011-04-20,6634,ibx_extension
20621,FERTILIZANTES HERINGER S.A.,2011,2011-12-31,2012-03-14,14983,ibx_extension
20621,FERTILIZANTES HERINGER S.A.,2012,2012-12-31,2013-03-08,24794,ibx_extension
20621,FERTILIZANTES HERINGER S.A.,2013,2013-12-31,2014-03-12,35134,ibx_extension
20621,FERTILIZANTES HERINGER S.A.,2014,2014-12-31,2015-03-12,44935,ibx_extension
20621,FERTILIZANTES HERINGER S.A.,2015,2015-12-31,2016-03-10,53990,ibx_extension
20621,FERTILIZANTES HERINGER S.A.,2016,2016-12-31,2017-03-17,63250,ibx_extension
20621,FERTILIZANTES HERINGER S.A.,2017,2017-12-31,2018-03-13,72208,ibx_extension
20621,FERTILIZANTES HERINGER S.A.,2018,2018-12-31,2019-03-28,81686,ibx_extension
20621,FERTILIZANTES HERINGER S.A.,2019,2019-12-31,2020-03-31,92142,ibx_extension
20621,FERTILIZANTES HERINGER S.A.,2020,2020-12-31,2021-03-26,102313,ibx_extension
20621,FERTILIZANTES HERINGER S.A.,2021,2021-12-31,2022-03-28,113098,ibx_extension
20621,FERTILIZANTES HERINGER S.A.,2022,2022-12-31,2023-03-28,124731,ibx_extension
20621,FERTILIZANTES HERINGER S.A.,2023,2023-12-31,2024-03-28,135372,ibx_extension
20621,FERTILIZANTES HERINGER S.A.,2024,2024-12-31,2025-03-24,145720,ibx_extension
20621,FERTILIZANTES HERINGER S.A.,2025,2025-12-31,2026-03-27,155801,ibx_extension
12793,FIBRIA CELULOSE S.A.,2010,2010-12-31,2011-03-30,5990,history_extension
12793,FIBRIA CELULOSE S.A.,2011,2011-12-31,2012-02-01,14058,history_extension
12793,FIBRIA CELULOSE S.A.,2012,2012-12-31,2013-01-31,24001,history_extension
12793,FIBRIA CELULOSE S.A.,2013,2013-12-31,2014-01-29,34231,history_extension
12793,FIBRIA CELULOSE S.A.,2014,2014-12-31,2015-01-28,43680,history_extension
21881,FLEURY S.A.,2010,2010-12-31,2011-03-14,5232,history_extension
21881,FLEURY S.A.,2011,2011-12-31,2012-03-01,14649,history_extension
21881,FLEURY S.A.,2012,2012-12-31,2013-03-07,24765,history_extension
21881,FLEURY S.A.,2013,2013-12-31,2014-03-13,35174,history_extension
21881,FLEURY S.A.,2014,2014-12-31,2015-03-25,45260,history_extension
16101,GAFISA S.A.,2010,2010-12-31,2011-03-28,5759,history_extension
16101,GAFISA S.A.,2011,2011-12-31,2012-04-19,16306,history_extension
16101,GAFISA S.A.,2012,2012-12-31,2013-03-11,24844,history_extension
16101,GAFISA S.A.,2013,2013-12-31,2014-02-26,34902,history_extension
16101,GAFISA S.A.,2014,2014-12-31,2015-02-27,44395,history_extension
3980,GERDAU S.A.,2010,2010-12-31,2011-03-03,5129,history_extension
3980,GERDAU S.A.,2011,2011-12-31,2012-02-16,14379,history_extension
3980,GERDAU S.A.,2012,2012-12-31,2013-02-21,24388,history_extension
3980,GERDAU S.A.,2013,2013-12-31,2014-02-21,34726,history_extension
3980,GERDAU S.A.,2014,2014-12-31,2015-03-05,44714,history_extension
19569,GOL LINHAS AEREAS INTELIGENTES S.A.,2010,2010-12-31,2011-02-24,4959,history_extension
19569,GOL LINHAS AEREAS INTELIGENTES S.A.,2011,2011-12-31,2012-07-25,19865,history_extension
19569,GOL LINHAS AEREAS INTELIGENTES S.A.,2012,2012-12-31,2013-03-27,25431,history_extension
19569,GOL LINHAS AEREAS INTELIGENTES S.A.,2013,2013-12-31,2014-03-25,35520,history_extension
19569,GOL LINHAS AEREAS INTELIGENTES S.A.,2014,2014-12-31,2015-03-30,45596,history_extension
25712,GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,2020,2020-12-31,2021-03-27,100323,ibx_extension
25712,GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,2021,2021-12-31,2022-03-08,112327,ibx_extension
25712,GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,2022,2022-12-31,2023-09-14,130998,ibx_extension
25712,GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,2023,2023-12-31,2024-03-05,134466,ibx_extension
25712,GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,2024,2024-12-31,2025-02-27,145124,ibx_extension
25712,GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,2025,2025-12-31,2026-03-05,155121,ibx_extension
19615,GRENDENE S.A.,2010,2010-12-31,2011-02-25,4980,ibx_extension
19615,GRENDENE S.A.,2011,2011-12-31,2012-03-01,14648,ibx_extension
19615,GRENDENE S.A.,2012,2012-12-31,2013-02-28,24578,ibx_extension
19615,GRENDENE S.A.,2013,2013-12-31,2014-02-13,34532,ibx_extension
19615,GRENDENE S.A.,2014,2014-12-31,2015-02-12,44045,ibx_extension
19615,GRENDENE S.A.,2015,2015-12-31,2016-02-25,53646,ibx_extension
19615,GRENDENE S.A.,2016,2016-12-31,2017-02-16,62569,ibx_extension
19615,GRENDENE S.A.,2017,2017-12-31,2018-02-22,71706,ibx_extension
19615,GRENDENE S.A.,2018,2018-12-31,2019-02-14,80667,ibx_extension
19615,GRENDENE S.A.,2019,2019-12-31,2020-02-14,90955,ibx_extension
19615,GRENDENE S.A.,2020,2020-12-31,2021-03-04,100659,ibx_extension
19615,GRENDENE S.A.,2021,2021-12-31,2022-02-24,112035,ibx_extension
19615,GRENDENE S.A.,2022,2022-12-31,2023-03-02,123850,ibx_extension
19615,GRENDENE S.A.,2023,2023-12-31,2024-02-29,134366,ibx_extension
19615,GRENDENE S.A.,2024,2024-12-31,2025-02-27,145106,ibx_extension
19615,GRENDENE S.A.,2025,2025-12-31,2026-03-05,155103,ibx_extension
6505,GRUPO CASAS BAHIA S.A.,2010,2010-12-31,2011-02-24,4930,history_extension
6505,GRUPO CASAS BAHIA S.A.,2011,2011-12-31,2012-02-16,14401,history_extension
6505,GRUPO CASAS BAHIA S.A.,2012,2012-12-31,2013-02-20,24360,history_extension
6505,GRUPO CASAS BAHIA S.A.,2013,2013-12-31,2014-02-13,34524,history_extension
6505,GRUPO CASAS BAHIA S.A.,2014,2014-12-31,2015-02-12,44017,history_extension
25186,GRUPO MATEUS S.A.,2019,2019-12-31,2020-09-18,96147,ibx_extension
25186,GRUPO MATEUS S.A.,2020,2020-12-31,2021-03-24,102193,ibx_extension
25186,GRUPO MATEUS S.A.,2021,2021-12-31,2022-03-10,112429,ibx_extension
25186,GRUPO MATEUS S.A.,2023,2023-12-31,2024-03-06,134500,ibx_extension
25186,GRUPO MATEUS S.A.,2024,2024-12-31,2026-01-23,154447,ibx_extension
25186,GRUPO MATEUS S.A.,2025,2025-12-31,2026-03-18,155479,ibx_extension
24694,GRUPO SBF S.A.,2018,2018-12-31,2019-03-25,80696,ibx_extension
24694,GRUPO SBF S.A.,2019,2019-12-31,2020-03-27,91938,ibx_extension
24694,GRUPO SBF S.A.,2020,2020-12-31,2021-03-30,102474,ibx_extension
24694,GRUPO SBF S.A.,2021,2021-12-31,2022-03-29,113191,ibx_extension
24694,GRUPO SBF S.A.,2022,2022-12-31,2023-03-02,123846,ibx_extension
24694,GRUPO SBF S.A.,2023,2023-12-31,2024-03-18,134844,ibx_extension
24694,GRUPO SBF S.A.,2024,2024-12-31,2025-03-19,145526,ibx_extension
24694,GRUPO SBF S.A.,2025,2025-12-31,2026-03-09,155192,ibx_extension
21431,HYPERA S.A.,2010,2010-12-31,2011-03-22,5428,history_extension
21431,HYPERA S.A.,2011,2011-12-31,2012-03-10,14881,history_extension
21431,HYPERA S.A.,2012,2012-12-31,2013-03-06,24745,history_extension
21431,HYPERA S.A.,2013,2013-12-31,2014-03-19,35327,history_extension
21431,HYPERA S.A.,2014,2014-12-31,2015-02-06,43885,history_extension
20494,IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,2010,2010-12-31,2011-03-29,5861,history_extension
20494,IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,2011,2011-12-31,2013-02-07,24141,history_extension
20494,IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,2012,2012-12-31,2013-05-21,28108,history_extension
20494,IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,2013,2013-12-31,2014-04-03,36089,history_extension
20494,IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,2014,2014-12-31,2015-03-19,45090,history_extension
8672,IGUATEMI S.A.,2010,2010-12-31,2011-06-10,9652,history_extension
8672,IGUATEMI S.A.,2011,2011-12-31,2012-03-30,15701,history_extension
8672,IGUATEMI S.A.,2012,2012-12-31,2013-03-20,25062,history_extension
8672,IGUATEMI S.A.,2013,2013-12-31,2014-03-26,35526,history_extension
8672,IGUATEMI S.A.,2014,2014-12-31,2015-03-30,45483,history_extension
25453,INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA,2019,2019-12-31,2020-11-26,98900,ibx_extension
25453,INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA,2020,2020-12-31,2021-04-07,102703,ibx_extension
25453,INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA,2021,2021-12-31,2022-11-01,121282,ibx_extension
25453,INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA,2022,2022-12-31,2023-03-01,123808,ibx_extension
25453,INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA,2023,2023-12-31,2024-02-28,134323,ibx_extension
25453,INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA,2024,2024-12-31,2025-02-26,145049,ibx_extension
25453,INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA,2025,2025-12-31,2026-02-25,154903,ibx_extension
23574,INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,2011,2011-12-31,2015-03-24,45184,ibx_extension
23574,INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,2012,2012-12-31,2015-03-24,45182,ibx_extension
23574,INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,2013,2013-12-31,2015-03-24,45181,ibx_extension
23574,INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,2014,2014-12-31,2015-03-30,45577,ibx_extension
23574,INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,2015,2015-12-31,2016-03-22,54339,ibx_extension
23574,INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,2016,2016-12-31,2017-03-28,63651,ibx_extension
23574,INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,2017,2017-12-31,2018-03-27,72693,ibx_extension
23574,INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,2018,2018-12-31,2019-03-29,81735,ibx_extension
23574,INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,2019,2019-12-31,2020-03-30,92051,ibx_extension
23574,INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,2020,2020-12-31,2021-03-30,102397,ibx_extension
23574,INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,2021,2021-12-31,2022-03-30,113225,ibx_extension
23574,INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,2022,2022-12-31,2023-03-28,124732,ibx_extension
23574,INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,2023,2023-12-31,2024-03-26,135150,ibx_extension
23574,INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,2024,2024-12-31,2025-03-26,145815,ibx_extension
23574,INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,2025,2025-12-31,2026-03-30,155861,ibx_extension
11932,IOCHPE MAXION S.A.,2010,2010-12-31,2011-02-23,4924,ibx_extension
11932,IOCHPE MAXION S.A.,2011,2011-12-31,2012-02-27,14560,ibx_extension
11932,IOCHPE MAXION S.A.,2012,2012-12-31,2013-02-28,24541,ibx_extension
11932,IOCHPE MAXION S.A.,2013,2013-12-31,2014-04-11,36227,ibx_extension
11932,IOCHPE MAXION S.A.,2014,2014-12-31,2015-02-25,44254,ibx_extension
11932,IOCHPE MAXION S.A.,2015,2015-12-31,2016-02-25,53644,ibx_extension
11932,IOCHPE MAXION S.A.,2016,2016-12-31,2017-03-27,63611,ibx_extension
11932,IOCHPE MAXION S.A.,2017,2017-12-31,2018-02-20,71632,ibx_extension
11932,IOCHPE MAXION S.A.,2018,2018-12-31,2019-03-11,81112,ibx_extension
11932,IOCHPE MAXION S.A.,2019,2019-12-31,2020-03-05,91384,ibx_extension
11932,IOCHPE MAXION S.A.,2020,2020-12-31,2021-03-03,100638,ibx_extension
11932,IOCHPE MAXION S.A.,2021,2021-12-31,2022-03-09,112374,ibx_extension
11932,IOCHPE MAXION S.A.,2022,2022-12-31,2023-03-20,124377,ibx_extension
11932,IOCHPE MAXION S.A.,2023,2023-12-31,2024-03-06,134484,ibx_extension
11932,IOCHPE MAXION S.A.,2024,2024-12-31,2025-02-26,145065,ibx_extension
11932,IOCHPE MAXION S.A.,2025,2025-12-31,2026-02-25,154907,ibx_extension
20575,JBS S.A.,2010,2010-12-31,2011-03-24,5520,ibx_extension
20575,JBS S.A.,2011,2011-12-31,2012-03-21,15222,ibx_extension
20575,JBS S.A.,2012,2012-12-31,2013-10-07,31726,ibx_extension
20575,JBS S.A.,2013,2013-12-31,2014-03-24,35474,ibx_extension
20575,JBS S.A.,2014,2014-12-31,2016-08-05,58532,ibx_extension
20575,JBS S.A.,2016,2016-12-31,2017-04-07,64176,ibx_extension
20575,JBS S.A.,2017,2017-12-31,2018-03-28,72874,ibx_extension
20575,JBS S.A.,2018,2018-12-31,2019-03-28,81726,ibx_extension
20575,JBS S.A.,2019,2019-12-31,2020-03-25,91835,ibx_extension
20575,JBS S.A.,2020,2020-12-31,2021-03-24,102194,ibx_extension
20575,JBS S.A.,2021,2021-12-31,2022-03-21,112767,ibx_extension
20575,JBS S.A.,2022,2022-12-31,2023-03-21,124415,ibx_extension
20575,JBS S.A.,2023,2023-12-31,2024-03-26,135145,ibx_extension
20575,JBS S.A.,2024,2024-12-31,2025-03-25,145755,ibx_extension
20575,JBS S.A.,2025,2025-12-31,2026-03-25,155687,ibx_extension
20605,JHSF PARTICIPACOES S.A.,2010,2010-12-31,2011-03-30,5969,history_extension
20605,JHSF PARTICIPACOES S.A.,2011,2011-12-31,2012-03-26,15391,history_extension
20605,JHSF PARTICIPACOES S.A.,2012,2012-12-31,2013-03-27,25560,history_extension
20605,JHSF PARTICIPACOES S.A.,2013,2013-12-31,2014-03-25,35522,history_extension
20605,JHSF PARTICIPACOES S.A.,2014,2014-12-31,2015-03-12,44953,history_extension
7870,KEPLER WEBER S.A.,2010,2010-12-31,2011-03-28,5668,ibx_extension
7870,KEPLER WEBER S.A.,2011,2011-12-31,2012-03-15,15031,ibx_extension
7870,KEPLER WEBER S.A.,2012,2012-12-31,2013-03-14,24914,ibx_extension
7870,KEPLER WEBER S.A.,2013,2013-12-31,2014-03-24,35456,ibx_extension
7870,KEPLER WEBER S.A.,2014,2014-12-31,2015-03-20,45143,ibx_extension
7870,KEPLER WEBER S.A.,2015,2015-12-31,2016-03-18,54201,ibx_extension
7870,KEPLER WEBER S.A.,2016,2016-12-31,2017-03-17,63293,ibx_extension
7870,KEPLER WEBER S.A.,2017,2017-12-31,2018-03-23,72609,ibx_extension
7870,KEPLER WEBER S.A.,2018,2018-12-31,2019-03-20,81359,ibx_extension
7870,KEPLER WEBER S.A.,2019,2019-12-31,2021-03-12,100927,ibx_extension
7870,KEPLER WEBER S.A.,2020,2020-12-31,2021-02-24,100419,ibx_extension
7870,KEPLER WEBER S.A.,2021,2021-12-31,2022-02-16,111807,ibx_extension
7870,KEPLER WEBER S.A.,2022,2022-12-31,2023-02-15,123553,ibx_extension
7870,KEPLER WEBER S.A.,2023,2023-12-31,2024-02-28,134319,ibx_extension
7870,KEPLER WEBER S.A.,2024,2024-12-31,2025-02-26,145037,ibx_extension
7870,KEPLER WEBER S.A.,2025,2025-12-31,2026-02-25,154901,ibx_extension
12653,KLABIN S.A.,2010,2010-12-31,2011-02-24,4933,history_extension
12653,KLABIN S.A.,2011,2011-12-31,2012-03-01,14625,history_extension
12653,KLABIN S.A.,2012,2012-12-31,2013-02-22,24397,history_extension
12653,KLABIN S.A.,2013,2013-12-31,2014-02-12,34485,history_extension
12653,KLABIN S.A.,2014,2014-12-31,2015-02-11,43996,history_extension
19879,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,2010,2010-12-31,2011-03-28,5658,history_extension
19879,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,2011,2011-12-31,2012-03-06,14727,history_extension
19879,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,2012,2012-12-31,2013-03-25,25265,history_extension
19879,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,2013,2013-12-31,2014-03-11,35112,history_extension
19879,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,2014,2014-12-31,2015-03-06,44829,history_extension
23035,LINX S.A.,2011,2011-12-31,2013-02-08,24197,ibx_extension
23035,LINX S.A.,2012,2012-12-31,2013-04-22,26223,ibx_extension
23035,LINX S.A.,2013,2013-12-31,2014-02-13,34529,ibx_extension
23035,LINX S.A.,2014,2014-12-31,2015-02-12,44075,ibx_extension
23035,LINX S.A.,2015,2015-12-31,2016-02-18,53459,ibx_extension
23035,LINX S.A.,2016,2016-12-31,2017-02-13,62478,ibx_extension
23035,LINX S.A.,2017,2017-12-31,2018-02-19,71603,ibx_extension
