CD_CVM,ANO,ID_DOC,found,n_bytes,error,DENOM_CIA
25232,2025,156715,True,451936,,MÉLIUZ S.A.
25291,2025,157748,True,349236,,BRAVA ENERGIA S.A.
25372,2025,157841,True,285497,,SENDAS DISTRIBUIDORA S.A.
25453,2025,156463,True,453182,,INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA
25585,2025,156509,True,421838,,CSN MINERAÇÃO S.A.
25712,2025,157874,True,620145,,GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.
25780,2025,157068,True,518889,,PETRORECÔNCAVO S.A.
25844,2025,158939,True,536294,,TEGRA INCORPORADORA S.A.
25917,2025,150921,True,853802,,RAÍZEN S.A.
25984,2025,155525,False,0,Failed to download https://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=155525 after 5 attempts,COMPANHIA BRASILEIRA DE ALUMÍNIO
26123,2025,157764,True,470296,,ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.
26441,2025,154512,True,839022,,SERENA ENERGIA S.A.
26620,2025,156906,True,736852,,AUREN ENERGIA S.A.
27111,2025,148968,True,386959,,XP INVESTIMENTOS S.A.
27707,2025,157200,True,289824,,AUTOMOB PARTICIPAÇÕES S.A.
