cd_cvm,fiscal_year,debt_line_item,fonte
20710,2016,1884090.0,con
21431,2016,4921145.0,con
21237,2016,4091812.0,con
19348,2016,31071000.0,con
22250,2016,0.0,ind
23566,2016,7436999.0,ind
16942,2016,236975.0,ind
19640,2016,0.0,ind
19925,2016,3616666.0,con
19909,2016,5493051.0,con
80152,2016,0.0,ind
21830,2016,197537.0,ind
21849,2016,1029099.0,ind
15890,2016,0.0,ind
14818,2016,0.0,ind
19097,2016,0.0,ind
19879,2016,7574385.0,con
16586,2016,0.0,ind
17884,2016,0.0,ind
15717,2016,0.0,ind
13781,2016,1725587.0,con
3050,2016,2684620.0,ind
16446,2016,0.0,ind
23604,2016,249050.0,con
18996,2016,711318.0,ind
18287,2016,0.0,con
21482,2016,3930316.0,con
16497,2016,38516.0,con
16438,2016,0.0,ind
1120,2016,633695.0,ind
19844,2016,0.0,ind
9989,2016,46019.0,con
8753,2016,183795715.0,con
20605,2016,1916812.0,con
23493,2016,1526411.0,con
23612,2016,64994.0,ind
14923,2016,681507.0,ind
6505,2016,3259000.0,con
23710,2016,143755.0,con
23477,2016,0.0,ind
20966,2016,958054.0,con
21997,2016,557092.0,ind
24210,2016,0.0,ind
20770,2016,227721.0,con
18309,2016,1683587.0,ind
19895,2016,17556.0,ind
20443,2016,4371178.0,ind
23329,2016,402172.0,ind
20184,2016,0.0,con
1520,2016,169524.0,con
11398,2016,89567.0,con
22543,2016,698604.0,ind
19615,2016,212825.0,con
8087,2016,10731320.0,con
17850,2016,103223.0,ind
20702,2016,1030932.0,con
21857,2016,410954.0,ind
16306,2016,1925424.0,con
20931,2016,7007967.0,con
20010,2016,3935138.0,con
23841,2016,0.0,ind
9393,2016,1951404.0,con
19429,2016,0.0,ind
21202,2016,614412.0,con
14850,2016,672442.0,ind
13986,2016,14917342.0,con
23370,2016,74695.0,ind
20559,2016,0.0,ind
21717,2016,0.0,con
23060,2016,610200.0,ind
22179,2016,4036.0,ind
16861,2016,758373.0,ind
8672,2016,2364035.0,con
4723,2016,0.0,con
20435,2016,1344409.0,con
7870,2016,104004.0,con
80047,2016,1431043.0,con
20125,2016,0.0,con
15199,2016,6146461.0,ind
4170,2016,112666751.0,con
22071,2016,2122606.0,ind
18821,2016,14135107.0,con
21105,2016,0.0,ind
17493,2016,0.0,con
5576,2016,1020874.0,ind
20320,2016,0.0,con
23574,2016,360321.0,con
24082,2016,0.0,ind
21709,2016,704760.0,con
8575,2016,479681.0,con
24279,2016,3364868.0,ind
21792,2016,1302412.0,con
12823,2016,46476.0,con
1155,2016,2807959.0,ind
16101,2016,2150793.0,con
17450,2016,5675752.0,con
11258,2016,244498.0,con
5380,2016,53216.0,ind
24155,2016,332177.0,ind
21725,2016,0.0,con
17639,2016,7926437.0,con
14761,2016,1308.0,con
19569,2016,9304926.0,con
16675,2016,14158829.0,ind
23728,2016,37071.0,con
22420,2016,0.0,ind
17914,2016,151070.0,con
21024,2016,749576.0,ind
19623,2016,1249556.0,con
906,2016,44251208.0,ind
23523,2016,0.0,ind
12696,2016,69059.0,con
22497,2016,547660.0,con
13854,2016,0.0,ind
18368,2016,1458783.0,con
23507,2016,216487.0,con
19747,2016,0.0,ind
15342,2016,824721.0,ind
16284,2016,0.0,ind
22810,2016,9366633.0,con
10472,2016,675888.0,con
7510,2016,391551.0,con
1724,2016,0.0,ind
14826,2016,7978000.0,con
23469,2016,253406.0,ind
23205,2016,335599.0,ind
18376,2016,1096664.0,con
17973,2016,758404.0,con
7617,2016,3098000.0,con
23396,2016,1601230.0,con
22853,2016,0.0,ind
21822,2016,339102.0,ind
22454,2016,60588.0,con
23760,2016,0.0,ind
80063,2016,274648.0,con
14168,2016,46594.0,ind
10456,2016,672692.0,con
23280,2016,2003555.0,con
20745,2016,1878877.0,con
6700,2016,13583.0,con
15733,2016,41755.0,ind
15539,2016,11807626.0,con
11991,2016,78719.0,con
21199,2016,0.0,con
21075,2016,0.0,ind
22225,2016,275942.0,ind
10960,2016,0.0,con
9415,2016,0.0,ind
22764,2016,0.0,ind
24260,2016,467641.0,con
3824,2016,5628873.0,ind
17892,2016,339548.0,con
24031,2016,4412835.0,ind
15121,2016,0.0,ind
20036,2016,110079.0,con
18970,2016,1391658.0,con
21520,2016,509530.0,con
21644,2016,0.0,ind
23426,2016,342084.0,con
18546,2016,523559.0,ind
20621,2016,1659165.0,ind
24309,2016,0.0,ind
19763,2016,6186491.0,con
8540,2016,196405.0,ind
14443,2016,13121600.0,ind
3395,2016,78821.0,con
21342,2016,2951778.0,con
24295,2016,13023000.0,con
20370,2016,0.0,con
9539,2016,147766102.0,con
21938,2016,848040.0,ind
1023,2016,56914049.0,ind
21601,2016,73555.0,con
22950,2016,0.0,ind
22594,2016,512280.0,con
23388,2016,14512017.0,ind
20540,2016,6021059.0,con
17485,2016,3236998.0,ind
14524,2016,5186562.0,ind
20613,2016,864851.0,con
24317,2016,505813.0,con
3077,2016,229860.0,con
5312,2016,138405.0,con
22675,2016,1566489.0,con
21750,2016,0.0,ind
3549,2016,89453.0,con
23434,2016,687912.0,con
20478,2016,3618149.0,con
16535,2016,2246807.0,ind
20982,2016,2173064.0,con
23906,2016,7001004.0,ind
12858,2016,10161.0,ind
922,2016,250698.0,ind
15369,2016,72917.0,ind
2100,2016,154279.0,con
22845,2016,6327243.0,con
18708,2016,0.0,con
3891,2016,1891152.0,ind
2461,2016,1142905.0,con
23973,2016,6704087.0,ind
8117,2016,0.0,ind
24163,2016,0.0,ind
16268,2016,14903.0,ind
9717,2016,0.0,ind
16527,2016,1402849.0,ind
22861,2016,0.0,ind
21067,2016,1262386.0,con
6041,2016,0.0,ind
18554,2016,51161.0,ind
23639,2016,0.0,ind
21962,2016,919480.0,ind
21040,2016,2488444.0,con
12793,2016,12743832.0,con
20915,2016,2249651.0,con
16209,2016,0.0,ind
23337,2016,0.0,ind
23752,2016,0.0,ind
22802,2016,0.0,ind
6211,2016,382158.0,con
19445,2016,3591559.0,con
16551,2016,2918.0,ind
23159,2016,1221723.0,con
19984,2016,139425.0,ind
21334,2016,14867.0,con
6076,2016,0.0,ind
80020,2016,191886.0,con
20150,2016,0.0,ind
15423,2016,0.0,ind
14109,2016,3094543.0,con
17868,2016,0.0,ind
19208,2016,73039.0,ind
8133,2017,1875920.0,con
23868,2017,856203.0,con
16624,2017,0.0,ind
23035,2017,130767.0,con
23515,2017,3565996.0,ind
22985,2017,0.0,ind
80110,2017,13450336.0,con
17558,2017,0.0,con
24139,2017,0.0,ind
19119,2017,0.0,ind
10880,2017,910.0,con
22519,2017,101519.0,con
19437,2017,360925.0,con
4448,2017,6180346.0,con
16616,2017,938289.0,ind
16772,2017,3228097.0,ind
4863,2017,0.0,con
17930,2017,610274.0,ind
20303,2017,6198251.0,ind
20060,2017,154266.0,con
24180,2017,9160350.0,con
23671,2017,924883.0,ind
19364,2017,196935.0,ind
3069,2017,39369.0,con
21920,2017,0.0,ind
19186,2017,1065306.0,ind
5207,2017,14599.0,con
3450,2017,12450.0,ind
20257,2017,3290457.0,con
1171,2017,1068444.0,ind
23680,2017,870522.0,ind
22357,2017,814411.0,con
20346,2017,608707.0,con
23418,2017,28000.0,ind
24384,2017,652508.0,con
24074,2017,24857.0,ind
21555,2017,941935.0,con
22926,2017,718263.0,ind
4537,2017,0.0,con
23914,2017,0.0,ind
19100,2017,1432947.0,con
14966,2017,3149154.0,ind
23884,2017,380797.0,ind
8427,2017,61662.0,con
22144,2017,1081819.0,con
23272,2017,989084.0,con
14460,2017,3423664.0,con
21180,2017,0.0,con
23990,2017,400.0,ind
17922,2017,0.0,ind
24538,2017,46737.0,ind
20800,2017,291577.0,con
22217,2017,0.0,con
17418,2017,0.0,ind
1562,2017,35092.0,con
12319,2017,5286.0,con
1325,2017,5006726.0,ind
16985,2017,809079.0,ind
23221,2017,348788.0,con
22551,2017,1630399.0,con
7811,2017,1194562.0,con
23825,2017,1040186.0,con
23540,2017,366906.0,ind
4146,2017,345476.0,con
21130,2017,197011.0,con
19720,2017,0.0,ind
20001,2017,0.0,ind
23957,2017,5458.0,con
1309,2017,4341.0,ind
22659,2017,0.0,ind
24660,2017,98277.0,con
13439,2017,24985.0,ind
21008,2017,1216094.0,con
23442,2017,526886.0,ind
6629,2017,304638.0,ind
20494,2017,2240046.0,con
8192,2017,54434.0,con
23981,2017,229504.0,ind
9040,2017,164288.0,con
23019,2017,0.0,ind
4693,2017,116804.0,ind
23701,2017,0.0,ind
13366,2017,52369468.0,con
13447,2017,0.0,ind
902123,2017,87961.0,con
14869,2017,1079691.0,ind
20729,2017,1187497.0,ind
11762,2017,539268.0,con
20630,2017,0.0,con
15636,2017,4070075.0,ind
23264,2017,5396310.0,con
19852,2017,1339072.0,ind
20389,2017,0.0,ind
19860,2017,0.0,ind
701,2017,0.0,con
12530,2017,34155.0,con
24171,2017,4039000.0,con
19992,2017,652402.0,con
19658,2017,58769.0,con
20338,2017,643416.0,con
18627,2017,2712074.0,ind
24252,2017,0.0,con
19135,2017,0.0,ind
11215,2017,6087.0,ind
1384,2017,41402.0,con
21350,2017,906860.0,con
14206,2017,3066457.0,ind
21970,2017,473318.0,ind
24546,2017,18834.0,con
4820,2017,23331067.0,con
21490,2017,4567651.0,con
19941,2017,14891.0,ind
23809,2017,767254.0,ind
19470,2017,0.0,ind
14664,2017,340208.0,con
20044,2017,63724.0,ind
18716,2017,101372.0,ind
21466,2017,301195.0,ind
24015,2017,5586023.0,ind
12190,2017,154362.0,con
21636,2017,2808882.0,con
22616,2017,220275.0,ind
5762,2017,124367.0,con
3115,2017,278354.0,con
20133,2017,0.0,ind
80179,2017,496747891.0,con
3654,2017,32709.0,con
21148,2017,134994.0,con
6017,2017,23618.0,ind
13471,2017,333886.0,con
4774,2017,10520.0,con
21440,2017,1033972.0,con
22632,2017,0.0,ind
8605,2017,26483270.0,ind
18589,2017,94942.0,ind
22977,2017,710640.0,ind
23698,2017,5094035.0,ind
13765,2017,2245.0,con
23744,2017,301848.0,ind
23620,2017,2630738.0,con
21032,2017,1411850.0,con
19232,2017,16638.0,ind
24040,2017,2789.0,ind
20648,2017,460873.0,ind
18430,2017,252149.0,ind
15024,2017,412125.0,ind
24066,2017,1318378.0,ind
23930,2017,0.0,con
9342,2017,88829.0,con
23000,2017,1018760.0,con
22268,2017,1638085.0,ind
24236,2017,16679.0,con
14320,2017,6924308.0,con
10561,2017,0.0,ind
19305,2017,117241.0,con
1694,2017,0.0,con
24198,2017,0.0,ind
16241,2017,323341.0,ind
9954,2017,0.0,ind
3298,2017,72738.0,con
7595,2017,585588.0,con
19739,2017,3785889.0,con
23817,2017,2012.0,con
23248,2017,377632.0,con
2577,2017,568394.0,ind
14605,2017,1682527.0,ind
21016,2017,1022533.0,con
6343,2017,1891556.0,con
11223,2017,426675.0,con
15253,2017,7603892.0,con
23175,2017,1277395.0,con
22489,2017,0.0,ind
80071,2017,18338497.0,con
17540,2017,0.0,ind
17388,2017,0.0,ind
11592,2017,601885.0,con
17965,2017,0.0,ind
20192,2017,2743003.0,ind
22560,2017,567838.0,con
18660,2017,22043988.0,con
24392,2017,0.0,con
15784,2017,0.0,ind
24457,2017,0.0,ind
24350,2017,87867.0,con
20397,2017,1158134.0,ind
18333,2017,0.0,ind
23892,2017,959788.0,ind
16748,2017,495872.0,ind
4669,2017,1590642.0,con
22586,2017,3510.0,con
11312,2017,48086287.0,con
21393,2017,8339.0,con
8036,2017,6001807.0,ind
4081,2017,151215.0,con
22608,2017,655987.0,ind
20885,2017,490399.0,ind
24287,2017,14994713.0,ind
24430,2017,0.0,ind
20788,2017,11188897.0,con
19330,2017,2816641.0,con
18597,2017,9027.0,ind
14133,2017,1199.0,con
20842,2017,2491064.0,con
21610,2017,5463632.0,con
21814,2017,0.0,ind
23230,2017,9876448.0,con
20168,2017,0.0,ind
19771,2017,5043637.0,con
21989,2017,692427.0,ind
24104,2017,547559.0,ind
17671,2017,9224074.0,con
18538,2017,2905.0,ind
19593,2017,65010.0,ind
22055,2017,821524.0,con
17329,2017,3088732.0,con
23590,2017,557.0,con
13773,2017,586661.0,con
16292,2017,18962380.0,con
11070,2017,0.0,con
3190,2017,3845373.0,con
4685,2017,9067.0,ind
5770,2017,343173.0,con
20818,2017,0.0,con
22942,2017,1417969.0,con
22080,2017,2914998866.0,ind
6173,2017,668112.0,con
19275,2017,1686844.0,ind
23353,2017,11965368.0,ind
21741,2017,0.0,ind
11932,2017,3060085.0,con
22390,2017,0.0,ind
21091,2017,3457041.0,con
21881,2017,832021.0,con
20796,2017,0.0,con
23310,2017,293033.0,con
18406,2017,0.0,ind
16560,2017,0.0,ind
15083,2017,412125.0,con
20516,2017,3507187.0,con
7544,2017,301862.0,con
18724,2017,1548238.0,con
4707,2017,0.0,con
13030,2017,12632.0,con
19224,2017,0.0,ind
22349,2017,106049.0,con
1228,2017,4658813.0,ind
14451,2017,400894.0,con
15300,2017,4911985.0,ind
15458,2017,60540.0,con
21903,2017,4432141.0,con
22020,2017,6313068.0,con
24201,2017,162578.0,con
11231,2017,6564.0,con
16705,2017,0.0,ind
3980,2017,20583233.0,con
18953,2017,10880238.0,con
24708,2017,5842492.0,ind
94,2017,263000.0,con
11975,2017,32712.0,con
23167,2017,1109270.0,ind
23485,2017,8523175.0,con
14613,2017,42369.0,ind
18236,2017,0.0,ind
19577,2017,822401.0,ind
2437,2017,46991307.0,con
22365,2017,359741.0,con
23795,2017,0.0,con
20532,2017,50197673.0,ind
15091,2017,0.0,con
18414,2017,0.0,con
23582,2017,306971.0,ind
8451,2017,2299726.0,con
20052,2017,0.0,ind
20877,2017,2171221.0,con
23132,2017,91689.0,ind
8397,2017,535398.0,con
22721,2017,1312477.0,ind
24228,2017,1490193.0,con
4359,2017,217241.0,ind
25607,2017,202441.0,ind
9083,2017,37280.0,ind
20362,2017,678226.0,con
4030,2017,30441018.0,con
12572,2017,6220.0,con
14362,2017,2224137.0,ind
22160,2017,0.0,ind
2453,2017,15179280.0,con
21512,2017,0.0,ind
8818,2017,0.0,ind
23922,2017,1001043.0,ind
9067,2017,14013738.0,con
8893,2017,44568.0,con
15709,2017,1341684.0,ind
22683,2017,178805.0,ind
3158,2017,1369120.0,con
15865,2017,0.0,ind
23949,2017,0.0,ind
20451,2017,625099.0,con
19453,2017,4930260.0,con
19151,2017,433971.0,ind
18465,2017,11417130.0,con
19836,2017,9138129.0,con
24244,2017,52759.0,ind
22691,2017,0.0,con
19313,2017,0.0,ind
22799,2017,19214.0,con
14214,2017,0.0,ind
22446,2017,233935.0,ind
24376,2017,5819945.0,ind
22004,2017,692264.0,ind
15741,2017,705404.0,ind
22470,2017,1848776.0,con
11207,2017,48829.0,con
16993,2017,91725.0,con
24414,2017,385134.0,con
19550,2017,4390171.0,con
9512,2017,385784000.0,con
23558,2017,0.0,ind
2429,2017,917375.0,con
22780,2017,0.0,con
24120,2017,0.0,con
15407,2017,421.0,ind
4782,2017,7385021.0,ind
21946,2017,0.0,ind
22411,2017,659154.0,ind
20990,2017,4266179.0,con
16608,2017,2470757.0,ind
22500,2017,635138.0,con
12653,2017,18468547.0,con
14303,2017,3985.0,ind
20354,2017,751170.0,con
1210,2017,28760868.0,ind
21733,2017,10791109.0,con
1570,2017,587.0,ind
23850,2017,0.0,ind
24503,2017,0.0,ind
20567,2017,1783862.0,ind
23833,2017,723346.0,ind
3271,2017,327485.0,ind
18759,2017,0.0,ind
21377,2017,157101.0,ind
20087,2017,12254022.0,con
20141,2017,303743.0,con
3328,2017,2204009.0,con
6815,2017,881215.0,con
18775,2017,8554347.0,con
20524,2017,1986970.0,con
21121,2017,1400402.0,con
15695,2017,0.0,ind
23531,2017,578764.0,con
24406,2017,1093912.0,ind
17337,2017,0.0,ind
23302,2017,4734081.0,con
23876,2017,2371765.0,ind
14311,2017,8837102.0,con
1597,2017,0.0,con
20958,2017,955427.0,con
22187,2017,32119.0,con
16632,2017,176092.0,con
20575,2017,56260414.0,con
24490,2017,0.0,ind
17949,2017,2804971.0,ind
20672,2017,0.0,ind
5410,2017,4400325.0,con
13285,2017,794522.0,con
16659,2017,0.0,con
24112,2017,4034495.0,con
24341,2017,0.0,ind
9520,2017,0.0,ind
24325,2017,0.0,ind
8745,2017,35421.0,con
14176,2017,3271395.0,ind
21628,2017,0.0,ind
5258,2017,413968.0,con
22276,2017,0.0,ind
19062,2017,1274462.0,con
18139,2017,1020807.0,ind
24619,2017,0.0,ind
21156,2017,326469.0,con
19011,2017,237479.0,ind
5983,2017,24986.0,con
17434,2017,0.0,ind
24473,2017,201493.0,con
8656,2017,21396710.0,con
22012,2017,450088.0,ind
21300,2017,0.0,con
15822,2017,2033.0,ind
3204,2017,301722.0,con
18066,2017,0.0,ind
20028,2017,801470.0,con
22233,2017,0.0,ind
22667,2017,0.0,ind
23965,2017,31896.0,con
24058,2017,505647.0,con
16373,2017,971817.0,ind
14346,2017,337359.0,con
24147,2017,0.0,ind
20222,2017,0.0,ind
24090,2017,183537.0,con
20710,2017,1329673.0,con
21431,2017,860158.0,con
21237,2017,4943259.0,con
19348,2017,24698000.0,con
22250,2017,0.0,ind
24422,2017,0.0,ind
23566,2017,11224639.0,ind
16942,2017,200760.0,ind
24600,2017,4036201.0,ind
19640,2017,0.0,ind
19925,2017,3361748.0,con
19909,2017,4779885.0,con
80152,2017,0.0,ind
21830,2017,86664.0,ind
21849,2017,841294.0,ind
14818,2017,0.0,ind
19097,2017,0.0,ind
19879,2017,6943759.0,con
16586,2017,0.0,ind
17884,2017,0.0,ind
15717,2017,0.0,ind
13781,2017,1658867.0,con
3050,2017,3229330.0,ind
16446,2017,0.0,ind
23604,2017,229609.0,con
18996,2017,676272.0,ind
18287,2017,0.0,con
21482,2017,4174988.0,con
16497,2017,19292.0,con
16438,2017,0.0,ind
1120,2017,799588.0,ind
19844,2017,0.0,ind
9989,2017,47521.0,con
8753,2017,78659645.0,con
20605,2017,1488306.0,con
23493,2017,1375654.0,con
23612,2017,69071.0,ind
14923,2017,581955.0,ind
6505,2017,3939000.0,con
23710,2017,87800.0,con
23477,2017,0.0,ind
20966,2017,1099274.0,con
21997,2017,605484.0,ind
24210,2017,0.0,ind
20770,2017,353465.0,con
18309,2017,2363574.0,ind
20443,2017,4641083.0,ind
23329,2017,399436.0,ind
24333,2017,0.0,ind
20184,2017,0.0,con
1520,2017,184014.0,con
11398,2017,50625.0,ind
22543,2017,642464.0,ind
19615,2017,125372.0,con
8087,2017,11608518.0,con
17850,2017,85294.0,ind
20702,2017,1041881.0,con
21857,2017,238508.0,ind
16306,2017,2042381.0,con
20931,2017,6827703.0,con
20010,2017,4834331.0,con
23841,2017,0.0,ind
9393,2017,1845140.0,con
19429,2017,0.0,ind
21202,2017,477462.0,con
14850,2017,720784.0,ind
13986,2017,14012779.0,con
23370,2017,58366.0,ind
24449,2017,0.0,ind
24635,2017,0.0,ind
20559,2017,0.0,ind
24686,2017,712102.0,ind
21717,2017,0.0,con
23060,2017,563782.0,ind
22179,2017,3434.0,ind
16861,2017,939076.0,ind
8672,2017,2364805.0,con
4723,2017,0.0,con
20435,2017,1067029.0,con
7870,2017,118227.0,con
80047,2017,1231372.0,con
20125,2017,0.0,con
15199,2017,6184299.0,ind
4170,2017,95563458.0,con
22071,2017,2130334.0,ind
18821,2017,16186507.0,con
21105,2017,0.0,ind
17493,2017,0.0,ind
5576,2017,1108251.0,ind
20320,2017,8633671.0,con
23574,2017,129279.0,con
24082,2017,0.0,ind
21709,2017,643511.0,con
8575,2017,499530.0,con
24279,2017,15450214.0,ind
12823,2017,46537.0,con
1155,2017,3552393.0,ind
16101,2017,1637568.0,con
17450,2017,8523175.0,con
5380,2017,42158.0,ind
11258,2017,249514.0,ind
24155,2017,740149.0,ind
21725,2017,0.0,con
17639,2017,6719782.0,con
14761,2017,27735.0,con
19569,2017,6379220.0,con
16675,2017,14158829.0,ind
22420,2017,0.0,ind
17914,2017,133532.0,con
21024,2017,877901.0,ind
19623,2017,1348302.0,con
906,2017,74823036.0,ind
23523,2017,0.0,ind
12696,2017,65267.0,con
22497,2017,617505.0,con
13854,2017,0.0,ind
18368,2017,1527751.0,con
23507,2017,315438.0,con
19747,2017,0.0,ind
15342,2017,856468.0,ind
16284,2017,0.0,ind
22810,2017,9066535.0,con
10472,2017,343222.0,con
7510,2017,329903.0,con
1724,2017,0.0,ind
14826,2017,5869000.0,con
23469,2017,284727.0,ind
23205,2017,332591.0,ind
18376,2017,1010450.0,con
17973,2017,544002.0,con
7617,2017,3712000.0,con
23396,2017,1773130.0,con
22853,2017,0.0,ind
21822,2017,179965.0,ind
22454,2017,43534.0,con
23760,2017,0.0,ind
80063,2017,0.0,con
14168,2017,52194.0,ind
10456,2017,592674.0,con
23280,2017,1705873.0,con
20745,2017,1901245.0,con
6700,2017,11712.0,con
15733,2017,38049.0,ind
15539,2017,11960921.0,con
11991,2017,76342.0,con
21199,2017,0.0,con
21075,2017,0.0,ind
22225,2017,296041.0,ind
10960,2017,0.0,con
9415,2017,0.0,ind
22764,2017,0.0,ind
24260,2017,469363.0,con
3824,2017,4760756.0,ind
17892,2017,229834.0,con
15121,2017,0.0,ind
20036,2017,99845.0,con
18970,2017,1446570.0,con
21520,2017,602823.0,con
24627,2017,141905.0,con
21644,2017,0.0,ind
24554,2017,0.0,ind
24589,2017,0.0,ind
23426,2017,316307.0,con
18546,2017,448659.0,ind
20621,2017,1053268.0,ind
24309,2017,0.0,ind
19763,2017,5571055.0,con
24481,2017,0.0,ind
8540,2017,76292.0,ind
14443,2017,11964143.0,ind
3395,2017,63045.0,con
21342,2017,3377997.0,con
24295,2017,12909000.0,con
20370,2017,0.0,con
9539,2017,152846307.0,con
21938,2017,721640.0,ind
1023,2017,50584588.0,ind
22950,2017,0.0,ind
22594,2017,473868.0,con
23388,2017,15068314.0,ind
20540,2017,6407871.0,con
17485,2017,2732878.0,ind
14524,2017,4994066.0,ind
20613,2017,724965.0,con
24317,2017,607973.0,con
3077,2017,235429.0,con
5312,2017,123357.0,con
22675,2017,2052598.0,con
21750,2017,0.0,ind
3549,2017,88527.0,con
23434,2017,679488.0,con
20478,2017,2982128.0,con
16535,2017,1869775.0,ind
20982,2017,2882289.0,con
23906,2017,9259169.0,ind
12858,2017,3296.0,ind
922,2017,437825.0,ind
15369,2017,33059.0,ind
24368,2017,0.0,ind
2100,2017,136699.0,con
22845,2017,6711929.0,con
18708,2017,0.0,con
3891,2017,1145666.0,ind
2461,2017,787791.0,con
8117,2017,0.0,ind
24163,2017,0.0,ind
16268,2017,15638.0,ind
9717,2017,0.0,ind
16527,2017,1180848.0,ind
22861,2017,0.0,ind
21067,2017,1301327.0,con
6041,2017,0.0,ind
18554,2017,3740.0,ind
23639,2017,0.0,ind
21962,2017,858096.0,ind
21040,2017,2462080.0,con
12793,2017,16152511.0,con
20915,2017,2313640.0,con
16209,2017,0.0,ind
22802,2017,0.0,ind
6211,2017,256168.0,con
19445,2017,3430925.0,con
16551,2017,3128.0,ind
23159,2017,1148131.0,con
19984,2017,129875.0,ind
21334,2017,11857.0,con
6076,2017,0.0,ind
80020,2017,145001.0,con
15423,2017,0.0,con
14109,2017,2429318.0,con
17868,2017,0.0,ind
19208,2017,58941.0,ind
8133,2018,1870816.0,con
23868,2018,944813.0,con
24864,2018,378433.0,ind
16624,2018,0.0,ind
23035,2018,97288.0,con
23515,2018,3640902.0,ind
22985,2018,0.0,ind
17558,2018,0.0,ind
24139,2018,49275.0,ind
19119,2018,0.0,ind
10880,2018,0.0,con
24848,2018,2105.0,con
22519,2018,92044.0,con
4448,2018,6994742.0,con
16616,2018,920581.0,ind
16772,2018,1891375.0,ind
4863,2018,0.0,con
17930,2018,433380.0,ind
20303,2018,5682691.0,ind
20060,2018,149966.0,con
24180,2018,9104634.0,con
23671,2018,897600.0,ind
19364,2018,406910.0,ind
3069,2018,66382.0,con
21920,2018,11764.0,ind
19186,2018,931323.0,ind
5207,2018,13465.0,con
3450,2018,14445.0,ind
20257,2018,3005160.0,con
1171,2018,1261077.0,ind
23680,2018,828010.0,ind
22357,2018,974377.0,con
20346,2018,757205.0,con
24384,2018,1487201.0,con
21555,2018,1473656.0,con
22926,2018,667238.0,ind
4537,2018,0.0,con
19100,2018,1219148.0,con
14966,2018,2179002.0,ind
23884,2018,470736.0,ind
8427,2018,56375.0,con
23272,2018,930034.0,con
22144,2018,997162.0,ind
14460,2018,2574040.0,con
21180,2018,0.0,con
23990,2018,0.0,ind
17922,2018,0.0,ind
24538,2018,245716.0,ind
20800,2018,222874.0,con
22217,2018,0.0,con
1562,2018,32102.0,con
12319,2018,5286.0,con
1325,2018,556.0,con
16985,2018,1070355.0,ind
23221,2018,314860.0,con
24872,2018,55189.0,con
22551,2018,1878024.0,con
7811,2018,931885.0,con
23825,2018,1861040.0,con
23540,2018,385998.0,ind
4146,2018,400328.0,con
21130,2018,223929.0,con
19720,2018,0.0,ind
20001,2018,0.0,ind
23957,2018,20420.0,con
1309,2018,18271.0,ind
22659,2018,0.0,ind
25178,2018,339386.0,ind
24660,2018,83342.0,con
13439,2018,20579.0,ind
21008,2018,1306183.0,con
23442,2018,711080.0,ind
6629,2018,324582.0,ind
24678,2018,0.0,ind
24570,2018,15114861.0,ind
20494,2018,2139285.0,con
8192,2018,46792.0,con
23981,2018,228241.0,ind
9040,2018,125559.0,con
23019,2018,1290.0,ind
4693,2018,97384.0,ind
23701,2018,0.0,ind
13366,2018,52619684.0,con
13447,2018,0.0,ind
14869,2018,1292554.0,ind
20729,2018,685558.0,ind
11762,2018,94799.0,con
20630,2018,0.0,con
15636,2018,4212504.0,ind
23264,2018,2553050.0,con
19852,2018,1536536.0,ind
19860,2018,0.0,ind
701,2018,124.0,con
12530,2018,3710.0,con
24171,2018,2477000.0,con
24767,2018,139794.0,ind
19992,2018,671694.0,con
19658,2018,64287.0,con
20338,2018,341676.0,con
18627,2018,2716838.0,ind
24252,2018,0.0,con
503711,2018,5396961.0,ind
19135,2018,0.0,ind
11215,2018,8088.0,ind
1384,2018,53410.0,con
21350,2018,893951.0,con
14206,2018,3840933.0,ind
21970,2018,471329.0,ind
24546,2018,22167.0,con
4820,2018,23647562.0,con
21490,2018,4763171.0,con
19941,2018,11681.0,ind
23809,2018,621815.0,ind
19470,2018,0.0,ind
14664,2018,399835.0,con
20044,2018,69554.0,ind
21466,2018,0.0,con
24015,2018,5582326.0,ind
12190,2018,244948.0,con
21636,2018,1293338.0,con
22616,2018,809611.0,ind
5762,2018,97458.0,con
3115,2018,283056.0,con
20133,2018,0.0,ind
80179,2018,246422904.0,con
3654,2018,9972.0,con
21148,2018,270165.0,con
13471,2018,370963.0,con
4774,2018,2253.0,con
21440,2018,1026614.0,con
8605,2018,28473439.0,ind
18589,2018,93757.0,ind
22977,2018,681698.0,ind
23698,2018,8623749.0,ind
13765,2018,1473.0,con
23744,2018,141769.0,ind
23620,2018,3123966.0,con
21032,2018,1540058.0,con
19232,2018,15830.0,ind
24040,2018,0.0,ind
20648,2018,597775.0,ind
18430,2018,224289.0,ind
15024,2018,412125.0,ind
24066,2018,1152493.0,ind
23930,2018,0.0,con
9342,2018,158371.0,con
23000,2018,848388.0,con
22268,2018,1546747.0,ind
24236,2018,65176.0,con
14320,2018,6635779.0,con
10561,2018,0.0,ind
19305,2018,154970.0,con
1694,2018,0.0,ind
16241,2018,426263.0,ind
9954,2018,0.0,ind
3298,2018,71172.0,con
7595,2018,650533.0,con
19739,2018,6477679.0,con
23817,2018,1563.0,con
23248,2018,275818.0,con
2577,2018,388684.0,ind
14605,2018,2318456.0,ind
21016,2018,567321.0,con
6343,2018,1621556.0,con
24520,2018,0.0,ind
11223,2018,379024.0,con
15253,2018,8890553.0,con
23175,2018,1111687.0,con
