cd_cvm,fiscal_year,debt_line_item,fonte
3328,2016,1450646.0,con
6815,2016,783520.0,con
18775,2016,11577722.0,con
20524,2016,2007155.0,con
21121,2016,1078289.0,con
15695,2016,0.0,ind
23531,2016,4930516.0,con
17337,2016,0.0,ind
23302,2016,6013889.0,con
23876,2016,1177358.0,ind
14311,2016,7760988.0,con
1597,2016,0.0,con
20958,2016,1170455.0,con
22187,2016,32125.0,con
16632,2016,233649.0,con
20575,2016,65882726.0,con
17949,2016,3639195.0,ind
20672,2016,0.0,ind
5410,2016,5152968.0,con
13285,2016,744109.0,con
16659,2016,0.0,con
24112,2016,4810945.0,con
24341,2016,0.0,ind
9520,2016,0.0,ind
8745,2016,41073.0,con
14176,2016,3602542.0,ind
21628,2016,0.0,ind
5258,2016,296388.0,con
22276,2016,0.0,ind
19062,2016,2016721.0,con
18139,2016,1073679.0,ind
21156,2016,510707.0,con
19011,2016,281848.0,ind
5983,2016,25126.0,con
22829,2016,1033714.0,con
17590,2016,303885.0,ind
17434,2016,0.0,ind
8656,2016,27870144.0,con
22012,2016,620835.0,ind
21300,2016,0.0,con
15822,2016,3116.0,ind
3204,2016,311500.0,con
18066,2016,0.0,ind
20028,2016,751423.0,con
22233,2016,0.0,ind
22667,2016,0.0,con
23965,2016,24918.0,con
24058,2016,465444.0,con
16373,2016,1061896.0,ind
14346,2016,398906.0,con
20222,2016,0.0,ind
24090,2016,141571.0,con
