CD_CVM,DENOM_CIA,fiscal_year,period_end_date,filing_date,ID_DOC,source
25100,CURY CONSTRUTORA E INCORPORADORA S.A.,2021,2021-12-31,2022-03-24,112921,current_ibov
25100,CURY CONSTRUTORA E INCORPORADORA S.A.,2022,2022-12-31,2023-09-14,130992,current_ibov
25100,CURY CONSTRUTORA E INCORPORADORA S.A.,2023,2023-12-31,2024-03-11,134624,current_ibov
25100,CURY CONSTRUTORA E INCORPORADORA S.A.,2024,2024-12-31,2025-03-11,145292,current_ibov
23310,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,2015,2015-12-31,2016-02-19,53476,historical_ibov
23310,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,2016,2016-12-31,2017-02-15,62556,historical_ibov
23310,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,2017,2017-12-31,2018-02-08,71407,historical_ibov
23310,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,2018,2018-12-31,2019-02-26,80879,historical_ibov
23310,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,2019,2019-12-31,2020-09-01,96766,historical_ibov
23310,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,2020,2020-12-31,2021-03-26,102322,historical_ibov
23310,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,2021,2021-12-31,2022-03-15,112557,historical_ibov
23310,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,2022,2022-12-31,2023-03-21,124434,historical_ibov
23310,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,2023,2023-12-31,2024-03-26,135166,historical_ibov
23310,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,2024,2024-12-31,2025-03-26,145798,historical_ibov
14460,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,2015,2015-12-31,2016-03-23,54386,current_ibov
14460,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,2016,2016-12-31,2017-03-23,63477,current_ibov
14460,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,2017,2017-12-31,2018-03-22,72538,current_ibov
14460,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,2018,2018-12-31,2019-03-27,81580,current_ibov
14460,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,2019,2019-12-31,2020-03-19,91667,current_ibov
14460,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,2020,2020-12-31,2021-03-18,102043,current_ibov
14460,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,2021,2021-12-31,2022-03-17,112633,current_ibov
14460,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,2022,2022-12-31,2023-03-16,124242,current_ibov
14460,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,2023,2023-12-31,2024-03-14,134740,current_ibov
14460,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,2024,2024-12-31,2025-03-20,145594,current_ibov
21091,DEXCO S.A.,2015,2015-12-31,2016-02-15,53358,historical_ibov
21091,DEXCO S.A.,2016,2016-12-31,2017-02-08,62390,historical_ibov
21091,DEXCO S.A.,2017,2017-12-31,2018-02-05,71345,historical_ibov
21091,DEXCO S.A.,2018,2018-12-31,2019-02-13,80649,historical_ibov
21091,DEXCO S.A.,2019,2019-12-31,2020-02-12,90918,historical_ibov
21091,DEXCO S.A.,2020,2020-12-31,2021-02-08,100004,historical_ibov
21091,DEXCO S.A.,2021,2021-12-31,2022-02-09,111679,historical_ibov
21091,DEXCO S.A.,2022,2022-12-31,2023-03-08,123979,historical_ibov
21091,DEXCO S.A.,2023,2023-12-31,2024-03-06,134509,historical_ibov
21091,DEXCO S.A.,2024,2024-12-31,2025-03-12,145350,historical_ibov
19623,DIAGNOSTICOS DA AMERICA S.A.,2015,2015-12-31,2016-03-23,54381,historical_ibov
19623,DIAGNOSTICOS DA AMERICA S.A.,2016,2016-12-31,2017-03-20,63357,historical_ibov
19623,DIAGNOSTICOS DA AMERICA S.A.,2017,2017-12-31,2018-03-16,72354,historical_ibov
19623,DIAGNOSTICOS DA AMERICA S.A.,2018,2018-12-31,2019-03-14,81214,historical_ibov
19623,DIAGNOSTICOS DA AMERICA S.A.,2019,2019-12-31,2020-03-13,91578,historical_ibov
19623,DIAGNOSTICOS DA AMERICA S.A.,2020,2020-12-31,2021-03-06,100717,historical_ibov
19623,DIAGNOSTICOS DA AMERICA S.A.,2021,2021-12-31,2022-03-29,113140,historical_ibov
19623,DIAGNOSTICOS DA AMERICA S.A.,2022,2022-12-31,2023-03-28,124722,historical_ibov
19623,DIAGNOSTICOS DA AMERICA S.A.,2023,2023-12-31,2024-04-17,135758,historical_ibov
19623,DIAGNOSTICOS DA AMERICA S.A.,2024,2024-12-31,2025-03-26,145811,historical_ibov
21350,DIRECIONAL ENGENHARIA S.A.,2015,2015-12-31,2016-03-14,54048,current_ibov
21350,DIRECIONAL ENGENHARIA S.A.,2016,2016-12-31,2017-03-20,63352,current_ibov
21350,DIRECIONAL ENGENHARIA S.A.,2017,2017-12-31,2018-03-26,72682,current_ibov
21350,DIRECIONAL ENGENHARIA S.A.,2018,2018-12-31,2019-03-11,81114,current_ibov
21350,DIRECIONAL ENGENHARIA S.A.,2019,2019-12-31,2020-03-09,91440,current_ibov
21350,DIRECIONAL ENGENHARIA S.A.,2020,2020-12-31,2021-03-15,100945,current_ibov
21350,DIRECIONAL ENGENHARIA S.A.,2021,2021-12-31,2022-03-14,112493,current_ibov
21350,DIRECIONAL ENGENHARIA S.A.,2022,2022-12-31,2023-10-26,131606,current_ibov
21350,DIRECIONAL ENGENHARIA S.A.,2023,2023-12-31,2024-03-11,134617,current_ibov
21350,DIRECIONAL ENGENHARIA S.A.,2024,2024-12-31,2025-03-10,145258,current_ibov
19453,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,2015,2015-12-31,2016-03-15,54087,historical_ibov
19453,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,2016,2016-12-31,2017-02-20,62648,historical_ibov
19453,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,2017,2017-12-31,2018-02-28,71875,historical_ibov
19453,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,2018,2018-12-31,2019-03-14,81212,historical_ibov
19453,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,2019,2019-12-31,2020-02-18,91040,historical_ibov
19453,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,2020,2020-12-31,2021-03-10,100819,historical_ibov
19453,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,2021,2021-12-31,2022-03-25,112982,historical_ibov
19453,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,2022,2022-12-31,2023-03-16,124228,historical_ibov
19453,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,2023,2023-12-31,2024-03-13,134692,historical_ibov
19453,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,2024,2024-12-31,2025-03-18,145479,historical_ibov
19763,EDP - ENERGIAS DO BRASIL S.A.,2015,2015-12-31,2016-03-02,53798,historical_ibov
19763,EDP - ENERGIAS DO BRASIL S.A.,2016,2016-12-31,2017-02-22,62728,historical_ibov
19763,EDP - ENERGIAS DO BRASIL S.A.,2017,2017-12-31,2018-03-09,72147,historical_ibov
19763,EDP - ENERGIAS DO BRASIL S.A.,2018,2018-12-31,2019-03-08,81087,historical_ibov
19763,EDP - ENERGIAS DO BRASIL S.A.,2019,2019-12-31,2020-02-18,91055,historical_ibov
19763,EDP - ENERGIAS DO BRASIL S.A.,2020,2020-12-31,2021-04-26,103062,historical_ibov
19763,EDP - ENERGIAS DO BRASIL S.A.,2021,2021-12-31,2022-02-16,111821,historical_ibov
19763,EDP - ENERGIAS DO BRASIL S.A.,2022,2022-12-31,2023-02-27,123741,historical_ibov
19763,EDP - ENERGIAS DO BRASIL S.A.,2023,2023-12-31,2024-02-26,134268,historical_ibov
19763,EDP - ENERGIAS DO BRASIL S.A.,2024,2024-12-31,2025-02-25,145017,historical_ibov
14176,ELETROPAULO METROP. ELET. SAO PAULO S.A.,2015,2015-12-31,2016-02-25,53615,historical_ibov
14176,ELETROPAULO METROP. ELET. SAO PAULO S.A.,2016,2016-12-31,2017-02-24,62809,historical_ibov
14176,ELETROPAULO METROP. ELET. SAO PAULO S.A.,2017,2017-12-31,2018-03-26,72688,historical_ibov
14176,ELETROPAULO METROP. ELET. SAO PAULO S.A.,2018,2018-12-31,2019-02-26,80900,historical_ibov
14176,ELETROPAULO METROP. ELET. SAO PAULO S.A.,2019,2019-12-31,2020-02-20,91136,historical_ibov
14176,ELETROPAULO METROP. ELET. SAO PAULO S.A.,2020,2020-12-31,2021-02-24,100423,historical_ibov
14176,ELETROPAULO METROP. ELET. SAO PAULO S.A.,2021,2021-12-31,2022-02-24,112047,historical_ibov
14176,ELETROPAULO METROP. ELET. SAO PAULO S.A.,2022,2022-12-31,2023-02-24,123711,historical_ibov
14176,ELETROPAULO METROP. ELET. SAO PAULO S.A.,2023,2023-12-31,2024-02-28,134320,historical_ibov
14176,ELETROPAULO METROP. ELET. SAO PAULO S.A.,2024,2024-12-31,2025-02-27,145115,historical_ibov
20087,EMBRAER S.A.,2015,2015-12-31,2016-03-18,54195,current_ibov
20087,EMBRAER S.A.,2016,2016-12-31,2017-03-09,63004,current_ibov
20087,EMBRAER S.A.,2017,2017-12-31,2018-03-08,72078,current_ibov
20087,EMBRAER S.A.,2018,2018-12-31,2019-03-14,81183,current_ibov
20087,EMBRAER S.A.,2019,2019-12-31,2020-03-26,91843,current_ibov
20087,EMBRAER S.A.,2020,2020-12-31,2021-03-19,102072,current_ibov
20087,EMBRAER S.A.,2021,2021-12-31,2022-03-09,112362,current_ibov
20087,EMBRAER S.A.,2022,2022-12-31,2023-03-10,124044,current_ibov
20087,EMBRAER S.A.,2023,2023-12-31,2024-03-18,134812,current_ibov
20087,EMBRAER S.A.,2024,2024-12-31,2025-02-27,145081,current_ibov
15253,ENERGISA S.A.,2015,2015-12-31,2016-03-22,54302,current_ibov
15253,ENERGISA S.A.,2016,2016-12-31,2017-03-23,63502,current_ibov
15253,ENERGISA S.A.,2017,2017-12-31,2018-03-14,72278,current_ibov
15253,ENERGISA S.A.,2018,2018-12-31,2019-03-21,81388,current_ibov
15253,ENERGISA S.A.,2019,2019-12-31,2020-03-18,91629,current_ibov
15253,ENERGISA S.A.,2020,2020-12-31,2021-04-09,102789,current_ibov
15253,ENERGISA S.A.,2021,2021-12-31,2024-01-20,133648,current_ibov
15253,ENERGISA S.A.,2022,2022-12-31,2023-03-16,124288,current_ibov
15253,ENERGISA S.A.,2023,2023-12-31,2024-03-15,134790,current_ibov
15253,ENERGISA S.A.,2024,2024-12-31,2025-03-18,145509,current_ibov
21237,ENEVA S.A,2015,2015-12-31,2016-03-24,54419,current_ibov
21237,ENEVA S.A,2016,2016-12-31,2017-09-16,68726,current_ibov
21237,ENEVA S.A,2017,2017-12-31,2018-03-14,72277,current_ibov
21237,ENEVA S.A,2018,2018-12-31,2019-03-20,81381,current_ibov
21237,ENEVA S.A,2019,2019-12-31,2020-04-10,92332,current_ibov
21237,ENEVA S.A,2020,2020-12-31,2021-03-10,100834,current_ibov
21237,ENEVA S.A,2021,2021-12-31,2022-03-21,112782,current_ibov
21237,ENEVA S.A,2022,2022-12-31,2023-03-24,124551,current_ibov
21237,ENEVA S.A,2023,2023-12-31,2024-03-14,134773,current_ibov
21237,ENEVA S.A,2024,2024-12-31,2025-03-20,145597,current_ibov
17329,ENGIE BRASIL ENERGIA S.A.,2015,2015-12-31,2016-02-23,53572,current_ibov
17329,ENGIE BRASIL ENERGIA S.A.,2016,2016-12-31,2017-02-23,62765,current_ibov
17329,ENGIE BRASIL ENERGIA S.A.,2017,2017-12-31,2018-02-22,71712,current_ibov
17329,ENGIE BRASIL ENERGIA S.A.,2018,2018-12-31,2019-02-19,80753,current_ibov
17329,ENGIE BRASIL ENERGIA S.A.,2019,2019-12-31,2020-02-20,91118,current_ibov
17329,ENGIE BRASIL ENERGIA S.A.,2020,2020-12-31,2021-04-20,102963,current_ibov
17329,ENGIE BRASIL ENERGIA S.A.,2021,2021-12-31,2022-02-14,111751,current_ibov
17329,ENGIE BRASIL ENERGIA S.A.,2022,2022-12-31,2023-11-30,132868,current_ibov
17329,ENGIE BRASIL ENERGIA S.A.,2023,2023-12-31,2024-02-27,134298,current_ibov
17329,ENGIE BRASIL ENERGIA S.A.,2024,2024-12-31,2025-02-20,144906,current_ibov
20010,EQUATORIAL ENERGIA S.A.,2015,2015-12-31,2017-09-23,68808,current_ibov
20010,EQUATORIAL ENERGIA S.A.,2016,2016-12-31,2017-09-23,68809,current_ibov
20010,EQUATORIAL ENERGIA S.A.,2017,2017-12-31,2018-03-09,72120,current_ibov
20010,EQUATORIAL ENERGIA S.A.,2018,2018-12-31,2019-04-12,82190,current_ibov
20010,EQUATORIAL ENERGIA S.A.,2019,2019-12-31,2020-05-23,93389,current_ibov
20010,EQUATORIAL S.A.,2020,2020-12-31,2021-03-24,102205,current_ibov
20010,EQUATORIAL S.A.,2021,2021-12-31,2022-03-31,113382,current_ibov
20010,EQUATORIAL S.A.,2022,2022-12-31,2023-03-29,124802,current_ibov
20010,EQUATORIAL S.A.,2023,2023-12-31,2024-03-25,135105,current_ibov
20010,EQUATORIAL S.A.,2024,2024-12-31,2025-04-01,146103,current_ibov
20524,EVEN CONSTRUTORA E INCORPORADORA S.A.,2015,2015-12-31,2016-03-30,54715,historical_ibov
20524,EVEN CONSTRUTORA E INCORPORADORA S.A.,2016,2016-12-31,2017-03-22,63446,historical_ibov
20524,EVEN CONSTRUTORA E INCORPORADORA S.A.,2017,2017-12-31,2018-03-26,72684,historical_ibov
20524,EVEN CONSTRUTORA E INCORPORADORA S.A.,2018,2018-12-31,2019-03-28,81685,historical_ibov
20524,EVEN CONSTRUTORA E INCORPORADORA S.A.,2019,2019-12-31,2020-03-30,92048,historical_ibov
20524,EVEN CONSTRUTORA E INCORPORADORA S.A.,2020,2020-12-31,2021-03-18,102057,historical_ibov
20524,EVEN CONSTRUTORA E INCORPORADORA S.A.,2021,2021-12-31,2022-03-22,112820,historical_ibov
20524,EVEN CONSTRUTORA E INCORPORADORA S.A.,2022,2022-12-31,2023-03-28,124720,historical_ibov
20524,EVEN CONSTRUTORA E INCORPORADORA S.A.,2023,2023-12-31,2024-03-21,134964,historical_ibov
20524,EVEN CONSTRUTORA E INCORPORADORA S.A.,2024,2024-12-31,2025-03-27,145847,historical_ibov
20770,EZ TEC EMPREEND. E PARTICIPACOES S.A.,2015,2015-12-31,2016-03-29,54645,historical_ibov
20770,EZ TEC EMPREEND. E PARTICIPACOES S.A.,2016,2016-12-31,2017-03-20,63372,historical_ibov
20770,EZ TEC EMPREEND. E PARTICIPACOES S.A.,2017,2017-12-31,2018-03-16,72336,historical_ibov
20770,EZ TEC EMPREEND. E PARTICIPACOES S.A.,2018,2018-12-31,2019-03-22,81445,historical_ibov
20770,EZ TEC EMPREEND. E PARTICIPACOES S.A.,2019,2019-12-31,2020-03-19,91678,historical_ibov
20770,EZ TEC EMPREEND. E PARTICIPACOES S.A.,2020,2020-12-31,2021-03-17,101015,historical_ibov
20770,EZ TEC EMPREEND. E PARTICIPACOES S.A.,2021,2021-12-31,2022-03-17,112639,historical_ibov
20770,EZ TEC EMPREEND. E PARTICIPACOES S.A.,2022,2022-12-31,2023-09-18,131018,historical_ibov
20770,EZ TEC EMPREEND. E PARTICIPACOES S.A.,2023,2023-12-31,2024-03-18,134827,historical_ibov
20770,EZ TEC EMPREEND. E PARTICIPACOES S.A.,2024,2024-12-31,2025-03-13,145373,historical_ibov
12793,FIBRIA CELULOSE S.A.,2015,2015-12-31,2016-01-27,53085,historical_ibov
12793,FIBRIA CELULOSE S.A.,2016,2016-12-31,2017-02-17,62596,historical_ibov
12793,FIBRIA CELULOSE S.A.,2017,2017-12-31,2018-01-29,71239,historical_ibov
12793,FIBRIA CELULOSE S.A.,2018,2018-12-31,2019-02-21,80821,historical_ibov
21881,FLEURY S.A.,2015,2015-12-31,2016-03-03,53828,current_ibov
21881,FLEURY S.A.,2016,2016-12-31,2017-03-09,63040,current_ibov
21881,FLEURY S.A.,2017,2017-12-31,2018-03-05,71948,current_ibov
21881,FLEURY S.A.,2018,2018-12-31,2019-04-18,82260,current_ibov
21881,FLEURY S.A.,2019,2019-12-31,2020-02-19,91099,current_ibov
21881,FLEURY S.A.,2020,2020-12-31,2021-02-25,100463,current_ibov
21881,FLEURY S.A.,2021,2021-12-31,2022-03-17,112643,current_ibov
21881,FLEURY S.A.,2022,2022-12-31,2023-03-16,124240,current_ibov
21881,FLEURY S.A.,2023,2023-12-31,2024-03-07,134546,current_ibov
21881,FLEURY S.A.,2024,2024-12-31,2025-02-27,145095,current_ibov
16101,GAFISA S.A.,2015,2015-12-31,2016-03-03,53837,historical_ibov
16101,GAFISA S.A.,2016,2016-12-31,2017-05-09,64995,historical_ibov
16101,GAFISA S.A.,2017,2017-12-31,2018-03-09,72149,historical_ibov
16101,GAFISA S.A.,2018,2018-12-31,2019-04-03,82002,historical_ibov
16101,GAFISA S.A.,2019,2019-12-31,2020-03-26,91877,historical_ibov
16101,GAFISA S.A.,2020,2020-12-31,2021-03-16,101001,historical_ibov
16101,GAFISA S.A.,2021,2021-12-31,2022-03-19,112740,historical_ibov
16101,GAFISA S.A.,2022,2022-12-31,2023-03-29,124751,historical_ibov
16101,GAFISA S.A.,2023,2023-12-31,2024-03-26,135175,historical_ibov
16101,GAFISA S.A.,2024,2024-12-31,2025-03-27,145879,historical_ibov
3980,GERDAU S.A.,2015,2015-12-31,2016-03-15,54055,current_ibov
3980,GERDAU S.A.,2016,2016-12-31,2017-02-22,62693,current_ibov
3980,GERDAU S.A.,2017,2017-12-31,2018-02-28,71859,current_ibov
3980,GERDAU S.A.,2018,2018-12-31,2019-02-21,80788,current_ibov
3980,GERDAU S.A.,2019,2019-12-31,2020-02-19,91066,current_ibov
3980,GERDAU S.A.,2020,2020-12-31,2021-02-24,100393,current_ibov
3980,GERDAU S.A.,2021,2021-12-31,2022-02-23,111961,current_ibov
3980,GERDAU S.A.,2022,2022-12-31,2023-03-01,123775,current_ibov
3980,GERDAU S.A.,2023,2023-12-31,2024-02-20,134146,current_ibov
3980,GERDAU S.A.,2024,2024-12-31,2025-02-24,144975,current_ibov
19569,GOL LINHAS AEREAS INTELIGENTES S.A.,2015,2015-12-31,2016-03-29,54661,historical_ibov
19569,GOL LINHAS AEREAS INTELIGENTES S.A.,2016,2016-12-31,2017-02-17,62584,historical_ibov
19569,GOL LINHAS AEREAS INTELIGENTES S.A.,2017,2017-12-31,2018-03-07,72037,historical_ibov
19569,GOL LINHAS AEREAS INTELIGENTES S.A.,2018,2018-12-31,2019-02-28,80954,historical_ibov
19569,GOL LINHAS AEREAS INTELIGENTES S.A.,2019,2019-12-31,2020-02-28,91266,historical_ibov
19569,GOL LINHAS AEREAS INTELIGENTES S.A.,2020,2020-12-31,2021-03-18,101035,historical_ibov
19569,GOL LINHAS AEREAS INTELIGENTES S.A.,2021,2021-12-31,2022-03-14,112467,historical_ibov
19569,GOL LINHAS AEREAS INTELIGENTES S.A.,2022,2022-12-31,2023-03-21,124422,historical_ibov
19569,GOL LINHAS AEREAS INTELIGENTES S.A.,2023,2023-12-31,2024-03-28,135272,historical_ibov
19569,GOL LINHAS AEREAS INTELIGENTES S.A.,2024,2024-12-31,2025-03-28,145927,historical_ibov
6505,GRUPO CASAS BAHIA S.A.,2015,2015-12-31,2016-07-27,58276,historical_ibov
6505,GRUPO CASAS BAHIA S.A.,2016,2016-12-31,2017-02-23,62732,historical_ibov
6505,GRUPO CASAS BAHIA S.A.,2017,2017-12-31,2018-02-19,71563,historical_ibov
6505,GRUPO CASAS BAHIA S.A.,2018,2018-12-31,2019-02-20,80761,historical_ibov
6505,GRUPO CASAS BAHIA S.A.,2019,2019-12-31,2020-03-26,91841,historical_ibov
6505,GRUPO CASAS BAHIA S.A.,2020,2020-12-31,2021-03-02,100603,historical_ibov
6505,GRUPO CASAS BAHIA S.A.,2021,2021-12-31,2022-03-09,112352,historical_ibov
6505,GRUPO CASAS BAHIA S.A.,2022,2022-12-31,2023-03-09,124037,historical_ibov
6505,GRUPO CASAS BAHIA S.A.,2023,2023-12-31,2024-03-25,135112,historical_ibov
6505,GRUPO CASAS BAHIA S.A.,2024,2024-12-31,2025-03-12,145352,historical_ibov
25011,GRUPO DE MODA SOMA S.A.,2019,2019-12-31,2020-07-08,91250,historical_ibov
25011,GRUPO DE MODA SOMA S.A.,2020,2020-12-31,2021-04-06,102684,historical_ibov
25011,GRUPO DE MODA SOMA S.A.,2021,2021-12-31,2022-03-17,112671,historical_ibov
25011,GRUPO DE MODA SOMA S.A.,2022,2022-12-31,2023-03-07,123941,historical_ibov
25011,GRUPO DE MODA SOMA S.A.,2023,2023-12-31,2024-03-25,135088,historical_ibov
24392,HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.,2017,2017-12-31,2018-04-24,73468,current_ibov
24392,HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.,2018,2018-12-31,2019-03-14,81182,current_ibov
24392,HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.,2019,2019-12-31,2020-03-26,91840,current_ibov
24392,HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.,2020,2020-12-31,2021-03-23,102146,current_ibov
24392,HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.,2021,2021-12-31,2022-03-23,112866,current_ibov
24392,HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.,2022,2022-12-31,2023-02-28,123765,current_ibov
24392,HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.,2023,2023-12-31,2024-05-13,137197,current_ibov
24392,HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.,2024,2024-12-31,2025-03-19,145552,current_ibov
21431,HYPERA S.A.,2015,2015-12-31,2016-02-26,53699,current_ibov
21431,HYPERA S.A.,2016,2016-12-31,2017-02-17,62612,current_ibov
21431,HYPERA S.A.,2017,2017-12-31,2018-02-23,71748,current_ibov
21431,HYPERA S.A.,2018,2018-12-31,2019-02-21,80822,current_ibov
21431,HYPERA S.A.,2019,2019-12-31,2020-03-06,91427,current_ibov
21431,HYPERA S.A.,2020,2020-12-31,2021-02-26,100523,current_ibov
21431,HYPERA S.A.,2021,2021-12-31,2022-02-24,112061,current_ibov
21431,HYPERA S.A.,2022,2022-12-31,2023-02-16,123590,current_ibov
21431,HYPERA S.A.,2023,2023-12-31,2024-03-13,134705,current_ibov
21431,HYPERA S.A.,2024,2024-12-31,2025-03-20,145606,current_ibov
20494,IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,2015,2015-12-31,2016-03-08,53929,historical_ibov
20494,IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,2016,2016-12-31,2017-02-21,62678,historical_ibov
20494,IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,2017,2017-12-31,2018-02-27,71825,historical_ibov
20494,IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,2018,2018-12-31,2019-02-26,80907,historical_ibov
20494,IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,2019,2019-12-31,2020-02-18,91046,historical_ibov
20494,IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,2020,2020-12-31,2021-03-04,100676,historical_ibov
20494,IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,2021,2021-12-31,2022-04-14,113795,historical_ibov
20494,IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,2022,2022-12-31,2023-03-06,123880,historical_ibov
20494,IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,2023,2023-12-31,2024-02-20,134142,historical_ibov
20494,IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,2024,2024-12-31,2025-02-21,144915,historical_ibov
8672,IGUATEMI S.A.,2015,2015-12-31,2016-03-23,54394,current_ibov
8672,IGUATEMI S.A.,2016,2016-12-31,2017-03-10,63090,current_ibov
8672,IGUATEMI S.A.,2017,2017-12-31,2018-03-14,72282,current_ibov
8672,IGUATEMI S.A.,2018,2018-12-31,2019-03-14,81229,current_ibov
8672,IGUATEMI S.A.,2019,2019-12-31,2020-03-12,91514,current_ibov
8672,IGUATEMI S.A.,2020,2020-12-31,2021-03-11,100876,current_ibov
8672,IGUATEMI S.A.,2021,2021-12-31,2022-04-18,113814,current_ibov
8672,IGUATEMI S.A.,2022,2022-12-31,2023-02-28,123760,current_ibov
8672,IGUATEMI S.A.,2023,2023-12-31,2024-02-20,134137,current_ibov
8672,IGUATEMI S.A.,2024,2024-12-31,2025-02-18,144853,current_ibov
18376,ISA ENERGIA BRASIL,2020,2020-12-31,2021-02-22,100343,current_ibov
18376,ISA ENERGIA BRASIL,2021,2021-12-31,2022-02-23,111992,current_ibov
18376,ISA ENERGIA BRASIL,2022,2022-12-31,2023-02-23,123675,current_ibov
18376,ISA ENERGIA BRASIL,2023,2023-12-31,2024-02-20,134145,current_ibov
18376,ISA ENERGIA BRASIL,2024,2024-12-31,2025-02-24,144965,current_ibov
20605,JHSF PARTICIPACOES S.A.,2015,2015-12-31,2016-03-30,54766,historical_ibov
20605,JHSF PARTICIPACOES S.A.,2016,2016-12-31,2017-03-30,63853,historical_ibov
20605,JHSF PARTICIPACOES S.A.,2017,2017-12-31,2018-04-16,73325,historical_ibov
20605,JHSF PARTICIPACOES S.A.,2018,2018-12-31,2019-02-21,80817,historical_ibov
20605,JHSF PARTICIPACOES S.A.,2019,2019-12-31,2020-02-13,90944,historical_ibov
20605,JHSF PARTICIPACOES S.A.,2020,2020-12-31,2021-02-18,100247,historical_ibov
20605,JHSF PARTICIPACOES S.A.,2021,2021-12-31,2022-02-24,112060,historical_ibov
20605,JHSF PARTICIPACOES S.A.,2022,2022-12-31,2023-03-22,124478,historical_ibov
20605,JHSF PARTICIPACOES S.A.,2023,2023-12-31,2024-03-26,135114,historical_ibov
20605,JHSF PARTICIPACOES S.A.,2024,2024-12-31,2025-03-28,145886,historical_ibov
12653,KLABIN S.A.,2015,2015-12-31,2016-02-03,53175,current_ibov
12653,KLABIN S.A.,2016,2016-12-31,2017-02-09,62409,current_ibov
12653,KLABIN S.A.,2017,2017-12-31,2018-02-01,71286,current_ibov
12653,KLABIN S.A.,2018,2018-12-31,2019-02-07,80497,current_ibov
12653,KLABIN S.A.,2019,2019-12-31,2020-02-06,90777,current_ibov
12653,KLABIN S.A.,2020,2020-12-31,2021-02-10,100067,current_ibov
12653,KLABIN S.A.,2021,2021-12-31,2024-06-13,139092,current_ibov
12653,KLABIN S.A.,2022,2022-12-31,2023-02-08,123405,current_ibov
12653,KLABIN S.A.,2023,2023-12-31,2024-02-07,133886,current_ibov
12653,KLABIN S.A.,2024,2024-12-31,2025-02-26,145024,current_ibov
19879,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,2015,2015-12-31,2016-11-10,60681,historical_ibov
19879,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,2016,2016-12-31,2017-03-23,63504,historical_ibov
19879,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,2017,2017-12-31,2018-03-28,72794,historical_ibov
19879,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,2018,2018-12-31,2019-03-28,81727,historical_ibov
19879,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,2019,2019-12-31,2020-03-12,91540,historical_ibov
