CD_CVM,ANO,ID_DOC,n_attachments_matched,match_tier,files,DENOM_CIA,error
019771,2012,24686,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019771\\2012\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNet\\Temp\\files\\00002816530000000000000000.pdf.pdf', 'size_bytes': 668243}]",ARTERIS S.A.,
019771,2013,34833,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019771\\2013\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNet\\Temp\\files\\00005616530000000000000000.pdf.pdf', 'size_bytes': 494862}]",ARTERIS S.A.,
019771,2014,44339,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019771\\2014\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNet\\Temp\\files\\00000604120000000000000000.pdf.pdf', 'size_bytes': 538330}]",ARTERIS S.A.,
019771,2015,54628,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019771\\2015\\notas_explicativas.pdf', 'original_filename': 'C:\\Program Files (x86)\\CVM\\EmpresasNet\\Temp\\files\\00122804120000000000000000.pdf.pdf', 'size_bytes': 290118}]",ARTERIS S.A.,
019771,2016,63202,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019771\\2016\\notas_explicativas.pdf', 'original_filename': 'C:\\Program Files (x86)\\CVM\\EmpresasNet\\Temp\\files\\00121204120000000000000000.pdf.pdf', 'size_bytes': 468705}]",ARTERIS S.A.,
019771,2017,71721,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019771\\2017\\notas_explicativas.pdf', 'original_filename': 'C:\\EmpresasNet\\Temp\\files\\00121804120000000000000000.pdf.pdf', 'size_bytes': 804056}]",ARTERIS S.A.,
019771,2018,81010,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019771\\2018\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNetV14000\\Temp\\files\\00122316530000000000000000.pdf.pdf', 'size_bytes': 373706}]",ARTERIS S.A.,
019771,2019,91159,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019771\\2019\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNetV15001\\Temp\\files\\00121204120000000000000000.pdf.pdf', 'size_bytes': 1032895}]",ARTERIS S.A.,
019771,2020,102739,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019771\\2020\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNetV17000\\Temp\\files\\00121904120000000000000000.pdf.pdf', 'size_bytes': 1381753}]",ARTERIS S.A.,
019771,2021,112031,1,notes_filename_match,"[{'path': 'data\\raw\\dfp\\019771\\2021\\notas_explicativas.pdf', 'original_filename': '5.Notas Explicativas.pdf', 'size_bytes': 736840}]",ARTERIS S.A.,
019771,2022,123669,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019771\\2022\\notas_explicativas.pdf', 'original_filename': 'Arteris Consolidado 2022_CVM.pdf', 'size_bytes': 1814593}]",ARTERIS S.A.,
