CD_CVM,ANO,ID_DOC,n_attachments_matched,match_tier,files,DENOM_CIA
018627,2018,80809,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\018627\\2018\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNetV14000\\Temp\\files\\00121116530000000000000000.pdf.pdf', 'size_bytes': 867741}]",CIA SANEAMENTO DO PARANA - SANEPAR
018627,2019,90796,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\018627\\2019\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNetV15002\\Temp\\files\\00123216530000000000000000.pdf.pdf', 'size_bytes': 4506353}]",CIA SANEAMENTO DO PARANA - SANEPAR
018627,2020,100129,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\018627\\2020\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNetV17000\\Temp\\files\\00122016530000000000000000.pdf.pdf', 'size_bytes': 8839325}]",CIA SANEAMENTO DO PARANA - SANEPAR
018627,2021,112044,1,notes_filename_match,"[{'path': 'data\\raw\\dfp\\018627\\2021\\notas_explicativas.pdf', 'original_filename': 'Demonstrações Contábeis e Notas Explicativas 2021 - CVM.pdf', 'size_bytes': 459924}]",CIA SANEAMENTO DO PARANA - SANEPAR
018627,2022,123587,1,notes_filename_match,"[{'path': 'data\\raw\\dfp\\018627\\2022\\notas_explicativas.pdf', 'original_filename': 'Demonstrações Contábeis e Notas Explicativas 2022 - CVM.pdf', 'size_bytes': 432926}]",CIA SANEAMENTO DO PARANA - SANEPAR
018627,2023,133929,1,notes_filename_match,"[{'path': 'data\\raw\\dfp\\018627\\2023\\notas_explicativas.pdf', 'original_filename': 'Demonstrações Contábeis e Notas Explicativas 2023 - CVM.pdf', 'size_bytes': 1024277}]",CIA SANEAMENTO DO PARANA - SANEPAR
018627,2024,144899,1,notes_filename_match,"[{'path': 'data\\raw\\dfp\\018627\\2024\\notas_explicativas.pdf', 'original_filename': 'Demonstrações Contábeis e Notas Explicativas 2024 - CVM.pdf', 'size_bytes': 1042326}]",CIA SANEAMENTO DO PARANA - SANEPAR
022691,2015,54254,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\022691\\2015\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNet\\Temp\\files\\00122104120000000000000000.pdf.pdf', 'size_bytes': 527022}]",COMPANHIA DE LOCAÇÃO DAS AMÉRICAS
022691,2016,65995,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\022691\\2016\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNet\\Temp\\files\\00128104120000000000000000.pdf.pdf', 'size_bytes': 475938}]",COMPANHIA DE LOCAÇÃO DAS AMÉRICAS
022691,2017,72888,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\022691\\2017\\notas_explicativas.pdf', 'original_filename': 'C:\\Program Files (x86)\\CVM\\EmpresasNet\\Temp\\files\\00122504120000000000000000.pdf.pdf', 'size_bytes': 1517106}]",COMPANHIA DE LOCAÇÃO DAS AMÉRICAS
022691,2018,82288,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\022691\\2018\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNetV14000\\Temp\\files\\00123904130000000000000000.pdf.pdf', 'size_bytes': 3818358}]",COMPANHIA DE LOCAÇÃO DAS AMÉRICAS
022691,2019,91544,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\022691\\2019\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNetV15001\\Temp\\files\\00123504130000000000000000.pdf.pdf', 'size_bytes': 2716199}]",COMPANHIA DE LOCAÇÃO DAS AMÉRICAS
022691,2020,100384,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\022691\\2020\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNetV17000\\Temp\\files\\00122104120000000000000000.pdf.pdf', 'size_bytes': 2001207}]",COMPANHIA DE LOCAÇÃO DAS AMÉRICAS
022691,2021,112783,1,notes_filename_match,"[{'path': 'data\\raw\\dfp\\022691\\2021\\notas_explicativas.pdf', 'original_filename': 'DFs LCAM 31.12.2021-Notas explicativas.pdf', 'size_bytes': 1985322}]",COMPANHIA DE LOCAÇÃO DAS AMÉRICAS
022691,2022,124182,1,notes_filename_match,"[{'path': 'data\\raw\\dfp\\022691\\2022\\notas_explicativas.pdf', 'original_filename': 'Notas explicativas) Final.pdf', 'size_bytes': 845973}]",COMPANHIA DE LOCAÇÃO DAS AMÉRICAS
022691,2023,134627,1,notes_filename_match,"[{'path': 'data\\raw\\dfp\\022691\\2023\\notas_explicativas.pdf', 'original_filename': '4. Notas explicativas Locamerica Dfs 2023_v5.pdf', 'size_bytes': 2234092}]",COMPANHIA DE LOCAÇÃO DAS AMÉRICAS
022691,2024,145230,1,notes_filename_match,"[{'path': 'data\\raw\\dfp\\022691\\2024\\notas_explicativas.pdf', 'original_filename': '6. Notas explicativas Locamerica DF24 vf ENET.pdf', 'size_bytes': 1934937}]",COMPANHIA DE LOCAÇÃO DAS AMÉRICAS
023310,2015,53476,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\023310\\2015\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNet\\Temp\\files\\00126304120000000000000000.pdf.pdf', 'size_bytes': 806943}]",CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.
023310,2016,62556,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\023310\\2016\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNet\\Temp\\files\\00139304120000000000000000.pdf.pdf', 'size_bytes': 943002}]",CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.
023310,2017,71407,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\023310\\2017\\notas_explicativas.pdf', 'original_filename': 'C:\\Program Files\\CVM\\EmpresasNet\\Temp\\files\\00148316530000000000000000.pdf.pdf', 'size_bytes': 1579854}]",CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.
023310,2018,80879,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\023310\\2018\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNetV13004\\Temp\\files\\00121704120000000000000000.pdf.pdf', 'size_bytes': 1448796}]",CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.
023310,2019,96766,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\023310\\2019\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNetV16000\\Temp\\files\\00123004120000000000000000.pdf.pdf', 'size_bytes': 1329811}]",CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.
023310,2020,102322,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\023310\\2020\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNetV17000\\Temp\\files\\00122104120000000000000000.pdf.pdf', 'size_bytes': 1536227}]",CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.
023310,2021,112557,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\023310\\2021\\notas_explicativas.pdf', 'original_filename': 'NE.pdf', 'size_bytes': 1938484}]",CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.
023310,2022,124434,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\023310\\2022\\notas_explicativas.pdf', 'original_filename': 'NE - VF 21.03.2023.pdf', 'size_bytes': 1311712}]",CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.
023310,2023,135166,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\023310\\2023\\notas_explicativas.pdf', 'original_filename': 'NE.pdf', 'size_bytes': 1211597}]",CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.
023310,2024,145798,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\023310\\2024\\notas_explicativas.pdf', 'original_filename': 'NE.pdf', 'size_bytes': 1123023}]",CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.
021091,2015,53358,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\021091\\2015\\notas_explicativas.pdf', 'original_filename': 'S:\\EmpresasNet\\Empresas.NET_V9.0\\Temp\\files\\00121204120000000000000000.pdf.pdf', 'size_bytes': 434613}]",DEXCO S.A.
021091,2016,62390,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\021091\\2016\\notas_explicativas.pdf', 'original_filename': 'S:\\EmpresasNet\\Empresas.NET_V10.0\\Temp\\files\\00122604120000000000000000.docx.pdf', 'size_bytes': 944906}]",DEXCO S.A.
021091,2017,71345,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\021091\\2017\\notas_explicativas.pdf', 'original_filename': 'S:\\EmpresasNet\\Empresas.NET_V12.00\\Temp\\files\\00132104120000000000000000.docx.pdf', 'size_bytes': 831939}]",DEXCO S.A.
021091,2018,80649,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\021091\\2018\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNetV14000\\Temp\\files\\00122604120000000000000000.pdf.pdf', 'size_bytes': 975984}]",DEXCO S.A.
021091,2019,90918,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\021091\\2019\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNetV15002\\Temp\\files\\00121604120000000000000000.pdf.pdf', 'size_bytes': 973295}]",DEXCO S.A.
021091,2020,100004,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\021091\\2020\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNetV17000\\Temp\\files\\00123604120000000000000000.pdf.pdf', 'size_bytes': 1191406}]",DEXCO S.A.
021091,2021,111679,1,notes_filename_match,"[{'path': 'data\\raw\\dfp\\021091\\2021\\notas_explicativas.pdf', 'original_filename': 'Notas explicativas DFP 2021 - 09.02.2022.pdf', 'size_bytes': 966938}]",DEXCO S.A.
021091,2022,123979,1,notes_filename_match,"[{'path': 'data\\raw\\dfp\\021091\\2022\\notas_explicativas.pdf', 'original_filename': 'Notas explicativas 4º ITR 2022_sem vinculo.pdf', 'size_bytes': 865674}]",DEXCO S.A.
021091,2023,134509,1,notes_filename_match,"[{'path': 'data\\raw\\dfp\\021091\\2023\\notas_explicativas.pdf', 'original_filename': 'Notas explicativas 4º ITR 2023 - 05-03-2024 - com sugestões CAGR1- alterações no CAGR -vf.pdf', 'size_bytes': 946502}]",DEXCO S.A.
021091,2024,145350,1,notes_filename_match,"[{'path': 'data\\raw\\dfp\\021091\\2024\\notas_explicativas.pdf', 'original_filename': 'Notas explicativas - DFP 2024 - Dexco S.A..pdf', 'size_bytes': 984465}]",DEXCO S.A.
019623,2015,54381,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019623\\2015\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNet\\Temp\\files\\00121204120000000000000000.pdf.pdf', 'size_bytes': 1045821}]",DIAGNOSTICOS DA AMERICA S.A.
019623,2016,63357,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019623\\2016\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNet\\Temp\\files\\00139704120000000000000000.pdf.pdf', 'size_bytes': 1933489}]",DIAGNOSTICOS DA AMERICA S.A.
019623,2017,72354,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019623\\2017\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNet\\Temp\\files\\00124504120000000000000000.pdf.pdf', 'size_bytes': 1253879}]",DIAGNOSTICOS DA AMERICA S.A.
019623,2018,81214,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019623\\2018\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNetV14000\\Temp\\files\\00122504120000000000000000.pdf.pdf', 'size_bytes': 2047368}]",DIAGNOSTICOS DA AMERICA S.A.
019623,2019,91578,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019623\\2019\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNetV15002\\Temp\\files\\00122604120000000000000000.pdf.pdf', 'size_bytes': 2241207}]",DIAGNOSTICOS DA AMERICA S.A.
019623,2020,100717,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019623\\2020\\notas_explicativas.pdf', 'original_filename': 'C:\\EmpresasNetV17000\\Temp\\files\\00123304120000000000000000.pdf.pdf', 'size_bytes': 3273625}]",DIAGNOSTICOS DA AMERICA S.A.
019623,2021,113140,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019623\\2021\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNetV17001\\Temp\\files\\00121704120000000000000000.pdf.pdf', 'size_bytes': 3097872}]",DIAGNOSTICOS DA AMERICA S.A.
019623,2022,124722,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019623\\2022\\notas_explicativas.pdf', 'original_filename': 'DF_Dasa_31.12.22 - Final- cvm.pdf', 'size_bytes': 2475938}]",DIAGNOSTICOS DA AMERICA S.A.
019623,2023,135758,1,notes_filename_match,"[{'path': 'data\\raw\\dfp\\019623\\2023\\notas_explicativas.pdf', 'original_filename': 'DF_Dasa_31.12.2023 - limpa 22.03 - Notas explicativas(CVM).pdf', 'size_bytes': 1678728}]",DIAGNOSTICOS DA AMERICA S.A.
019623,2024,145811,1,notes_filename_match,"[{'path': 'data\\raw\\dfp\\019623\\2024\\notas_explicativas.pdf', 'original_filename': 'Notas explicativas_ITR_DASA_31.12.2024.pdf', 'size_bytes': 669362}]",DIAGNOSTICOS DA AMERICA S.A.
019453,2015,54087,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019453\\2015\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNet\\Temp\\files\\00144204120000000000000000.pdf.pdf', 'size_bytes': 608091}]",ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.
019453,2016,62648,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019453\\2016\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\Temp\\files\\00123504120000000000000000.pdf.pdf', 'size_bytes': 653717}]",ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.
019453,2017,71875,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019453\\2017\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\Temp\\files\\00121404120000000000000000.pdf.pdf', 'size_bytes': 539916}]",ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.
019453,2018,81212,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019453\\2018\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNetV14000\\Temp\\files\\00121704120000000000000000.pdf.pdf', 'size_bytes': 618952}]",ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.
019453,2019,91040,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019453\\2019\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNetV15002\\Temp\\files\\00125404120000000000000000.pdf.pdf', 'size_bytes': 769281}]",ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.
019453,2020,100819,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019453\\2020\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNetV17000\\Temp\\files\\00122204120000000000000000.pdf.pdf', 'size_bytes': 1311732}]",ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.
019453,2021,112982,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019453\\2021\\notas_explicativas.pdf', 'original_filename': 'Ecorodovias IL_Rel Adm2021  - 04.03.2022 - PT - Limpa.pdf', 'size_bytes': 899819}]",ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.
019453,2022,124228,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019453\\2022\\notas_explicativas.pdf', 'original_filename': 'NOTAS EIL 4TRI2022.pdf', 'size_bytes': 1398794}]",ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.
019453,2023,134692,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019453\\2023\\notas_explicativas.pdf', 'original_filename': '4TR23 EIL - sem cabeçalho.pdf', 'size_bytes': 1301501}]",ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.
019453,2024,145479,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019453\\2024\\notas_explicativas.pdf', 'original_filename': 'Notas EIL.pdf', 'size_bytes': 1394145}]",ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.
019763,2015,53798,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019763\\2015\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNet\\Temp\\files\\00122704120000000000000000.pdf.pdf', 'size_bytes': 842675}]",EDP - ENERGIAS DO BRASIL S.A.
019763,2016,62728,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019763\\2016\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNet\\Temp\\files\\00123404120000000000000000.pdf.pdf', 'size_bytes': 927217}]",EDP - ENERGIAS DO BRASIL S.A.
019763,2017,72147,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019763\\2017\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNet\\Temp\\files\\00129504120000000000000000.pdf.pdf', 'size_bytes': 2179443}]",EDP - ENERGIAS DO BRASIL S.A.
019763,2018,81087,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019763\\2018\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNetV14000\\Temp\\files\\00123004120000000000000000.pdf.pdf', 'size_bytes': 2418411}]",EDP - ENERGIAS DO BRASIL S.A.
019763,2019,91055,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019763\\2019\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNetV15002\\Temp\\files\\00122904120000000000000000.pdf.pdf', 'size_bytes': 2542995}]",EDP - ENERGIAS DO BRASIL S.A.
019763,2020,103062,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019763\\2020\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNetV17000\\Temp\\files\\00121904120000000000000000.pdf.pdf', 'size_bytes': 2652459}]",EDP - ENERGIAS DO BRASIL S.A.
019763,2021,111821,1,statements_filename_match,"[{'path': 'data\\raw\\dfp\\019763\\2021\\notas_explicativas.pdf', 'original_filename': 'OK_EDPE _Cópia_NE DFP 2021_vf.pdf', 'size_bytes': 2993854}]",EDP - ENERGIAS DO BRASIL S.A.
019763,2022,123741,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019763\\2022\\notas_explicativas.pdf', 'original_filename': 'CVM_OK_EDPE _NE EDP 2022.pdf', 'size_bytes': 2782743}]",EDP - ENERGIAS DO BRASIL S.A.
019763,2023,134268,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019763\\2023\\notas_explicativas.pdf', 'original_filename': 'OK_EDPE _NE 4º TRIM 2023 NE.pdf', 'size_bytes': 2682496}]",EDP - ENERGIAS DO BRASIL S.A.
019763,2024,145017,1,statements_filename_match,"[{'path': 'data\\raw\\dfp\\019763\\2024\\notas_explicativas.pdf', 'original_filename': 'CVM EDPE _NE DFP 2024.pdf', 'size_bytes': 2525765}]",EDP - ENERGIAS DO BRASIL S.A.
014176,2015,53615,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\014176\\2015\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNet\\Temp\\files\\00123904120000000000000000.pdf.pdf', 'size_bytes': 692182}]",ELETROPAULO METROP. ELET. SAO PAULO S.A.
014176,2016,62809,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\014176\\2016\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNet\\Temp\\files\\00121504120000000000000000.pdf.pdf', 'size_bytes': 916713}]",ELETROPAULO METROP. ELET. SAO PAULO S.A.
014176,2017,72688,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\014176\\2017\\notas_explicativas.pdf', 'original_filename': 'C:\\Program Files (x86)\\CVM\\EmpresasNet\\Temp\\files\\00121916530000000000000000.pdf.pdf', 'size_bytes': 1256008}]",ELETROPAULO METROP. ELET. SAO PAULO S.A.
014176,2018,80900,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\014176\\2018\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNetV14000\\Temp\\files\\00121604120000000000000000.pdf.pdf', 'size_bytes': 1538356}]",ELETROPAULO METROP. ELET. SAO PAULO S.A.
014176,2019,91136,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\014176\\2019\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNetV15002\\Temp\\files\\00121104120000000000000000.pdf.pdf', 'size_bytes': 1692961}]",ELETROPAULO METROP. ELET. SAO PAULO S.A.
014176,2020,100423,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\014176\\2020\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNetV17000\\Temp\\files\\00122004120000000000000000.pdf.pdf', 'size_bytes': 2340620}]",ELETROPAULO METROP. ELET. SAO PAULO S.A.
014176,2021,112047,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\014176\\2021\\notas_explicativas.pdf', 'original_filename': '3 - NEs Enel SP_VF_CVM.pdf', 'size_bytes': 2085266}]",ELETROPAULO METROP. ELET. SAO PAULO S.A.
014176,2022,123711,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\014176\\2022\\notas_explicativas.pdf', 'original_filename': '2022 DF - Enel SP V6 Limpo_CVM.pdf', 'size_bytes': 1139926}]",ELETROPAULO METROP. ELET. SAO PAULO S.A.
014176,2023,134320,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\014176\\2023\\notas_explicativas.pdf', 'original_filename': 'DF 2023 - Enel SP_VF_CVM.pdf', 'size_bytes': 1173966}]",ELETROPAULO METROP. ELET. SAO PAULO S.A.
014176,2024,145115,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\014176\\2024\\notas_explicativas.pdf', 'original_filename': 'DF 2024 - Enel SP_vf_CVM.pdf', 'size_bytes': 2091309}]",ELETROPAULO METROP. ELET. SAO PAULO S.A.
020524,2015,54715,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\020524\\2015\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNet\\Temp\\files\\00123816530000000000000000.pdf.pdf', 'size_bytes': 1306328}]",EVEN CONSTRUTORA E INCORPORADORA S.A.
020524,2016,63446,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\020524\\2016\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNet\\Temp\\files\\00135404120000000000000000.pdf.pdf', 'size_bytes': 2752897}]",EVEN CONSTRUTORA E INCORPORADORA S.A.
020524,2017,72684,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\020524\\2017\\notas_explicativas.pdf', 'original_filename': 'C:\\Program Files (x86)\\CVM\\EmpresasNet\\Temp\\files\\00124104120000000000000000.pdf.pdf', 'size_bytes': 768300}]",EVEN CONSTRUTORA E INCORPORADORA S.A.
020524,2018,81685,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\020524\\2018\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNetV13004\\Temp\\files\\00122016530000000000000000.pdf.pdf', 'size_bytes': 1444964}]",EVEN CONSTRUTORA E INCORPORADORA S.A.
020524,2019,92048,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\020524\\2019\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNetV16000\\Temp\\files\\00122104120000000000000000.pdf.pdf', 'size_bytes': 1247529}]",EVEN CONSTRUTORA E INCORPORADORA S.A.
020524,2020,102057,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\020524\\2020\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNetV17000\\Temp\\files\\00121716530000000000000000.pdf.pdf', 'size_bytes': 2149525}]",EVEN CONSTRUTORA E INCORPORADORA S.A.
020524,2021,112820,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\020524\\2021\\notas_explicativas.pdf', 'original_filename': '4T21_ER_22.03_VFrelease.pdf', 'size_bytes': 2102341}]",EVEN CONSTRUTORA E INCORPORADORA S.A.
020524,2022,124720,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\020524\\2022\\notas_explicativas.pdf', 'original_filename': '4T22_ER_28.03_v11 (1).pdf', 'size_bytes': 2424743}]",EVEN CONSTRUTORA E INCORPORADORA S.A.
020524,2023,134964,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\020524\\2023\\notas_explicativas.pdf', 'original_filename': '2024SP029850_VF.pdf', 'size_bytes': 908185}]",EVEN CONSTRUTORA E INCORPORADORA S.A.
020524,2024,145847,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\020524\\2024\\notas_explicativas.pdf', 'original_filename': '2025SP039072_VF_edit.pdf', 'size_bytes': 1631293}]",EVEN CONSTRUTORA E INCORPORADORA S.A.
020770,2015,54645,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\020770\\2015\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNet\\Temp\\files\\00121204120000000000000000.pdf.pdf', 'size_bytes': 480831}]",EZ TEC EMPREEND. E PARTICIPACOES S.A.
020770,2016,63372,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\020770\\2016\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNet\\Temp\\files\\00121904120000000000000000.docx.pdf', 'size_bytes': 688828}]",EZ TEC EMPREEND. E PARTICIPACOES S.A.
020770,2017,72336,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\020770\\2017\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNet\\Temp\\files\\00121404120000000000000000.pdf.pdf', 'size_bytes': 555943}]",EZ TEC EMPREEND. E PARTICIPACOES S.A.
020770,2018,81445,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\020770\\2018\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNetV14000\\Temp\\files\\00121904120000000000000000.pdf.pdf', 'size_bytes': 578408}]",EZ TEC EMPREEND. E PARTICIPACOES S.A.
020770,2019,91678,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\020770\\2019\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNetV16000\\Temp\\files\\00121304120000000000000000.pdf.pdf', 'size_bytes': 267622}]",EZ TEC EMPREEND. E PARTICIPACOES S.A.
020770,2020,101015,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\020770\\2020\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNetV17000\\Temp\\files\\00123216530000000000000000.pdf.pdf', 'size_bytes': 294459}]",EZ TEC EMPREEND. E PARTICIPACOES S.A.
